model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,latent_mean_lambda_h,latent_mean_lambda_a,latent_min_sd,gate_pass,gate_failures
m00_baseline_grw,2,39,1600,1.0151003729932497,2,348.4852171867931,394.0214230056308,0,3200,0.0,0.0,0.7489428091384566,false,false,min bulk ESS 348.5 at fold 1 (gate > 400); min tail ESS 394.0 at fold 1 (gate > 400),0.520324166615804,47940765-9e84-40ab-bc5b-b9387340cdee,1.5182377824094626,1.2857418206370996,0.13998390963053986,false,G3 min ESS bulk 348 / tail 394
m05_wealth_grw,2,39,1600,1.0168540325479989,2,647.089193108061,576.8076224269681,0,3200,0.0,0.0,0.6752954592545931,true,false,,0.5040773153305054,7d2555b6-e5c2-43ed-b3c7-44c55321164e,1.476354593022535,1.3021358615930407,0.09545293725853314,true,
m10_lineup_grw,2,39,1600,1.0165175119630894,2,428.1107961983126,408.9848274061539,0,3200,0.0,0.0,0.6896264934080727,true,false,,0.28419495026270547,89256ad1-611f-4ac8-ab2a-65c0f66e4e16,1.5084717111109882,1.278978575728006,0.12351256465751452,true,
m12_joint_hybrid_synergy_grw,2,39,1600,1.0123421242384336,2,354.8730852233703,342.99387226803475,0,3200,0.0,0.0,0.6063123588807783,false,false,min bulk ESS 354.9 at fold 1 (gate > 400); min tail ESS 343.0 at fold 1 (gate > 400),0.561131501197815,21f657e6-a990-4682-b292-497365452dbe,1.4708883908414159,1.2995303476707296,0.09261767341757897,false,G3 min ESS bulk 355 / tail 343
