tag,gc_threads,heap_size_hint_gib,queue_wall_s,n_chains,mutator_threads,mutator_cpu_s,mutator_utilisation,other_threads_active,other_cpu_s,other_cpu_share,gc_time_s,gc_wall_share,gc_pauses,gc_full_sweeps,allocated_gib,allocation_gib_per_s,time_to_safepoint_s,mark_time_s,sweep_time_s,max_pause_ms_lifetime,rss_peak_queue_gib,rss_mean_queue_gib,maxrss_process_gib
gcA2_default_20260910,16,0.0,1663.1754939556122,16,17,12746.0,0.47897831761899495,15,8117.779999999999,0.38908481588667054,878.605605684,0.528269932353542,68741,5196,11873.133402884007,7.138833782745048,10.35163365,404.156145115,474.366182757,92.911252,2.9764328002929688,2.4012884545734283,2.975849151611328
