model,config,rep,chain,seed,thread,start_s,stop_s,elapsed_s,status,mean_concurrency,mean_tree_depth,mean_leapfrog,step_size,mean_acceptance,n_divergent
m00_recombined_control,B,1,1,20261911,4,0.07587194442749023,1654.3239979743958,1654.2481260299683,ok,15.68604957541792,4.784,29.208,0.18560256211685933,0.9490752864042602,0
m00_recombined_control,B,1,2,20261912,16,0.07587289810180664,1597.363401889801,1597.2875289916992,ok,15.930659120650319,4.278,28.088,0.20401603009346206,0.9343075539713432,0
m00_recombined_control,B,1,3,20261913,13,0.07587289810180664,1651.1983168125153,1651.1224439144135,ok,15.709644897254007,4.998,30.968,0.1633095560000008,0.9677144088973988,0
m00_recombined_control,B,1,4,20261914,6,0.07587099075317383,1538.996652841568,1538.9207818508148,ok,15.99999998512712,4.908,30.232,0.1888858396444701,0.9584702048454289,0
m00_recombined_control,B,2,1,20262911,15,0.07587385177612305,1561.646854877472,1561.5709810256958,ok,15.985495246574686,5.0,31.0,0.12960306255941587,0.9779439968126926,0
m00_recombined_control,B,2,2,20262912,2,0.07587194442749023,1663.175348997116,1663.0994770526886,ok,15.609091819279838,5.0,31.0,0.1627261148977902,0.9619774854241573,0
m00_recombined_control,B,2,3,20262913,10,0.07587289810180664,1638.8213288784027,1638.745455980301,ok,15.787762788699983,4.824,29.592,0.18882542370245103,0.9475575848897223,0
m00_recombined_control,B,2,4,20262914,7,0.07587194442749023,1651.8921048641205,1651.816232919693,ok,15.704726663064974,5.0,31.0,0.1450065669762288,0.9748442338557801,0
m00_recombined_control,B,3,1,20263911,3,0.07587194442749023,1616.4608008861542,1616.3849289417267,ok,15.879976148591819,5.0,31.0,0.12095346642887012,0.9824752221918971,0
m00_recombined_control,B,3,2,20263912,12,0.07587385177612305,1656.3269739151,1656.251100063324,ok,15.66949845093553,4.838,29.976,0.18582623375607574,0.9481853868054374,0
m00_recombined_control,B,3,3,20263913,5,0.07587099075317383,1609.6029818058014,1609.5271108150482,ok,15.900768579508519,5.0,31.0,0.1651121847705155,0.963278878760036,0
m00_recombined_control,B,3,4,20263914,9,0.07587099075317383,1627.6228749752045,1627.5470039844513,ok,15.83964997580845,4.906,30.296,0.18530105652335582,0.9561434711308173,0
m00_recombined_control,B,4,1,20264911,14,0.07587385177612305,1633.72385597229,1633.647982120514,ok,15.814106803376932,5.0,31.0,0.15235030845449413,0.9701479602083848,0
m00_recombined_control,B,4,2,20264912,8,0.07587194442749023,1635.4823949337006,1635.406522989273,ok,15.805704353463073,5.0,31.0,0.15658108572670534,0.9649639907288873,0
m00_recombined_control,B,4,3,20264913,17,0.07587289810180664,1580.689378976822,1580.61350607872,ok,15.961574886674034,4.846,30.136,0.18680679260346872,0.9568583627260473,0
m00_recombined_control,B,4,4,20264914,11,0.07587289810180664,1643.3591349124908,1643.283262014389,ok,15.760734600639246,5.0,31.0,0.14286145670761666,0.9782584957668159,0
