t_s,rss_bytes
1226.0,2574688256
1228.0,2574688256
1230.0,2574688256
1232.0,2574688256
1234.0,2574688256
1236.0,2574774272
1238.0,2574774272
1240.0,2574774272
1242.0,2574774272
1244.0,2574774272
1246.0,2574843904
1248.0,2574864384
1250.0,2574864384
1252.0,2574872576
1254.0,2574872576
1256.0,2574921728
1258.0,2574921728
1260.0,2574974976
1262.0,2574974976
1264.0,2575011840
1266.0,2575011840
1268.0,2575011840
1270.0,2575011840
1272.0,2575011840
1274.0,2575011840
1276.0,2575011840
1278.0,2575011840
1280.0,2575011840
1282.0,2575044608
1284.0,2575052800
1286.0,2575052800
1288.0,2575089664
1290.0,2575089664
1292.0,2575089664
1294.0,2575097856
1296.0,2575097856
1298.0,2575568896
1300.0,2575568896
1302.0,2575568896
1304.0,2575577088
1306.0,2575577088
1308.0,2575593472
1310.0,2575593472
1312.0,2575593472
1314.0,2575695872
1316.0,2575695872
1318.0,2575745024
1320.0,2575745024
1322.0,2575757312
1324.0,2575757312
1326.0,2575757312
1328.0,2575757312
1330.0,2575757312
1332.0,2575757312
1334.0,2575843328
1336.0,2575843328
1338.0,2575929344
1340.0,2576207872
1342.0,2576289792
1344.0,2576289792
1346.0,2576289792
1348.0,2576289792
1350.0,2576289792
1352.0,2576289792
1354.0,2576289792
1356.0,2576289792
1358.0,2576289792
1360.0,2576289792
1362.0,2576289792
1364.0,2576289792
1366.0,2576359424
1368.0,2576384000
1370.0,2576392192
1372.0,2576420864
1374.0,2576441344
1376.0,2576441344
1378.0,2576449536
1380.0,2576449536
1382.0,2576449536
1384.0,2576474112
1386.0,2576474112
1388.0,2576474112
1390.0,2576474112
1392.0,2576474112
1394.0,2576474112
1396.0,2576474112
1398.0,2576474112
1400.0,2576474112
1402.0,2576478208
1404.0,2576478208
1406.0,2576478208
1408.0,2576482304
1410.0,2576482304
1412.0,2576482304
1414.0,2576564224
1416.0,2576564224
1418.0,2576572416
1420.0,2576646144
1422.0,2576646144
1424.0,2576736256
1426.0,2576752640
1428.0,2576764928
1430.0,2576764928
1432.0,2576769024
1434.0,2576769024
1436.0,2576777216
1438.0,2576777216
1440.0,2576777216
1442.0,2576777216
1444.0,2576777216
1446.0,2576777216
1448.0,2576777216
1450.0,2576846848
1452.0,2576846848
1454.0,2576846848
1456.0,2576846848
1458.0,2576859136
1460.0,2576883712
1462.0,2576883712
1464.0,2576965632
1466.0,2576965632
1468.0,2576965632
1470.0,2577018880
1472.0,2577018880
1474.0,2577018880
1476.0,2577018880
1478.0,2577018880
1480.0,2577039360
1482.0,2577170432
1484.0,2577170432
1486.0,2577207296
1488.0,2577264640
1490.0,2577264640
1492.0,2577264640
1494.0,2577264640
1496.0,2577293312
1498.0,2577293312
1500.0,2577293312
1502.0,2577293312
1504.0,2577293312
1506.0,2577301504
1508.0,2577301504
1510.0,2577301504
1512.0,2577301504
1514.0,2590629888
1516.0,2597822464
1518.0,2598146048
1520.0,2598277120
1522.0,2598289408
1524.0,2598350848
1526.0,2598350848
1528.0,2598400000
1530.0,2598416384
1532.0,2598555648
1534.0,2598576128
1536.0,2608095232
1538.0,2618875904
1540.0,2620641280
1542.0,2622431232
1544.0,2622541824
1546.0,2622918656
1548.0,2623574016
1550.0,2623782912
1552.0,2624049152
1554.0,2628354048
1556.0,2655481856
1558.0,2552045568
1560.0,2552524800
1562.0,2552930304
1564.0,2554167296
1566.0,2554273792
1568.0,2554408960
1570.0,2554568704
1572.0,2573746176
1574.0,2574995456
1576.0,2575876096
1578.0,2576588800
1580.0,2576601088
1582.0,2598551552
1584.0,2605375488
1586.0,2605985792
1588.0,2606956544
1590.0,2633138176
1592.0,2637279232
1594.0,2639249408
1596.0,2639278080
1598.0,2639441920
1600.0,2643107840
1602.0,2643640320
1604.0,2684465152
1606.0,2648735744
1608.0,2733318144
1610.0,2733281280
1612.0,2811117568
1614.0,2812166144
1616.0,2837385216
1618.0,2838929408
1620.0,2821111808
1622.0,2812243968
1624.0,2879340544
1626.0,2983481344
1628.0,2971770880
1630.0,3147763712
1632.0,3195920384
1634.0,3153342464
