run_integer_id,run_id,run_name,experiment_name,created_at,latent_rows,first_match_id,last_match_id,portfolio_run_id,portfolio_n_bets,portfolio_max_drawdown_pct,portfolio_metadata
114,928dad3b-ccaf-4909-b6b7-4f1a815e1cab,m12_joint_hybrid_synergy,scottish_lower_joint_player_2426,2026-09-10 22:20:00.857000,710,12473322,15881894,a7c4c55b-f8d2-416e-ba85-9c7fe9bedc1a,1328,-19.629464764311294,"{'mode': 'fullcomparison', 'runner': 'r08_portfolio', 'markets': '1X2+OU2.5', 'n_slates': 99, 'converged': True, 'span_days': 630, 'commission': 0.02, 'recomputed': True, 'odds_source': 'Betfair de-vigged TWA[-20,0]', 'failed_gates': [], 'common_fixture_count': 710, 'staked_fixture_count': 622}"
