club,season,previous_observed_season,previous_tier,current_tier,movement_direction,match_id,match_date,opponent,is_home,new_season_match_number,window,matches_observed_in_new_season,tier_season_observed_fixtures,tier_season_expected_fixtures,tier_season_fixture_coverage,tier_season_archive_complete,has_complete_20_match_window,goals_for,goals_against,goal_difference,win,market_team_probability,bbc_shot_difference,bbc_proxy_xg_difference,transition_definition,m12_draw_averaged_team_win_probability,m12_score_support,score_support_mass,m12_opponent_win_probability,coherent_market_opponent_probability,opponent_archive_odds,transitioning_market_favourite,coherent_market_team_probability,m12_minus_market,archive_odds,quarter_kelly_fraction
peterhead,25/26,24/25,57,56,upward_tier_move,14035556,2025-11-22,stenhousemuir,1,15,11-20,35,175,180,0.972,0,1,1.0,4.0,-3.0,0,0.406563,1.000,0.177,consecutive observed seasons changed tier; mechanism unverified,0.472016,0:11 independent Poisson draw-wise,0.9999998848,0.272639,0.283432554087411,3.5,1,0.406563,0.065453,2.4400,0.024470
peterhead,25/26,24/25,57,56,upward_tier_move,14035560,2025-12-06,alloa-athletic,0,16,11-20,35,175,180,0.972,0,1,0.0,4.0,-4.0,0,0.259067,-8.000,-1.263,consecutive observed seasons changed tier; mechanism unverified,0.419719,0:11 independent Poisson draw-wise,0.9999999424,0.318668,0.4749568221070812,2.1,0,0.259067,0.160651,3.8500,0.052989
peterhead,25/26,24/25,57,56,upward_tier_move,14035566,2025-12-13,kelty-hearts-fc,1,17,11-20,35,175,180,0.972,0,1,3.0,2.0,1.0,1,0.517776,3.000,0.692,consecutive observed seasons changed tier; mechanism unverified,0.550820,0:11 independent Poisson draw-wise,0.9999995100,0.214721,0.23239712212890212,4.3,1,0.517776,0.033044,1.9300,0.014493
peterhead,25/26,24/25,57,56,upward_tier_move,14035567,2025-12-20,east-fife,0,18,11-20,35,175,180,0.972,0,1,1.0,0.0,1.0,1,0.315858,4.000,0.602,consecutive observed seasons changed tier; mechanism unverified,0.393308,0:11 independent Poisson draw-wise,0.9999999519,0.344100,0.4077669902912622,2.44,0,0.315858,0.077451,3.1500,0.026342
peterhead,25/26,24/25,57,56,upward_tier_move,14035573,2025-12-27,cove-rangers,1,19,11-20,35,175,180,0.972,0,1,0.0,4.0,-4.0,0,0.374512,2.000,-0.955,consecutive observed seasons changed tier; mechanism unverified,0.441741,0:11 independent Poisson draw-wise,0.9999999122,0.300483,0.3345636126791142,3.0,1,0.374512,0.067229,2.6800,0.025666
peterhead,25/26,24/25,57,56,upward_tier_move,15363335,2026-01-17,hamilton-academical,1,20,11-20,35,175,180,0.972,0,1,2.0,3.0,-1.0,0,0.560002,9.000,0.703,consecutive observed seasons changed tier; mechanism unverified,0.390555,0:11 independent Poisson draw-wise,0.9999999333,0.350824,0.1982407736225312,5.0,1,0.560002,-0.169447,1.7700,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12477128,2024-08-03,stenhousemuir,0,1,1-5,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,,-1.000,-0.050,consecutive observed seasons changed tier; mechanism unverified,0.284185,0:11 independent Poisson draw-wise,0.9999998602,0.464520,,,,,,,
arbroath,24/25,23/24,55,56,downward_tier_move,12476799,2024-08-10,montrose,1,2,1-5,36,180,180,1.000,1,1,0.0,0.0,0.0,0,,9.000,1.127,consecutive observed seasons changed tier; mechanism unverified,0.432160,0:11 independent Poisson draw-wise,0.9999998700,0.317457,,,,,,,
arbroath,24/25,23/24,55,56,downward_tier_move,12476796,2024-08-17,kelty-hearts-fc,1,3,1-5,36,180,180,1.000,1,1,0.0,3.0,-3.0,0,0.415778,-5.000,-1.028,consecutive observed seasons changed tier; mechanism unverified,0.450921,0:11 independent Poisson draw-wise,0.9999998367,0.297209,0.3070362473347548,3.25,1,0.415778,0.035143,2.4000,0.012679
arbroath,24/25,23/24,55,56,downward_tier_move,12476791,2024-08-24,dumbarton,0,4,1-5,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.249740,-5.000,-0.612,consecutive observed seasons changed tier; mechanism unverified,0.300060,0:11 independent Poisson draw-wise,0.9999997531,0.450063,0.480269989615784,2.08,0,0.249740,0.050319,4.0000,0.015496
arbroath,24/25,23/24,55,56,downward_tier_move,12476782,2024-08-31,alloa-athletic,1,5,1-5,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.356123,6.000,0.657,consecutive observed seasons changed tier; mechanism unverified,0.381410,0:11 independent Poisson draw-wise,0.9999998617,0.365754,0.38672775493391337,2.56,0,0.356123,0.025287,2.7800,0.006699
arbroath,24/25,23/24,55,56,downward_tier_move,12476777,2024-09-14,queen-of-the-south,0,6,6-10,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.325946,-5.000,-0.397,consecutive observed seasons changed tier; mechanism unverified,0.335658,0:11 independent Poisson draw-wise,0.9999999208,0.401452,0.40096483255261134,2.52,0,0.325946,0.009712,3.1000,0.003212
arbroath,24/25,23/24,55,56,downward_tier_move,12476773,2024-09-21,annan-athletic,1,7,6-10,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.447027,5.000,1.203,consecutive observed seasons changed tier; mechanism unverified,0.451638,0:11 independent Poisson draw-wise,0.9999997216,0.303480,0.29985173541022847,3.25,1,0.447027,0.004611,2.1800,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476768,2024-09-28,cove-rangers,0,8,6-10,36,180,180,1.000,1,1,4.0,2.0,2.0,1,0.342569,-1.000,-0.430,consecutive observed seasons changed tier; mechanism unverified,0.379558,0:11 independent Poisson draw-wise,0.9999998977,0.364214,0.3652392947103274,2.72,0,0.342569,0.036989,2.9000,0.011586
arbroath,24/25,23/24,55,56,downward_tier_move,12476761,2024-10-05,inverness-caledonian-thistle,1,9,6-10,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.409317,-7.000,-0.469,consecutive observed seasons changed tier; mechanism unverified,0.369478,0:11 independent Poisson draw-wise,0.9999999688,0.354369,0.31705797540006053,3.15,1,0.409317,-0.039839,2.4400,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476763,2024-10-19,dumbarton,1,10,6-10,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.488557,-7.000,-0.695,consecutive observed seasons changed tier; mechanism unverified,0.439699,0:11 independent Poisson draw-wise,0.9999997733,0.314026,0.24916430959115454,4.0,1,0.488557,-0.048858,2.0400,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476755,2024-10-26,alloa-athletic,0,11,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.322917,5.000,1.328,consecutive observed seasons changed tier; mechanism unverified,0.306795,0:11 independent Poisson draw-wise,0.9999999040,0.432653,0.43346492067934417,2.22,0,0.322917,-0.016122,2.9800,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476748,2024-11-02,stenhousemuir,1,12,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.466489,2.000,0.105,consecutive observed seasons changed tier; mechanism unverified,0.339614,0:11 independent Poisson draw-wise,0.9999999029,0.403569,0.2548621013987075,4.1,1,0.466489,-0.126875,2.2400,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476746,2024-11-09,montrose,0,13,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.431708,8.000,2.264,consecutive observed seasons changed tier; mechanism unverified,0.361615,0:11 independent Poisson draw-wise,0.9999999760,0.362963,0.2861610089989924,3.5,1,0.431708,-0.070094,2.3200,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476744,2024-11-16,cove-rangers,1,14,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.499843,-3.000,-0.323,consecutive observed seasons changed tier; mechanism unverified,0.437444,0:11 independent Poisson draw-wise,0.9999999051,0.304388,0.2313226515865536,4.3,1,0.499843,-0.062399,1.9900,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476730,2024-12-07,queen-of-the-south,1,15,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.469834,7.000,0.600,consecutive observed seasons changed tier; mechanism unverified,0.428557,0:11 independent Poisson draw-wise,0.9999999347,0.307874,0.23600950118764846,4.3,1,0.469834,-0.041276,2.1600,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476720,2024-12-14,inverness-caledonian-thistle,0,16,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.219567,-1.000,0.188,consecutive observed seasons changed tier; mechanism unverified,0.301799,0:11 independent Poisson draw-wise,0.9999999618,0.425166,0.4617064936784272,2.14,0,0.219567,0.082232,4.5000,0.024561
arbroath,24/25,23/24,55,56,downward_tier_move,13179034,2024-12-17,kelty-hearts-fc,0,17,11-20,36,180,180,1.000,1,1,2.0,3.0,-1.0,0,0.424036,-1.000,0.199,consecutive observed seasons changed tier; mechanism unverified,0.352579,0:11 independent Poisson draw-wise,0.9999999505,0.383175,0.30269643374891275,3.25,1,0.424036,-0.071457,2.3200,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476718,2024-12-21,annan-athletic,0,18,11-20,36,180,180,1.000,1,1,4.0,0.0,4.0,1,0.430328,8.000,1.044,consecutive observed seasons changed tier; mechanism unverified,0.368265,0:11 independent Poisson draw-wise,0.9999999241,0.373996,0.2868852459016394,3.45,1,0.430328,-0.062063,2.3000,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476714,2024-12-28,montrose,1,19,11-20,36,180,180,1.000,1,1,3.0,0.0,3.0,1,0.512443,-3.000,-0.225,consecutive observed seasons changed tier; mechanism unverified,0.473621,0:11 independent Poisson draw-wise,0.9999998884,0.267716,0.22594090964815491,4.4,1,0.512443,-0.038823,1.9400,0.000000
arbroath,24/25,23/24,55,56,downward_tier_move,12476711,2025-01-04,alloa-athletic,1,20,11-20,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.504831,5.000,-1.085,consecutive observed seasons changed tier; mechanism unverified,0.436281,0:11 independent Poisson draw-wise,0.9999999247,0.302690,0.22946859903381642,4.4,1,0.504831,-0.068550,2.0000,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12477132,2024-08-03,dumbarton,1,1,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.509458,4.000,0.255,consecutive observed seasons changed tier; mechanism unverified,0.407437,0:11 independent Poisson draw-wise,0.9999998743,0.343429,0.23774720550300946,4.2,1,0.509458,-0.102021,1.9600,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476800,2024-08-10,annan-athletic,0,2,1-5,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.352307,0.000,-0.594,consecutive observed seasons changed tier; mechanism unverified,0.407496,0:11 independent Poisson draw-wise,0.9999998299,0.347730,0.38781025884756437,2.58,0,0.352307,0.055190,2.8400,0.019728
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476793,2024-08-17,montrose,1,3,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.448536,15.000,1.250,consecutive observed seasons changed tier; mechanism unverified,0.479816,0:11 independent Poisson draw-wise,0.9999997644,0.272256,0.2644003777148253,3.8,1,0.448536,0.031280,2.2400,0.012938
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476788,2024-08-24,kelty-hearts-fc,0,4,1-5,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.309271,0.000,0.260,consecutive observed seasons changed tier; mechanism unverified,0.369317,0:11 independent Poisson draw-wise,0.9999998842,0.376213,0.4302901627742392,2.3,0,0.309271,0.060046,3.2000,0.019198
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476785,2024-08-31,queen-of-the-south,1,5,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,,0.000,0.444,consecutive observed seasons changed tier; mechanism unverified,0.437002,0:11 independent Poisson draw-wise,0.9999999296,0.298923,,,,,,,
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476780,2024-09-14,alloa-athletic,0,6,6-10,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.308006,4.000,0.166,consecutive observed seasons changed tier; mechanism unverified,0.375415,0:11 independent Poisson draw-wise,0.9999999625,0.353517,0.3791745661367945,2.64,0,0.308006,0.067408,3.2500,0.023039
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476772,2024-09-21,cove-rangers,1,7,6-10,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.541177,1.000,-0.023,consecutive observed seasons changed tier; mechanism unverified,0.536467,0:11 independent Poisson draw-wise,0.9999994526,0.225917,0.19737059699024312,5.1,1,0.541177,-0.004710,1.8600,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476770,2024-09-28,stenhousemuir,1,8,6-10,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.592591,2.000,-0.774,consecutive observed seasons changed tier; mechanism unverified,0.434157,0:11 independent Poisson draw-wise,0.9999999212,0.303874,0.17175091095954406,5.9,1,0.592591,-0.158434,1.7100,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476761,2024-10-05,arbroath,0,9,6-10,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.317058,7.000,0.469,consecutive observed seasons changed tier; mechanism unverified,0.354369,0:11 independent Poisson draw-wise,0.9999999688,0.369478,0.4093166485697503,2.44,0,0.317058,0.037311,3.1500,0.011987
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476758,2024-10-19,annan-athletic,1,10,6-10,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.586223,5.000,0.837,consecutive observed seasons changed tier; mechanism unverified,0.510715,0:11 independent Poisson draw-wise,0.9999997661,0.239682,0.17792394164075578,5.7,1,0.586223,-0.075508,1.7300,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476753,2024-10-26,dumbarton,0,11,11-20,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,,0.000,-0.080,consecutive observed seasons changed tier; mechanism unverified,0.372463,0:11 independent Poisson draw-wise,0.9999999441,0.363510,,,,,,,
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476739,2024-11-02,kelty-hearts-fc,1,12,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.529730,1.000,-0.003,consecutive observed seasons changed tier; mechanism unverified,0.457286,0:11 independent Poisson draw-wise,0.9999999347,0.275967,0.2054054054054054,4.9,1,0.529730,-0.072444,1.9000,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476742,2024-11-09,cove-rangers,0,13,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.317275,7.000,-0.420,consecutive observed seasons changed tier; mechanism unverified,0.388101,0:11 independent Poisson draw-wise,0.9999999673,0.340220,0.384391221200255,2.6,0,0.317275,0.070826,3.1500,0.024422
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476735,2024-11-16,alloa-athletic,1,14,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.505609,5.000,0.866,consecutive observed seasons changed tier; mechanism unverified,0.441879,0:11 independent Poisson draw-wise,0.9999999545,0.286591,0.21873070842430176,4.6,1,0.505609,-0.063730,1.9900,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476727,2024-12-07,montrose,0,15,11-20,36,180,180,1.000,1,1,3.0,2.0,1.0,1,0.390016,16.000,1.448,consecutive observed seasons changed tier; mechanism unverified,0.414656,0:11 independent Poisson draw-wise,0.9999999770,0.305534,0.3003707617631781,3.35,1,0.390016,0.024640,2.5800,0.009156
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476720,2024-12-14,arbroath,1,16,11-20,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.461706,1.000,-0.188,consecutive observed seasons changed tier; mechanism unverified,0.425166,0:11 independent Poisson draw-wise,0.9999999618,0.301799,0.21956708810485204,4.5,1,0.461706,-0.036541,2.1400,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476726,2024-12-21,stenhousemuir,0,17,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.321690,12.000,1.645,consecutive observed seasons changed tier; mechanism unverified,0.306848,0:11 independent Poisson draw-wise,0.9999999385,0.427108,0.3806260079167278,2.62,0,0.321690,-0.014842,3.1000,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476713,2024-12-28,cove-rangers,1,18,11-20,36,180,180,1.000,1,1,1.0,4.0,-3.0,0,0.558962,-2.000,-0.207,consecutive observed seasons changed tier; mechanism unverified,0.454650,0:11 independent Poisson draw-wise,0.9999999260,0.282233,0.18632075471698112,5.4,1,0.558962,-0.104313,1.8000,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,12476708,2025-01-04,dumbarton,1,19,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.537430,5.000,1.045,consecutive observed seasons changed tier; mechanism unverified,0.464323,0:11 independent Poisson draw-wise,0.9999998062,0.287009,0.19600404653515427,5.1,1,0.537430,-0.073107,1.8600,0.000000
inverness-caledonian-thistle,24/25,23/24,55,56,downward_tier_move,13324922,2025-01-18,annan-athletic,0,20,11-20,36,180,180,1.000,1,1,3.0,0.0,3.0,1,,12.000,1.833,consecutive observed seasons changed tier; mechanism unverified,0.392575,0:11 independent Poisson draw-wise,0.9999999524,0.342880,,,,,,,
dumbarton,24/25,23/24,57,56,upward_tier_move,12477132,2024-08-03,inverness-caledonian-thistle,0,1,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.237747,-4.000,-0.255,consecutive observed seasons changed tier; mechanism unverified,0.343429,0:11 independent Poisson draw-wise,0.9999998743,0.407437,0.5094582975064489,1.96,0,0.237747,0.105682,4.2000,0.033516
dumbarton,24/25,23/24,57,56,upward_tier_move,12476798,2024-08-10,alloa-athletic,1,2,1-5,36,180,180,1.000,1,1,3.0,3.0,0.0,0,0.353687,-2.000,-0.146,consecutive observed seasons changed tier; mechanism unverified,0.442686,0:11 independent Poisson draw-wise,0.9999997339,0.314388,0.3691771229718069,2.74,0,0.353687,0.088999,2.8600,0.034235
dumbarton,24/25,23/24,57,56,upward_tier_move,12476795,2024-08-17,cove-rangers,0,3,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.373166,0.000,-0.726,consecutive observed seasons changed tier; mechanism unverified,0.418384,0:11 independent Poisson draw-wise,0.9999997503,0.338184,0.3704018711460769,2.7,1,0.373166,0.045218,2.6800,0.016280
dumbarton,24/25,23/24,57,56,upward_tier_move,12476791,2024-08-24,arbroath,1,4,1-5,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.480270,5.000,0.612,consecutive observed seasons changed tier; mechanism unverified,0.450063,0:11 independent Poisson draw-wise,0.9999997531,0.300060,0.2497403946002077,4.0,1,0.480270,-0.030207,2.0800,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,12476784,2024-08-31,kelty-hearts-fc,1,5,1-5,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.481848,7.000,2.011,consecutive observed seasons changed tier; mechanism unverified,0.453307,0:11 independent Poisson draw-wise,0.9999997611,0.301262,0.27722772277227725,3.65,1,0.481848,-0.028541,2.1000,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,12476783,2024-09-14,annan-athletic,0,6,6-10,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.313810,-6.000,-2.034,consecutive observed seasons changed tier; mechanism unverified,0.395342,0:11 independent Poisson draw-wise,0.9999997151,0.363990,0.4219292158223456,2.38,0,0.313810,0.081532,3.2000,0.028722
dumbarton,24/25,23/24,57,56,upward_tier_move,12476771,2024-09-21,montrose,1,7,6-10,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.478500,10.000,1.246,consecutive observed seasons changed tier; mechanism unverified,0.487615,0:11 independent Poisson draw-wise,0.9999996470,0.269396,0.2726796014682748,3.65,1,0.478500,0.009115,2.0800,0.000876
dumbarton,24/25,23/24,57,56,upward_tier_move,12476767,2024-09-28,queen-of-the-south,0,8,6-10,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.321596,4.000,0.126,consecutive observed seasons changed tier; mechanism unverified,0.329798,0:11 independent Poisson draw-wise,0.9999999096,0.413585,0.389433055383607,2.56,0,0.321596,0.008202,3.1000,0.001035
dumbarton,24/25,23/24,57,56,upward_tier_move,12476759,2024-10-05,stenhousemuir,1,9,6-10,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.480607,-13.000,-3.201,consecutive observed seasons changed tier; mechanism unverified,0.392481,0:11 independent Poisson draw-wise,0.9999998137,0.362047,0.2630691399662732,3.8,1,0.480607,-0.088126,2.0800,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,12476763,2024-10-19,arbroath,0,10,6-10,36,180,180,1.000,1,1,3.0,1.0,2.0,1,0.249164,7.000,0.695,consecutive observed seasons changed tier; mechanism unverified,0.314026,0:11 independent Poisson draw-wise,0.9999997733,0.439699,0.48855746978657755,2.04,0,0.249164,0.064862,4.0000,0.020175
dumbarton,24/25,23/24,57,56,upward_tier_move,12476753,2024-10-26,inverness-caledonian-thistle,1,11,11-20,36,180,180,1.000,1,1,3.0,1.0,2.0,1,,0.000,0.080,consecutive observed seasons changed tier; mechanism unverified,0.363510,0:11 independent Poisson draw-wise,0.9999999441,0.372463,,,,,,,
dumbarton,24/25,23/24,57,56,upward_tier_move,12476749,2024-11-02,cove-rangers,1,12,11-20,36,180,180,1.000,1,1,0.0,3.0,-3.0,0,0.385456,5.000,0.424,consecutive observed seasons changed tier; mechanism unverified,0.442138,0:11 independent Poisson draw-wise,0.9999996935,0.316140,0.3555966980803764,2.84,1,0.385456,0.056682,2.6200,0.022688
dumbarton,24/25,23/24,57,56,upward_tier_move,12476747,2024-11-09,kelty-hearts-fc,0,13,11-20,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.370918,-6.000,-0.443,consecutive observed seasons changed tier; mechanism unverified,0.359782,0:11 independent Poisson draw-wise,0.9999998317,0.392370,0.37366535665843564,2.7,0,0.370918,-0.011136,2.7200,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,12476737,2024-11-16,queen-of-the-south,1,14,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.415704,12.000,2.117,consecutive observed seasons changed tier; mechanism unverified,0.417477,0:11 independent Poisson draw-wise,0.9999998854,0.328997,0.30484988452655887,3.3,1,0.415704,0.001773,2.4200,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,13171689,2024-12-03,alloa-athletic,0,15,11-20,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.330919,3.000,0.485,consecutive observed seasons changed tier; mechanism unverified,0.348897,0:11 independent Poisson draw-wise,0.9999999000,0.397165,0.41028559602649,2.46,0,0.330919,0.017979,3.0500,0.006201
dumbarton,24/25,23/24,57,56,upward_tier_move,12476724,2024-12-07,stenhousemuir,0,16,11-20,36,180,180,1.000,1,1,0.0,4.0,-4.0,0,0.273064,-7.000,-2.653,consecutive observed seasons changed tier; mechanism unverified,0.277019,0:11 independent Poisson draw-wise,0.9999996356,0.482045,0.474611143115793,2.1,0,0.273064,0.003955,3.6500,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,12476725,2024-12-14,annan-athletic,1,17,11-20,36,180,180,1.000,1,1,1.0,5.0,-4.0,0,0.457105,0.000,-0.584,consecutive observed seasons changed tier; mechanism unverified,0.455349,0:11 independent Poisson draw-wise,0.9999997481,0.299959,0.2914872474329248,3.45,1,0.457105,-0.001756,2.2000,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,12476717,2024-12-21,montrose,0,18,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.293319,0.000,-0.841,consecutive observed seasons changed tier; mechanism unverified,0.370456,0:11 independent Poisson draw-wise,0.9999998808,0.378555,0.4438374016340033,2.28,0,0.293319,0.077137,3.4500,0.027064
dumbarton,24/25,23/24,57,56,upward_tier_move,12476712,2024-12-28,kelty-hearts-fc,1,19,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.391349,1.000,-0.268,consecutive observed seasons changed tier; mechanism unverified,0.379822,0:11 independent Poisson draw-wise,0.9999998444,0.372788,0.35303532085302153,2.86,1,0.391349,-0.011527,2.5800,0.000000
dumbarton,24/25,23/24,57,56,upward_tier_move,12476708,2025-01-04,inverness-caledonian-thistle,0,20,11-20,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.196004,-5.000,-1.045,consecutive observed seasons changed tier; mechanism unverified,0.287009,0:11 independent Poisson draw-wise,0.9999998062,0.464323,0.5374304501770358,1.86,0,0.196004,0.091005,5.1000,0.027390
dumbarton,25/26,24/25,56,57,downward_tier_move,14035664,2025-08-02,clyde-fc,1,1,1-5,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.362823,-6.000,-0.480,consecutive observed seasons changed tier; mechanism unverified,0.335767,0:11 independent Poisson draw-wise,0.9999997583,0.421434,0.37365330901214155,2.68,0,0.362823,-0.027056,2.7600,0.000000
dumbarton,25/26,24/25,56,57,downward_tier_move,14035670,2025-08-09,the-spartans-fc,0,2,1-5,35,175,180,0.972,0,1,2.0,1.0,1.0,1,,-1.000,-0.185,consecutive observed seasons changed tier; mechanism unverified,0.296465,0:11 independent Poisson draw-wise,0.9999996778,0.462603,,,,,,,
dumbarton,25/26,24/25,56,57,downward_tier_move,14035672,2025-08-16,elgin-city,1,3,1-5,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.562238,-11.000,-0.606,consecutive observed seasons changed tier; mechanism unverified,0.326448,0:11 independent Poisson draw-wise,0.9999999028,0.418482,0.20240585774058578,5.0,1,0.562238,-0.235791,1.8000,0.000000
dumbarton,25/26,24/25,56,57,downward_tier_move,14035677,2025-08-23,annan-athletic,0,4,1-5,35,175,180,0.972,0,1,4.0,3.0,1.0,1,,-11.000,-1.774,consecutive observed seasons changed tier; mechanism unverified,0.349117,0:11 independent Poisson draw-wise,0.9999998066,0.405891,,,,,,,
dumbarton,25/26,24/25,56,57,downward_tier_move,14035680,2025-08-30,edinburgh-city-fc,1,5,1-5,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,0.434637,-9.000,-1.357,consecutive observed seasons changed tier; mechanism unverified,0.391685,0:11 independent Poisson draw-wise,0.9999998096,0.363876,0.32527707304045933,3.1,1,0.434637,-0.042952,2.3200,0.000000
dumbarton,25/26,24/25,56,57,downward_tier_move,14035695,2025-09-13,forfar-athletic,0,6,6-10,35,175,180,0.972,0,1,3.0,2.0,1.0,1,0.281134,4.000,0.552,consecutive observed seasons changed tier; mechanism unverified,0.263080,0:11 independent Poisson draw-wise,0.9999997527,0.489998,0.437731196054254,2.28,0,0.281134,-0.018054,3.5500,0.000000
dumbarton,25/26,24/25,56,57,downward_tier_move,14035694,2025-09-20,east-kilbride,0,7,6-10,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.203242,-5.000,-0.925,consecutive observed seasons changed tier; mechanism unverified,0.247624,0:11 independent Poisson draw-wise,0.9999991328,0.521675,0.5892816876706837,1.69,0,0.203242,0.044382,4.9000,0.012693
dumbarton,25/26,24/25,56,57,downward_tier_move,14035698,2025-09-27,stranraer,1,8,6-10,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,0.582248,0.000,-0.518,consecutive observed seasons changed tier; mechanism unverified,0.398613,0:11 independent Poisson draw-wise,0.9999998969,0.349486,0.19146986970684038,5.2,1,0.582248,-0.183634,1.7100,0.000000
