reconciliation_status,match_id,tournament_id,season,match_date,home_team,away_team,score_source,matches_status,events_status,events_normal_home,events_normal_away
matched,9574237,54,21/22,2021-12-01,st-mirren,ross-county,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574238,56,21/22,2021-08-21,peterhead,airdrieonians,events_raw_normaltime,finished,finished,2.0,3.0
matched,9574240,57,21/22,2022-03-26,annan-athletic,albion-rovers,events_raw_normaltime,finished,finished,2.0,4.0
matched,9574241,54,21/22,2021-09-19,rangers,motherwell,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574242,57,21/22,2022-03-05,cowdenbeath,kelty-hearts-fc,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574243,55,21/22,2021-12-26,dunfermline-athletic,arbroath,events_raw_normaltime,finished,finished,0.0,3.0
matched,9574244,56,21/22,2022-01-29,dumbarton,cove-rangers,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574245,57,21/22,2021-10-15,edinburgh-city-fc,kelty-hearts-fc,events_raw_normaltime,finished,finished,2.0,3.0
matched,9574246,56,21/22,2022-03-19,montrose,cove-rangers,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574247,57,21/22,2022-01-29,kelty-hearts-fc,stranraer,events_raw_normaltime,finished,finished,3.0,2.0
matched,9574248,54,21/22,2022-03-02,heart-of-midlothian,aberdeen,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574249,54,21/22,2021-10-31,motherwell,rangers,events_raw_normaltime,finished,finished,1.0,6.0
matched,9574250,55,21/22,2022-02-05,inverness-caledonian-thistle,greenock-morton,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574251,56,21/22,2021-12-26,airdrieonians,alloa-athletic,events_raw_normaltime,finished,finished,3.0,1.0
matched,9574256,55,21/22,2022-02-04,arbroath,kilmarnock,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574257,54,21/22,2022-02-09,aberdeen,celtic,events_raw_normaltime,finished,finished,2.0,3.0
matched,9574258,57,21/22,2021-11-13,elgin-city,cowdenbeath,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574259,54,21/22,2021-09-18,ross-county,heart-of-midlothian,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574260,56,21/22,2021-12-07,montrose,airdrieonians,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574261,57,21/22,2022-02-26,stranraer,albion-rovers,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574262,56,21/22,2021-10-16,clyde-fc,montrose,events_raw_normaltime,finished,finished,0.0,5.0
matched,9574263,56,21/22,2022-01-02,east-fife,montrose,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574264,55,21/22,2022-01-08,hamilton-academical,partick-thistle,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574265,56,21/22,2022-04-03,queens-park-fc,cove-rangers,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574266,55,21/22,2021-12-18,queen-of-the-south,ayr-united,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574267,55,21/22,2022-01-08,queen-of-the-south,kilmarnock,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574268,56,21/22,2022-03-12,peterhead,montrose,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574269,57,21/22,2021-09-18,stranraer,stenhousemuir,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574271,55,21/22,2021-10-15,hamilton-academical,partick-thistle,events_raw_normaltime,finished,finished,1.0,6.0
matched,9574272,55,21/22,2021-09-25,ayr-united,greenock-morton,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574273,56,21/22,2022-01-15,airdrieonians,falkirk-fc,events_raw_normaltime,finished,finished,3.0,2.0
matched,9574275,57,21/22,2021-12-18,stirling-albion,annan-athletic,events_raw_normaltime,finished,finished,2.0,3.0
matched,9574276,54,21/22,2022-01-26,motherwell,hibernian,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574278,56,21/22,2021-11-13,dumbarton,falkirk-fc,events_raw_normaltime,finished,finished,0.0,3.0
matched,9574279,56,21/22,2021-12-11,peterhead,east-fife,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574280,56,21/22,2022-02-26,queens-park-fc,montrose,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574281,54,21/22,2021-10-27,dundee-fc,ross-county,events_raw_normaltime,finished,finished,0.0,5.0
matched,9574282,55,21/22,2021-09-18,hamilton-academical,ayr-united,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574283,55,21/22,2021-11-06,hamilton-academical,arbroath,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574284,54,21/22,2021-12-26,st-johnstone,celtic,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574285,55,21/22,2022-03-26,greenock-morton,ayr-united,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574286,57,21/22,2022-02-19,annan-athletic,edinburgh-city-fc,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574287,56,21/22,2022-03-26,queens-park-fc,clyde-fc,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574288,56,21/22,2022-03-26,airdrieonians,cove-rangers,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574289,55,21/22,2022-03-12,queen-of-the-south,raith-rovers,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574290,56,21/22,2022-03-05,clyde-fc,falkirk-fc,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574291,54,21/22,2021-10-27,hibernian,celtic,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574292,56,21/22,2021-09-18,montrose,alloa-athletic,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574293,56,21/22,2021-12-22,montrose,peterhead,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574294,56,21/22,2022-03-12,falkirk-fc,airdrieonians,events_raw_normaltime,finished,finished,1.0,4.0
matched,9574295,55,21/22,2022-02-26,ayr-united,queen-of-the-south,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574296,55,21/22,2021-11-06,kilmarnock,partick-thistle,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574297,57,21/22,2021-12-04,stenhousemuir,stranraer,events_raw_normaltime,finished,finished,1.0,4.0
matched,9574298,54,21/22,2022-02-19,hibernian,ross-county,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574299,56,21/22,2022-02-19,dumbarton,alloa-athletic,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574300,54,21/22,2021-12-12,heart-of-midlothian,rangers,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574301,54,21/22,2021-11-06,heart-of-midlothian,dundee-united,events_raw_normaltime,finished,finished,5.0,2.0
matched,9574304,54,21/22,2022-02-26,ross-county,st-johnstone,events_raw_normaltime,finished,finished,3.0,1.0
matched,9574305,56,21/22,2021-08-28,east-fife,peterhead,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574306,57,21/22,2022-03-12,stenhousemuir,edinburgh-city-fc,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574307,57,21/22,2022-03-26,stirling-albion,stranraer,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574309,54,21/22,2022-02-09,ross-county,livingston,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574310,56,21/22,2022-01-29,montrose,falkirk-fc,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574311,56,21/22,2021-10-16,alloa-athletic,peterhead,events_raw_normaltime,finished,finished,2.0,4.0
matched,9574312,57,21/22,2021-07-31,albion-rovers,edinburgh-city-fc,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574313,57,21/22,2021-12-26,albion-rovers,stranraer,events_raw_normaltime,finished,finished,3.0,2.0
matched,9574314,56,21/22,2022-02-05,cove-rangers,airdrieonians,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574315,55,21/22,2021-10-26,dunfermline-athletic,raith-rovers,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574316,57,21/22,2022-01-29,annan-athletic,stirling-albion,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574317,55,21/22,2022-03-12,inverness-caledonian-thistle,arbroath,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574318,55,21/22,2021-10-26,hamilton-academical,queen-of-the-south,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574320,57,21/22,2022-02-26,kelty-hearts-fc,annan-athletic,events_raw_normaltime,finished,finished,3.0,1.0
matched,9574321,57,21/22,2021-12-17,edinburgh-city-fc,forfar-athletic,events_raw_normaltime,finished,finished,0.0,4.0
matched,9574322,56,21/22,2021-10-16,east-fife,cove-rangers,events_raw_normaltime,finished,finished,4.0,2.0
matched,9574323,56,21/22,2021-09-25,montrose,falkirk-fc,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574324,55,21/22,2022-02-09,kilmarnock,ayr-united,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574325,56,21/22,2022-03-26,peterhead,falkirk-fc,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574327,54,21/22,2021-10-30,aberdeen,heart-of-midlothian,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574328,57,21/22,2022-03-08,stenhousemuir,kelty-hearts-fc,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574329,55,21/22,2022-01-28,greenock-morton,raith-rovers,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574330,55,21/22,2021-12-11,raith-rovers,kilmarnock,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574331,57,21/22,2022-01-02,elgin-city,forfar-athletic,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574332,55,21/22,2021-11-19,queen-of-the-south,inverness-caledonian-thistle,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574333,57,21/22,2021-08-21,stenhousemuir,cowdenbeath,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574334,56,21/22,2021-12-18,dumbarton,peterhead,events_raw_normaltime,finished,finished,2.0,3.0
matched,9574335,57,21/22,2021-08-13,edinburgh-city-fc,stenhousemuir,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574336,54,21/22,2021-12-11,st-mirren,hibernian,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574337,56,21/22,2022-03-19,airdrieonians,queens-park-fc,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574338,56,21/22,2022-01-15,dumbarton,east-fife,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574341,57,21/22,2022-03-05,albion-rovers,edinburgh-city-fc,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574342,56,21/22,2022-01-29,east-fife,peterhead,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574343,56,21/22,2021-12-26,cove-rangers,east-fife,events_raw_normaltime,finished,finished,4.0,2.0
matched,9574344,54,21/22,2022-02-20,celtic,dundee-fc,events_raw_normaltime,finished,finished,3.0,2.0
matched,9574345,56,21/22,2021-12-18,cove-rangers,alloa-athletic,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574346,57,21/22,2021-08-27,edinburgh-city-fc,elgin-city,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574347,54,21/22,2021-12-01,aberdeen,livingston,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574358,55,21/22,2021-09-18,greenock-morton,raith-rovers,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574359,56,21/22,2022-01-02,dumbarton,airdrieonians,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574360,55,21/22,2022-02-19,kilmarnock,raith-rovers,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574361,57,21/22,2021-09-11,kelty-hearts-fc,elgin-city,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574362,55,21/22,2022-03-11,ayr-united,kilmarnock,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574363,57,21/22,2022-01-08,forfar-athletic,stranraer,events_raw_normaltime,finished,finished,3.0,2.0
matched,9574365,56,21/22,2022-03-19,alloa-athletic,peterhead,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574366,56,21/22,2021-08-14,clyde-fc,alloa-athletic,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574367,57,21/22,2021-12-18,cowdenbeath,albion-rovers,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574368,57,21/22,2022-02-05,kelty-hearts-fc,elgin-city,events_raw_normaltime,finished,finished,4.0,0.0
matched,9574369,54,21/22,2022-03-19,st-mirren,dundee-united,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574370,57,21/22,2022-01-08,albion-rovers,stenhousemuir,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574371,57,21/22,2022-01-15,elgin-city,albion-rovers,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574372,57,21/22,2021-12-11,stenhousemuir,edinburgh-city-fc,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574373,57,21/22,2022-03-05,annan-athletic,stranraer,events_raw_normaltime,finished,finished,4.0,1.0
matched,9574374,54,21/22,2022-02-26,aberdeen,dundee-united,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574375,57,21/22,2022-01-29,stenhousemuir,elgin-city,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574377,57,21/22,2022-03-12,forfar-athletic,stirling-albion,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574378,57,21/22,2021-12-18,elgin-city,stenhousemuir,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574379,54,21/22,2021-12-26,rangers,st-mirren,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574380,56,21/22,2022-03-19,dumbarton,falkirk-fc,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574381,56,21/22,2022-01-08,montrose,alloa-athletic,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574382,57,21/22,2022-02-12,elgin-city,stranraer,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574383,56,21/22,2022-03-19,clyde-fc,east-fife,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574385,56,21/22,2022-03-12,east-fife,dumbarton,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574386,54,21/22,2021-12-12,celtic,motherwell,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574387,57,21/22,2021-12-11,annan-athletic,elgin-city,events_raw_normaltime,finished,finished,4.0,1.0
matched,9574388,56,21/22,2022-02-26,airdrieonians,clyde-fc,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574389,55,21/22,2022-02-19,hamilton-academical,greenock-morton,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574390,57,21/22,2021-12-04,albion-rovers,forfar-athletic,events_raw_normaltime,finished,finished,2.0,3.0
matched,9574391,55,21/22,2022-01-15,dunfermline-athletic,hamilton-academical,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574392,56,21/22,2022-03-12,queens-park-fc,alloa-athletic,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574393,56,21/22,2022-02-05,montrose,dumbarton,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574395,56,21/22,2022-01-08,clyde-fc,cove-rangers,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574396,57,21/22,2021-12-11,stranraer,cowdenbeath,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574400,55,21/22,2022-01-29,hamilton-academical,ayr-united,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574401,55,21/22,2022-03-05,raith-rovers,ayr-united,events_raw_normaltime,finished,finished,0.0,4.0
matched,9574403,55,21/22,2022-02-25,hamilton-academical,inverness-caledonian-thistle,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574404,56,21/22,2022-02-26,falkirk-fc,east-fife,events_raw_normaltime,finished,finished,3.0,1.0
matched,9574405,57,21/22,2022-03-12,kelty-hearts-fc,albion-rovers,events_raw_normaltime,finished,finished,3.0,1.0
matched,9574406,57,21/22,2022-03-19,albion-rovers,forfar-athletic,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574407,55,21/22,2021-12-18,partick-thistle,raith-rovers,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574408,57,21/22,2022-03-05,stirling-albion,stenhousemuir,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574410,54,21/22,2022-02-09,dundee-united,motherwell,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574411,55,21/22,2021-12-11,partick-thistle,arbroath,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574412,55,21/22,2022-01-29,queen-of-the-south,dunfermline-athletic,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574413,56,21/22,2021-12-11,alloa-athletic,clyde-fc,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574414,54,21/22,2022-02-06,rangers,heart-of-midlothian,events_raw_normaltime,finished,finished,5.0,0.0
matched,9574415,54,21/22,2022-02-09,st-mirren,st-johnstone,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574416,57,21/22,2022-03-26,kelty-hearts-fc,stenhousemuir,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574417,56,21/22,2022-01-15,peterhead,clyde-fc,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574419,57,21/22,2021-12-04,cowdenbeath,stirling-albion,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574420,54,21/22,2022-03-02,livingston,dundee-united,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574421,56,21/22,2021-12-04,queens-park-fc,falkirk-fc,events_raw_normaltime,finished,finished,6.0,0.0
matched,9574422,56,21/22,2022-03-05,alloa-athletic,airdrieonians,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574424,55,21/22,2022-02-19,inverness-caledonian-thistle,ayr-united,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574425,54,21/22,2022-03-02,dundee-fc,hibernian,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574426,55,21/22,2022-02-05,ayr-united,dunfermline-athletic,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574427,56,21/22,2022-02-19,montrose,clyde-fc,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574428,55,21/22,2022-03-19,partick-thistle,hamilton-academical,events_raw_normaltime,finished,finished,0.0,4.0
matched,9574429,57,21/22,2022-01-15,annan-athletic,forfar-athletic,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574430,56,21/22,2022-02-05,falkirk-fc,queens-park-fc,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574431,56,21/22,2022-01-08,falkirk-fc,dumbarton,events_raw_normaltime,finished,finished,6.0,2.0
matched,9574432,57,21/22,2022-03-19,stirling-albion,annan-athletic,events_raw_normaltime,finished,finished,0.0,3.0
matched,9574434,57,21/22,2022-03-19,cowdenbeath,stenhousemuir,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574435,57,21/22,2022-02-05,forfar-athletic,albion-rovers,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574436,55,21/22,2022-02-19,queen-of-the-south,arbroath,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574437,56,21/22,2021-12-11,dumbarton,montrose,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574438,57,21/22,2022-02-05,stranraer,edinburgh-city-fc,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574439,56,21/22,2022-02-26,alloa-athletic,cove-rangers,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574440,57,21/22,2022-02-19,stranraer,stenhousemuir,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574442,56,21/22,2022-02-12,clyde-fc,dumbarton,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574443,55,21/22,2022-01-29,kilmarnock,inverness-caledonian-thistle,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574444,57,21/22,2022-03-26,elgin-city,edinburgh-city-fc,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574445,57,21/22,2021-12-22,cowdenbeath,edinburgh-city-fc,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574446,56,21/22,2022-02-05,peterhead,alloa-athletic,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574447,56,21/22,2022-03-26,east-fife,alloa-athletic,events_raw_normaltime,finished,finished,0.0,3.0
matched,9574448,55,21/22,2022-01-08,inverness-caledonian-thistle,raith-rovers,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574449,54,21/22,2022-01-26,st-johnstone,dundee-fc,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574450,56,21/22,2022-01-08,airdrieonians,east-fife,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574451,57,21/22,2022-01-07,edinburgh-city-fc,elgin-city,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574452,54,21/22,2022-02-20,dundee-united,rangers,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574453,54,21/22,2022-03-02,st-johnstone,rangers,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574454,54,21/22,2022-03-05,hibernian,st-johnstone,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574455,56,21/22,2022-03-05,montrose,east-fife,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574456,56,21/22,2021-12-11,falkirk-fc,cove-rangers,events_raw_normaltime,finished,finished,0.0,3.0
matched,9574457,56,21/22,2022-01-29,clyde-fc,alloa-athletic,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574458,56,21/22,2022-01-29,queens-park-fc,airdrieonians,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574459,54,21/22,2021-12-18,rangers,dundee-united,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574460,55,21/22,2021-12-26,ayr-united,raith-rovers,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574462,57,21/22,2022-01-08,cowdenbeath,annan-athletic,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574463,57,21/22,2022-03-12,annan-athletic,elgin-city,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574464,54,21/22,2022-02-06,motherwell,celtic,events_raw_normaltime,finished,finished,0.0,4.0
matched,9574465,54,21/22,2022-03-02,motherwell,ross-county,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574466,57,21/22,2022-02-19,forfar-athletic,kelty-hearts-fc,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574467,57,21/22,2022-01-02,stranraer,annan-athletic,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574468,55,21/22,2022-03-05,queen-of-the-south,greenock-morton,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574471,54,21/22,2022-01-29,ross-county,rangers,events_raw_normaltime,finished,finished,3.0,3.0
matched,9574472,56,21/22,2022-01-15,cove-rangers,montrose,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574473,55,21/22,2022-03-04,partick-thistle,inverness-caledonian-thistle,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574474,54,21/22,2022-01-26,dundee-united,ross-county,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574476,57,21/22,2021-12-11,kelty-hearts-fc,albion-rovers,events_raw_normaltime,finished,finished,6.0,1.0
matched,9574477,56,21/22,2022-02-05,east-fife,clyde-fc,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574479,54,21/22,2022-02-05,dundee-fc,ross-county,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574480,57,21/22,2022-02-25,edinburgh-city-fc,cowdenbeath,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574481,55,21/22,2022-03-26,kilmarnock,partick-thistle,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574482,54,21/22,2022-01-29,heart-of-midlothian,motherwell,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574484,57,21/22,2021-12-26,annan-athletic,kelty-hearts-fc,events_raw_normaltime,finished,finished,5.0,1.0
matched,9574485,54,21/22,2021-12-22,st-mirren,celtic,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574487,56,21/22,2022-03-05,cove-rangers,peterhead,events_raw_normaltime,finished,finished,5.0,2.0
matched,9574488,55,21/22,2021-12-29,kilmarnock,greenock-morton,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574489,54,21/22,2022-02-09,rangers,hibernian,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574490,55,21/22,2022-02-26,raith-rovers,partick-thistle,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574491,56,21/22,2022-01-15,alloa-athletic,queens-park-fc,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574493,55,21/22,2022-01-15,ayr-united,greenock-morton,events_raw_normaltime,finished,finished,0.0,2.0
matched,9574494,56,21/22,2021-12-26,falkirk-fc,clyde-fc,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574495,56,21/22,2021-12-04,east-fife,alloa-athletic,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574496,54,21/22,2021-12-26,dundee-united,hibernian,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574498,55,21/22,2022-01-08,ayr-united,arbroath,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574499,57,21/22,2022-03-12,stranraer,cowdenbeath,events_raw_normaltime,finished,finished,3.0,0.0
matched,9574500,57,21/22,2022-02-26,elgin-city,stirling-albion,events_raw_normaltime,finished,finished,3.0,1.0
matched,9574501,57,21/22,2021-12-21,stirling-albion,elgin-city,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574502,57,21/22,2022-01-02,stenhousemuir,stirling-albion,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574503,56,21/22,2021-12-04,clyde-fc,peterhead,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574504,54,21/22,2021-12-18,livingston,ross-county,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574505,55,21/22,2021-12-18,inverness-caledonian-thistle,hamilton-academical,events_raw_normaltime,finished,finished,1.0,2.0
matched,9574506,57,21/22,2022-03-05,forfar-athletic,elgin-city,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574511,54,21/22,2022-02-19,livingston,st-mirren,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574512,54,21/22,2021-12-22,hibernian,aberdeen,events_raw_normaltime,finished,finished,1.0,0.0
matched,9574513,57,21/22,2022-01-15,kelty-hearts-fc,edinburgh-city-fc,events_raw_normaltime,finished,finished,2.0,2.0
matched,9574516,55,21/22,2022-02-26,greenock-morton,arbroath,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574517,55,21/22,2022-03-26,hamilton-academical,queen-of-the-south,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574518,56,21/22,2021-12-18,montrose,queens-park-fc,events_raw_normaltime,finished,finished,1.0,1.0
matched,9574519,56,21/22,2022-02-12,alloa-athletic,east-fife,events_raw_normaltime,finished,finished,1.0,3.0
matched,9574520,56,21/22,2022-01-02,peterhead,cove-rangers,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574521,57,21/22,2022-03-19,elgin-city,kelty-hearts-fc,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574522,54,21/22,2022-02-19,st-johnstone,heart-of-midlothian,events_raw_normaltime,finished,finished,2.0,1.0
matched,9574523,54,21/22,2021-12-11,st-johnstone,aberdeen,events_raw_normaltime,finished,finished,0.0,1.0
matched,9574524,55,21/22,2021-12-26,hamilton-academical,kilmarnock,events_raw_normaltime,finished,finished,2.0,3.0
matched,9574525,55,21/22,2022-02-26,dunfermline-athletic,kilmarnock,events_raw_normaltime,finished,finished,0.0,0.0
matched,9574528,55,21/22,2021-12-11,greenock-morton,inverness-caledonian-thistle,events_raw_normaltime,finished,finished,1.0,6.0
matched,9574529,56,21/22,2022-02-12,airdrieonians,montrose,events_raw_normaltime,finished,finished,4.0,1.0
matched,9574530,56,21/22,2022-02-19,cove-rangers,falkirk-fc,events_raw_normaltime,finished,finished,2.0,0.0
matched,9574531,55,21/22,2022-01-08,greenock-morton,dunfermline-athletic,events_raw_normaltime,finished,finished,5.0,0.0
