club,match_id,match_date,season,current_tier,previous_observed_tier,home_entry_match_number,window,home_score,away_score,goal_difference,method_note
dundee-fc,10387656,2022-10-15,22/23,55,55,5,1-5,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387658,2022-10-22,22/23,55,55,6,6-10,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387666,2022-11-12,22/23,55,55,7,6-10,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387668,2022-11-19,22/23,55,55,8,6-10,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387694,2023-01-02,22/23,55,55,9,6-10,2.0,4.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387713,2023-01-28,22/23,55,55,10,6-10,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11038127,2023-02-12,22/23,55,55,11,11-20,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387764,2023-02-25,22/23,55,55,12,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11038126,2023-02-28,22/23,55,55,13,11-20,1.0,3.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11110131,2023-03-21,22/23,55,55,14,11-20,3.0,1.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387734,2023-04-01,22/23,55,55,15,11-20,7.0,0.0,7.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387696,2023-04-11,22/23,55,55,16,11-20,3.0,1.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387637,2023-04-15,22/23,55,55,17,11-20,3.0,3.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,10387632,2023-04-28,22/23,55,55,18,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393251,2023-08-05,23/24,54,55,1,1-5,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393263,2023-08-27,23/24,54,54,2,1-5,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393281,2023-09-23,23/24,54,54,3,1-5,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11742862,2023-10-24,23/24,54,54,4,1-5,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393313,2023-11-01,23/24,54,54,5,1-5,0.0,5.0,-5.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393344,2023-11-05,23/24,54,54,6,6-10,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393325,2023-11-11,23/24,54,54,7,6-10,4.0,0.0,4.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393332,2023-11-25,23/24,54,54,8,6-10,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393368,2023-12-26,23/24,54,54,9,6-10,0.0,3.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393392,2024-02-03,23/24,54,54,10,6-10,2.0,3.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11945112,2024-02-11,23/24,54,54,11,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393405,2024-02-17,23/24,54,54,12,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393421,2024-03-02,23/24,54,54,13,11-20,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11945131,2024-03-13,23/24,54,54,14,11-20,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,11393439,2024-04-06,23/24,54,54,15,11-20,2.0,3.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,12240686,2024-04-17,23/24,54,54,16,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,12477119,2024-08-10,24/25,54,54,17,11-20,3.0,1.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,12477112,2024-08-31,24/25,54,54,18,11-20,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,12477101,2024-09-28,24/25,54,54,19,11-20,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
dundee-fc,12477091,2024-10-05,24/25,54,54,20,11-20,2.0,3.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,8824178,2021-01-02,20/21,56,,1,1-5,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9398854,2021-03-27,20/21,56,56,2,1-5,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9422570,2021-03-30,20/21,56,56,3,1-5,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9431709,2021-04-10,20/21,56,56,4,1-5,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9431723,2021-04-20,20/21,56,56,5,1-5,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574176,2021-08-07,21/22,56,56,6,6-10,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574029,2021-08-14,21/22,56,56,7,6-10,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574142,2021-08-28,21/22,56,56,8,6-10,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574292,2021-09-18,21/22,56,56,9,6-10,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574323,2021-09-25,21/22,56,56,10,6-10,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574186,2021-10-23,21/22,56,56,11,11-20,4.0,1.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574175,2021-11-06,21/22,56,56,12,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574260,2021-12-07,21/22,56,56,13,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574518,2021-12-18,21/22,56,56,14,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574293,2021-12-22,21/22,56,56,15,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574381,2022-01-08,21/22,56,56,16,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574310,2022-01-29,21/22,56,56,17,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574393,2022-02-05,21/22,56,56,18,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574427,2022-02-19,21/22,56,56,19,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
montrose,9574455,2022-03-05,21/22,56,56,20,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,8824191,2021-01-02,20/21,57,,1,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9398878,2021-03-23,20/21,57,57,2,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9431737,2021-04-10,20/21,57,57,3,1-5,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9431735,2021-04-15,20/21,57,57,4,1-5,4.0,0.0,4.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574212,2021-08-07,21/22,57,57,5,1-5,0.0,3.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574076,2021-08-21,21/22,57,57,6,6-10,0.0,3.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574062,2021-09-11,21/22,57,57,7,6-10,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574269,2021-09-18,21/22,57,57,8,6-10,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574197,2021-10-02,21/22,57,57,9,6-10,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574132,2021-10-30,21/22,57,57,10,6-10,2.0,3.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574137,2021-11-20,21/22,57,57,11,11-20,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574396,2021-12-11,21/22,57,57,12,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574233,2021-12-18,21/22,57,57,13,11-20,0.0,4.0,-4.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574467,2022-01-02,21/22,57,57,14,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574215,2022-01-15,21/22,57,57,15,11-20,3.0,3.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574438,2022-02-05,21/22,57,57,16,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574440,2022-02-19,21/22,57,57,17,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574261,2022-02-26,21/22,57,57,18,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9574499,2022-03-12,21/22,57,57,19,11-20,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
stranraer,9573990,2022-04-02,21/22,57,57,20,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,8824192,2021-01-02,20/21,56,,1,1-5,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9398855,2021-03-27,20/21,56,56,2,1-5,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9424878,2021-04-01,20/21,56,56,3,1-5,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9424882,2021-04-06,20/21,56,56,4,1-5,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9431719,2021-04-17,20/21,56,56,5,1-5,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574035,2021-07-31,21/22,56,56,6,6-10,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574208,2021-08-21,21/22,56,56,7,6-10,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574305,2021-08-28,21/22,56,56,8,6-10,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574040,2021-09-25,21/22,56,56,9,6-10,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574322,2021-10-16,21/22,56,56,10,6-10,4.0,2.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574131,2021-10-30,21/22,56,56,11,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574055,2021-11-13,21/22,56,56,12,11-20,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574495,2021-12-04,21/22,56,56,13,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574263,2022-01-02,21/22,56,56,14,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10032442,2022-01-22,21/22,56,56,15,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574342,2022-01-29,21/22,56,56,16,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574477,2022-02-05,21/22,56,56,17,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574533,2022-02-19,21/22,56,56,18,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574385,2022-03-12,21/22,56,56,19,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,9574447,2022-03-26,21/22,56,56,20,11-20,0.0,3.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388069,2022-08-06,22/23,57,56,1,1-5,0.0,3.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388076,2022-08-20,22/23,57,57,2,1-5,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388146,2022-09-03,22/23,57,57,3,1-5,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10694352,2022-09-20,22/23,57,57,4,1-5,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388103,2022-10-01,22/23,57,57,5,1-5,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10387910,2022-10-29,22/23,57,57,6,6-10,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10387993,2022-11-12,22/23,57,57,7,6-10,2.0,3.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388010,2022-12-03,22/23,57,57,8,6-10,1.0,3.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388012,2022-12-10,22/23,57,57,9,6-10,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388064,2023-01-14,22/23,57,57,10,6-10,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10947861,2023-01-21,22/23,57,57,11,11-20,1.0,3.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388059,2023-02-04,22/23,57,57,12,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388040,2023-02-18,22/23,57,57,13,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388047,2023-03-04,22/23,57,57,14,11-20,3.0,2.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388101,2023-03-24,22/23,57,57,15,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388155,2023-04-01,22/23,57,57,16,11-20,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388099,2023-04-15,22/23,57,57,17,11-20,8.0,0.0,8.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,10388113,2023-04-29,22/23,57,57,18,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,11395484,2023-08-05,23/24,57,57,19,11-20,0.0,3.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,11395474,2023-08-19,23/24,57,57,20,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035497,2025-08-09,25/26,56,57,1,1-5,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035494,2025-08-23,25/26,56,56,2,1-5,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035509,2025-09-13,25/26,56,56,3,1-5,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035513,2025-09-20,25/26,56,56,4,1-5,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035524,2025-10-04,25/26,56,56,5,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035539,2025-11-01,25/26,56,56,6,6-10,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035554,2025-11-15,25/26,56,56,7,6-10,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035567,2025-12-20,25/26,56,56,8,6-10,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035576,2025-12-27,25/26,56,56,9,6-10,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,15305942,2026-01-20,25/26,56,56,10,6-10,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035587,2026-01-24,25/26,56,56,11,11-20,1.0,5.0,-4.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035593,2026-01-31,25/26,56,56,12,11-20,2.0,3.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035602,2026-02-14,25/26,56,56,13,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035612,2026-02-28,25/26,56,56,14,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035619,2026-03-07,25/26,56,56,15,11-20,0.0,3.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035635,2026-03-28,25/26,56,56,16,11-20,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035642,2026-04-11,25/26,56,56,17,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,14035652,2026-04-25,25/26,56,56,18,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,16362408,2026-08-08,26/27,56,56,19,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
east-fife,16362421,2026-08-22,26/27,56,56,20,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,8824212,2021-01-02,20/21,56,,1,1-5,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9422575,2021-03-30,20/21,56,56,2,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9431708,2021-04-10,20/21,56,56,3,1-5,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9431717,2021-04-17,20/21,56,56,4,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574033,2021-07-31,21/22,56,56,5,1-5,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574039,2021-08-14,21/22,56,56,6,6-10,5.0,2.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574050,2021-09-11,21/22,56,56,7,6-10,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574042,2021-09-25,21/22,56,56,8,6-10,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574075,2021-10-23,21/22,56,56,9,6-10,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574165,2021-10-30,21/22,56,56,10,6-10,3.0,3.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574117,2021-11-13,21/22,56,56,11,11-20,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574234,2021-12-04,21/22,56,56,12,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574345,2021-12-18,21/22,56,56,13,11-20,3.0,0.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574343,2021-12-26,21/22,56,56,14,11-20,4.0,2.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574472,2022-01-15,21/22,56,56,15,11-20,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574314,2022-02-05,21/22,56,56,16,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9573962,2022-02-12,21/22,56,56,17,11-20,0.0,0.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574530,2022-02-19,21/22,56,56,18,11-20,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9574487,2022-03-05,21/22,56,56,19,11-20,5.0,2.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,9573944,2022-03-12,21/22,56,56,20,11-20,4.0,1.0,3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387769,2022-07-30,22/23,55,56,1,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387727,2022-08-20,22/23,55,55,2,1-5,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387741,2022-09-03,22/23,55,55,3,1-5,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387644,2022-10-01,22/23,55,55,4,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10698045,2022-10-04,22/23,55,55,5,1-5,3.0,1.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387657,2022-10-15,22/23,55,55,6,6-10,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387670,2022-11-04,22/23,55,55,7,6-10,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387679,2022-11-19,22/23,55,55,8,6-10,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387780,2022-12-03,22/23,55,55,9,6-10,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387684,2022-12-23,22/23,55,55,10,6-10,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387745,2023-01-07,22/23,55,55,11,11-20,0.0,6.0,-6.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387714,2023-01-14,22/23,55,55,12,11-20,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387752,2023-01-27,22/23,55,55,13,11-20,0.0,5.0,-5.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387698,2023-02-18,22/23,55,55,14,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387797,2023-03-04,22/23,55,55,15,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387742,2023-04-01,22/23,55,55,16,11-20,0.0,5.0,-5.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387630,2023-04-15,22/23,55,55,17,11-20,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,10387775,2023-05-05,22/23,55,55,18,11-20,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395659,2023-08-12,23/24,56,55,1,1-5,2.0,2.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395651,2023-08-26,23/24,56,56,2,1-5,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395641,2023-09-16,23/24,56,56,3,1-5,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395627,2023-10-07,23/24,56,56,4,1-5,3.0,2.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395611,2023-11-04,23/24,56,56,5,1-5,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11777618,2023-11-14,23/24,56,56,6,6-10,1.0,0.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395599,2023-11-18,23/24,56,56,7,6-10,3.0,1.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395588,2023-12-16,23/24,56,56,8,6-10,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395580,2023-12-23,23/24,56,56,9,6-10,7.0,2.0,5.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395572,2024-01-06,23/24,56,56,10,6-10,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395560,2024-01-27,23/24,56,56,11,11-20,0.0,2.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395542,2024-02-24,23/24,56,56,12,11-20,2.0,1.0,1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,12028347,2024-03-05,23/24,56,56,13,11-20,0.0,1.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395530,2024-03-09,23/24,56,56,14,11-20,1.0,4.0,-3.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395518,2024-03-23,23/24,56,56,15,11-20,1.0,3.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395513,2024-03-30,23/24,56,56,16,11-20,4.0,2.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395502,2024-04-20,23/24,56,56,17,11-20,2.0,3.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,11395492,2024-05-04,23/24,56,56,18,11-20,3.0,1.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,12477131,2024-08-03,24/25,56,56,19,11-20,1.0,3.0,-2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
cove-rangers,12476795,2024-08-17,24/25,56,56,20,11-20,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
st-mirren,8736261,2021-01-09,20/21,54,,1,1-5,1.0,1.0,0.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
st-mirren,8736254,2021-02-02,20/21,54,54,2,1-5,1.0,2.0,-1.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
st-mirren,8736259,2021-02-06,20/21,54,54,3,1-5,2.0,0.0,2.0,"home fixtures only; tier-change candidate, not verified promotion/relegation"
