club,season,previous_observed_season,previous_tier,current_tier,movement_direction,match_id,match_date,opponent,is_home,new_season_match_number,window,matches_observed_in_new_season,tier_season_observed_fixtures,tier_season_expected_fixtures,tier_season_fixture_coverage,tier_season_archive_complete,has_complete_20_match_window,goals_for,goals_against,goal_difference,win,market_team_probability,bbc_shot_difference,bbc_proxy_xg_difference,transition_definition
livingston,26/27,25/26,54,55,downward_tier_move,16362218,2026-09-04,stenhousemuir,1,5,1-5,6,31,180,0.172,0,0,0.0,1.0,-1.0,0,,,,consecutive observed seasons changed tier; mechanism unverified
livingston,26/27,25/26,54,55,downward_tier_move,16362222,2026-09-11,greenock-morton,0,6,6-10,6,31,180,0.172,0,0,4.0,1.0,3.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387835,2022-07-30,clyde-fc,1,1,1-5,36,180,180,1.000,1,1,1.0,4.0,-3.0,0,0.621176,0.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387830,2022-08-06,montrose,0,2,1-5,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.345330,1.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387840,2022-08-13,airdrieonians,1,3,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.311522,6.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387872,2022-08-20,peterhead,0,4,1-5,36,180,180,1.000,1,1,4.0,1.0,3.0,1,0.564063,6.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387858,2022-08-27,falkirk-fc,0,5,1-5,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.326945,-6.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387891,2022-09-03,dunfermline-athletic,1,6,6-10,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.318304,-9.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387888,2022-09-17,edinburgh-city-fc,1,7,6-10,36,180,180,1.000,1,1,4.0,1.0,3.0,1,0.463509,16.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387903,2022-10-01,alloa-athletic,1,8,6-10,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.473373,10.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387900,2022-10-08,airdrieonians,0,9,6-10,36,180,180,1.000,1,1,3.0,3.0,0.0,0,0.243389,3.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10698037,2022-10-11,kelty-hearts-fc,0,10,6-10,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.412205,2.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387972,2022-10-15,peterhead,1,11,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.677503,6.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10388167,2022-10-22,clyde-fc,0,12,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.575080,-5.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387952,2022-10-29,falkirk-fc,1,13,11-20,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.354319,-7.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387931,2022-11-05,edinburgh-city-fc,0,14,11-20,36,180,180,1.000,1,1,3.0,0.0,3.0,1,0.443200,6.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387923,2022-11-12,alloa-athletic,0,15,11-20,36,180,180,1.000,1,1,1.0,5.0,-4.0,0,0.368644,-4.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387933,2022-11-19,montrose,1,16,11-20,36,180,180,1.000,1,1,4.0,0.0,4.0,1,0.401408,5.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387927,2022-12-03,dunfermline-athletic,0,17,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.247788,2.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387896,2022-12-17,kelty-hearts-fc,1,18,11-20,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.538101,-3.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387898,2022-12-23,falkirk-fc,0,19,11-20,36,180,180,1.000,1,1,2.0,5.0,-3.0,0,0.242905,-4.000,,consecutive observed seasons changed tier; mechanism unverified
queen-of-the-south,22/23,21/22,55,56,downward_tier_move,10387967,2022-12-31,clyde-fc,1,20,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.512195,0.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574026,2021-07-31,peterhead,0,1,1-5,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.354877,-8.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574554,2021-08-07,east-fife,1,2,1-5,36,180,180,1.000,1,1,3.0,1.0,2.0,1,0.422072,-9.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574366,2021-08-14,clyde-fc,0,3,1-5,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.375893,6.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574144,2021-08-21,queens-park-fc,1,4,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.270376,-3.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574047,2021-09-11,falkirk-fc,1,5,1-5,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.253903,0.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9780717,2021-09-14,airdrieonians,0,6,6-10,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.308269,3.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574292,2021-09-18,montrose,0,7,6-10,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.222456,1.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574041,2021-09-25,dumbarton,0,8,6-10,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.371179,-2.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574133,2021-10-02,cove-rangers,1,9,6-10,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.270598,-8.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574311,2021-10-16,peterhead,1,10,6-10,36,180,180,1.000,1,1,2.0,4.0,-2.0,0,0.416273,-11.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574159,2021-10-24,queens-park-fc,0,11,11-20,36,180,180,1.000,1,1,4.0,3.0,1.0,1,0.135508,2.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574158,2021-10-30,airdrieonians,1,12,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.315155,2.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574122,2021-11-06,falkirk-fc,0,13,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,,-2.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574104,2021-11-13,montrose,1,14,11-20,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.319301,5.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574151,2021-11-20,dumbarton,1,15,11-20,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.558910,2.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574495,2021-12-04,east-fife,0,16,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.419664,-5.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574413,2021-12-11,clyde-fc,1,17,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.580691,8.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574345,2021-12-18,cove-rangers,0,18,11-20,36,180,180,1.000,1,1,0.0,3.0,-3.0,0,0.146977,-4.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574251,2021-12-26,airdrieonians,0,19,11-20,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.225183,-6.000,,consecutive observed seasons changed tier; mechanism unverified
alloa-athletic,21/22,20/21,55,56,downward_tier_move,9574381,2022-01-08,montrose,0,20,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.231107,-4.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573900,2021-07-31,st-mirren,1,1,1-5,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.339372,-3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573823,2021-08-08,celtic,0,2,1-5,33,198,228,0.868,0,1,0.0,6.0,-6.0,0,0.060895,-28.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573903,2021-08-22,hibernian,1,3,1-5,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.294118,-4.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573860,2021-08-28,motherwell,0,4,1-5,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.289467,11.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573898,2021-09-11,livingston,1,5,1-5,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.377287,9.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573864,2021-09-19,dundee-united,0,6,6-10,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.317497,-6.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573854,2021-09-25,rangers,1,7,6-10,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.076285,-5.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573852,2021-10-02,st-johnstone,0,8,6-10,33,198,228,0.868,0,1,1.0,3.0,-2.0,0,0.226364,-3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9574168,2021-10-16,aberdeen,1,9,6-10,33,198,228,0.868,0,1,2.0,1.0,1.0,1,0.324043,-8.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9574069,2021-10-23,heart-of-midlothian,0,10,6-10,33,198,228,0.868,0,1,1.0,1.0,0.0,0,,-15.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9574281,2021-10-27,ross-county,1,11,11-20,33,198,228,0.868,0,1,0.0,5.0,-5.0,0,0.470894,-7.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9574120,2021-10-30,st-mirren,0,12,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.258140,-8.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573850,2021-11-07,celtic,1,13,11-20,33,198,228,0.868,0,1,2.0,4.0,-2.0,0,0.074016,-19.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9574089,2021-11-27,motherwell,1,14,11-20,33,198,228,0.868,0,1,3.0,0.0,3.0,1,0.402866,2.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9574068,2021-12-01,st-johnstone,1,15,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.348033,10.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573840,2021-12-04,rangers,0,16,11-20,33,198,228,0.868,0,1,0.0,3.0,-3.0,0,0.039836,-21.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573936,2021-12-11,ross-county,0,17,11-20,33,198,228,0.868,0,1,2.0,3.0,-1.0,0,0.258497,7.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9574099,2021-12-14,hibernian,0,18,11-20,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.165854,-7.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573935,2021-12-18,heart-of-midlothian,1,19,11-20,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.221002,-9.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,21/22,20/21,55,54,upward_tier_move,9573765,2021-12-26,aberdeen,0,20,11-20,33,198,228,0.868,0,1,1.0,2.0,-1.0,0,0.124364,-17.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387724,2022-07-30,partick-thistle,1,1,1-5,36,180,180,1.000,1,1,2.0,3.0,-1.0,0,0.489084,3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387746,2022-08-06,raith-rovers,0,2,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.433735,3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387798,2022-08-12,arbroath,1,3,1-5,36,180,180,1.000,1,1,4.0,2.0,2.0,1,0.496290,4.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387735,2022-08-20,greenock-morton,0,4,1-5,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.459822,-3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387796,2022-08-26,ayr-united,0,5,1-5,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,0.344948,-2.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387743,2022-09-03,queens-park-fc,1,6,6-10,36,180,180,1.000,1,1,3.0,0.0,3.0,1,0.583032,2.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387631,2022-09-17,inverness-caledonian-thistle,1,7,6-10,36,180,180,1.000,1,1,2.0,3.0,-1.0,0,0.502900,0.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387640,2022-10-01,hamilton-academical,0,8,6-10,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.484584,4.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10698045,2022-10-04,cove-rangers,0,9,6-10,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,,1.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387634,2022-10-08,arbroath,0,10,6-10,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.471079,-1.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387656,2022-10-15,ayr-united,1,11,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.462725,1.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387658,2022-10-22,greenock-morton,1,12,11-20,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.524044,5.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387661,2022-10-28,queens-park-fc,0,13,11-20,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.435956,3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387788,2022-11-05,partick-thistle,0,14,11-20,36,180,180,1.000,1,1,3.0,2.0,1.0,1,0.408511,8.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387666,2022-11-12,raith-rovers,1,15,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.470719,9.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387668,2022-11-19,hamilton-academical,1,16,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.630604,1.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387687,2022-12-03,inverness-caledonian-thistle,0,17,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.474308,-4.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387786,2022-12-23,ayr-united,0,18,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.455097,3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387694,2023-01-02,arbroath,1,19,11-20,36,180,180,1.000,1,1,2.0,4.0,-2.0,0,0.703733,-3.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,22/23,21/22,54,55,downward_tier_move,10387697,2023-01-06,raith-rovers,0,20,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,,8.000,,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393251,2023-08-05,motherwell,1,1,1-5,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.412389,4.000,0.075,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393261,2023-08-12,st-mirren,0,2,1-5,33,198,228,0.868,0,1,1.0,2.0,-1.0,0,0.270495,-8.000,-0.158,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393263,2023-08-27,heart-of-midlothian,1,3,1-5,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.312283,2.000,0.010,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393272,2023-09-02,st-johnstone,0,4,1-5,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.388249,4.000,0.632,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393274,2023-09-16,celtic,0,5,1-5,33,198,228,0.868,0,1,0.0,3.0,-3.0,0,0.058485,-16.000,-1.175,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393281,2023-09-23,kilmarnock,1,6,6-10,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.393740,-13.000,-0.842,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393286,2023-09-30,hibernian,0,7,6-10,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.169952,-12.000,-2.559,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11742862,2023-10-24,ross-county,1,8,6-10,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.447149,10.000,0.715,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393308,2023-10-28,livingston,0,9,6-10,33,198,228,0.868,0,1,2.0,0.0,2.0,1,0.322986,14.000,2.169,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393313,2023-11-01,rangers,1,10,6-10,33,198,228,0.868,0,1,0.0,5.0,-5.0,0,0.113264,-23.000,-4.496,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393344,2023-11-05,livingston,1,11,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.538549,-6.000,-0.777,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393325,2023-11-11,st-mirren,1,12,11-20,33,198,228,0.868,0,1,4.0,0.0,4.0,1,0.358669,6.000,1.933,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393332,2023-11-25,hibernian,1,13,11-20,33,198,228,0.868,0,1,1.0,2.0,-1.0,0,0.324043,9.000,0.573,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393339,2023-12-02,motherwell,0,14,11-20,33,198,228,0.868,0,1,3.0,3.0,0.0,0,0.286446,7.000,0.575,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393349,2023-12-09,rangers,0,15,11-20,33,198,228,0.868,0,1,1.0,3.0,-2.0,0,0.029480,-11.000,-1.229,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393358,2023-12-16,ross-county,0,16,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.280803,7.000,1.076,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393368,2023-12-26,celtic,1,17,11-20,33,198,228,0.868,0,1,0.0,3.0,-3.0,0,0.076844,-33.000,-3.849,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393376,2023-12-30,kilmarnock,0,18,11-20,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.183824,-3.000,-0.201,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11814981,2024-01-23,heart-of-midlothian,0,19,11-20,33,198,228,0.868,0,1,2.0,3.0,-1.0,0,,-7.000,-1.480,consecutive observed seasons changed tier; mechanism unverified
dundee-fc,23/24,22/23,55,54,upward_tier_move,11393388,2024-01-27,livingston,0,20,11-20,33,198,228,0.868,0,1,4.0,1.0,3.0,1,0.343196,-8.000,-1.942,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9573821,2021-07-31,celtic,1,1,1-5,33,198,228,0.868,0,1,2.0,1.0,1.0,1,0.228476,-8.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574012,2021-08-07,st-mirren,0,2,1-5,33,198,228,0.868,0,1,2.0,1.0,1.0,1,0.395464,1.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574123,2021-08-22,aberdeen,1,3,1-5,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.512091,1.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9573862,2021-08-28,dundee-united,0,4,1-5,33,198,228,0.868,0,1,2.0,0.0,2.0,1,0.427823,3.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574206,2021-09-12,hibernian,1,5,1-5,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.441522,2.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574259,2021-09-18,ross-county,0,6,6-10,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.579556,8.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9573869,2021-09-25,livingston,1,7,6-10,33,198,228,0.868,0,1,3.0,0.0,3.0,1,0.614578,11.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9573874,2021-10-02,motherwell,1,8,6-10,33,198,228,0.868,0,1,2.0,0.0,2.0,1,0.600775,-10.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574229,2021-10-16,rangers,0,9,6-10,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.115593,-22.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574069,2021-10-23,dundee-fc,1,10,6-10,33,198,228,0.868,0,1,1.0,1.0,0.0,0,,15.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9573842,2021-10-27,st-johnstone,0,11,11-20,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.419321,9.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574327,2021-10-30,aberdeen,0,12,11-20,33,198,228,0.868,0,1,1.0,2.0,-1.0,0,,-12.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574301,2021-11-06,dundee-united,1,13,11-20,33,198,228,0.868,0,1,5.0,2.0,3.0,1,0.560923,10.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9573902,2021-11-20,motherwell,0,14,11-20,33,198,228,0.868,0,1,0.0,2.0,-2.0,0,0.532365,-14.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574230,2021-11-27,st-mirren,1,15,11-20,33,198,228,0.868,0,1,2.0,0.0,2.0,1,0.546660,-2.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574207,2021-12-02,celtic,0,16,11-20,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.079820,-16.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574084,2021-12-05,livingston,0,17,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.490902,-3.000,,consecutive observed seasons changed tier; mechanism unverified
heart-of-midlothian,21/22,20/21,55,54,upward_tier_move,9574300,2021-12-12,rangers,1,18,11-20,33,198,228,0.868,0,1,0.0,2.0,-2.0,0,0.155102,4.000,,consecutive observed seasons changed tier; mechanism unverified
