club,season,previous_observed_season,previous_tier,current_tier,movement_direction,match_id,match_date,opponent,is_home,new_season_match_number,window,matches_observed_in_new_season,tier_season_observed_fixtures,tier_season_expected_fixtures,tier_season_fixture_coverage,tier_season_archive_complete,has_complete_20_match_window,goals_for,goals_against,goal_difference,win,market_team_probability,bbc_shot_difference,bbc_proxy_xg_difference,transition_definition
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035191,2025-11-22,dundee-united,0,13,11-20,33,198,228,0.868,0,1,3.0,0.0,3.0,1,0.259067,3.000,0.596,consecutive observed seasons changed tier; mechanism unverified
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035201,2025-11-30,rangers,0,14,11-20,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.140557,-9.000,-1.746,consecutive observed seasons changed tier; mechanism unverified
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035204,2025-12-03,motherwell,1,15,11-20,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.277199,7.000,0.859,consecutive observed seasons changed tier; mechanism unverified
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035208,2025-12-06,hibernian,0,16,11-20,33,198,228,0.868,0,1,0.0,3.0,-3.0,0,0.181230,-2.000,-1.135,consecutive observed seasons changed tier; mechanism unverified
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035233,2025-12-13,heart-of-midlothian,1,17,11-20,33,198,228,0.868,0,1,0.0,2.0,-2.0,0,0.208568,-7.000,-0.955,consecutive observed seasons changed tier; mechanism unverified
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035219,2025-12-20,kilmarnock,0,18,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.322159,-6.000,-0.414,consecutive observed seasons changed tier; mechanism unverified
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035230,2025-12-27,dundee-fc,0,19,11-20,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.432844,13.000,1.057,consecutive observed seasons changed tier; mechanism unverified
falkirk-fc,25/26,24/25,55,54,upward_tier_move,14035243,2026-01-03,aberdeen,1,20,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.421664,14.000,1.229,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387769,2022-07-30,raith-rovers,1,1,1-5,36,180,180,1.000,1,1,2.0,0.0,2.0,1,,-5.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387728,2022-08-06,greenock-morton,0,2,1-5,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.374148,1.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387740,2022-08-13,inverness-caledonian-thistle,0,3,1-5,36,180,180,1.000,1,1,1.0,4.0,-3.0,0,0.293930,-11.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387727,2022-08-20,ayr-united,1,4,1-5,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.349127,-15.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387747,2022-08-27,queens-park-fc,0,5,1-5,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.290059,-8.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387741,2022-09-03,hamilton-academical,1,6,6-10,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.386331,-4.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387776,2022-09-17,partick-thistle,0,7,6-10,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.146737,-8.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387644,2022-10-01,arbroath,1,8,6-10,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.344663,2.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10698045,2022-10-04,dundee-fc,1,9,6-10,36,180,180,1.000,1,1,3.0,1.0,2.0,1,,-1.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387649,2022-10-08,raith-rovers,0,10,6-10,36,180,180,1.000,1,1,0.0,3.0,-3.0,0,0.277875,-5.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387657,2022-10-15,inverness-caledonian-thistle,1,11,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.346492,-3.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387665,2022-10-22,ayr-united,0,12,11-20,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.157056,-18.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387660,2022-10-29,hamilton-academical,0,13,11-20,36,180,180,1.000,1,1,4.0,4.0,0.0,0,0.287607,5.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387670,2022-11-04,queens-park-fc,1,14,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.363678,-1.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387800,2022-11-12,arbroath,0,15,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,,3.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387679,2022-11-19,greenock-morton,1,16,11-20,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.330709,1.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387780,2022-12-03,partick-thistle,1,17,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.346492,3.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387684,2022-12-23,hamilton-academical,1,18,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.458876,-2.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387703,2023-01-02,inverness-caledonian-thistle,0,19,11-20,36,180,180,1.000,1,1,1.0,6.0,-5.0,0,0.333624,-2.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,22/23,21/22,56,55,upward_tier_move,10387745,2023-01-07,queens-park-fc,1,20,11-20,36,180,180,1.000,1,1,0.0,6.0,-6.0,0,0.269497,-7.000,,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395666,2023-08-05,hamilton-academical,0,1,1-5,36,179,180,0.994,0,1,0.0,1.0,-1.0,0,0.262565,-5.000,-0.309,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395659,2023-08-12,falkirk-fc,1,2,1-5,36,179,180,0.994,0,1,2.0,2.0,0.0,0,0.251244,-6.000,0.081,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395654,2023-08-19,montrose,0,3,1-5,36,179,180,0.994,0,1,2.0,0.0,2.0,1,0.365663,11.000,1.230,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395651,2023-08-26,queen-of-the-south,1,4,1-5,36,179,180,0.994,0,1,1.0,2.0,-1.0,0,0.448210,9.000,0.930,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395648,2023-09-02,alloa-athletic,0,5,1-5,36,179,180,0.994,0,1,0.0,1.0,-1.0,0,0.398206,-1.000,-0.578,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395641,2023-09-16,kelty-hearts-fc,1,6,6-10,36,179,180,0.994,0,1,1.0,2.0,-1.0,0,0.545393,2.000,0.516,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395636,2023-09-23,edinburgh-city-fc,0,7,6-10,36,179,180,0.994,0,1,2.0,2.0,0.0,0,0.600962,5.000,0.846,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395628,2023-09-30,stirling-albion,0,8,6-10,36,179,180,0.994,0,1,2.0,2.0,0.0,0,0.402425,-2.000,-0.614,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395627,2023-10-07,annan-athletic,1,9,6-10,36,179,180,0.994,0,1,3.0,2.0,1.0,1,,7.000,0.646,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395615,2023-10-28,queen-of-the-south,0,10,6-10,36,179,180,0.994,0,1,1.0,0.0,1.0,1,0.352944,6.000,-0.100,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395611,2023-11-04,hamilton-academical,1,11,11-20,36,179,180,0.994,0,1,1.0,0.0,1.0,1,0.219013,-8.000,0.097,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395604,2023-11-11,kelty-hearts-fc,0,12,11-20,36,179,180,0.994,0,1,1.0,0.0,1.0,1,0.415960,3.000,0.142,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11777618,2023-11-14,montrose,1,13,11-20,36,179,180,0.994,0,1,1.0,0.0,1.0,1,0.574955,1.000,0.055,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395599,2023-11-18,stirling-albion,1,14,11-20,36,179,180,0.994,0,1,3.0,1.0,2.0,1,0.607566,2.000,0.604,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395591,2023-12-09,annan-athletic,0,15,11-20,36,179,180,0.994,0,1,3.0,1.0,2.0,1,0.501232,-3.000,1.405,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395588,2023-12-16,alloa-athletic,1,16,11-20,36,179,180,0.994,0,1,1.0,2.0,-1.0,0,0.556025,-2.000,-0.573,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395580,2023-12-23,edinburgh-city-fc,1,17,11-20,36,179,180,0.994,0,1,7.0,2.0,5.0,1,0.875936,14.000,1.531,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395575,2023-12-30,montrose,0,18,11-20,36,179,180,0.994,0,1,1.0,1.0,0.0,0,0.470981,2.000,0.502,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11395572,2024-01-06,kelty-hearts-fc,1,19,11-20,36,179,180,0.994,0,1,2.0,0.0,2.0,1,0.575967,3.000,-0.072,consecutive observed seasons changed tier; mechanism unverified
cove-rangers,23/24,22/23,55,56,downward_tier_move,11883582,2024-01-09,falkirk-fc,0,20,11-20,36,179,180,0.994,0,1,0.0,4.0,-4.0,0,0.100343,-14.000,-1.948,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395484,2023-08-05,east-fife,0,1,1-5,34,178,180,0.989,0,1,3.0,0.0,3.0,1,0.238364,5.000,0.600,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395479,2023-08-12,stenhousemuir,1,2,1-5,34,178,180,0.989,0,1,0.0,0.0,0.0,0,0.383582,1.000,-0.149,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395476,2023-08-19,clyde-fc,0,3,1-5,34,178,180,0.989,0,1,2.0,1.0,1.0,1,0.466600,8.000,1.009,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395469,2023-08-26,the-spartans-fc,1,4,1-5,34,178,180,0.989,0,1,0.0,1.0,-1.0,0,,-6.000,-0.650,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395463,2023-09-02,stranraer,0,5,1-5,34,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.373223,-3.000,-0.791,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395458,2023-09-16,bonnyrigg-rose,1,6,6-10,34,178,180,0.989,0,1,2.0,1.0,1.0,1,0.392422,2.000,0.032,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395452,2023-09-23,dumbarton,0,7,6-10,34,178,180,0.989,0,1,1.0,0.0,1.0,1,0.272013,5.000,0.486,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395450,2023-09-30,elgin-city,1,8,6-10,34,178,180,0.989,0,1,6.0,0.0,6.0,1,0.600906,9.000,2.114,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395440,2023-10-07,forfar-athletic,0,9,6-10,34,178,180,0.989,0,1,3.0,1.0,2.0,1,0.364844,-2.000,-1.090,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395431,2023-11-04,east-fife,1,10,6-10,34,178,180,0.989,0,1,2.0,0.0,2.0,1,0.495143,6.000,1.009,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395423,2023-11-11,stranraer,1,11,11-20,34,178,180,0.989,0,1,3.0,2.0,1.0,1,0.573947,1.000,0.390,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11777615,2023-11-14,stenhousemuir,0,12,11-20,34,178,180,0.989,0,1,0.0,2.0,-2.0,0,0.302450,-6.000,-1.438,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395419,2023-11-18,the-spartans-fc,0,13,11-20,34,178,180,0.989,0,1,2.0,1.0,1.0,1,,1.000,-0.292,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395415,2023-12-09,bonnyrigg-rose,0,14,11-20,34,178,180,0.989,0,1,1.0,1.0,0.0,0,0.446301,2.000,0.620,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395409,2023-12-16,clyde-fc,1,15,11-20,34,178,180,0.989,0,1,2.0,1.0,1.0,1,0.613888,3.000,0.566,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395404,2023-12-23,forfar-athletic,1,16,11-20,34,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.489084,5.000,0.363,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395396,2023-12-30,elgin-city,0,17,11-20,34,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.566847,2.000,0.610,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395391,2024-01-06,the-spartans-fc,1,18,11-20,34,178,180,0.989,0,1,0.0,1.0,-1.0,0,,0.000,-0.094,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11883581,2024-01-09,dumbarton,1,19,11-20,34,178,180,0.989,0,1,3.0,1.0,2.0,1,0.360141,10.000,1.777,consecutive observed seasons changed tier; mechanism unverified
peterhead,23/24,22/23,56,57,downward_tier_move,11395386,2024-01-13,stranraer,0,20,11-20,34,178,180,0.989,0,1,0.0,2.0,-2.0,0,0.451702,-1.000,0.071,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035487,2025-08-02,east-fife,1,1,1-5,35,175,180,0.972,0,1,4.0,1.0,3.0,1,,-2.000,0.312,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035498,2025-08-09,inverness-caledonian-thistle,0,2,1-5,35,175,180,0.972,0,1,0.0,2.0,-2.0,0,0.146142,-8.000,-1.060,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035489,2025-08-16,queen-of-the-south,0,3,1-5,35,175,180,0.972,0,1,0.0,4.0,-4.0,0,0.222623,-16.000,-0.921,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035493,2025-08-23,cove-rangers,1,4,1-5,35,175,180,0.972,0,1,3.0,1.0,2.0,1,0.378763,4.000,0.688,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035505,2025-08-30,montrose,0,5,1-5,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,,5.000,-0.474,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035511,2025-09-13,hamilton-academical,1,6,6-10,35,175,180,0.972,0,1,2.0,2.0,0.0,0,0.344408,3.000,-0.025,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035516,2025-09-20,stenhousemuir,0,7,6-10,35,175,180,0.972,0,1,1.0,3.0,-2.0,0,0.321437,1.000,-0.449,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035521,2025-09-27,alloa-athletic,1,8,6-10,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.405290,2.000,0.141,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035526,2025-10-04,kelty-hearts-fc,0,9,6-10,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.533364,0.000,0.166,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035531,2025-10-18,queen-of-the-south,1,10,6-10,35,175,180,0.972,0,1,3.0,0.0,3.0,1,0.425980,4.000,1.069,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035535,2025-10-25,inverness-caledonian-thistle,1,11,11-20,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,0.195730,4.000,-0.258,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035538,2025-11-01,cove-rangers,0,12,11-20,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.364729,-5.000,-0.209,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035541,2025-11-08,hamilton-academical,0,13,11-20,35,175,180,0.972,0,1,0.0,3.0,-3.0,0,0.189019,-5.000,-0.911,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035549,2025-11-15,montrose,1,14,11-20,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.528402,5.000,0.939,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035556,2025-11-22,stenhousemuir,1,15,11-20,35,175,180,0.972,0,1,1.0,4.0,-3.0,0,0.406563,1.000,0.177,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035560,2025-12-06,alloa-athletic,0,16,11-20,35,175,180,0.972,0,1,0.0,4.0,-4.0,0,0.259067,-8.000,-1.263,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035566,2025-12-13,kelty-hearts-fc,1,17,11-20,35,175,180,0.972,0,1,3.0,2.0,1.0,1,0.517776,3.000,0.692,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035567,2025-12-20,east-fife,0,18,11-20,35,175,180,0.972,0,1,1.0,0.0,1.0,1,0.315858,4.000,0.602,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,14035573,2025-12-27,cove-rangers,1,19,11-20,35,175,180,0.972,0,1,0.0,4.0,-4.0,0,0.374512,2.000,-0.955,consecutive observed seasons changed tier; mechanism unverified
peterhead,25/26,24/25,57,56,upward_tier_move,15363335,2026-01-17,hamilton-academical,1,20,11-20,35,175,180,0.972,0,1,2.0,3.0,-1.0,0,0.560002,9.000,0.703,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387816,2022-07-30,alloa-athletic,1,1,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.497487,-2.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387882,2022-08-06,edinburgh-city-fc,0,2,1-5,36,180,180,1.000,1,1,3.0,0.0,3.0,1,0.579200,24.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387863,2022-08-13,montrose,1,3,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.487013,3.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387851,2022-08-20,kelty-hearts-fc,0,4,1-5,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.468172,4.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387865,2022-08-27,airdrieonians,1,5,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.426621,4.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387891,2022-09-03,queen-of-the-south,0,6,6-10,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.414321,9.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387909,2022-09-17,falkirk-fc,1,7,6-10,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.521112,3.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387889,2022-10-01,peterhead,1,8,6-10,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.807119,12.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387958,2022-10-08,alloa-athletic,0,9,6-10,36,180,180,1.000,1,1,3.0,0.0,3.0,1,0.503983,0.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387902,2022-10-15,edinburgh-city-fc,1,10,6-10,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.628061,9.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10698041,2022-10-18,clyde-fc,0,11,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.654266,11.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387943,2022-10-22,montrose,0,12,11-20,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.346403,3.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387919,2022-10-29,kelty-hearts-fc,1,13,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.605166,-4.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387964,2022-11-05,falkirk-fc,0,14,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.293258,-2.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387930,2022-11-12,clyde-fc,1,15,11-20,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.734332,6.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387905,2022-11-19,peterhead,0,16,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.666026,1.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387927,2022-12-03,queen-of-the-south,1,17,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.516224,-2.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10388168,2022-12-24,kelty-hearts-fc,0,18,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.477635,-1.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387917,2023-01-07,edinburgh-city-fc,0,19,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.491865,10.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,22/23,21/22,55,56,downward_tier_move,10387804,2023-01-14,peterhead,1,20,11-20,36,180,180,1.000,1,1,4.0,0.0,4.0,1,0.812179,8.000,,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395858,2023-08-05,airdrieonians,1,1,1-5,36,178,180,0.989,0,1,2.0,1.0,1.0,1,0.461165,1.000,-0.003,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395852,2023-08-12,dundee-united,0,2,1-5,36,178,180,0.989,0,1,1.0,1.0,0.0,0,0.199430,-11.000,0.364,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395846,2023-08-26,raith-rovers,1,3,1-5,36,178,180,0.989,0,1,0.0,1.0,-1.0,0,0.381637,2.000,-0.076,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395839,2023-09-02,inverness-caledonian-thistle,0,4,1-5,36,178,180,0.989,0,1,1.0,1.0,0.0,0,0.321201,3.000,0.538,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395832,2023-09-16,queens-park-fc,0,5,1-5,36,178,180,0.989,0,1,2.0,0.0,2.0,1,0.369821,1.000,0.608,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395827,2023-09-23,greenock-morton,1,6,6-10,36,178,180,0.989,0,1,3.0,1.0,2.0,1,0.466955,1.000,1.037,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395821,2023-09-30,partick-thistle,0,7,6-10,36,178,180,0.989,0,1,0.0,3.0,-3.0,0,0.344098,-4.000,-0.806,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395813,2023-10-21,ayr-united,1,8,6-10,36,178,180,0.989,0,1,0.0,1.0,-1.0,0,,-6.000,-0.461,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395806,2023-10-28,raith-rovers,0,9,6-10,36,178,180,0.989,0,1,0.0,1.0,-1.0,0,0.281649,2.000,0.530,consecutive observed seasons changed tier; mechanism unverified
dunfermline-athletic,23/24,22/23,56,55,upward_tier_move,11395797,2023-11-03,greenock-morton,0,10,6-10,36,178,180,0.989,0,1,2.0,1.0,1.0,1,0.323542,1.000,-1.200,consecutive observed seasons changed tier; mechanism unverified
