arm,match_id,group,line,selection,side,effective_odds,p_model,p_market,edge,risk,score,outcome,net_pnl,fixture
smile070_raw,16362607,1X2,0.0,draw,back,4.2,0.24295221843066617,0.23294363985342872,0.010008578577237442,2.219668888281326,3-1,lose,-2.219668888281326,stranraer v dumbarton
smile070_optB,16362609,OverUnder,2.5,under_25,lay,2.3513513513513513,0.504513826653838,0.42387921329713263,0.08063461335670541,6.602926112368882,5-1,lose,-6.602926112368882,the-spartans-fc v forfar-athletic
smile070_optB,16362440,1X2,0.0,home,back,2.48,0.43367560902893704,0.39220255905215834,0.0414730499767787,5.295441461278665,1-1,lose,-5.295441461278665,queen-of-the-south v east-fife
smile070_optB,16362605,OverUnder,2.5,under_25,back,2.44,0.4795628014823535,0.4058441558441559,0.07371864563819758,4.168870400086689,2-0,win,5.883109908602335,annan-athletic v elgin-city
smile070_optB,16362618,OverUnder,2.5,under_25,lay,2.587553579933323,0.4335180416131035,0.383556747839196,0.049961293773907456,3.022759120310049,4-1,lose,-3.022759120310049,clyde-fc v kelty-hearts-fc
smile070_optB,16362439,1X2,0.0,away,back,3.85,0.28299537633683614,0.2527359074953541,0.030259468841482062,2.3703413863157436,2-1,lose,-2.3703413863157436,montrose v cove-rangers
smile070_optB,16362438,OverUnder,2.5,under_25,back,2.74,0.4143442870531672,0.3583138173302107,0.0560304697229565,2.267732404621623,3-1,lose,-2.267732404621623,east-kilbride v peterhead
smile070_optB,16362609,1X2,0.0,away,back,5.1,0.21834929722541938,0.19020605656127476,0.028143240664144614,2.236910702913096,5-1,lose,-2.236910702913096,the-spartans-fc v forfar-athletic
smile070_optB,16362607,1X2,0.0,away,back,4.5,0.24430283249788468,0.21741406386320014,0.026888768634684534,2.1741250804320247,3-1,lose,-2.1741250804320247,stranraer v dumbarton
smile070_optB,16362437,1X2,0.0,away,back,3.2,0.3294894475878593,0.3032960387057756,0.026193408882083713,1.6678429185803776,1-0,lose,-1.6678429185803776,airdrieonians v alloa-athletic
smile070_optB,16362612,1X2,0.0,away,back,4.5,0.23957196743054557,0.21621621621621623,0.02335575121432934,1.605634903614134,7-3,lose,-1.605634903614134,edinburgh-city-fc v stirling-albion
