age,phi,phi_vs_prime
16.0,0.06069793982859703,0.06192267466544085
18.0,0.1341126763661495,0.13681873965712466
20.0,0.28839676921547225,0.2942159052699877
23.0,0.7071067811865476,0.7213744533799233
26.0,0.9575109939348361,0.9768312060251392
29.0,0.9959103518122704,1.0160053683100663
33.0,0.9998323108749455,1.020006462841034
37.0,0.9999931629720852,1.020170560537077
