transform_name,sd,p05,p95,max_abs,cor_market,partial_cor_market,ols_weight,cor_between
production wealth (age-weighted),0.32687073498801034,-0.4916075825548795,0.5503740116884942,1.196451553749526,0.3262085839751144,0.4015124084706815,0.4224960630675458,0.8292287758737573
raw log-sum wealth,0.2489872117193013,-0.4064292217515129,0.40682853397858304,0.73483087267768,0.29243924006557354,0.2741466632386359,0.4972352692156229,0.8292287758737573
