match_id,selection,p_model,p_market,y,family,ll_model,ll_market,model
12473322,away,0.29067616141374836,0.2785869128041913,0.0,1X2,0.34344310273001055,0.3265433692913231,m03_negbin_pxg_covariate
12473322,draw,0.24215928629702127,0.26392444370923385,0.0,1X2,0.2772820556558552,0.3064225075184747,m03_negbin_pxg_covariate
12473322,home,0.4671619295124445,0.45748864348657486,1.0,1X2,0.7610793372770986,0.7820032175548205,m03_negbin_pxg_covariate
12473328,away,0.3203651229389602,0.2542793970612376,0.0,1X2,0.38619957051731274,0.2934042758228285,m03_negbin_pxg_covariate
12473328,draw,0.25323658373542934,0.2728502061608147,0.0,1X2,0.2920068558409866,0.3186227788774221,m03_negbin_pxg_covariate
12473328,home,0.426397249952883,0.47287039677794784,1.0,1X2,0.8523838556051393,0.7489339306193903,m03_negbin_pxg_covariate
12473330,away,0.28856693944422823,0.17587009631010161,0.0,1X2,0.34047394802050684,0.19342711138903795,m03_negbin_pxg_covariate
12473330,draw,0.2462408822572652,0.20046878765699017,0.0,1X2,0.2826824345061299,0.2237297076415072,m03_negbin_pxg_covariate
12473330,home,0.46519020401961775,0.6236611160329083,1.0,1X2,0.7653089161268011,0.47214814141644385,m03_negbin_pxg_covariate
12473330,over_25,0.5117604203840922,0.5970873786407767,1.0,OU2.5,0.6698986923928586,0.5156918134171636,m03_negbin_pxg_covariate
12473330,under_25,0.488237605337019,0.40291262135922323,0.0,OU2.5,0.6698948345816602,0.5156918134171635,m03_negbin_pxg_covariate
12473331,away,0.40008039954470254,0.4474001698859475,1.0,1X2,0.9160897532099636,0.8043018502079244,m03_negbin_pxg_covariate
12473331,draw,0.24749129480719712,0.24129557175582192,0.0,1X2,0.2843427140634905,0.2761430000343711,m03_negbin_pxg_covariate
12473331,home,0.35242693490132004,0.3113042583582306,0.0,1X2,0.43452364992336384,0.3729556996337435,m03_negbin_pxg_covariate
12473333,away,0.43514888318112127,0.4875956851219247,1.0,1X2,0.832067046264624,0.7182687306309006,m03_negbin_pxg_covariate
12473333,draw,0.2539403438586232,0.2558294244016332,0.0,1X2,0.2929497139577163,0.29548500214962564,m03_negbin_pxg_covariate
12473333,home,0.3109096119803701,0.2565748904764422,0.0,1X2,0.3723828293164171,0.2964872450905885,m03_negbin_pxg_covariate
12473333,over_25,0.488805361506536,0.511221945137157,0.0,OU2.5,0.6710048640538905,0.7158467680760517,m03_negbin_pxg_covariate
12473333,under_25,0.5111934775135787,0.48877805486284287,1.0,OU2.5,0.6710071351677017,0.715846768076052,m03_negbin_pxg_covariate
12473334,away,0.336039485434453,0.23084610944813527,0.0,1X2,0.4095325972896194,0.2624642117446297,m03_negbin_pxg_covariate
12473334,draw,0.25154425860076074,0.2633160753228534,1.0,1X2,1.3801363263928967,1.334400161085464,m03_negbin_pxg_covariate
12473334,home,0.4124150871838871,0.5058378152290113,0.0,1X2,0.5317345109546735,0.7048915064228908,m03_negbin_pxg_covariate
12473335,away,0.28018255267851533,0.20493905261217946,0.0,1X2,0.3287576445069286,0.22933650388538565,m03_negbin_pxg_covariate
12473335,draw,0.25006917941824264,0.26648148713474396,0.0,1X2,0.28777431593040326,0.30990244263749717,m03_negbin_pxg_covariate
12473335,home,0.46974667251568064,0.5285794602530766,1.0,1X2,0.7555617242353523,0.6375621344471905,m03_negbin_pxg_covariate
12473335,over_25,0.4925994424179705,0.5087281795511222,0.0,OU2.5,0.6784545329172252,0.7107576985685806,m03_negbin_pxg_covariate
12473335,under_25,0.507398962194468,0.4912718204488778,1.0,OU2.5,0.6784576771590788,0.7107576985685807,m03_negbin_pxg_covariate
12473336,away,0.2452209464690496,0.2010816582964621,0.0,1X2,0.28133021689168713,0.22449653906005604,m03_negbin_pxg_covariate
12473336,draw,0.2386025514805622,0.2423700655766101,1.0,1X2,1.4329560758274575,1.4172895242583914,m03_negbin_pxg_covariate
12473336,home,0.5161725840632162,0.5565482761269278,0.0,1X2,0.7260270144977952,0.8131663357547337,m03_negbin_pxg_covariate
12473337,away,0.3919803324280896,0.5795146532965145,0.0,1X2,0.4975480495590389,0.8663456474926409,m03_negbin_pxg_covariate
12473337,draw,0.25317302793429985,0.217947902218037,0.0,1X2,0.2919217511139284,0.24583391945136368,m03_negbin_pxg_covariate
12473337,home,0.3548456703389661,0.20253744448544853,1.0,1X2,1.0360723154693614,1.5968304984902302,m03_negbin_pxg_covariate
12473337,btts_no,0.4717220366563975,0.3971291866028708,0.0,BTTS,0.6381326880732924,0.506052345013333,m03_negbin_pxg_covariate
12473337,btts_yes,0.5282769940449582,0.6028708133971292,1.0,BTTS,0.6381345229019258,0.506052345013333,m03_negbin_pxg_covariate
12473337,over_25,0.5018279480082299,0.6090133982947624,1.0,OU2.5,0.6894979510881382,0.4959150110302366,m03_negbin_pxg_covariate
12473337,under_25,0.4981710826931255,0.3909866017052375,0.0,OU2.5,0.6894960195542085,0.4959150110302364,m03_negbin_pxg_covariate
12476452,away,0.2977375590162077,0.16735857285551084,0.0,1X2,0.3534480972646518,0.18315218910008563,m03_negbin_pxg_covariate
12476452,draw,0.24990457025234875,0.2301234495099484,0.0,1X2,0.28755484088252536,0.26152510102657417,m03_negbin_pxg_covariate
12476452,home,0.45235627601694234,0.6025179776345407,1.0,1X2,0.7932851883567328,0.5066377756649051,m03_negbin_pxg_covariate
12476453,away,0.4056642026750653,0.32351713728140685,0.0,1X2,0.5203108039881824,0.3908481639632731,m03_negbin_pxg_covariate
12476453,draw,0.2561529108986111,0.2767955358043338,0.0,1X2,0.2959197906736438,0.3240632970862944,m03_negbin_pxg_covariate
12476453,home,0.3381821100753395,0.39968732691425934,1.0,1X2,1.084170741387684,0.917072720261743,m03_negbin_pxg_covariate
12476453,btts_no,0.482693727294213,0.42439024390243907,0.0,BTTS,0.6591201761892609,0.5523253546727435,m03_negbin_pxg_covariate
12476453,btts_yes,0.5173054963548028,0.5756097560975609,1.0,BTTS,0.6591216769473373,0.5523253546727435,m03_negbin_pxg_covariate
12476453,over_25,0.4884896821623421,0.5,1.0,OU2.5,0.7164369291914662,0.6931471805599453,m03_negbin_pxg_covariate
