model,dynamics,n_panel,n_slates,n_bets,total_return_pct,cagr_pct,growth_per_slate,growth_lo,growth_hi,roi_pct,p_roi_positive,sharpe_ann,calmar,max_drawdown_pct,win_rate_pct,mean_edge_pp,mean_exposure,capture_ratio,cap_weighted_win_rate_pct,run_id
m12_hybrid_td_raw,TimeDecay(180),632,100,1302,606.5369616689156,210.667669213786,0.01955205331355309,-8.781806689157227e-5,0.039332446750636255,14.154537865990093,0.991,1.4865272265515141,14.31841428421878,-42.360623853258524,33.94777265745007,4.5886556727853485,0.1758156791115612,0.9492059179227964,34.04702941382923,132df5c2-c742-4e95-8693-3aeb2b2cbaef
m05_joint_td_raw,TimeDecay(180),632,100,1280,495.50427678971437,181.35117732001876,0.017842383846281815,-0.001457720775256878,0.03696198450467225,13.571361709481343,0.987,1.3882019490912514,12.305718507532267,-40.26618002731159,33.828125,4.427969518174084,0.16901289778308748,0.9454866495697053,33.68122818162444,ed541a7c-01e2-447e-a771-783517728d47
m00_baseline_grw,MultiScaleGRW,632,100,1296,491.5535600622813,180.26750919103662,0.0177758204288683,-0.0007573409570287178,0.03631445183521342,12.316074774617228,0.9815,1.4124104825286963,12.65170830144174,-38.85274212386526,34.79938271604938,4.777046575654896,0.183863255289926,1.0361968671880641,36.22119724955143,158d2a80-7ea3-4d6c-b3ab-be62bcf1bc11
m05_joint_grw_raw,MultiScaleGRW,632,100,1235,404.34478942710336,155.51397374478447,0.01618089954195586,0.000242698697186545,0.03278409678149666,11.86839686167452,0.98475,1.4983456792356202,9.44792647792303,-42.79719898031974,35.1417004048583,4.170634524952483,0.1663956342433108,1.0944534682504519,37.958606148317955,f870dbb7-9df0-4dae-a84a-cf570cf8113e
m05_wealth_grw,MultiScaleGRW,632,100,1247,385.77757677304226,150.01743292434026,0.015805806721928422,-0.0003705992042185303,0.03232579811669041,11.676122043521175,0.98375,1.4527253832777605,9.041681782277903,-42.66657310691728,35.20449077786688,4.125058211449413,0.16632412452063444,1.079948560365559,37.86804532599526,b0961bc4-c40c-4dbe-9c05-57df7ae0839e
m12_joint_hybrid_synergy_grw,MultiScaleGRW,632,100,1253,351.8953737016195,139.75408626806916,0.01508280492938411,-0.0019215945073487815,0.03240608056159465,11.36490582654638,0.97475,1.3093331749866932,6.6890506189855365,-52.60767091563557,34.397446129289705,4.286775389287696,0.1682301029799601,1.0432274804517943,36.311063373890065,3a9a4c7e-378b-45d0-a2d2-c8b69b46786b
m10_lineup_grw,MultiScaleGRW,632,100,1299,348.81554473927656,138.80538847730136,0.015014418038489099,-0.00318105155913835,0.033519544769547674,10.749162824569856,0.965,1.2137447134964798,7.265846192307941,-48.00755968500318,34.94996150885296,4.883324045575303,0.1826050060179383,0.9566491472243781,34.372105229857446,b13c8fb9-ce34-4210-aa3f-9d2ed493c286
