pair,n_shared,n_only_a,n_only_b,overlap_pct,stake_mean_a,stake_mean_b,n_a_larger,roi_when_a_larger_pct,roi_when_b_larger_pct,sizing_delta_pnl,shared_roi_a_pct,shared_roi_b_pct,capture_ratio_a,capture_ratio_b
m12_joint_hybrid_synergy_grw vs m12_hybrid_td_raw,1062,191,240,71.13194909578031,0.014560715303381268,0.0153386758515982,488,0.3640503122100202,1.1118442846648073,-0.031841389217710854,13.408412717931274,12.92382274364761,1.0432274804517943,0.9492059179227964
m05_wealth_grw vs m05_joint_td_raw,1061,186,219,72.37380627557981,0.014378234117849404,0.014881309472445047,470,8.599777550747335,9.34440149020367,-0.07280405539341514,12.441258860193816,12.481775655640497,1.079948560365559,0.9454866495697053
m12_joint_hybrid_synergy_grw vs m05_wealth_grw,1136,117,111,83.28445747800586,0.014494323799996787,0.014284127032261586,611,5.768429390664944,5.990648079629562,0.008706223378086048,11.981087168313593,12.103740298587192,1.0432274804517943,1.079948560365559
m10_lineup_grw vs m00_baseline_grw,1179,120,117,83.26271186440678,0.015146486233875735,0.01518970878151288,596,1.4177625993416911,20.16636393951733,-0.46308698223786854,10.753058136603187,13.308286278054084,0.9566491472243781,1.0361968671880641
m12_joint_hybrid_synergy_grw vs m05_joint_grw_raw,1130,123,105,83.21060382916053,0.014542427896029731,0.014361247470317516,606,4.731866085507802,6.902639737372532,-0.039636712364788274,11.906221592802963,12.300675345453428,1.0432274804517943,1.0944534682504519
