model,run_id,folds,oos,oos_2627,draws,new_fold_max_rhat,new_fold_min_ess,new_fold_divergences,run_max_rhat,run_passed,wall_min
m00_baseline_grw,158d2a80-7ea3-4d6c-b3ab-be62bcf1bc11,43,769,59,2000,1.0127474991391043,320.420668453891,0,1.0127474991391043,false,1.4175615191459656
m05_wealth_grw,b0961bc4-c40c-4dbe-9c05-57df7ae0839e,43,769,59,2000,1.0115147872047694,609.0683156276643,0,1.0115147872047694,true,1.3742769002914428
m10_lineup_grw,b13c8fb9-ce34-4210-aa3f-9d2ed493c286,43,769,59,2000,1.0119950825336161,341.85997648156496,0,1.0119950825336161,false,1.1608691493670145
m12_joint_hybrid_synergy_grw,3a9a4c7e-378b-45d0-a2d2-c8b69b46786b,43,769,59,2000,1.0146725318763752,535.2506258843306,0,1.0146725318763752,true,1.476986583073934
