model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,gate_pass,reused
m00_baseline_grw,40,710,2000,1.0104679921783148,36,784.6950076267195,946.5434503775207,0,160000,0.0,0.0008875,0.7348705656682578,true,false,,28.211361666520435,158d2a80-7ea3-4d6c-b3ab-be62bcf1bc11,true,false
m05_wealth_grw,40,710,2000,1.0100552666561644,32,821.8164111727617,821.0821197519404,0,160000,0.0,1.25e-5,0.694386321920907,true,false,,41.065212933222455,b0961bc4-c40c-4dbe-9c05-57df7ae0839e,true,false
m10_lineup_grw,40,710,2000,1.0092861525076724,38,909.0234008814922,487.35711126916857,0,160000,0.0,0.0035375,0.7349857687305266,true,true,,38.684161535898845,b13c8fb9-ce34-4210-aa3f-9d2ed493c286,true,false
m12_joint_hybrid_synergy_grw,40,710,2000,1.014875694567925,17,677.8750320550615,822.4284146896563,0,160000,0.0,3.75e-5,0.6066741299464607,true,false,,47.952736918131514,3a9a4c7e-378b-45d0-a2d2-c8b69b46786b,true,false
