turf_home,midweek,n,mean_total,mean_home,mean_away,mean_goal_diff
false,false,223,2.6681614349775784,1.4439461883408071,1.2242152466367713,0.21973094170403587
false,true,25,3.12,1.8,1.32,0.48
true,false,434,2.705069124423963,1.4585253456221199,1.2465437788018434,0.2119815668202765
true,true,28,2.9642857142857144,1.25,1.7142857142857142,-0.4642857142857143
