model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,worst_partition,worst_tail,grid_goals,gate_pass,portfolio_id,source,original_run_id
m01_poisson_time_decay,3,50,1600,1.0117722116733807,2,552.800843713249,578.4432048267684,0,4800,0.0,0.0,0.6818603048621754,true,false,,0.3527445673942566,a05fb858-8033-4d4f-a805-509c5b5daab4,1.7763568394002505e-15,0.0005103010584036616,12,true,0adf69d9-9bc5-41ba-84b5-40b2bceb9e53,6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f,f12080da-0f12-4da6-9f6d-43a00647a350
m02_poisson_grw_1st_order,3,50,1600,1.0251556650400722,3,399.0278062654655,533.7852561427085,0,4800,0.0,0.0,0.6679979217902122,true,false,,0.9162061810493469,02c1d10a-515f-4592-ba97-c895f8b38895,1.5543122344752192e-15,0.00038359087516093293,12,true,b2ace66e-57ca-4466-b9b6-68a307ce01f8,6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f,0a6d1038-3d1e-402b-b681-368f6ba84a7b
m03_poisson_momentum_grw,3,50,1600,1.0208749460489237,2,450.3922412928342,359.90224427241014,0,4800,0.0,0.0,0.7493123120751305,true,false,,1.5412765820821126,112bb865-c0e5-470a-b53a-619909367ced,1.5543122344752192e-15,0.0017655048918777672,12,true,9a1fcfde-fb0b-4f2f-9cdc-9ee6d4af4b83,6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f,ecc30d2f-a60c-4cf2-a0b5-9ea6057f1b5f
