fold,side,parameter,mean,sd,q05,q50,q95,prior_mean,prior_sd
20,α,φ,0.4281037804062514,0.19921401869606636,0.11721747465583628,0.4153987775284267,0.7715270998697678,0.5,0.22360679774997896
20,α,σᵥ,0.00935062957789724,0.006207464053088342,0.0019752642831876977,0.008043590724493505,0.02122740121132075,0.015,0.010606601717798213
20,β,φ,0.4689479487308741,0.2080595913654994,0.13184056659213114,0.46935644736832915,0.8016472203323115,0.5,0.22360679774997896
20,β,σᵥ,0.010636908137746435,0.006943726999691709,0.0019666964277195724,0.009390765403508401,0.02289363996372021,0.012,0.00848528137423857
40,α,φ,0.46069821773812764,0.21926599830296514,0.10090250111758922,0.4591703647099778,0.8434028928575578,0.5,0.22360679774997896
40,α,σᵥ,0.01181523288551815,0.007854893891712853,0.0022246094850079845,0.010515071200674898,0.026706835731275143,0.015,0.010606601717798213
40,β,φ,0.46660199285288406,0.20912100603837339,0.1290057575623933,0.4588884277064133,0.8099540452466162,0.5,0.22360679774997896
40,β,σᵥ,0.010241826964354215,0.006736342229286399,0.0019490048407733295,0.00884876134998875,0.022995782831243428,0.012,0.00848528137423857
