tag,gc_threads,heap_size_hint_gib,queue_wall_s,n_chains,mutator_threads,mutator_cpu_s,mutator_utilisation,other_threads_active,other_cpu_s,other_cpu_share,gc_time_s,gc_wall_share,gc_pauses,gc_full_sweeps,allocated_gib,allocation_gib_per_s,time_to_safepoint_s,mark_time_s,sweep_time_s,max_pause_ms_lifetime,rss_peak_queue_gib,rss_mean_queue_gib,maxrss_process_gib
gcA_default_20260910,16,0.0,1645.0353610515594,16,17,12667.250000000002,0.48126815006208623,15,7707.699999999999,0.37829295286614195,861.883277186,0.5239299394968973,69367,4787,11873.089461922646,7.217528414910781,10.480527666,372.951442739,488.829265286,93.96783,3.0303421020507812,2.4855299961419752,3.0575790405273438
