fixture,n_identity,max_draw_cdf_gap,max_mean_cdf_gap,max_mass_gap,min_cell,max_diag_spread,Δp_home,Δp_draw,Δp_away,Δp_under25
12477128,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,1.2607795646939673e-14,3.3716749985962124e-16,-0.003758153801228681,0.0071791834942638855,-0.003420951933315819,0.0
12477134,0,3.3306690738754696e-16,5.551115123125783e-17,5.551115123125783e-16,3.851315304577206e-14,3.3822547418346714e-16,-0.0025607912313873604,0.0052046863077643835,-0.0026438228307460454,-5.551115123125783e-17
12477131,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,1.2693628765505955e-13,3.4367534249299585e-16,-0.0008426843452092325,0.0027299055652193205,-0.0018869110988792848,0.0
12477135,0,4.440892098500626e-16,1.1102230246251565e-16,4.440892098500626e-16,4.192268178764924e-14,3.4001543805014113e-16,-0.0024925349450834466,0.005144256431301952,-0.0026516347535020524,1.1102230246251565e-16
12477132,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,2.2037380794788382e-14,3.3666246360165395e-16,-0.003128162472142315,0.006251361643976827,-0.0031231451652449227,5.551115123125783e-17
12476800,0,3.3306690738754696e-16,5.551115123125783e-17,4.440892098500626e-16,7.326394486726843e-14,3.415556992294211e-16,-0.002094560170295745,0.004188445104802402,-0.002093792995034205,5.551115123125783e-17
12476794,0,3.3306690738754696e-16,2.7755575615628914e-17,5.551115123125783e-16,5.89584203986224e-14,3.3990492964257064e-16,-0.0020319623071097803,0.004410999066192078,-0.002378912519018672,0.0
12476797,0,4.440892098500626e-16,1.1102230246251565e-16,4.440892098500626e-16,1.8522199159700972e-14,3.3988656973936993e-16,-0.003224106307244512,0.006425533391964888,-0.003201366539683337,5.551115123125783e-17
12476799,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,2.6420770436552393e-14,3.365531885484938e-16,-0.0029995861015080783,0.006015416799276252,-0.003015760901637854,5.551115123125783e-17
12476798,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,2.937791556094721e-14,3.383176801168461e-16,-0.0027333629362667478,0.005564414400605511,-0.0028309533906223927,0.0
12477129,0,3.3306690738754696e-16,2.7755575615628914e-17,5.551115123125783e-16,3.220426689314246e-14,3.415409686477888e-16,-0.0025472647047264096,0.0044590109127192745,-0.0019112389522050188,0.0
