fixture,n_identity,max_draw_cdf_gap,max_mean_cdf_gap,max_mass_gap,min_cell,max_diag_spread,Δp_home,Δp_draw,Δp_away,Δp_under25
14035493,0,3.3306690738754696e-16,5.551115123125783e-17,4.440892098500626e-16,2.7494706658903995e-15,3.400832204315702e-16,-0.0034529748585567788,0.0067668274303865905,-0.00331378770287144,0.0
14035496,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,7.489947175773788e-16,3.355459130199467e-16,-0.004186012155827201,0.009991952833691198,-0.005805882686783781,0.0
14035492,0,3.3306690738754696e-16,2.7755575615628914e-17,4.440892098500626e-16,5.136364478340167e-15,3.452349857530369e-16,-0.0026396685741749693,0.0049910518490794975,-0.002351088272160351,0.0
14035491,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,1.5119582284749894e-15,3.375866103678404e-16,-0.00438286393930698,0.008488060681294596,-0.004105165720864168,0.0
14035675,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.4679058149129013e-14,3.426389634300197e-16,-0.0025755137890569046,0.004801600672782513,-0.002225907659175963,0.0
14035672,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.1424449608045967e-14,3.4302641186227457e-16,-0.0021961045716143435,0.0045765086649432185,-0.0023802965416311883,0.0
14035674,0,4.440892098500626e-16,1.3877787807814457e-17,5.551115123125783e-16,1.1585405044308443e-15,3.3615781717323865e-16,-0.00504908008659799,0.008882072527587659,-0.0038329086551230906,0.0
14035676,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,6.536289011902661e-16,3.3614185475345684e-16,-0.0046830333439489835,0.008989660455485715,-0.004306599750765361,0.0
14035673,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,4.403770136710635e-15,3.51316359243398e-16,-0.0008451758185045177,0.002896039660594596,-0.0020499783737831234,0.0
14035678,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,7.110921076100043e-15,3.4125052121744275e-16,-0.002975576590355189,0.005886833813313563,-0.0029109966937145293,1.1102230246251565e-16
14035683,0,3.3306690738754696e-16,5.551115123125783e-17,4.440892098500626e-16,2.936360402367269e-16,3.3229702633075233e-16,-0.006022698856237296,0.011758220529257069,-0.005735511831097162,1.1102230246251565e-16
14035681,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,2.7809203547227653e-14,3.520471382497765e-16,-0.000679980193931673,0.0013454303565526016,-0.0006650582939012328,0.0
14035679,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,1.0422941968789742e-15,3.367497408271178e-16,-0.003977434244745337,0.00814233626759836,-0.004164869641020197,0.0
14035677,0,3.3306690738754696e-16,2.220446049250313e-16,5.551115123125783e-16,4.254952182039474e-14,3.458161969018376e-16,-0.0012635608302470902,0.003258334123515838,-0.001994539129580919,5.551115123125783e-17
14035503,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,7.814104596086693e-16,3.398839935630236e-16,-0.004003300655259001,0.00720566298320563,-0.0032021191055426335,5.551115123125783e-17
14035505,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,2.0400051000314364e-15,3.391786908525764e-16,-0.004057267421818889,0.00848627334550267,-0.004428970254329256,1.1102230246251565e-16
14035500,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.1568014038934748e-15,3.413548948829649e-16,-0.004640450741184687,0.008103614211109361,-0.003462997084916708,1.1102230246251565e-16
14035504,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.945920120497056e-15,3.4144086802539085e-16,-0.0042220476735198575,0.008039510345685175,-0.0038174140809636437,0.0
14035499,0,3.3306690738754696e-16,2.220446049250313e-16,4.440892098500626e-16,2.5109571330233384e-15,3.4525374437961775e-16,-0.002622945138060828,0.005267354488674714,-0.0026435317688324467,0.0
