model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,σ_sup_median,σ_smile_median,σ_smile_q05,σ_smile_q95,κ_median,β_median,β_q05,β_q95,β_sd,φ_median,gate_pass,pricer_failures,reused
m05_joint_grw_smile_spine_w020,43,769,2000,1.0134660863848652,33,481.6249318728848,854.2226663371573,0,172000,0.0,0.0,0.6532288182503848,true,false,,132.16161614656448,eaf53852-a078-4190-b744-089966a306f6,0.235808763784437,0.061686477053665145,0.05866090540888314,0.06500269424618572,1.0938097471101944,0.052433894228049206,0.0499060997834971,0.05503320168352998,0.0015563183524466893,0.900/0.949/1.000/1.054/1.111,true,,false
m05_joint_grw_smile_spine_w040,43,769,2000,1.0138543832611269,43,531.1411469287576,922.0018677145033,0,172000,0.0,0.0,0.6519072222164035,true,false,,176.25745508273442,582035c0-e145-44f7-9f40-89e25388e79a,0.21892206030051903,0.06008558882471646,0.05774683631210419,0.06287317128674547,1.0923148654075217,0.0524375382570985,0.05066032603638838,0.054264837182770254,0.0010949351157821775,0.900/0.949/1.000/1.054/1.111,true,,false
