model,config,reps,pass_strict,pass_production,wall_s_median,wall_s_max,core_s_median,max_rhat_worst,min_ess_bulk_median,min_ess_bulk_worst,min_ess_tail_median,min_ess_tail_worst,ess_per_wall_s_median,ess_per_wall_s_min,ess_per_wall_s_max,ess_per_core_s_median,divergences,transitions,depth_capped,max_tree_depth,mean_tree_depth,mean_leapfrog,min_bfmi,mean_concurrency,core_s_vs_A,ess_per_wall_vs_A
m00_recombined_control,B,4,3,3,24.12684738636017,24.754787921905518,93.8536651134491,1.0140279566273698,926.1307193966479,840.8596678691256,948.2647795512416,788.5368112194357,38.0934318078738,31.853910997220027,41.98119126741025,10.002255489630587,1,8000,0,7,4.672124999999999,28.3515,0.7650319387606109,15.549302197331073,NaN,NaN
