tag,gc_threads,heap_size_hint_gib,queue_wall_s,n_chains,mutator_threads,mutator_cpu_s,mutator_utilisation,other_threads_active,other_cpu_s,other_cpu_share,gc_time_s,gc_wall_share,gc_pauses,gc_full_sweeps,allocated_gib,allocation_gib_per_s,time_to_safepoint_s,mark_time_s,sweep_time_s,max_pause_ms_lifetime,rss_peak_queue_gib,rss_mean_queue_gib,maxrss_process_gib
prodfix_default_20260910,16,0.0,24.832797050476074,16,17,310.27,0.7808977361907057,15,18.049999999999997,0.054976851851851846,4.057182335,0.16337999810304168,393,4,22.115753836929798,0.8905865010685864,0.051087598,0.491408097,3.56513766,89.138827,2.323741912841797,2.1897970346304088,2.4289703369140625
