match_id,selection,market_name,p_model,prob_fair_close,realized
12476616,home,1X2,0.4508302714283875,0.7555925138850391,0.0
12476632,home,1X2,0.5457871451743769,0.78069552874379,1.0
12476665,home,1X2,0.672341393154713,0.7299324458569557,0.0
14032707,home,1X2,0.6981675546987709,0.9165525429670892,1.0
14032719,home,1X2,0.5504225674556928,0.7299640353840731,1.0
14032720,home,1X2,0.461770910746838,0.7384615384615385,0.0
14035529,home,1X2,0.5332332081246423,0.8545149680433852,0.0
14035546,home,1X2,0.48321249262796423,0.728378895887161,1.0
14035551,home,1X2,0.6962812202218872,0.740028594199324,1.0
14035598,home,1X2,0.6135098218780688,0.774931822661614,1.0
14035620,home,1X2,0.5991324866311286,0.7599727124918759,1.0
14035624,home,1X2,0.5174800339977772,0.7372184356172161,0.0
14035648,home,1X2,0.622123743429526,0.8035278074979451,1.0
14035720,home,1X2,0.563634242020376,0.7182550924181771,1.0
14035811,home,1X2,0.6049425957005587,0.7471882252019676,1.0
14035826,away,1X2,0.5129413509111383,0.7342805057546984,1.0
15457468,home,1X2,0.5651732331666564,0.7604332018110247,1.0
15680573,away,1X2,0.46665793639512754,0.7155894080718658,1.0
