match_id,tournament_id,season,match_date,round,home_team,away_team,home_score,away_score,score_source
8736138,54,20/21,2021-01-02,22,hamilton-academical,motherwell,3.0,0.0,events_raw_normaltime
8736156,54,20/21,2021-01-02,22,rangers,celtic,1.0,0.0,events_raw_normaltime
8736162,54,20/21,2021-01-02,22,aberdeen,dundee-united,0.0,0.0,events_raw_normaltime
8736168,54,20/21,2021-01-02,22,kilmarnock,st-mirren,1.0,1.0,events_raw_normaltime
8736198,54,20/21,2021-01-02,22,ross-county,st-johnstone,1.0,1.0,events_raw_normaltime
8736200,54,20/21,2021-01-02,22,hibernian,livingston,0.0,3.0,events_raw_normaltime
8824129,55,20/21,2021-01-02,11,queen-of-the-south,ayr-united,3.0,2.0,events_raw_normaltime
8824130,55,20/21,2021-01-02,11,alloa-athletic,greenock-morton,1.0,1.0,events_raw_normaltime
8824138,55,20/21,2021-01-02,11,dundee-fc,heart-of-midlothian,3.0,1.0,events_raw_normaltime
8824178,56,20/21,2021-01-02,11,montrose,forfar-athletic,0.0,0.0,events_raw_normaltime
8824191,57,20/21,2021-01-02,10,stranraer,annan-athletic,2.0,0.0,events_raw_normaltime
8824192,56,20/21,2021-01-02,11,east-fife,falkirk-fc,2.0,1.0,events_raw_normaltime
8824212,56,20/21,2021-01-02,11,cove-rangers,peterhead,1.0,0.0,events_raw_normaltime
8736261,54,20/21,2021-01-09,23,st-mirren,motherwell,1.0,1.0,events_raw_normaltime
8736286,54,20/21,2021-01-09,23,kilmarnock,hamilton-academical,2.0,0.0,events_raw_normaltime
8736289,54,20/21,2021-01-10,23,aberdeen,rangers,1.0,2.0,events_raw_normaltime
8736296,54,20/21,2021-01-10,23,livingston,ross-county,3.0,1.0,events_raw_normaltime
8736264,54,20/21,2021-01-11,23,celtic,hibernian,1.0,1.0,events_raw_normaltime
9274711,54,20/21,2021-01-12,23,dundee-united,st-johnstone,2.0,2.0,events_raw_normaltime
8824072,55,20/21,2021-01-15,13,greenock-morton,dunfermline-athletic,0.0,0.0,events_raw_normaltime
8736253,54,20/21,2021-01-16,24,st-johnstone,st-mirren,1.0,0.0,events_raw_normaltime
8736276,54,20/21,2021-01-16,24,ross-county,aberdeen,4.0,1.0,events_raw_normaltime
8736312,54,20/21,2021-01-16,24,hamilton-academical,dundee-united,0.0,0.0,events_raw_normaltime
8736315,54,20/21,2021-01-16,24,hibernian,kilmarnock,2.0,0.0,events_raw_normaltime
8736317,54,20/21,2021-01-16,24,celtic,livingston,0.0,0.0,events_raw_normaltime
8824074,55,20/21,2021-01-16,13,queen-of-the-south,arbroath,2.0,2.0,events_raw_normaltime
8824078,55,20/21,2021-01-16,13,alloa-athletic,heart-of-midlothian,1.0,3.0,events_raw_normaltime
8736313,54,20/21,2021-01-17,24,motherwell,rangers,1.0,1.0,events_raw_normaltime
9242026,54,20/21,2021-01-20,18,livingston,celtic,2.0,2.0,events_raw_normaltime
8824220,55,20/21,2021-01-22,14,arbroath,dundee-fc,1.0,1.0,events_raw_normaltime
8736278,54,20/21,2021-01-23,25,aberdeen,motherwell,2.0,0.0,events_raw_normaltime
8736342,54,20/21,2021-01-23,25,rangers,ross-county,5.0,0.0,events_raw_normaltime
8824215,55,20/21,2021-01-23,14,queen-of-the-south,greenock-morton,2.0,1.0,events_raw_normaltime
8824216,55,20/21,2021-01-23,14,heart-of-midlothian,raith-rovers,2.0,3.0,events_raw_normaltime
8824218,55,20/21,2021-01-23,14,dunfermline-athletic,ayr-united,0.0,0.0,events_raw_normaltime
8824111,55,20/21,2021-01-26,8,raith-rovers,heart-of-midlothian,0.0,4.0,events_raw_normaltime
8736263,54,20/21,2021-01-27,26,celtic,hamilton-academical,2.0,0.0,events_raw_normaltime
8736272,54,20/21,2021-01-27,26,st-johnstone,aberdeen,0.0,0.0,events_raw_normaltime
8736284,54,20/21,2021-01-27,26,dundee-united,st-mirren,1.0,5.0,events_raw_normaltime
8736285,54,20/21,2021-01-27,26,hibernian,rangers,0.0,1.0,events_raw_normaltime
8736291,54,20/21,2021-01-27,26,livingston,kilmarnock,2.0,0.0,events_raw_normaltime
8736297,54,20/21,2021-01-27,26,ross-county,motherwell,1.0,2.0,events_raw_normaltime
9302175,55,20/21,2021-01-27,9,greenock-morton,inverness-caledonian-thistle,2.0,2.0,events_raw_normaltime
8736292,54,20/21,2021-01-30,25,dundee-united,hibernian,0.0,2.0,events_raw_normaltime
8736295,54,20/21,2021-01-30,25,kilmarnock,st-johnstone,2.0,3.0,events_raw_normaltime
9264468,54,20/21,2021-01-30,13,celtic,st-mirren,1.0,2.0,events_raw_normaltime
9286184,55,20/21,2021-01-30,12,raith-rovers,dundee-fc,3.0,1.0,events_raw_normaltime
9298784,54,20/21,2021-01-30,21,livingston,aberdeen,0.0,0.0,events_raw_normaltime
9302273,55,20/21,2021-01-30,12,ayr-united,alloa-athletic,4.0,1.0,events_raw_normaltime
9302274,55,20/21,2021-01-30,12,greenock-morton,arbroath,0.0,1.0,events_raw_normaltime
9302275,55,20/21,2021-01-30,12,heart-of-midlothian,dunfermline-athletic,1.0,0.0,events_raw_normaltime
8736254,54,20/21,2021-02-02,27,st-mirren,hibernian,1.0,2.0,events_raw_normaltime
8736282,54,20/21,2021-02-02,27,aberdeen,livingston,0.0,2.0,events_raw_normaltime
8736316,54,20/21,2021-02-02,27,kilmarnock,celtic,0.0,4.0,events_raw_normaltime
8736260,54,20/21,2021-02-03,27,rangers,st-johnstone,1.0,0.0,events_raw_normaltime
8736266,54,20/21,2021-02-03,27,motherwell,dundee-united,2.0,1.0,events_raw_normaltime
8736290,54,20/21,2021-02-03,27,hamilton-academical,ross-county,1.0,2.0,events_raw_normaltime
9286187,55,20/21,2021-02-03,11,dunfermline-athletic,raith-rovers,4.0,1.0,events_raw_normaltime
9303807,55,20/21,2021-02-03,11,arbroath,inverness-caledonian-thistle,1.0,1.0,events_raw_normaltime
8824221,55,20/21,2021-02-05,15,ayr-united,heart-of-midlothian,0.0,1.0,events_raw_normaltime
8736259,54,20/21,2021-02-06,28,st-mirren,kilmarnock,2.0,0.0,events_raw_normaltime
8736270,54,20/21,2021-02-06,28,hibernian,aberdeen,2.0,0.0,events_raw_normaltime
8736274,54,20/21,2021-02-06,28,celtic,motherwell,2.0,1.0,events_raw_normaltime
8736281,54,20/21,2021-02-06,28,ross-county,dundee-united,0.0,2.0,events_raw_normaltime
8736293,54,20/21,2021-02-06,28,livingston,st-johnstone,1.0,2.0,events_raw_normaltime
8824214,55,20/21,2021-02-06,15,alloa-athletic,queen-of-the-south,2.0,1.0,events_raw_normaltime
8824222,55,20/21,2021-02-06,15,arbroath,dunfermline-athletic,2.0,0.0,events_raw_normaltime
8824240,55,20/21,2021-02-06,15,greenock-morton,raith-rovers,0.0,1.0,events_raw_normaltime
8736262,54,20/21,2021-02-07,28,hamilton-academical,rangers,1.0,1.0,events_raw_normaltime
8736246,54,20/21,2021-02-10,32,kilmarnock,motherwell,0.0,1.0,events_raw_normaltime
8736252,54,20/21,2021-02-10,25,st-mirren,celtic,0.0,4.0,events_raw_normaltime
8824233,55,20/21,2021-02-12,16,queen-of-the-south,heart-of-midlothian,1.0,1.0,events_raw_normaltime
8736256,54,20/21,2021-02-13,29,rangers,kilmarnock,1.0,0.0,events_raw_normaltime
8736267,54,20/21,2021-02-13,29,motherwell,hamilton-academical,1.0,4.0,events_raw_normaltime
8736273,54,20/21,2021-02-13,29,dundee-united,livingston,3.0,0.0,events_raw_normaltime
8736314,54,20/21,2021-02-13,29,aberdeen,st-mirren,0.0,0.0,events_raw_normaltime
8824236,55,20/21,2021-02-13,16,alloa-athletic,arbroath,1.0,1.0,events_raw_normaltime
8736287,54,20/21,2021-02-14,29,st-johnstone,celtic,1.0,2.0,events_raw_normaltime
9264416,54,20/21,2021-02-17,4,celtic,aberdeen,1.0,0.0,events_raw_normaltime
9322202,55,20/21,2021-02-17,12,inverness-caledonian-thistle,queen-of-the-south,0.0,1.0,events_raw_normaltime
9336617,54,20/21,2021-02-17,12,st-mirren,hamilton-academical,1.0,1.0,events_raw_normaltime
8736243,54,20/21,2021-02-20,33,motherwell,st-johnstone,0.0,3.0,events_raw_normaltime
8736245,54,20/21,2021-02-20,33,hibernian,hamilton-academical,2.0,0.0,events_raw_normaltime
8736279,54,20/21,2021-02-20,33,aberdeen,kilmarnock,1.0,0.0,events_raw_normaltime
8736343,54,20/21,2021-02-20,33,st-mirren,livingston,1.0,1.0,events_raw_normaltime
8824223,55,20/21,2021-02-20,17,ayr-united,inverness-caledonian-thistle,0.0,2.0,events_raw_normaltime
8824224,55,20/21,2021-02-20,17,heart-of-midlothian,greenock-morton,1.0,1.0,events_raw_normaltime
8824227,55,20/21,2021-02-20,17,dunfermline-athletic,alloa-athletic,2.0,1.0,events_raw_normaltime
8824229,55,20/21,2021-02-20,17,dundee-fc,queen-of-the-south,2.0,3.0,events_raw_normaltime
8824354,55,20/21,2021-02-20,17,arbroath,raith-rovers,1.0,0.0,events_raw_normaltime
8736239,54,20/21,2021-02-21,33,ross-county,celtic,1.0,0.0,events_raw_normaltime
8736244,54,20/21,2021-02-21,33,rangers,dundee-united,4.0,1.0,events_raw_normaltime
9349490,55,20/21,2021-02-23,14,inverness-caledonian-thistle,alloa-athletic,2.0,2.0,events_raw_normaltime
9325883,54,20/21,2021-02-24,11,st-mirren,motherwell,0.0,0.0,events_raw_normaltime
8824228,55,20/21,2021-02-26,18,inverness-caledonian-thistle,heart-of-midlothian,1.0,1.0,events_raw_normaltime
8736268,54,20/21,2021-02-27,30,celtic,aberdeen,1.0,0.0,events_raw_normaltime
8736269,54,20/21,2021-02-27,30,st-mirren,ross-county,1.0,0.0,events_raw_normaltime
8736271,54,20/21,2021-02-27,30,kilmarnock,dundee-united,1.0,1.0,events_raw_normaltime
8736283,54,20/21,2021-02-27,30,hibernian,motherwell,0.0,2.0,events_raw_normaltime
8824226,55,20/21,2021-02-27,18,greenock-morton,dundee-fc,2.0,2.0,events_raw_normaltime
8824230,55,20/21,2021-02-27,18,raith-rovers,alloa-athletic,3.0,1.0,events_raw_normaltime
8824231,55,20/21,2021-02-27,18,ayr-united,arbroath,0.0,1.0,events_raw_normaltime
8824235,55,20/21,2021-02-27,18,queen-of-the-south,dunfermline-athletic,1.0,0.0,events_raw_normaltime
9363667,55,20/21,2021-03-02,15,dundee-fc,inverness-caledonian-thistle,2.0,1.0,events_raw_normaltime
8736265,54,20/21,2021-03-03,30,livingston,rangers,0.0,1.0,events_raw_normaltime
8736294,54,20/21,2021-03-03,30,hamilton-academical,st-johnstone,1.0,1.0,events_raw_normaltime
8736241,54,20/21,2021-03-06,31,motherwell,livingston,3.0,1.0,events_raw_normaltime
8736247,54,20/21,2021-03-06,31,rangers,st-mirren,3.0,0.0,events_raw_normaltime
8736249,54,20/21,2021-03-06,31,ross-county,kilmarnock,3.0,2.0,events_raw_normaltime
8736275,54,20/21,2021-03-06,31,st-johnstone,hibernian,1.0,0.0,events_raw_normaltime
8736280,54,20/21,2021-03-06,31,aberdeen,hamilton-academical,0.0,0.0,events_raw_normaltime
8824341,55,20/21,2021-03-06,19,heart-of-midlothian,dundee-fc,2.0,1.0,events_raw_normaltime
8824348,55,20/21,2021-03-06,19,alloa-athletic,inverness-caledonian-thistle,1.0,1.0,events_raw_normaltime
8824386,55,20/21,2021-03-06,19,arbroath,queen-of-the-south,2.0,4.0,events_raw_normaltime
8824417,55,20/21,2021-03-06,19,greenock-morton,ayr-united,0.0,2.0,events_raw_normaltime
8736250,54,20/21,2021-03-07,31,dundee-united,celtic,0.0,0.0,events_raw_normaltime
9363671,55,20/21,2021-03-09,16,raith-rovers,ayr-united,0.0,0.0,events_raw_normaltime
9363672,55,20/21,2021-03-09,16,inverness-caledonian-thistle,greenock-morton,0.0,1.0,events_raw_normaltime
8824409,55,20/21,2021-03-12,20,inverness-caledonian-thistle,raith-rovers,0.0,0.0,events_raw_normaltime
8824294,55,20/21,2021-03-13,20,queen-of-the-south,alloa-athletic,2.0,3.0,events_raw_normaltime
8824302,55,20/21,2021-03-13,20,heart-of-midlothian,ayr-united,2.0,0.0,events_raw_normaltime
8824364,55,20/21,2021-03-13,20,dunfermline-athletic,greenock-morton,1.0,0.0,events_raw_normaltime
8824388,55,20/21,2021-03-13,20,dundee-fc,arbroath,2.0,0.0,events_raw_normaltime
9362010,54,20/21,2021-03-13,25,livingston,hamilton-academical,2.0,1.0,events_raw_normaltime
9362012,54,20/21,2021-03-13,29,ross-county,hibernian,1.0,2.0,events_raw_normaltime
9388324,55,20/21,2021-03-16,13,dundee-fc,ayr-united,1.0,3.0,events_raw_normaltime
9398640,55,20/21,2021-03-16,13,raith-rovers,inverness-caledonian-thistle,0.0,1.0,events_raw_normaltime
8824411,55,20/21,2021-03-19,21,alloa-athletic,dundee-fc,0.0,3.0,events_raw_normaltime
8736238,54,20/21,2021-03-20,32,hamilton-academical,st-mirren,1.0,1.0,events_raw_normaltime
8736240,54,20/21,2021-03-20,32,st-johnstone,ross-county,1.0,0.0,events_raw_normaltime
8736251,54,20/21,2021-03-20,32,livingston,hibernian,1.0,1.0,events_raw_normaltime
8736255,54,20/21,2021-03-20,32,dundee-united,aberdeen,1.0,0.0,events_raw_normaltime
8824325,55,20/21,2021-03-20,21,greenock-morton,queen-of-the-south,2.0,1.0,events_raw_normaltime
8824326,55,20/21,2021-03-20,21,dunfermline-athletic,inverness-caledonian-thistle,0.0,1.0,events_raw_normaltime
8824361,55,20/21,2021-03-20,21,ayr-united,raith-rovers,1.0,1.0,events_raw_normaltime
8824425,55,20/21,2021-03-20,21,arbroath,heart-of-midlothian,0.0,0.0,events_raw_normaltime
9361997,54,20/21,2021-03-20,27,kilmarnock,motherwell,4.0,1.0,events_raw_normaltime
9398797,56,20/21,2021-03-20,12,dumbarton,forfar-athletic,0.0,1.0,events_raw_normaltime
9398799,56,20/21,2021-03-20,12,clyde-fc,east-fife,1.0,3.0,events_raw_normaltime
9398848,56,20/21,2021-03-20,12,peterhead,airdrieonians,1.0,0.0,events_raw_normaltime
9398852,56,20/21,2021-03-20,12,falkirk-fc,montrose,2.0,0.0,events_raw_normaltime
9398868,57,20/21,2021-03-20,11,annan-athletic,cowdenbeath,0.0,0.0,events_raw_normaltime
9398869,57,20/21,2021-03-20,11,queens-park-fc,stranraer,3.0,0.0,events_raw_normaltime
9398874,57,20/21,2021-03-20,11,stenhousemuir,albion-rovers,2.0,0.0,events_raw_normaltime
9398879,57,20/21,2021-03-20,11,stirling-albion,brechin-city,1.0,0.0,events_raw_normaltime
9400336,57,20/21,2021-03-20,11,elgin-city,edinburgh-city-fc,1.0,2.0,events_raw_normaltime
9400352,56,20/21,2021-03-20,12,partick-thistle,cove-rangers,1.0,1.0,events_raw_normaltime
8736248,54,20/21,2021-03-21,32,celtic,rangers,1.0,1.0,events_raw_normaltime
9398877,57,20/21,2021-03-23,13,albion-rovers,edinburgh-city-fc,1.0,2.0,events_raw_normaltime
9398878,57,20/21,2021-03-23,13,stranraer,brechin-city,2.0,0.0,events_raw_normaltime
8824295,55,20/21,2021-03-27,22,dundee-fc,dunfermline-athletic,3.0,2.0,events_raw_normaltime
8824317,55,20/21,2021-03-27,22,alloa-athletic,ayr-united,2.0,2.0,events_raw_normaltime
8824344,55,20/21,2021-03-27,22,inverness-caledonian-thistle,arbroath,1.0,0.0,events_raw_normaltime
8824346,55,20/21,2021-03-27,22,raith-rovers,greenock-morton,1.0,0.0,events_raw_normaltime
8824408,55,20/21,2021-03-27,22,heart-of-midlothian,queen-of-the-south,2.0,3.0,events_raw_normaltime
9398850,56,20/21,2021-03-27,13,airdrieonians,partick-thistle,2.0,4.0,events_raw_normaltime
9398851,56,20/21,2021-03-27,13,dumbarton,peterhead,0.0,1.0,events_raw_normaltime
9398853,56,20/21,2021-03-27,13,forfar-athletic,falkirk-fc,0.0,2.0,events_raw_normaltime
9398854,56,20/21,2021-03-27,13,montrose,clyde-fc,2.0,2.0,events_raw_normaltime
9398855,56,20/21,2021-03-27,13,east-fife,cove-rangers,0.0,0.0,events_raw_normaltime
9398900,57,20/21,2021-03-27,12,albion-rovers,annan-athletic,1.0,1.0,events_raw_normaltime
9398901,57,20/21,2021-03-27,12,brechin-city,queens-park-fc,0.0,2.0,events_raw_normaltime
9398908,57,20/21,2021-03-27,12,cowdenbeath,stranraer,1.0,0.0,events_raw_normaltime
9398946,57,20/21,2021-03-27,12,elgin-city,stirling-albion,1.0,1.0,events_raw_normaltime
9412789,57,20/21,2021-03-27,12,edinburgh-city-fc,stenhousemuir,3.0,1.0,events_raw_normaltime
9398639,55,20/21,2021-03-30,19,raith-rovers,dunfermline-athletic,5.0,1.0,events_raw_normaltime
9422569,57,20/21,2021-03-30,10,cowdenbeath,edinburgh-city-fc,1.0,3.0,events_raw_normaltime
9422570,56,20/21,2021-03-30,14,montrose,east-fife,3.0,0.0,events_raw_normaltime
9422571,57,20/21,2021-03-30,10,albion-rovers,queens-park-fc,0.0,3.0,events_raw_normaltime
9422572,57,20/21,2021-03-30,10,brechin-city,elgin-city,1.0,2.0,events_raw_normaltime
9422573,56,20/21,2021-03-30,14,falkirk-fc,dumbarton,1.0,1.0,events_raw_normaltime
9422574,56,20/21,2021-03-30,14,partick-thistle,forfar-athletic,2.0,2.0,events_raw_normaltime
9422575,56,20/21,2021-03-30,14,cove-rangers,airdrieonians,2.0,0.0,events_raw_normaltime
9422584,57,20/21,2021-03-30,10,stirling-albion,stenhousemuir,1.0,0.0,events_raw_normaltime
9422585,56,20/21,2021-03-30,14,peterhead,clyde-fc,0.0,2.0,events_raw_normaltime
9424877,56,20/21,2021-04-01,20,dumbarton,airdrieonians,0.0,1.0,events_raw_normaltime
9424878,56,20/21,2021-04-01,21,east-fife,clyde-fc,1.0,0.0,events_raw_normaltime
8824327,55,20/21,2021-04-03,23,dunfermline-athletic,heart-of-midlothian,0.0,0.0,events_raw_normaltime
8824387,55,20/21,2021-04-03,23,arbroath,alloa-athletic,2.0,1.0,events_raw_normaltime
9424884,57,20/21,2021-04-03,13,annan-athletic,elgin-city,0.0,3.0,events_raw_normaltime
9424885,57,20/21,2021-04-03,5,cowdenbeath,albion-rovers,0.0,1.0,events_raw_normaltime
9424886,57,20/21,2021-04-03,13,queens-park-fc,stirling-albion,1.0,0.0,events_raw_normaltime
8824324,55,20/21,2021-04-06,23,greenock-morton,inverness-caledonian-thistle,1.0,4.0,events_raw_normaltime
8824339,55,20/21,2021-04-06,23,ayr-united,dundee-fc,0.0,3.0,events_raw_normaltime
9424879,56,20/21,2021-04-06,15,dumbarton,montrose,0.0,0.0,events_raw_normaltime
9424880,56,20/21,2021-04-06,15,airdrieonians,falkirk-fc,2.0,1.0,events_raw_normaltime
9424881,56,20/21,2021-04-06,15,clyde-fc,cove-rangers,1.0,1.0,events_raw_normaltime
9424882,56,20/21,2021-04-06,15,east-fife,partick-thistle,2.0,2.0,events_raw_normaltime
9424883,56,20/21,2021-04-06,15,forfar-athletic,peterhead,1.0,1.0,events_raw_normaltime
9424887,57,20/21,2021-04-06,14,elgin-city,stranraer,2.0,1.0,events_raw_normaltime
9424888,57,20/21,2021-04-06,14,edinburgh-city-fc,annan-athletic,1.0,1.0,events_raw_normaltime
9424896,57,20/21,2021-04-06,14,brechin-city,stenhousemuir,1.0,1.0,events_raw_normaltime
9424898,57,20/21,2021-04-06,14,queens-park-fc,cowdenbeath,3.0,0.0,events_raw_normaltime
9424907,57,20/21,2021-04-06,14,stirling-albion,albion-rovers,1.0,1.0,events_raw_normaltime
9431750,57,20/21,2021-04-08,13,stenhousemuir,cowdenbeath,1.0,0.0,events_raw_normaltime
9434155,56,20/21,2021-04-08,7,clyde-fc,forfar-athletic,3.0,0.0,events_raw_normaltime
9434156,56,20/21,2021-04-08,10,dumbarton,east-fife,2.0,1.0,events_raw_normaltime
8824416,55,20/21,2021-04-09,24,heart-of-midlothian,alloa-athletic,6.0,0.0,events_raw_normaltime
8824288,55,20/21,2021-04-10,24,ayr-united,dunfermline-athletic,1.0,1.0,events_raw_normaltime
8824365,55,20/21,2021-04-10,24,queen-of-the-south,inverness-caledonian-thistle,1.0,1.0,events_raw_normaltime
8824372,55,20/21,2021-04-10,24,dundee-fc,greenock-morton,1.0,1.0,events_raw_normaltime
8824381,55,20/21,2021-04-10,24,raith-rovers,arbroath,2.0,2.0,events_raw_normaltime
9431707,56,20/21,2021-04-10,16,peterhead,partick-thistle,0.0,3.0,events_raw_normaltime
9431708,56,20/21,2021-04-10,16,cove-rangers,dumbarton,1.0,0.0,events_raw_normaltime
9431709,56,20/21,2021-04-10,16,montrose,airdrieonians,2.0,2.0,events_raw_normaltime
9431710,56,20/21,2021-04-10,16,forfar-athletic,east-fife,1.0,2.0,events_raw_normaltime
9431711,56,20/21,2021-04-10,16,falkirk-fc,clyde-fc,2.0,1.0,events_raw_normaltime
9431737,57,20/21,2021-04-10,15,stranraer,edinburgh-city-fc,0.0,1.0,events_raw_normaltime
9431742,57,20/21,2021-04-10,15,stenhousemuir,queens-park-fc,1.0,3.0,events_raw_normaltime
9431743,57,20/21,2021-04-10,15,cowdenbeath,elgin-city,1.0,0.0,events_raw_normaltime
9431751,57,20/21,2021-04-10,15,brechin-city,albion-rovers,2.0,4.0,events_raw_normaltime
9431752,57,20/21,2021-04-10,15,annan-athletic,stirling-albion,1.0,2.0,events_raw_normaltime
8824311,55,20/21,2021-04-13,23,queen-of-the-south,raith-rovers,0.0,1.0,events_raw_normaltime
9431712,56,20/21,2021-04-13,11,partick-thistle,clyde-fc,2.0,0.0,events_raw_normaltime
9431720,56,20/21,2021-04-13,17,airdrieonians,forfar-athletic,3.0,1.0,events_raw_normaltime
9431736,57,20/21,2021-04-13,16,albion-rovers,cowdenbeath,0.0,0.0,events_raw_normaltime
9431740,57,20/21,2021-04-13,16,stenhousemuir,elgin-city,2.0,0.0,events_raw_normaltime
9431741,57,20/21,2021-04-13,16,stirling-albion,stranraer,0.0,1.0,events_raw_normaltime
9431747,57,20/21,2021-04-13,16,edinburgh-city-fc,brechin-city,2.0,1.0,events_raw_normaltime
9431749,57,20/21,2021-04-13,16,queens-park-fc,annan-athletic,1.0,0.0,events_raw_normaltime
9431753,55,20/21,2021-04-13,16,dunfermline-athletic,dundee-fc,0.0,0.0,events_raw_normaltime
9431718,56,20/21,2021-04-15,17,partick-thistle,montrose,5.0,0.0,events_raw_normaltime
9431721,56,20/21,2021-04-15,17,clyde-fc,dumbarton,0.0,1.0,events_raw_normaltime
9431735,57,20/21,2021-04-15,17,stranraer,stenhousemuir,4.0,0.0,events_raw_normaltime
8824274,55,20/21,2021-04-17,25,dunfermline-athletic,queen-of-the-south,3.0,1.0,events_raw_normaltime
8824284,55,20/21,2021-04-17,25,arbroath,ayr-united,4.0,0.0,events_raw_normaltime
8824299,55,20/21,2021-04-17,25,alloa-athletic,raith-rovers,1.0,2.0,events_raw_normaltime
9431717,56,20/21,2021-04-17,17,cove-rangers,falkirk-fc,2.0,0.0,events_raw_normaltime
9431719,56,20/21,2021-04-17,17,east-fife,peterhead,2.0,1.0,events_raw_normaltime
9431731,57,20/21,2021-04-17,17,elgin-city,albion-rovers,2.0,5.0,events_raw_normaltime
9431732,57,20/21,2021-04-17,17,edinburgh-city-fc,queens-park-fc,2.0,3.0,events_raw_normaltime
9431738,57,20/21,2021-04-17,17,cowdenbeath,stirling-albion,1.0,5.0,events_raw_normaltime
9431739,57,20/21,2021-04-17,17,annan-athletic,brechin-city,3.0,0.0,events_raw_normaltime
8824277,55,20/21,2021-04-20,25,inverness-caledonian-thistle,dundee-fc,1.0,1.0,events_raw_normaltime
8824374,55,20/21,2021-04-20,25,greenock-morton,heart-of-midlothian,0.0,0.0,events_raw_normaltime
9431722,56,20/21,2021-04-20,18,airdrieonians,east-fife,2.0,0.0,events_raw_normaltime
9431723,56,20/21,2021-04-20,18,montrose,cove-rangers,1.0,0.0,events_raw_normaltime
9431724,56,20/21,2021-04-20,18,forfar-athletic,clyde-fc,1.0,3.0,events_raw_normaltime
9431725,56,20/21,2021-04-20,18,peterhead,falkirk-fc,1.0,0.0,events_raw_normaltime
9431729,56,20/21,2021-04-20,18,dumbarton,partick-thistle,0.0,2.0,events_raw_normaltime
9431730,57,20/21,2021-04-20,18,annan-athletic,stenhousemuir,5.0,1.0,events_raw_normaltime
9431733,57,20/21,2021-04-20,18,queens-park-fc,elgin-city,0.0,0.0,events_raw_normaltime
9431734,57,20/21,2021-04-20,18,brechin-city,cowdenbeath,0.0,0.0,events_raw_normaltime
9431746,57,20/21,2021-04-20,18,stirling-albion,edinburgh-city-fc,0.0,1.0,events_raw_normaltime
9431748,57,20/21,2021-04-20,18,albion-rovers,stranraer,0.0,2.0,events_raw_normaltime
8824273,55,20/21,2021-04-24,26,greenock-morton,alloa-athletic,1.0,1.0,events_raw_normaltime
8824276,55,20/21,2021-04-24,26,dundee-fc,raith-rovers,2.0,1.0,events_raw_normaltime
8824355,55,20/21,2021-04-24,26,ayr-united,queen-of-the-south,0.0,0.0,events_raw_normaltime
8824370,55,20/21,2021-04-24,26,heart-of-midlothian,inverness-caledonian-thistle,3.0,0.0,events_raw_normaltime
8824394,55,20/21,2021-04-24,26,dunfermline-athletic,arbroath,4.0,3.0,events_raw_normaltime
8824260,55,20/21,2021-04-30,27,inverness-caledonian-thistle,ayr-united,2.0,2.0,events_raw_normaltime
8824266,55,20/21,2021-04-30,27,arbroath,greenock-morton,0.0,0.0,events_raw_normaltime
8824360,55,20/21,2021-04-30,27,alloa-athletic,dunfermline-athletic,1.0,0.0,events_raw_normaltime
8824375,55,20/21,2021-04-30,27,raith-rovers,heart-of-midlothian,0.0,4.0,events_raw_normaltime
8824406,55,20/21,2021-04-30,27,queen-of-the-south,dundee-fc,0.0,2.0,events_raw_normaltime
9573812,54,21/22,2021-07-31,1,ross-county,st-johnstone,0.0,0.0,events_raw_normaltime
9573816,55,21/22,2021-07-31,1,greenock-morton,dunfermline-athletic,2.0,2.0,events_raw_normaltime
9573819,55,21/22,2021-07-31,1,raith-rovers,hamilton-academical,4.0,4.0,events_raw_normaltime
9573820,55,21/22,2021-07-31,1,arbroath,inverness-caledonian-thistle,0.0,1.0,events_raw_normaltime
9573821,54,21/22,2021-07-31,1,heart-of-midlothian,celtic,2.0,1.0,events_raw_normaltime
9573824,55,21/22,2021-07-31,1,partick-thistle,queen-of-the-south,3.0,2.0,events_raw_normaltime
9573900,54,21/22,2021-07-31,1,dundee-fc,st-mirren,2.0,2.0,events_raw_normaltime
9574009,56,21/22,2021-07-31,1,clyde-fc,dumbarton,0.0,3.0,events_raw_normaltime
9574011,57,21/22,2021-07-31,1,annan-athletic,forfar-athletic,0.0,2.0,events_raw_normaltime
9574026,56,21/22,2021-07-31,1,peterhead,alloa-athletic,2.0,0.0,events_raw_normaltime
9574030,56,21/22,2021-07-31,1,airdrieonians,montrose,0.0,3.0,events_raw_normaltime
9574031,57,21/22,2021-07-31,1,elgin-city,stranraer,1.0,1.0,events_raw_normaltime
9574033,56,21/22,2021-07-31,1,cove-rangers,falkirk-fc,1.0,1.0,events_raw_normaltime
9574035,56,21/22,2021-07-31,1,east-fife,queens-park-fc,1.0,1.0,events_raw_normaltime
9574037,57,21/22,2021-07-31,1,stenhousemuir,stirling-albion,0.0,1.0,events_raw_normaltime
9574140,54,21/22,2021-07-31,1,rangers,livingston,3.0,0.0,events_raw_normaltime
9574155,57,21/22,2021-07-31,1,kelty-hearts-fc,cowdenbeath,2.0,0.0,events_raw_normaltime
9574312,57,21/22,2021-07-31,1,albion-rovers,edinburgh-city-fc,2.0,0.0,events_raw_normaltime
9573827,54,21/22,2021-08-01,1,motherwell,hibernian,2.0,3.0,events_raw_normaltime
