match_id,tournament_id,match_date,bbc_home_shots,bbc_away_shots
10388166,56,2022-10-22,8,11
10388167,56,2022-10-22,12,7
10387948,56,2022-10-29,12,6
10387919,56,2022-10-29,5,9
10387957,56,2022-10-29,7,2
10387952,56,2022-10-29,5,12
10387964,56,2022-11-05,9,7
10387931,56,2022-11-05,8,14
10387953,56,2022-10-29,8,8
10388161,56,2022-11-12,16,5
10387940,56,2022-11-05,10,10
10387955,56,2022-11-05,11,13
10387930,56,2022-11-12,11,5
10387965,56,2022-11-05,13,5
10387969,56,2022-11-12,11,10
10387923,56,2022-11-12,12,8
10387908,56,2022-11-12,20,5
10387954,56,2022-11-19,14,6
10387947,56,2022-11-19,9,9
10387905,56,2022-11-19,3,4
10387949,56,2022-11-19,9,16
10387933,56,2022-11-19,9,4
10387927,56,2022-12-03,13,15
10388165,56,2022-12-03,9,3
10387983,56,2022-12-03,13,8
10387961,56,2022-12-17,6,8
10387938,56,2022-12-03,8,9
10387896,56,2022-12-17,6,9
10387904,56,2022-12-03,10,12
10387898,56,2022-12-23,12,8
10387894,56,2022-12-23,13,21
10388168,56,2022-12-24,8,7
10387899,56,2022-12-24,16,2
10387921,56,2022-12-31,1,9
10387946,56,2022-12-23,10,8
10387967,56,2022-12-31,5,5
10387917,56,2023-01-07,6,16
10387912,56,2023-01-02,8,13
10387916,56,2023-01-02,8,7
10387918,56,2023-01-07,16,9
10387911,56,2023-01-07,9,14
