match_id,julia_proxy_xg_home,julia_proxy_xg_away,julia_proxy_xg_available_home,julia_proxy_xg_available_away
10387399,,,0,0
10387798,,,0,0
10387405,,,0,0
10387408,,,0,0
10387419,,,0,0
10387422,,,0,0
10387726,,,0,0
10387737,,,0,0
10387740,,,0,0
10387744,,,0,0
10387840,,,0,0
10387845,,,0,0
10387853,,,0,0
10387854,,,0,0
10387863,,,0,0
10388054,,,0,0
10388068,,,0,0
10388071,,,0,0
10388074,,,0,0
10388079,,,0,0
10387421,,,0,0
10387424,,,0,0
10387757,,,0,0
10387429,,,0,0
10387430,,,0,0
10387434,,,0,0
10387438,,,0,0
10387439,,,0,0
10387709,,,0,0
10387727,,,0,0
10387735,,,0,0
10387795,,,0,0
10387842,,,0,0
10387847,,,0,0
10387851,,,0,0
10387866,,,0,0
10387872,,,0,0
10388009,,,0,0
10388013,,,0,0
10388076,,,0,0
10388104,,,0,0
10388122,,,0,0
10387410,,,0,0
10387796,,,0,0
10387423,,,0,0
10387446,,,0,0
10387448,,,0,0
10387450,,,0,0
10387747,,,0,0
10387765,,,0,0
10387774,,,0,0
10387802,,,0,0
10387855,,,0,0
10387858,,,0,0
10387865,,,0,0
10387962,,,0,0
10388081,,,0,0
10388096,,,0,0
10388119,,,0,0
10388129,,,0,0
10388131,,,0,0
10388169,,,0,0
10387427,,,0,0
10387431,,,0,0
10387440,,,0,0
10387443,,,0,0
10387444,,,0,0
10387452,,,0,0
10387468,,,0,0
10387705,,,0,0
10387720,,,0,0
10387741,,,0,0
10387743,,,0,0
10387762,,,0,0
10387860,,,0,0
10387874,,,0,0
10387876,,,0,0
10387877,,,0,0
10387891,,,0,0
10388073,,,0,0
10388088,,,0,0
10388116,,,0,0
10388123,,,0,0
10388146,,,0,0
10644599,,,0,0
10387461,,,0,0
10387466,,,0,0
10387481,,,0,0
10387487,,,0,0
10387621,,,0,0
10387624,,,0,0
10387628,,,0,0
10387631,,,0,0
10387776,,,0,0
10387888,,,0,0
10387909,,,0,0
10387926,,,0,0
10387935,,,0,0
10387992,,,0,0
10388093,,,0,0
10388098,,,0,0
10388107,,,0,0
10388128,,,0,0
10388163,,,0,0
10387477,,,0,0
10387560,,,0,0
10694352,,,0,0
10694353,,,0,0
10694351,,,0,0
10387486,,,0,0
10387526,,,0,0
10387529,,,0,0
10387532,,,0,0
10387554,,,0,0
10387570,,,0,0
10387633,,,0,0
10387640,,,0,0
10387644,,,0,0
10387648,,,0,0
10387789,,,0,0
10387886,,,0,0
10387889,,,0,0
10387903,,,0,0
10387932,,,0,0
10387937,,,0,0
10388083,,,0,0
10388090,,,0,0
10388103,,,0,0
10388110,,,0,0
10388125,,,0,0
10698042,,,0,0
10698044,,,0,0
10698045,,,0,0
10731913,,,0,0
10717734,,,0,0
10717735,,,0,0
10387636,,,0,0
10387474,,,0,0
10387493,,,0,0
10387521,,,0,0
10387533,,,0,0
10387559,,,0,0
10387634,,,0,0
10387635,,,0,0
10387649,,,0,0
10387654,,,0,0
10387892,,,0,0
10387900,,,0,0
10387925,,,0,0
10387956,,,0,0
10387958,,,0,0
10388121,,,0,0
10388132,,,0,0
10388134,,,0,0
10388136,,,0,0
10388153,,,0,0
10387494,,,0,0
10698037,,,0,0
10698040,,,0,0
10698043,,,0,0
10698046,,,0,0
10387784,,,0,0
10387482,,,0,0
10387535,,,0,0
10387558,,,0,0
10387565,,,0,0
10387652,,,0,0
10387655,,,0,0
10387656,,,0,0
10387657,,,0,0
10387897,,,0,0
10387902,,,0,0
10387913,,,0,0
10387972,,,0,0
10387973,,,0,0
10387986,,,0,0
10387987,,,0,0
10388067,,,0,0
10388087,,,0,0
10388120,,,0,0
10387542,,,0,0
10387556,,,0,0
10698038,,,0,0
10698041,,,0,0
10703648,,,0,0
10717736,,,0,0
10387550,,,0,0
10387470,,,0,0
10387483,,,0,0
10387507,,,0,0
10387525,,,0,0
10387527,,,0,0
10387651,,,0,0
10387658,,,0,0
10387662,,,0,0
10387665,,,0,0
10387675,,,0,0
10387934,,,0,0
10387943,,,0,0
10387950,,,0,0
10388166,,,0,0
10388167,,,0,0
10698039,,,0,0
10387661,,,0,0
10387663,,,0,0
10387475,,,0,0
10387515,,,0,0
10387549,,,0,0
10387568,,,0,0
10387660,,,0,0
10387669,,,0,0
10387778,,,0,0
10387910,,,0,0
10387919,,,0,0
10387948,,,0,0
10387952,,,0,0
10387953,,,0,0
10387957,,,0,0
10387991,,,0,0
10387994,,,0,0
10388000,,,0,0
10388144,,,0,0
10387520,,,0,0
10387540,,,0,0
10387506,,,0,0
10387530,,,0,0
10387670,,,0,0
10387503,,,0,0
10387546,,,0,0
10387664,,,0,0
10387673,,,0,0
10387674,,,0,0
10387788,,,0,0
10387931,,,0,0
10387940,,,0,0
10387955,,,0,0
10387964,,,0,0
10387965,,,0,0
10387989,,,0,0
10387996,,,0,0
10387998,,,0,0
10387999,,,0,0
10388005,,,0,0
10387511,,,0,0
10387543,,,0,0
10387537,,,0,0
10387539,,,0,0
10387500,,,0,0
10387501,,,0,0
10387534,,,0,0
10387566,,,0,0
10387803,,,0,0
10387496,,,0,0
10387509,,,0,0
10387512,,,0,0
10387513,,,0,0
10387562,,,0,0
10387567,,,0,0
10387666,,,0,0
10387671,,,0,0
10387678,,,0,0
10387800,,,0,0
10387908,,,0,0
10387920,,,0,0
10387923,,,0,0
10387930,,,0,0
10387969,,,0,0
