model,family,variant,selection_family,bets,turnover,profit,roi_pct,win_rate_pct,avg_odds,mean_edge_pct,hurdle_p,hurdle_shape,hurdle_scale,hurdle_E_R,hurdle_sharpe,hurdle_G_bps,hurdle_G_emp_bps,hurdle_avg_stake,hurdle_n_bets
m00_baseline,TimeDecay,close_std,1X2_home,303,1.9925074816197177,0.1758923959540676,8.827690614796785,34.98349834983498,3.3455525416482867,6.805002622608544,0.3498,8.6088,0.2382,0.0673,0.0445,3.91,4.46,0.0066,303
m00_baseline,TimeDecay,close_std,O/U 2.5_under_25,218,0.7911579176170366,0.06228413974439509,7.872529410056918,49.54128440366973,2.2740899756454764,4.2394304375338665,0.4954,19.8173,0.0616,0.1002,0.0889,3.54,2.68,0.0036,218
m00_baseline,TimeDecay,close_std,1X2_draw,340,1.096170530998828,0.08663193656258869,7.903144092338431,23.823529411764707,4.157670669600161,0.5133170214367042,0.2382,20.4956,0.152,-0.0198,-0.0111,-0.81,2.14,0.0032,340
m00_baseline,TimeDecay,close_std,1X2_away,358,1.9554464798987699,0.5401573464413356,27.623223237963465,24.58100558659218,4.670402930578942,6.198910328293543,0.2458,7.354,0.433,0.0286,0.0151,1.01,13.62,0.0055,358
m00_baseline,TimeDecay,close_std,O/U 2.5_over_25,68,0.14888216934836596,-0.029474589017146884,-19.797259232688887,45.588235294117645,2.129444466407518,3.7389271024505275,0.4559,57.1803,0.0192,-0.0423,-0.0403,-0.9600000000000001,-4.4,0.0022,68
m05_production_wealth,TimeDecay,raw,1X2_away,362,2.1715862777221226,0.6339835349075809,29.19448982577821,24.861878453038674,4.641028977736261,6.878291136743229,0.2486,7.4058,0.4269,0.0346,0.0183,1.4100000000000001,15.57,0.006,362
m05_production_wealth,TimeDecay,raw,1X2_home,303,2.2181295927756177,0.05382843227171462,2.426748754763122,37.95379537953795,3.330876073269915,7.462544982799929,0.3795,7.5307,0.2619,0.128,0.0848,8.73,0.0,0.0073,303
m05_production_wealth,TimeDecay,raw,O/U 2.5_under_25,210,0.8984102515834375,0.07269881734885403,8.091939870535006,47.142857142857146,2.2937281924983965,4.8958059932111295,0.4714,20.5991,0.0606,0.0603,0.053,2.4499999999999997,3.1399999999999997,0.0043,210
m05_production_wealth,TimeDecay,raw,O/U 2.5_over_25,87,0.1833941387560647,-0.02451507372192445,-13.367424874211665,49.42528735632184,2.1151816585837646,3.506314574657332,0.4943,54.1322,0.0197,0.0221,0.0213,0.44,-2.88,0.0021,87
m05_production_wealth,TimeDecay,raw,1X2_draw,336,1.252376221539775,0.1873982514570086,14.963415005325293,24.107142857142858,4.172158777855967,0.7136368899403657,0.2411,20.6207,0.1512,-0.0075,-0.0042,-0.51,4.87,0.0037,336
m05_production_wealth,TimeDecay,t25_inv,1X2_away,389,1.2778129267161762,0.2788573498189598,21.823018376844043,26.99228791773779,4.486671643482492,3.556924363917836,0.2699,5.9375,0.4952,0.0635,0.0342,1.88,6.59,0.0033,389
m05_production_wealth,TimeDecay,t25_inv,1X2_home,337,1.4490411119640016,0.05893043224293354,4.066857162048384,37.982195845697326,3.196870007867271,3.9401799651815694,0.3798,6.5768,0.2845,0.0904,0.0617,3.67,1.01,0.0043,337
m05_production_wealth,TimeDecay,t25_inv,O/U 2.5_under_25,223,0.9406527946974432,0.05502407915073343,5.849563139652573,47.08520179372197,2.257923282051611,4.004774940544576,0.4709,18.2894,0.0664,0.0425,0.0379,1.67,2.2,0.0042,223
m05_production_wealth,TimeDecay,t25_inv,1X2_draw,209,0.5940230270599833,0.21915047361338139,36.89258894525178,23.444976076555022,4.376733735576741,1.0726299737621277,0.2344,16.2106,0.2062,0.018,0.0096,0.36,9.909999999999998,0.0028,209
m05_production_wealth,TimeDecay,t25_inv,O/U 2.5_over_25,53,0.0974774687490013,0.0038695443420502197,3.9696807802981287,43.39622641509434,2.1266779635503887,2.436860288435823,0.434,46.5996,0.023,-0.1004,-0.0972,-1.8699999999999999,0.69,0.0018,53
m05_production_wealth,TimeDecay,close_std,1X2_away,364,1.8957701911854878,0.592372872337089,31.247082325239997,24.725274725274726,4.63241651553677,5.9691778343710995,0.2473,7.4058,0.4269,0.0289,0.0153,1.0,14.909999999999998,0.0052,364
m05_production_wealth,TimeDecay,close_std,1X2_home,303,1.9222772086688422,0.12582555696801076,6.545650981064469,37.95379537953795,3.330876073269915,6.530428759731453,0.3795,7.5307,0.2619,0.128,0.0848,7.640000000000001,2.8600000000000003,0.0063,303
m05_production_wealth,TimeDecay,close_std,O/U 2.5_under_25,220,0.7727925633590291,0.05142516150958758,6.654458641017762,47.72727272727273,2.2839465572848976,4.140904977246025,0.4773,20.6598,0.0598,0.0671,0.0593,2.27,2.1599999999999997,0.0035,220
m05_production_wealth,TimeDecay,close_std,O/U 2.5_over_25,71,0.14568123932889374,-0.02417058255349448,-16.59141744320718,49.29577464788732,2.1416912353715016,3.6494471746180515,0.493,58.5182,0.0187,0.0334,0.0317,0.66,-3.46,0.0021,71
m05_production_wealth,TimeDecay,close_std,1X2_draw,330,1.0550595748170648,0.11338309178384724,10.746605641061224,23.939393939393938,4.182282975242723,0.5777497080863632,0.2394,20.1637,0.1548,-0.0132,-0.0074,-0.59,3.02,0.0032,330
m05_joint_production_wealth,TimeDecay,raw,1X2_home,287,1.8070934276635582,0.17330488720439222,9.59025607372514,38.32752613240418,3.367813355919534,6.337625133481948,0.3833,7.4871,0.2662,0.1472,0.0966,8.78,4.77,0.0063,287
m05_joint_production_wealth,TimeDecay,raw,O/U 2.5_under_25,214,1.035990923746191,0.1345932786339345,12.991743030647312,50.467289719626166,2.2416236732683283,4.949374207986416,0.5047,17.454,0.0684,0.1075,0.0964,5.05,5.92,0.0048,214
m05_joint_production_wealth,TimeDecay,raw,1X2_draw,332,1.1113868919868295,0.08818571306734074,7.934744750290414,23.49397590361446,4.1694087308656105,0.7397127247803352,0.2349,19.4922,0.1597,-0.0337,-0.019,-1.31,2.14,0.0033,332
m05_joint_production_wealth,TimeDecay,raw,1X2_away,373,2.2363958478333092,0.46860347844426065,20.953512272805302,26.005361930294907,4.556964135097896,6.485109225967281,0.2601,6.1929,0.4889,0.0475,0.0254,2.19,11.04,0.006,373
m05_joint_production_wealth,TimeDecay,raw,O/U 2.5_over_25,95,0.3167252213397262,0.004851920002940922,1.5319020008629656,49.473684210526315,2.0185121334259803,3.9973596181776547,0.4947,31.4603,0.0311,-0.0219,-0.022,-0.7899999999999999,0.39,0.0033,95
m05_joint_production_wealth,TimeDecay,t25_inv,1X2_home,326,1.1993617123019955,0.18282270367416248,15.243333332966053,38.95705521472393,3.205211861015899,3.265314177518703,0.3896,6.2848,0.2958,0.1138,0.0775,4.03,5.04,0.0037,326
m05_joint_production_wealth,TimeDecay,t25_inv,O/U 2.5_under_25,233,1.0256315616195062,0.08384200603297148,8.1746710193456,46.78111587982833,2.225895660969317,3.8863003694806046,0.4678,17.8048,0.0665,0.0217,0.0196,0.83,3.31,0.0044,233
m05_joint_production_wealth,TimeDecay,t25_inv,1X2_draw,196,0.46798189777010085,0.11868573140123652,25.36117998725277,25.0,4.394597714116074,0.9825428368518339,0.25,15.9447,0.2079,0.0788,0.0412,1.77,5.680000000000001,0.0024,196
m05_joint_production_wealth,TimeDecay,t25_inv,1X2_away,405,1.279496673183658,0.17998761721697934,14.067064103350278,26.666666666666668,4.419628617020129,3.2563236412384837,0.2667,5.8424,0.498,0.0425,0.0232,1.16,4.05,0.0032,405
m05_joint_production_wealth,TimeDecay,t25_inv,O/U 2.5_over_25,59,0.12302625230397686,0.008877870769208738,7.21624092658942,50.847457627118644,2.0054226151954166,2.5265771335421334,0.5085,23.0169,0.0423,0.0039,0.0039,0.060000000000000005,1.46,0.0021,59
m05_joint_production_wealth,TimeDecay,close_std,1X2_home,289,1.6192982116041374,0.19616029169165616,12.113907758678524,38.4083044982699,3.3603308376854257,5.694425829361655,0.3841,7.3707,0.2692,0.1462,0.0961,7.8,5.8100000000000005,0.0056,289
m05_joint_production_wealth,TimeDecay,close_std,O/U 2.5_under_25,218,0.854115170878409,0.09291506447743016,10.878517048452878,50.45871559633027,2.2426016907390482,4.145459670810778,0.5046,17.3844,0.0688,0.1082,0.0969,4.13,4.06,0.0039,218
m05_joint_production_wealth,TimeDecay,close_std,1X2_draw,327,0.9446855782875241,0.05402135862739041,5.718448536635592,23.24159021406728,4.1748231376990335,0.5366334776861053,0.2324,19.2342,0.1624,-0.0416,-0.0234,-1.34,1.32,0.0029,327
m05_joint_production_wealth,TimeDecay,close_std,1X2_away,375,2.001697628507137,0.4886394544050821,24.411252101522877,26.133333333333333,4.546887378005636,5.78976325790444,0.2613,6.0599,0.4968,0.0481,0.0257,2.05,11.82,0.0053,375
m05_joint_production_wealth,TimeDecay,close_std,O/U 2.5_over_25,87,0.260732114280667,0.004357600741405104,1.6712942145340532,49.42528735632184,2.026504946091468,3.8431066805011995,0.4943,31.1031,0.0315,-0.0209,-0.0209,-0.67,0.41000000000000003,0.003,87
m12_joint_hybrid_synergy,Production,raw,1X2_home,283,2.066467952973787,0.3106937621185849,15.035014778306898,39.2226148409894,3.358127733207142,7.015874761404419,0.3922,6.7976,0.2881,0.1603,0.1055,11.06,9.55,0.0073,283
m12_joint_hybrid_synergy,Production,raw,O/U 2.5_under_25,235,1.0353006714006199,0.1696188300365998,16.38353327899699,50.212765957446805,2.2519850681844837,4.597294513263498,0.5021,19.9157,0.0607,0.1094,0.0976,4.69,6.88,0.0044,235
m12_joint_hybrid_synergy,Production,raw,1X2_draw,364,1.2510926374015934,0.08175848076678165,6.534966182567155,24.725274725274726,4.126342972858838,0.5720968093170297,0.2473,20.9777,0.1459,0.0038,0.0021,-0.06999999999999999,1.72,0.0034,364
m12_joint_hybrid_synergy,Production,raw,1X2_away,367,2.5239112915266264,0.38354256572802964,15.196356821876972,25.885558583106267,4.5803172103067595,7.127901775389793,0.2589,5.9321,0.5111,0.0436,0.0233,2.14,8.67,0.0069,367
m12_joint_hybrid_synergy,Production,raw,O/U 2.5_over_25,79,0.2558771538788599,-0.0027658083022466516,-1.0809125630481533,49.36708860759494,2.0909701530019196,3.905727316408973,0.4937,32.2571,0.0324,0.0092,0.009,0.24000000000000002,-0.45,0.0032,79
m12_joint_hybrid_synergy,Production,t25_inv,1X2_home,315,1.3172778342033624,0.25554806865205304,19.39970915904756,38.73015873015873,3.2373458045003924,3.6235182691752446,0.3873,6.2539,0.3002,0.1144,0.0774,4.57,7.470000000000001,0.0042,315
m12_joint_hybrid_synergy,Production,t25_inv,O/U 2.5_under_25,230,0.9791517811830823,0.08968656264204851,9.159617984219228,48.26086956521739,2.244509735130012,3.812579217500262,0.4826,17.6404,0.068,0.0613,0.0549,2.4899999999999998,3.63,0.0043,230
m12_joint_hybrid_synergy,Production,t25_inv,1X2_draw,213,0.5183855389728613,0.13098025553915038,25.266957831940505,24.413145539906104,4.358965373046311,0.8911115520440412,0.2441,16.3556,0.202,0.0507,0.0268,1.1199999999999999,5.76,0.0024,213
m12_joint_hybrid_synergy,Production,t25_inv,1X2_away,402,1.3970217015291535,0.1251591344160006,8.958997149364523,26.616915422885572,4.418519145690188,3.5179061786097123,0.2662,5.7276,0.506,0.0375,0.0205,1.09,2.67,0.0035,402
m12_joint_hybrid_synergy,Production,t25_inv,O/U 2.5_over_25,53,0.10354852896817454,0.007362273313513537,7.109973832439781,45.283018867924525,2.088643519004204,2.408343770554505,0.4528,32.2159,0.0331,-0.0645,-0.0623,-1.28,1.35,0.002,53
m12_joint_hybrid_synergy,Production,close_std,1X2_home,282,1.8455565075589555,0.3191222370782213,17.291382613925578,39.00709219858156,3.358046626307523,6.329056192329062,0.3901,6.7508,0.2896,0.1526,0.1007,9.47,10.219999999999999,0.0065,282
m12_joint_hybrid_synergy,Production,close_std,O/U 2.5_under_25,240,0.8794753558125376,0.12366388221547683,14.06109692536241,49.583333333333336,2.2505701926930697,3.9280064628330544,0.4958,19.8941,0.0607,0.0944,0.0843,3.37,4.96,0.0037,240
m12_joint_hybrid_synergy,Production,close_std,1X2_draw,352,1.060626024345544,0.05110175265034808,4.818074559492377,24.147727272727273,4.1451774773369765,0.47588710939454776,0.2415,21.1421,0.1464,-0.011,-0.0062,-0.48000000000000004,1.11,0.003,352
m12_joint_hybrid_synergy,Production,close_std,1X2_away,367,2.2344333715389384,0.40387219157575993,18.074926588551527,25.885558583106267,4.5803172103067595,6.32367858916123,0.2589,5.9321,0.5111,0.0436,0.0233,1.98,9.629999999999999,0.0061,367
m12_joint_hybrid_synergy,Production,close_std,O/U 2.5_over_25,75,0.20547725707342002,-0.0019898498432904406,-0.9684039351272041,49.333333333333336,2.102903509324176,3.6807497023460423,0.4933,33.7731,0.0313,0.0145,0.014,0.35,-0.34,0.0027,75
