environment,variant,pair,bet_set,owner,n_bets,n_wins,win_rate_pct,cap_weighted_win_rate_pct,roi_pct,stake_sum,pnl_sum,stake_mean,odds_mean,edge_mean_pp,edge_win_pp,edge_loss_pp,capture_ratio
close,raw,m00_baseline_grw_negbin vs m00_poisson,shared,m00_baseline_grw_negbin,1258,426,33.86327503974563,35.53733360491413,12.088177622958106,18.38254894636303,2.222115168263577,0.01461251903526473,3.598622847627694,4.978350198346961,5.098495485143532,4.916833501020831,1.0369469464615764
close,raw,m00_baseline_grw_negbin vs m00_poisson,shared,m00_poisson,1258,426,33.86327503974563,36.06473317755522,12.344031046923092,18.306008594348754,2.25969938433882,0.014551676148130965,3.598622847627694,4.899576177245788,5.084907407385239,4.804683023352274,1.0583231781724178
close,raw,m00_baseline_grw_negbin vs m00_poisson,exclusive,m00_baseline_grw_negbin,42,18,42.857142857142854,39.92729305714342,1.0871159241879145,0.0567860650257452,0.00061733035561458,0.0013520491672796477,2.6667807373664125,-1.994726305431637,-2.08741249178357,-1.9252116656676883,NaN
close,raw,m00_baseline_grw_negbin vs m00_poisson,exclusive,m00_poisson,38,25,65.78947368421053,71.88282526573852,5.944221025883881,0.08031693464384933,0.0047742161164451066,0.0021136035432591928,2.1656441171351903,0.7206718703563431,1.5396467214159315,-0.854279766296712,NaN
close,raw,m05_wealth_grw_negbin vs m05_poisson,shared,m05_wealth_grw_negbin,1188,414,34.84848484848485,37.009524651465846,11.707846482985566,16.68235766773074,1.9531448254804866,0.014042388609200962,3.5723428257054484,4.412228351913827,4.537239790600641,4.345361768430181,1.0441569729739162
close,raw,m05_wealth_grw_negbin vs m05_poisson,shared,m05_poisson,1188,414,34.84848484848485,37.68185672255372,11.73008139994211,16.534600238963918,1.9395220671854905,0.013918013669161547,3.5723428257054484,4.3357757191889625,4.522456646133552,4.235923130358136,1.067643700548265
close,raw,m05_wealth_grw_negbin vs m05_poisson,exclusive,m05_wealth_grw_negbin,47,17,36.17021276595745,34.46686737597081,-9.881795727012529,0.05306275644823112,-0.005243553199336368,0.0011289948180474706,2.8351363258084885,-0.7441013070153268,-0.8072437952361518,-0.7083205636901927,NaN
close,raw,m05_wealth_grw_negbin vs m05_poisson,exclusive,m05_poisson,59,25,42.3728813559322,69.34217344764755,2.5545986744083073,0.09781221309952613,0.0024987094992499235,0.0016578341203309513,2.775339875110141,-0.11786380879778569,1.19382675922968,-1.0823421676415104,NaN
close,raw,m10_lineup_grw_negbin vs m10_poisson,shared,m10_lineup_grw_negbin,1255,427,34.02390438247012,33.93490130847683,10.963386704423899,18.2285991986529,1.9984718209478336,0.01452478023797044,3.6343899115118146,5.09786363092711,4.979204301904361,5.159056304227491,0.9651385850982566
close,raw,m10_lineup_grw_negbin vs m10_poisson,shared,m10_poisson,1255,427,34.02390438247012,34.200573898709735,10.72970882432251,18.187404623088916,1.9514555587588114,0.014491955874971247,3.6343899115118146,5.035606962341284,4.949438670587361,5.080043992025976,0.974290513695625
close,raw,m10_lineup_grw_negbin vs m10_poisson,exclusive,m10_lineup_grw_negbin,46,24,52.17391304347826,53.98080885897727,26.97719467172023,0.06727637710730325,0.01814927922031782,0.001462529937115288,2.7064958683074054,-1.3205752149503716,-1.7257556055051642,-0.8785602434360529,NaN
close,raw,m10_lineup_grw_negbin vs m10_poisson,exclusive,m10_poisson,44,27,61.36363636363637,77.05174069536564,15.589617529533328,0.07309597870491633,0.011395383509565584,0.001661272243293553,2.268958200094745,0.5397999423638209,1.4865678112993816,-0.963890202416187,NaN
close,raw,m12_joint_hybrid_synergy_negbin vs m12_poisson,shared,m12_joint_hybrid_synergy_negbin,1209,411,33.99503722084367,35.37810910455481,10.53976440204773,16.915627847871487,1.7828673222928317,0.013991420883268393,3.5971846348576837,4.527649778980809,4.5949107457359375,4.493007852494143,1.0226803283206432
close,raw,m12_joint_hybrid_synergy_negbin vs m12_poisson,shared,m12_poisson,1209,411,33.99503722084367,36.192125333132225,11.39679572812157,16.757721201412075,1.9098432540130537,0.013860811580986001,3.5971846348576837,4.454134366580341,4.5931617507124445,4.382530037158918,1.0480616702606957
close,raw,m12_joint_hybrid_synergy_negbin vs m12_poisson,exclusive,m12_joint_hybrid_synergy_negbin,35,14,40.0,42.374431706784875,-0.7514859411333316,0.05854255072397817,-0.0004399390382715453,0.0016726443063993762,2.5850033767811778,-1.074663585611035,-1.600558958741801,-0.7240666701905243,NaN
close,raw,m12_joint_hybrid_synergy_negbin vs m12_poisson,exclusive,m12_poisson,44,20,45.45454545454545,66.83883342350984,3.1797400377944984,0.06528909658393896,0.002076023544393827,0.0014838431041804309,2.6820453391090777,-0.31179287313972087,0.5718959357170594,-1.0482002138537045,NaN
close,close_std,m00_baseline_grw_negbin vs m00_poisson,shared,m00_baseline_grw_negbin,1246,422,33.86837881219903,35.505380703141405,11.512011215259532,17.895650732426184,2.0601493193605767,0.01436248052361652,3.6002757729354466,4.591397347114261,4.6979981925051035,4.536803224838852,1.0355305177847947
close,close_std,m00_baseline_grw_negbin vs m00_poisson,shared,m00_poisson,1246,422,33.86837881219903,35.98346178498761,11.653552361692325,17.77186031259685,2.0710530471752913,0.014263130266931661,3.6002757729354466,4.498441403564972,4.661904166439344,4.414726250733679,1.0559894094598927
close,close_std,m00_baseline_grw_negbin vs m00_poisson,exclusive,m00_baseline_grw_negbin,49,21,42.857142857142854,36.06484095847364,-4.658557861932244,0.07025407289791873,-0.0032728266363136025,0.0014337565897534434,2.8172761560265593,-1.1986338622614192,-1.2702261589277315,-1.144939639761685,NaN
close,close_std,m00_baseline_grw_negbin vs m00_poisson,exclusive,m00_poisson,46,29,63.04347826086957,66.11995721254443,5.996478296987896,0.09117209956376814,0.005467115163249553,0.001982002164429742,2.351140665275404,0.7456783358216718,1.294259042468625,-0.19013581081136618,NaN
close,close_std,m05_wealth_grw_negbin vs m05_poisson,shared,m05_wealth_grw_negbin,1180,414,35.08474576271187,37.00097660505195,11.31395228499072,15.877641778917742,1.7963888148485048,0.013455628626201475,3.5762690384636207,4.092830125992843,4.1596105735805935,4.056737299228708,1.0253586236336885
close,close_std,m05_wealth_grw_negbin vs m05_poisson,shared,m05_poisson,1180,414,35.08474576271187,37.73642290641003,11.416634916708063,15.714951599054992,1.7941186514014842,0.013317755592419484,3.5762690384636207,4.005973816101146,4.131593874154942,3.9380799466047076,1.0491391566890549
close,close_std,m05_wealth_grw_negbin vs m05_poisson,exclusive,m05_wealth_grw_negbin,47,15,31.914893617021278,34.0190255899057,-9.577409572741097,0.05992984187842501,-0.005739726412992879,0.001275103018689894,2.80830558506688,-0.515499457087642,-0.6047037334441144,-0.4736849525455455,NaN
close,close_std,m05_wealth_grw_negbin vs m05_poisson,exclusive,m05_poisson,53,23,43.39622641509434,62.10971527346574,-11.567728229406693,0.10315285170106737,-0.011932441545662394,0.0019462802207748562,2.5009638551433553,0.23310975478899504,1.3542136732865873,-0.6264032493924924,NaN
