environment,variant,model,likelihood,pair,bet_set,owner,n_bets,n_wins,win_rate_pct,cap_weighted_win_rate_pct,roi_pct,stake_sum,pnl_sum,stake_mean,odds_mean,edge_mean_pp,edge_win_pp,edge_loss_pp,capture_ratio
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,m05_wealth_grw_negbin cal[t25_inv] vs raw vs raw,shared,m05_wealth_grw_negbin cal[t25_inv] vs raw,914,320,35.010940919037196,39.53999081857236,16.816986434086203,8.140203760190893,1.3689369620582776,0.008906131028655244,3.6282763700608913,2.7632669020148533,2.8882062679761367,2.6959594994767873,1.0713092197923073
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,m05_wealth_grw_negbin cal[t25_inv] vs raw vs raw,shared,raw,914,320,35.010940919037196,37.952897742785794,14.514568736158273,15.04887017265192,2.184278605224783,0.016464847016030546,3.6282763700608913,5.149956699438084,5.212568133613504,5.116226633889035,1.018830577028453
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,m05_wealth_grw_negbin cal[t25_inv] vs raw vs raw,exclusive,m05_wealth_grw_negbin cal[t25_inv] vs raw,84,35,41.66666666666667,49.38081337129543,12.73878719147751,0.24304648694274852,0.030961174747998907,0.0028934105588422445,2.5891562670289194,-0.8197890883099227,-0.8873411284611327,-0.7715376310590586,NaN
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,m05_wealth_grw_negbin cal[t25_inv] vs raw vs raw,exclusive,raw,208,78,37.5,43.948342876417556,4.657175053487377,0.7670260399778561,0.03572174538760083,0.0036876251922012314,3.1880917356921734,0.07817566904158037,0.9868071912595465,-0.4670032442891995,NaN
t25,t25_inv,m10_lineup_grw_negbin,NegBin,m10_lineup_grw_negbin cal[t25_inv] vs raw vs raw,shared,m10_lineup_grw_negbin cal[t25_inv] vs raw,984,341,34.65447154471545,35.6199301246481,15.792013922047603,9.979890395550164,1.5760256806703736,0.010142165036128217,3.6827913437836717,3.20062836259802,3.1453888457958246,3.2299233474029174,0.9738277065692397
t25,t25_inv,m10_lineup_grw_negbin,NegBin,m10_lineup_grw_negbin cal[t25_inv] vs raw vs raw,shared,raw,984,341,34.65447154471545,34.452956478758715,13.106859212943792,16.85593766978565,2.209284019400364,0.017130017957099238,3.6827913437836717,5.834599048716275,5.545704375639987,5.987807576739625,0.9261660974515877
t25,t25_inv,m10_lineup_grw_negbin,NegBin,m10_lineup_grw_negbin cal[t25_inv] vs raw vs raw,exclusive,m10_lineup_grw_negbin cal[t25_inv] vs raw,87,40,45.97701149425287,47.925879810871166,8.428181230834083,0.23771840849093967,0.020035338286670874,0.002732395499895858,2.455979613905682,-0.6864465250182006,-0.6408789574322504,-0.7252274336019877,NaN
t25,t25_inv,m10_lineup_grw_negbin,NegBin,m10_lineup_grw_negbin cal[t25_inv] vs raw vs raw,exclusive,raw,169,62,36.68639053254438,38.12440572400493,-3.5124104713544724,0.5993717452568885,-0.021052395942743003,0.0035465783743011156,3.2402794683077283,-0.12419632614312659,0.5506675017899113,-0.5152389180295597,NaN
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,m12_joint_hybrid_synergy_negbin cal[t25_inv] vs raw vs raw,shared,m12_joint_hybrid_synergy_negbin cal[t25_inv] vs raw,917,319,34.78735005452563,38.279985090316075,17.42545025977394,8.464703689525317,1.4750127310554837,0.009230865528380934,3.6557537526369686,2.8847823592438355,2.980947607571878,2.833483506038743,1.052043395071423
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,m12_joint_hybrid_synergy_negbin cal[t25_inv] vs raw vs raw,shared,raw,917,319,34.78735005452563,37.35152918498917,16.83452227911516,15.200825473032058,2.558986350866994,0.016576690810285778,3.6557537526369686,5.3508067798706875,5.41775241997009,5.315094975202276,1.0193143199221772
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,m12_joint_hybrid_synergy_negbin cal[t25_inv] vs raw vs raw,exclusive,m12_joint_hybrid_synergy_negbin cal[t25_inv] vs raw,94,48,51.06382978723404,55.775871637822746,28.48610538329584,0.24190279967065695,0.06890868643932636,0.002573434039049542,2.4858545623323036,-0.6881314190714674,-0.5606674595041647,-0.8211372899243045,NaN
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,m12_joint_hybrid_synergy_negbin cal[t25_inv] vs raw vs raw,exclusive,raw,202,67,33.16831683168317,38.63834860599023,-8.56641072692987,0.7440153229743879,-0.06373540843727989,0.003683244173140534,3.205017084530779,0.23139118357247018,0.9479827351131012,-0.12425054941436152,NaN
t25,t25_inv,m00_poisson,Poisson,m00_poisson cal[t25_inv] vs raw vs raw,shared,m00_poisson cal[t25_inv] vs raw,954,335,35.115303983228515,38.236270136913916,17.342203763312437,9.574310377540819,1.6603964146050971,0.010035964756332096,3.6555207083491092,3.0604534415618305,3.1924137470308604,2.9890371211545212,1.0680408498231646
t25,t25_inv,m00_poisson,Poisson,m00_poisson cal[t25_inv] vs raw vs raw,shared,raw,954,335,35.115303983228515,36.88831075580411,13.447881071955651,16.757292928521043,2.253500823906744,0.017565296570776774,3.6555207083491092,5.747219814035189,5.744242440283232,5.748831155241822,0.9992018003599904
t25,t25_inv,m00_poisson,Poisson,m00_poisson cal[t25_inv] vs raw vs raw,exclusive,m00_poisson cal[t25_inv] vs raw,73,37,50.68493150684932,62.82645753566185,37.16642728995707,0.21922046711358448,0.08147641551447461,0.0030030200974463625,2.4350905401658087,-0.34486550094439666,-0.32614676820950106,-0.3641041984774839,NaN
t25,t25_inv,m00_poisson,Poisson,m00_poisson cal[t25_inv] vs raw vs raw,exclusive,raw,201,67,33.33333333333333,32.46156324755648,-12.301479729089975,0.6163784108976287,-0.0758236652710587,0.0030665592581971576,3.1941159818227063,-0.00989531035379839,0.1644961534859161,-0.09709104227365563,NaN
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,m05_poisson cal[t25_inv] vs raw vs raw,shared,m05_poisson cal[t25_inv] vs raw,887,319,35.963923337091316,41.13638721882408,17.644015779861522,7.627393425335291,1.3457784995582789,0.008599090671178457,3.6116154911303204,2.6276406807655084,2.7701875194497827,2.5475835653776864,1.0873784699734057
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,m05_poisson cal[t25_inv] vs raw vs raw,shared,raw,887,319,35.963923337091316,39.184293308472725,15.210256669383597,14.850245295127229,2.258760425421913,0.01674210292573532,3.6116154911303204,5.1649948231327745,5.252949902870785,5.1155975160263925,1.026849725064196
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,m05_poisson cal[t25_inv] vs raw vs raw,exclusive,m05_poisson cal[t25_inv] vs raw,82,33,40.243902439024396,49.00624785785789,8.387824803125614,0.21615193370995217,0.018130445508159003,0.0026359991915847827,2.63071099734549,-0.5254271439942005,-0.5453062048463199,-0.5120392050529773,NaN
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,m05_poisson cal[t25_inv] vs raw vs raw,exclusive,raw,237,79,33.33333333333333,39.52795501780887,-3.9518478377903095,0.8677131468419298,-0.03429070323169506,0.003661236906506033,3.210796437933467,0.3465946729698423,1.12665129535604,-0.04343363822325661,NaN
t25,t25_inv,m10_poisson,Poisson,m10_poisson cal[t25_inv] vs raw vs raw,shared,m10_poisson cal[t25_inv] vs raw,963,339,35.202492211838006,36.3892988058316,16.56606642742728,9.455479824584014,1.5664010687725722,0.009818774480357232,3.674021342450401,3.117134459323448,3.0735332046449986,3.140821679413184,0.9785761556572173
t25,t25_inv,m10_poisson,Poisson,m10_poisson cal[t25_inv] vs raw vs raw,shared,raw,963,339,35.202492211838006,35.081142704958815,12.923578513330462,16.752300768072445,2.1649967425511045,0.017395950953346256,3.674021342450401,5.930210835839626,5.6430649375516415,6.086208367121074,0.9271889158505675
t25,t25_inv,m10_poisson,Poisson,m10_poisson cal[t25_inv] vs raw vs raw,exclusive,m10_poisson cal[t25_inv] vs raw,83,35,42.168674698795186,51.74794010094278,9.980044510524934,0.2266486854808804,0.022619639693511526,0.0027307070539865108,2.4937209817877557,-0.5888437116657981,-0.6164258227660787,-0.5687317556551769,NaN
t25,t25_inv,m10_poisson,Poisson,m10_poisson cal[t25_inv] vs raw vs raw,exclusive,raw,180,66,36.666666666666664,36.188705394171514,-3.1197977792571745,0.6124243525152517,-0.019106401349400955,0.0034023575139736206,3.237207815386364,-0.21171252761633333,0.41456869556823994,-0.57429639367056,NaN
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,m12_poisson cal[t25_inv] vs raw vs raw,shared,m12_poisson cal[t25_inv] vs raw,905,325,35.91160220994475,39.68688956730952,18.80132079898575,7.911045478358702,1.4873810389398763,0.008741486716418456,3.6540188596479477,2.7485206563867415,2.8363444443892742,2.6993090510404953,1.0507668409795299
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,m12_poisson cal[t25_inv] vs raw vs raw,shared,raw,905,325,35.91160220994475,38.521691752606465,17.694822071631258,15.0988485540111,2.6717143864973334,0.01668381055691834,3.6540188596479477,5.358682153269914,5.4047099861191255,5.332890695207856,1.0134672347542781
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,m12_poisson cal[t25_inv] vs raw vs raw,exclusive,m12_poisson cal[t25_inv] vs raw,79,36,45.56962025316456,55.674033940140575,19.053830025358245,0.238063229610788,0.045360163122917865,0.0030134586026682023,2.4490665201802835,-0.5737863264201601,-0.5217557168231028,-0.6173468367804871,NaN
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,m12_poisson cal[t25_inv] vs raw vs raw,exclusive,raw,213,62,29.107981220657276,36.73605735276556,-14.082838467920496,0.7851998948651355,-0.1105784328441386,0.0036863844829349087,3.237269936752562,0.3651164023538753,1.2848715353593372,-0.012531400602009704,NaN
