environment,variant,model,likelihood,selection_family,n_bets,win_rate_pct,roi_pct,stake_sum,pnl_sum,edge_mean_pp,p_model_mean,p_market_mean,capture_ratio
t25,t25_inv,m00_baseline_grw_negbin,NegBin,O/U 1.5_over_15,16,93.75,27.412349809434346,0.16383481254457147,0.04491097192434895,1.5623182499003185,0.7646899677875804,0.7490667852885773,0.7853858386767518
t25,t25_inv,m00_baseline_grw_negbin,NegBin,O/U 2.5_under_25,194,51.546391752577314,19.090352752001458,2.451462826011622,0.46799290106980235,3.563630189433145,0.5026338288546418,0.4669975269603101,1.2743676181980128
t25,raw,m05_wealth_grw_negbin,Joint Gamma-NegBin,1X2_away,378,27.24867724867725,9.17684602942488,5.27916027034484,0.48446040965611625,5.5535696677044575,0.32880467657382245,0.27326897989677834,0.8021833572978356
t25,raw,m05_wealth_grw_negbin,Joint Gamma-NegBin,1X2_draw,238,24.369747899159663,0.04307434947821963,1.4277033175056728,0.0006149739164945291,0.39082587660075296,0.24887093061741922,0.24496267185141168,1.6269679665528463
t25,raw,m05_wealth_grw_negbin,Joint Gamma-NegBin,1X2_home,288,36.45833333333333,20.09336856674317,5.142872463808262,1.0333763190705392,4.784932987592768,0.39367051314292456,0.3458211832669973,1.0512781504773108
t25,raw,m05_wealth_grw_negbin,Joint Gamma-NegBin,O/U 1.5_over_15,45,86.66666666666667,20.800178313175284,0.5761754452389127,0.11984552000642547,3.8083315713477526,0.7878713841470252,0.7497880684335476,1.4421992805595727
t25,raw,m05_wealth_grw_negbin,Joint Gamma-NegBin,O/U 2.5_under_25,173,53.75722543352601,17.15946167141302,3.3899847157320964,0.5817031279628087,5.674100857146972,0.5269081212360537,0.47016711266458383,1.117458827549597
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,1X2_away,386,26.94300518134715,7.888190575296826,2.801873269088976,0.2210171031440377,2.7550840854803393,0.30444816729788365,0.27689732644308074,0.8498897022382224
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,1X2_draw,118,22.88135593220339,21.057425828928807,0.5063580065183285,0.10662596165143953,0.9674299456807269,0.24011644902902993,0.2304421495722225,1.1808495288992809
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,1X2_home,300,37.333333333333336,21.092994526767626,2.6880275410681187,0.5669855021155047,2.1852825890459004,0.370729958391416,0.34887713250095725,0.9189792866249054
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,O/U 1.5_over_15,26,88.46153846153845,24.604674302719886,0.32403472747727996,0.07972768932349071,2.1474715143058267,0.7670931649711358,0.7456184498280773,2.1472792160553533
t25,t25_inv,m05_wealth_grw_negbin,Joint Gamma-NegBin,O/U 2.5_under_25,168,52.976190476190474,20.627765961200417,2.062956702980934,0.42554188057180353,3.3793180854290705,0.5007569438561796,0.466963763001889,1.1901789518292878
t25,raw,m10_lineup_grw_negbin,NegBin,1X2_away,350,26.571428571428573,12.258704210259165,5.277426932040572,0.6469441575114087,6.9064040591795575,0.3281698930325148,0.2591058524407194,0.8460235315481827
t25,raw,m10_lineup_grw_negbin,NegBin,1X2_draw,286,26.923076923076923,5.9103547038893565,2.0628414182119257,0.12192124479506646,0.5022743559807623,0.25221193927739644,0.24718919571758916,1.0762000469971893
t25,raw,m10_lineup_grw_negbin,NegBin,1X2_home,292,35.61643835616438,12.888840264297338,6.794422466081808,0.8757222585348161,7.128465058742613,0.4075689989350209,0.3362843483475951,0.9366419022471867
t25,raw,m10_lineup_grw_negbin,NegBin,O/U 1.5_over_15,30,80.0,19.058036482461993,0.23877937795315385,0.045506660962907876,2.696528162132712,0.7754470674904171,0.74848178586909,1.3576219233366174
t25,raw,m10_lineup_grw_negbin,NegBin,O/U 2.5_under_25,195,53.84615384615385,16.16363690547657,3.081839220755085,0.49813730165342035,5.112598750145944,0.5136095560034154,0.46248356850195615,1.0093459885946774
t25,t25_inv,m10_lineup_grw_negbin,NegBin,1X2_away,372,28.49462365591398,8.66194585920363,3.0986801728137734,0.26840599891900657,3.3327552285268043,0.2997304215009863,0.26640286921571826,0.7221709761971553
t25,t25_inv,m10_lineup_grw_negbin,NegBin,1X2_draw,177,25.423728813559322,29.37342066350542,0.9862609720798354,0.2896985841689878,1.0094325130141395,0.2478677376631088,0.23777341253296738,1.2005681780498998
t25,t25_inv,m10_lineup_grw_negbin,NegBin,1X2_home,313,36.102236421725244,12.707713848755287,3.770499030164014,0.4791442274233362,3.2406993995382654,0.3772110430547754,0.3448040490593932,0.8654247862567974
t25,t25_inv,m10_lineup_grw_negbin,NegBin,O/U 1.5_over_15,16,93.75,31.337527755987633,0.12413277040851052,0.03890014138104339,1.2186427482125304,0.7612532127707023,0.7490667852885773,0.9843150352977941
t25,t25_inv,m10_lineup_grw_negbin,NegBin,O/U 2.5_under_25,193,52.84974093264248,23.230729975690203,2.2380358585749693,0.519912067064671,3.3026205454793662,0.4963430628395171,0.46331685738472306,1.2080105675831636
t25,raw,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,1X2_away,376,26.595744680851062,14.348583512104575,5.433368474402154,0.7796114130699553,5.983759189191605,0.3324712043218122,0.2726336124298966,0.8579523528746933
t25,raw,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,1X2_draw,245,23.6734693877551,1.4248281535213028,1.5700071840314487,0.022369904370387092,0.6442001863152339,0.24988357598880798,0.24344157412565587,1.2602959523100283
t25,raw,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,1X2_home,282,34.39716312056738,18.30414538338999,5.201947875635709,0.9521721019245274,5.07899312851241,0.3946620092478244,0.34387207796270086,1.1041150410967246
t25,raw,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,O/U 1.5_over_15,43,88.37209302325581,24.10940001809852,0.4959786966936449,0.11957748799042242,3.2567120429847525,0.7816547550533389,0.7490876346234916,1.1975170938741735
t25,raw,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,O/U 2.5_under_25,173,53.75722543352601,19.161789587902238,3.243538565243492,0.6215200350744211,5.62655292110369,0.5209092456542687,0.4646437164432318,1.1779228287048167
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,1X2_away,396,28.030303030303028,8.442879559761208,2.9546298109158937,0.24945583637242924,2.856708200055237,0.3061297722803122,0.2775626902797598,0.7859643881207061
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,1X2_draw,124,23.387096774193548,27.969688033502482,0.6292965939693806,0.17601229413869254,1.1725569826412894,0.24187255965536936,0.23014698982895626,1.1001359855066943
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,1X2_home,297,37.03703703703704,20.322714943820138,2.7939961976571563,0.5678158827910373,2.3179558366817914,0.3729850967941881,0.34980553842737055,0.9275501989229575
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,O/U 1.5_over_15,26,92.3076923076923,28.5319013861336,0.26381632335154426,0.07527181321918595,1.7012026065477248,0.7603766808912655,0.743364654825788,4.26106587682587
t25,t25_inv,m12_joint_hybrid_synergy_negbin,Joint Gamma-NegBin,O/U 2.5_under_25,168,55.35714285714286,23.021601938154937,2.064867563301995,0.4753655909734647,3.40085360535567,0.4988257142532203,0.46481717819966384,1.1507006869759184
t25,raw,m00_poisson,Poisson,1X2_away,341,26.68621700879765,13.84187170691302,4.926713484285466,0.6819493598619787,6.476026289829438,0.32569173004044194,0.2609314671421477,0.8819799138843438
t25,raw,m00_poisson,Poisson,1X2_draw,289,26.643598615916954,8.402815084352136,2.007645917071433,0.16869877396005814,0.468544386714341,0.2532190555640262,0.24853361169688276,1.0510266987505104
t25,raw,m00_poisson,Poisson,1X2_home,300,36.0,12.417324991243921,6.687720524160624,0.8304359919911461,6.58166618122419,0.41025616777531015,0.34443950596306855,0.960156501733652
t25,raw,m00_poisson,Poisson,O/U 1.5_over_15,39,82.05128205128204,16.780346525177087,0.4917194468880103,0.08251222711949223,3.6969221044751595,0.7969861247090432,0.7600169036642913,1.4766831906516458
t25,raw,m00_poisson,Poisson,O/U 2.5_under_25,186,50.53763440860215,12.702364077274254,3.2598719670131344,0.41408080570301004,5.475508796636486,0.5253980099761021,0.47064292200973673,1.1189139635467396
t25,t25_inv,m00_poisson,Poisson,1X2_away,348,27.873563218390807,13.603297051826498,2.7471889025054193,0.37370826698262444,3.1305989586390504,0.29832291259144383,0.2670169230050535,0.8273357255237912
t25,t25_inv,m00_poisson,Poisson,1X2_draw,174,25.287356321839084,33.66199085387839,0.9332605324098019,0.3141540750626443,1.0401494918857879,0.2496067022041673,0.23920520728530953,1.1570178760864187
t25,t25_inv,m00_poisson,Poisson,1X2_home,303,36.96369636963696,14.788741050037503,3.584208409370108,0.5300593003554134,3.132613832935983,0.37861637795103265,0.34729023962167316,0.9051388591327072
t25,t25_inv,m00_poisson,Poisson,O/U 1.5_over_15,30,90.0,20.876092781274142,0.29233833609864246,0.06102882227918564,1.8415866180167741,0.7746916985898037,0.7562758324096358,1.1138092403583388
t25,t25_inv,m00_poisson,Poisson,O/U 2.5_under_25,172,53.48837209302325,20.698197655287007,2.2365346642704362,0.46292236543970455,3.6025195498047875,0.504718814739661,0.46869361924161357,1.231412938024272
t25,raw,m05_poisson,Joint Gamma-Poisson,1X2_away,363,26.446280991735538,8.444221845071766,5.083695992799971,0.42927856756105315,5.622978534904433,0.3285147320853302,0.2722849467362864,0.8575254040760124
t25,raw,m05_poisson,Joint Gamma-Poisson,1X2_draw,252,23.809523809523807,0.8565192464157301,1.499638883763539,0.012844695666168731,0.36522792740007143,0.2503899891916388,0.24673770991763813,1.888867347424569
t25,raw,m05_poisson,Joint Gamma-Poisson,1X2_home,281,36.654804270462634,20.756687435446928,5.058821711394116,1.0500438105506038,4.895205772913642,0.3968264670431282,0.34787440931399216,1.0605724511546433
t25,raw,m05_poisson,Joint Gamma-Poisson,O/U 1.5_over_15,58,84.48275862068965,18.60293568407918,0.8000464384108901,0.14883212438034404,3.856999536028664,0.7912908169556165,0.7527208215953299,1.655232310683906
t25,raw,m05_poisson,Joint Gamma-Poisson,O/U 2.5_under_25,170,52.94117647058824,17.81178537485714,3.27575541560065,0.5834705240320474,5.4767994379947105,0.5256271857360983,0.47085919135615123,1.1493597861615419
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,1X2_away,358,25.41899441340782,7.489989249012035,2.5104353934984798,0.1880313410764291,2.6955268268016948,0.30016277044295103,0.27320750217493434,0.926630826366342
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,1X2_draw,126,23.809523809523807,24.13118702058202,0.5141964103483104,0.12408169743427012,0.8649698446844647,0.242056231563327,0.23340653311648232,1.154868465288348
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,1X2_home,292,38.35616438356164,22.2447007484051,2.4694319259115742,0.5493177421046065,2.130136128361123,0.37556952912162317,0.35426816783801235,0.9529070188565666
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,O/U 1.5_over_15,41,90.2439024390244,22.803972601171346,0.4890803299966655,0.11152974445015801,2.2071898765314306,0.7776324030115914,0.7555605042462771,1.4681734587575133
t25,t25_inv,m05_poisson,Joint Gamma-Poisson,O/U 2.5_under_25,152,53.94736842105263,21.01419839634225,1.8604012992902121,0.3909484200009741,3.2970586788618155,0.5052032439862696,0.4722326571976517,1.1663673489041742
t25,raw,m10_poisson,Poisson,1X2_away,336,25.892857142857146,12.340716422098911,5.109266263862858,0.6305200608732832,7.000479903031802,0.32841203824444026,0.2584072392141222,0.8903643878999585
t25,raw,m10_poisson,Poisson,1X2_draw,291,26.804123711340207,5.006036704163427,2.1486310396160397,0.10756125848022718,0.6006522370160166,0.25382226864659063,0.2478157462764307,1.1002367209228034
t25,raw,m10_poisson,Poisson,1X2_home,287,36.58536585365854,12.678173464203887,6.723142653984792,0.8523716879180728,7.233773895993066,0.41024270650814587,0.3379049675482154,0.9012595580865843
t25,raw,m10_poisson,Poisson,O/U 1.5_over_15,42,80.95238095238095,12.190081692962218,0.42094177856025805,0.05131314668630358,3.118655448197097,0.7838070339183405,0.7526204794363697,1.3189884815125295
t25,raw,m10_poisson,Poisson,O/U 2.5_under_25,187,54.01069518716578,17.015452295678536,2.962743384563748,0.5041241872438162,5.019556655497247,0.5122070925171845,0.4620115259622123,1.016074179845477
t25,t25_inv,m10_poisson,Poisson,1X2_away,349,26.93409742120344,8.961462268823793,2.819536010546105,0.2526716557409888,3.27955259258086,0.29447836124006305,0.26168283531425457,0.79237047087166
t25,t25_inv,m10_poisson,Poisson,1X2_draw,180,25.555555555555554,29.43171758189727,1.0204189944960105,0.30032683661210163,1.142624918761521,0.24991891746960693,0.23849266828199178,1.1449365892377636
t25,t25_inv,m10_poisson,Poisson,1X2_home,304,36.18421052631579,13.119420583876016,3.5749443763579665,0.46901198837402513,3.2219745385917,0.3777433749966649,0.3455236296107481,0.868706083808944
t25,t25_inv,m10_poisson,Poisson,O/U 1.5_over_15,34,85.29411764705883,21.248573417870734,0.2523103916100352,0.05361235880217549,1.4979240548044765,0.7681628469121294,0.7531836063640845,1.584423279236866
t25,t25_inv,m10_poisson,Poisson,O/U 2.5_under_25,179,53.072625698324025,25.47983000481842,2.0149187370547783,0.5133978689367917,3.197097421660313,0.4959552099290248,0.46398423571242237,1.2430806745250211
t25,raw,m12_poisson,Joint Gamma-Poisson,1X2_away,365,26.84931506849315,14.696008090595003,5.243343254826924,0.7705621489470322,5.977487581023798,0.3299643233126743,0.27018944750243656,0.8603253422329891
t25,raw,m12_poisson,Joint Gamma-Poisson,1X2_draw,260,23.46153846153846,1.2130686109738347,1.6528117661757142,0.020049740733959844,0.6707935698782065,0.25197698273974656,0.24526904704096464,1.4038504644876026
t25,raw,m12_poisson,Joint Gamma-Poisson,1X2_home,275,33.45454545454545,19.40787406571643,5.146904092485798,0.9989046645528488,5.244590549775075,0.3952110891949992,0.3427651836972487,1.188216980376677
t25,raw,m12_poisson,Joint Gamma-Poisson,O/U 1.5_over_15,55,87.27272727272727,19.64698527872672,0.729916951239785,0.14340667595701143,3.771052476858483,0.7899193605494493,0.7522088357808646,1.3437898020096697
t25,raw,m12_poisson,Joint Gamma-Poisson,O/U 2.5_under_25,163,53.987730061349694,20.192803184628616,3.1110723841480192,0.6282127234623427,5.653481961676473,0.5223342824722377,0.46579946285547286,1.1726209694824932
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,1X2_away,373,27.882037533512065,9.245265489504247,2.6496412709542425,0.24496637001919427,2.7750443017052184,0.3014045520083235,0.2736541089912717,0.8191491535356459
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,1X2_draw,134,24.62686567164179,28.821901874465226,0.6421881556675901,0.1850908400759508,1.1124949914697528,0.24362625055560228,0.23250130064090468,1.0266619221305098
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,1X2_home,285,36.49122807017544,21.55830199892877,2.584241032666153,0.5571184862024047,2.3666685151765114,0.37293040283476936,0.3492637176830046,1.0000644752681598
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,O/U 1.5_over_15,42,90.47619047619048,25.01125185400453,0.42640638961664024,0.10664957602858571,1.8687040491991946,0.7721443528560727,0.7534573123640808,1.8303905361334079
t25,t25_inv,m12_poisson,Joint Gamma-Poisson,O/U 2.5_under_25,150,54.666666666666664,23.7684586444277,1.846631859064865,0.4389159297366588,3.3662008263876233,0.49942373193046025,0.46576172366658414,1.177338674980742
