model,run_id,portfolio_id,market_on_model_slope,market_on_model_intercept,through_origin_slope,model_on_market_slope,r2,n_inverted,n_inversion_refused,n_favourites,favourite_model,favourite_market,favourite_realized,crps_home,crps_away,crps_all,total_return_pct,sharpe_ann,max_drawdown_pct,flat_roi_pct,n_portfolio_fixtures,n_bets,capital_ge4,capital_le18,stake_fraction_sum
m01_poisson_time_decay,de7fa956-87e8-418f-afb4-61ce01cb9f7d,cd9bdf91-57a1-4c0e-8b7a-a573c831be77,2.535625721396128,-0.1829901613685964,1.7828071541629502,0.2013786091408106,0.5106207810764168,623,87,18,0.4864694054046335,0.7625287930530411,0.7222222222222222,0.6403335633917727,0.6208528640020731,0.6305932136969228,135.37456057843778,1.1841926585289897,-23.7547347398985,12.70385627796083,622,1319,0.5514980185599226,1.1063674681450744e-6,7.977953039242243
m02_joint_gamma_poisson,97c7a3d9-a05a-4029-90cb-e34279b8c791,65bbe823-ca40-4ca9-8dfb-c040b75130a8,1.7214036873046121,-0.03338044731693107,1.6404223028372438,0.34838006124369447,0.5997027220083023,623,87,18,0.51961659163375,0.7625287930530411,0.7222222222222222,0.6386617261650833,0.616991754808219,0.6278267404866512,123.42619474749941,1.2375244287933864,-22.2007875664158,12.281316272392464,622,1308,0.49268164471501846,0.007341116518136134,7.5742824593629425
m03_funnel_shared_kappa,27d5a9f5-303a-4661-ad3d-464ba776d380,643a0807-dc79-469d-ae52-12a659c9eb99,1.9919960409896837,-0.06580108721037212,1.7625963593753924,0.2255995796297904,0.4493934694714794,623,87,18,0.4772130261898673,0.7625287930530411,0.7222222222222222,0.642253609999972,0.6191435041419827,0.6306985570709773,151.66848431187864,1.1890992355423564,-26.497430315299408,12.83323847371105,622,1327,0.5182917769299938,0.0013305384394286086,8.602253088110736
m04_funnel_hierarchical_kappa,b9d1627c-d7a6-4bc5-ab49-84acad0aafdd,f080b402-1e93-42ae-94ea-e13590cd91ab,2.091296751659082,-0.07896023899199342,1.8246147580157963,0.2506150975937975,0.5241105395146325,623,87,18,0.48606021436912555,0.7625287930530411,0.7222222222222222,0.640774605457605,0.6187260762704722,0.6297503408640386,138.68529563883553,1.1819248887688616,-26.06774816089727,12.869445065352192,622,1312,0.5365358573685158,0.0013512535270775153,8.023756957628358
