pair,bet_set,owner,n_bets,n_wins,win_rate_pct,cap_weighted_win_rate_pct,roi_pct,stake_sum,pnl_sum,stake_mean,odds_mean,edge_mean_pp,edge_win_pp,edge_loss_pp,capture_ratio
m10_lineup_grw_negbin vs m10_poisson,exclusive,m10_poisson,44,27,61.36363636363637,77.05174069536564,15.589617529533328,0.07309597870491633,0.011395383509565584,0.001661272243293553,2.268958200094745,0.5397999423638209,1.4865678112993816,-0.963890202416187,NaN
m12_joint_hybrid_synergy_negbin vs m12_poisson,shared,m12_joint_hybrid_synergy_negbin,1209,411,33.99503722084367,35.37810910455481,10.53976440204773,16.915627847871487,1.7828673222928317,0.013991420883268393,3.5971846348576837,4.527649778980809,4.5949107457359375,4.493007852494143,1.0226803283206432
m12_joint_hybrid_synergy_negbin vs m12_poisson,shared,m12_poisson,1209,411,33.99503722084367,36.192125333132225,11.39679572812157,16.757721201412075,1.9098432540130537,0.013860811580986001,3.5971846348576837,4.454134366580341,4.5931617507124445,4.382530037158918,1.0480616702606957
m12_joint_hybrid_synergy_negbin vs m12_poisson,exclusive,m12_joint_hybrid_synergy_negbin,35,14,40.0,42.374431706784875,-0.7514859411333316,0.05854255072397817,-0.0004399390382715453,0.0016726443063993762,2.5850033767811778,-1.074663585611035,-1.600558958741801,-0.7240666701905243,NaN
m12_joint_hybrid_synergy_negbin vs m12_poisson,exclusive,m12_poisson,44,20,45.45454545454545,66.83883342350984,3.1797400377944984,0.06528909658393896,0.002076023544393827,0.0014838431041804309,2.6820453391090777,-0.31179287313972087,0.5718959357170594,-1.0482002138537045,NaN
m12_joint_hybrid_synergy_negbin vs m05_wealth_grw_negbin,shared,m12_joint_hybrid_synergy_negbin,1132,386,34.09893992932862,35.51550567541039,11.06334756622392,16.647172519281277,1.8417345557570024,0.01470598279088452,3.6208522839326354,4.787758206843962,4.8251931691593155,4.768388373796069,1.011912787069822
m12_joint_hybrid_synergy_negbin vs m05_wealth_grw_negbin,shared,m05_wealth_grw_negbin,1132,386,34.09893992932862,36.8003699839601,11.788091422494919,16.34523671206306,1.926791446841196,0.014439255045992102,3.6208522839326354,4.568443605916327,4.772161205376721,4.463034767589635,1.0692637305969357
m12_joint_hybrid_synergy_negbin vs m05_wealth_grw_negbin,exclusive,m12_joint_hybrid_synergy_negbin,112,39,34.82142857142857,29.635925541450288,-18.136867623370208,0.3269978793141861,-0.0593071725024418,0.0029196239224480902,3.041665681415515,0.1479738137861356,0.09169045588690669,0.17804300499257297,0.51499049845138
m12_joint_hybrid_synergy_negbin vs m05_wealth_grw_negbin,exclusive,m05_wealth_grw_negbin,103,45,43.689320388349515,45.42546320580998,5.41022723000885,0.3901837121159114,0.02110982543995438,0.00378819137976613,2.7028145518381437,0.3424889198701251,0.5031089669830185,0.2178699177997768,2.30921722495612
m10_lineup_grw_negbin vs m00_baseline_grw_negbin,shared,m10_lineup_grw_negbin,1194,409,34.25460636515913,33.833841304079684,10.606609216456768,17.974728050394845,1.9065091620262193,0.01505421109748312,3.6444109444010073,5.3195820670607485,5.086104335814326,5.441228426398059,0.9347345741154971
m10_lineup_grw_negbin vs m00_baseline_grw_negbin,shared,m00_baseline_grw_negbin,1194,409,34.25460636515913,35.61472608767339,12.971853761585963,18.0405015339686,2.3401874768430795,0.015109297767142883,3.6444109444010073,5.161480196394319,5.161702131301574,5.161364564066844,1.0000654027109577
m10_lineup_grw_negbin vs m00_baseline_grw_negbin,exclusive,m10_lineup_grw_negbin,107,42,39.25233644859813,43.79062766985881,34.287026816308284,0.3211475253653624,0.11011193814193225,0.003001378741732359,3.123658703501541,-0.1355943097637963,0.10679592935664119,-0.29221569504161743,NaN
m10_lineup_grw_negbin vs m00_baseline_grw_negbin,exclusive,m00_baseline_grw_negbin,106,35,33.0188679245283,32.66167058775668,-29.449628698081465,0.3988334774201753,-0.1174549782238882,0.003762579975662031,2.7136383553794823,0.15262915280690456,0.6642708604770577,-0.09958859041077658,NaN
