frozen_parent_risk,recorded_fill_risk,frozen_venue_stake,recorded_fill_venue_stake,recorded_net_pnl,orders,recorded_fill_risk_pct
427.07,144.77,441.54,146.53,19.14,17,0.33898424145924555759
