order_id,at,archive_ts,market_id,symbol,level,price,venue_stake,risk,policy_name
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:41:00.0,2026-09-05T13:41:00.0,1.261703067,Over 2.5 Goals,3,1.81,2.8065843621399167,2.2733333333333325,staged_t25_t5_no_replenishment
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:41:00.0,2026-09-05T13:41:00.0,1.261708509,home,1,3.85,1.7409523809523808,1.7409523809523808,staged_t25_t5_no_replenishment
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:41:00.0,2026-09-05T13:41:00.0,1.261708509,home,2,3.8,2.653333333333334,2.653333333333334,staged_t25_t5_no_replenishment
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:41:00.0,2026-09-05T13:41:00.0,1.261702727,home,1,3.3,3.4000000000000004,3.4000000000000004,staged_t25_t5_no_replenishment
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:41:00.0,2026-09-05T13:41:00.0,1.261702947,home,1,2.4,2.781428571428571,2.781428571428571,staged_t25_t5_no_replenishment
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:41:00.0,2026-09-05T13:41:00.0,1.261709442,home,1,3.75,2.522857142857143,2.522857142857143,staged_t25_t5_no_replenishment
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:41:00.0,2026-09-05T13:41:00.0,1.261703057,home,1,3.1,5.707142857142856,5.707142857142856,staged_t25_t5_no_replenishment
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261709452,Under 2.5 Goals,1,2.24,1.2257142857142855,1.2257142857142855,staged_t25_t5_no_replenishment
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261708802,Under 2.5 Goals,1,2.42,1.871428571428571,1.871428571428571,staged_t25_t5_no_replenishment
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261708650,home,1,2.86,3.271428571428571,3.271428571428571,staged_t25_t5_no_replenishment
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261703167,home,1,3.5,3.5985714285714288,3.5985714285714288,staged_t25_t5_no_replenishment
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261702837,draw,1,4.2,0.21252100840335975,0.21252100840335975,staged_t25_t5_no_replenishment
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261708509,home,2,3.8,0.3466666666666658,0.3466666666666658,staged_t25_t5_no_replenishment
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261708509,home,3,3.75,2.0,2.0,staged_t25_t5_no_replenishment
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261702947,home,1,2.5,2.781428571428571,2.781428571428571,staged_t25_t5_no_replenishment
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261709442,home,1,3.75,2.522857142857143,2.522857142857143,staged_t25_t5_no_replenishment
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261708519,Under 2.5 Goals,1,2.7599,1.1200000000000003,1.1200000000000003,staged_t25_t5_no_replenishment
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261708519,Under 2.5 Goals,2,2.74,1.6999999999999993,1.6999999999999993,staged_t25_t5_no_replenishment
