match_id,market_id,market_type,symbol,ts,kickoff,bid_prices,bid_volumes,ask_prices,ask_volumes,market_matched
16362431,1.261702727,MATCH_ODDS,away,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[22599, 22400, 22200]","Union{Missing, Int64}[184200, 754599, 182500]","Union{Missing, Int64}[23200, 23800, 24000]","Union{Missing, Int64}[150000, 70000, 70000]",10493400
16362431,1.261702727,MATCH_ODDS,away,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[22599, 22400, 22200]","Union{Missing, Int64}[724200, 154600, 102500]","Union{Missing, Int64}[23200, 23800, 24000]","Union{Missing, Int64}[150000, 70000, 70000]",10493400
16362431,1.261702727,MATCH_ODDS,away,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[22599, 22400, 22200]","Union{Missing, Int64}[824200, 154600, 102500]","Union{Missing, Int64}[23200, 23800, 24000]","Union{Missing, Int64}[150000, 70000, 70000]",10493400
16362431,1.261702727,MATCH_ODDS,away,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[22599, 22400, 22200]","Union{Missing, Int64}[874200, 1062300, 102500]","Union{Missing, Int64}[23200, 24000, 24200]","Union{Missing, Int64}[150000, 70000, 70000]",10493400
16362431,1.261702727,MATCH_ODDS,away,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[22599, 22400, 22200]","Union{Missing, Int64}[850800, 1062300, 102500]","Union{Missing, Int64}[23200, 24000, 24200]","Union{Missing, Int64}[150000, 70000, 70000]",10570900
16362431,1.261702727,MATCH_ODDS,away,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[22799, 22599, 22400]","Union{Missing, Int64}[415600, 180799, 1042300]","Union{Missing, Int64}[23600, 24000, 24200]","Union{Missing, Int64}[70000, 70000, 70000]",10915100
16362431,1.261702727,MATCH_ODDS,draw,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[36500, 36000, 35500]","Union{Missing, Int64}[12100, 20000, 30000]","Union{Missing, Int64}[37500, 38000, 38500]","Union{Missing, Int64}[131800, 26300, 26000]",10493400
16362431,1.261702727,MATCH_ODDS,draw,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[36500, 35500, 35000]","Union{Missing, Int64}[12100, 58200, 30000]","Union{Missing, Int64}[37000, 37500, 38000]","Union{Missing, Int64}[205500, 185300, 26300]",10493400
16362431,1.261702727,MATCH_ODDS,draw,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[36500, 35500, 35000]","Union{Missing, Int64}[12100, 58200, 30000]","Union{Missing, Int64}[37000, 37500, 38000]","Union{Missing, Int64}[127000, 26700, 26300]",10493400
16362431,1.261702727,MATCH_ODDS,draw,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[36500, 35500, 35000]","Union{Missing, Int64}[12100, 58200, 30000]","Union{Missing, Int64}[37000, 37500, 38000]","Union{Missing, Int64}[127000, 26700, 26300]",10493400
16362431,1.261702727,MATCH_ODDS,draw,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[36500, 35500, 35000]","Union{Missing, Int64}[12100, 58200, 30000]","Union{Missing, Int64}[37000, 37500, 38000]","Union{Missing, Int64}[122899, 26700, 26300]",10570900
16362431,1.261702727,MATCH_ODDS,draw,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[35500, 35000, 34500]","Union{Missing, Int64}[20000, 70200, 30000]","Union{Missing, Int64}[37000, 37500, 38000]","Union{Missing, Int64}[152900, 26700, 26300]",10915100
16362431,1.261702727,MATCH_ODDS,home,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[33000, 32500, 32000]","Union{Missing, Int64}[100300, 30800, 121199]","Union{Missing, Int64}[34500, 35000, 35500]","Union{Missing, Int64}[643000, 70000, 50000]",10493400
16362431,1.261702727,MATCH_ODDS,home,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[33000, 32500, 32000]","Union{Missing, Int64}[100300, 30800, 121199]","Union{Missing, Int64}[34500, 35000, 35500]","Union{Missing, Int64}[643000, 70000, 50000]",10493400
16362431,1.261702727,MATCH_ODDS,home,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[33000, 32500, 32000]","Union{Missing, Int64}[100300, 30800, 121199]","Union{Missing, Int64}[34500, 35000, 35500]","Union{Missing, Int64}[643000, 70000, 50000]",10493400
16362431,1.261702727,MATCH_ODDS,home,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[33000, 32500, 32000]","Union{Missing, Int64}[100300, 30800, 121199]","Union{Missing, Int64}[34500, 35000, 35500]","Union{Missing, Int64}[60000, 70000, 50000]",10493400
16362431,1.261702727,MATCH_ODDS,home,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[33000, 32500, 32000]","Union{Missing, Int64}[100300, 30800, 121199]","Union{Missing, Int64}[34500, 35000, 35500]","Union{Missing, Int64}[60000, 70000, 50000]",10570900
16362431,1.261702727,MATCH_ODDS,home,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[33000, 32500, 32000]","Union{Missing, Int64}[100300, 30800, 121199]","Union{Missing, Int64}[34500, 35000, 35500]","Union{Missing, Int64}[60000, 70000, 50000]",10915100
16362431,1.261702737,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19400, 19300, 19200]","Union{Missing, Int64}[20000, 100000, 80000]","Union{Missing, Int64}[20200, 20400, 20600]","Union{Missing, Int64}[80000, 60000, 60000]",720900
16362431,1.261702737,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19400, 19300, 19200]","Union{Missing, Int64}[20000, 100000, 80000]","Union{Missing, Int64}[20200, 20400, 20600]","Union{Missing, Int64}[80000, 60000, 60000]",720900
16362431,1.261702737,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19400, 19300, 19200]","Union{Missing, Int64}[20000, 70000, 110000]","Union{Missing, Int64}[20200, 20400, 20600]","Union{Missing, Int64}[80000, 60000, 60000]",720900
16362431,1.261702737,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19400, 19300, 19200]","Union{Missing, Int64}[20000, 70000, 80000]","Union{Missing, Int64}[20200, 20400, 20600]","Union{Missing, Int64}[80000, 60000, 60000]",720900
16362431,1.261702737,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19800, 19700, 19600]","Union{Missing, Int64}[30000, 30000, 30000]","Union{Missing, Int64}[20800, 21000, 21200]","Union{Missing, Int64}[140000, 110000, 80000]",720900
16362431,1.261702737,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19800, 19700, 19600]","Union{Missing, Int64}[30000, 30000, 30000]","Union{Missing, Int64}[20800, 21000, 21200]","Union{Missing, Int64}[140000, 140000, 50000]",720900
16362431,1.261702737,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19800, 19700, 19600]","Union{Missing, Int64}[30000, 30000, 30000]","Union{Missing, Int64}[20800, 21000, 21200]","Union{Missing, Int64}[170000, 110000, 50000]",720900
16362431,1.261702737,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19800, 19700, 19600]","Union{Missing, Int64}[30000, 30000, 30000]","Union{Missing, Int64}[20800, 21000, 21200]","Union{Missing, Int64}[140000, 110000, 50000]",720900
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[10200, 10100]","Union{Missing, Int64}[17500, 30000]","Union{Missing, Int64}[]","Union{Missing, Int64}[]",1042000
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18600, 10100]","Union{Missing, Int64}[4651100, 30000]","Union{Missing, Int64}[]","Union{Missing, Int64}[]",1044400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:44:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18600, 10100]","Union{Missing, Int64}[4681100, 30000]","Union{Missing, Int64}[10000000]","Union{Missing, Int64}[6700]",1044400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18600, 10100]","Union{Missing, Int64}[4681100, 30000]","Union{Missing, Int64}[10000000]","Union{Missing, Int64}[6700]",1044400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20200, 20000, 18600]","Union{Missing, Int64}[64800, 3359600, 30000]","Union{Missing, Int64}[21800, 24200, 10000000]","Union{Missing, Int64}[470300, 30000, 6700]",1544400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20200, 20000, 18800]","Union{Missing, Int64}[64800, 3359600, 30000]","Union{Missing, Int64}[21600, 21800, 10000000]","Union{Missing, Int64}[30000, 470300, 6700]",1544400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,Yes,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18200, 10100]","Union{Missing, Int64}[11500, 30000]","Union{Missing, Int64}[23000, 23200]","Union{Missing, Int64}[25400, 69500]",1042000
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,Yes,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18200, 10100]","Union{Missing, Int64}[10300, 30000]","Union{Missing, Int64}[19800, 19900, 22400]","Union{Missing, Int64}[113200, 4006200, 296300]",1044400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,Yes,2026-09-05T13:44:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18200, 10100]","Union{Missing, Int64}[10300, 60000]","Union{Missing, Int64}[19800, 19900]","Union{Missing, Int64}[113200, 4006200]",1044400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,Yes,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18200, 10200, 10100]","Union{Missing, Int64}[10300, 30000, 30000]","Union{Missing, Int64}[19800, 19900]","Union{Missing, Int64}[113200, 4006200]",1044400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,Yes,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[17800, 17700, 17600]","Union{Missing, Int64}[15900, 21300, 15700]","Union{Missing, Int64}[19900]","Union{Missing, Int64}[4012799]",1544400
16362432,1.261702836,BOTH_TEAMS_TO_SCORE,Yes,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[18800, 18700, 18600]","Union{Missing, Int64}[20900, 30000, 14800]","Union{Missing, Int64}[19800, 19900, 10000000]","Union{Missing, Int64}[113200, 4006200, 6600]",1544400
16362432,1.261702837,MATCH_ODDS,away,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[14900, 14800, 14700]","Union{Missing, Int64}[157100, 1106200, 80000]","Union{Missing, Int64}[15300, 15500, 15600]","Union{Missing, Int64}[749100, 90000, 966700]",3070400
16362432,1.261702837,MATCH_ODDS,away,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[15900, 15800, 15700]","Union{Missing, Int64}[144300, 213299, 150000]","Union{Missing, Int64}[16500, 16600, 16700]","Union{Missing, Int64}[120000, 120000, 120000]",6513900
16362432,1.261702837,MATCH_ODDS,away,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[16200, 16100, 16000]","Union{Missing, Int64}[3287100, 1362100, 130000]","Union{Missing, Int64}[16299, 16700, 16800]","Union{Missing, Int64}[2079800, 117600, 120000]",18701100
16362432,1.261702837,MATCH_ODDS,away,2026-09-05T13:44:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[16200, 16100, 16000]","Union{Missing, Int64}[3287100, 1492100, 130000]","Union{Missing, Int64}[16299, 16700, 16800]","Union{Missing, Int64}[2094800, 117600, 120000]",18701100
16362432,1.261702837,MATCH_ODDS,away,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[16200, 16100, 16000]","Union{Missing, Int64}[3297100, 1362100, 130000]","Union{Missing, Int64}[16299, 16700, 16800]","Union{Missing, Int64}[2094800, 117600, 120000]",18701100
16362432,1.261702837,MATCH_ODDS,away,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[16200, 16100, 16000]","Union{Missing, Int64}[3287100, 1362100, 130000]","Union{Missing, Int64}[16299, 16700, 16800]","Union{Missing, Int64}[1640400, 117600, 120000]",19676200
16362432,1.261702837,MATCH_ODDS,away,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[16200, 16100, 16000]","Union{Missing, Int64}[3272100, 1362100, 130000]","Union{Missing, Int64}[16299, 16700, 16800]","Union{Missing, Int64}[2490200, 117600, 313800]",19973900
16362432,1.261702837,MATCH_ODDS,draw,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[45000, 44000, 43000]","Union{Missing, Int64}[30000, 69000, 436800]","Union{Missing, Int64}[48000, 49000, 50000]","Union{Missing, Int64}[92800, 300500, 20000]",3070400
16362432,1.261702837,MATCH_ODDS,draw,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[41000, 40000, 39500]","Union{Missing, Int64}[54400, 40000, 40000]","Union{Missing, Int64}[46000, 47000, 48000]","Union{Missing, Int64}[50000, 50000, 163700]",6513900
16362432,1.261702837,MATCH_ODDS,draw,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[41000, 40000, 39500]","Union{Missing, Int64}[78800, 40000, 40000]","Union{Missing, Int64}[45000, 46000, 47000]","Union{Missing, Int64}[380700, 50000, 80000]",18701100
16362432,1.261702837,MATCH_ODDS,draw,2026-09-05T13:44:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[130900, 78800, 40000]","Union{Missing, Int64}[45000, 46000, 47000]","Union{Missing, Int64}[502900, 50000, 50000]",18701100
16362432,1.261702837,MATCH_ODDS,draw,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[198700, 54400, 40000]","Union{Missing, Int64}[44000, 45000, 46000]","Union{Missing, Int64}[285400, 502900, 50000]",18701100
16362432,1.261702837,MATCH_ODDS,draw,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[131600, 54400, 40000]","Union{Missing, Int64}[44000, 45000, 46000]","Union{Missing, Int64}[80000, 450700, 50000]",19676200
16362432,1.261702837,MATCH_ODDS,draw,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[107800, 54400, 40000]","Union{Missing, Int64}[44000, 45000, 46000]","Union{Missing, Int64}[358200, 70000, 50000]",19973900
16362432,1.261702837,MATCH_ODDS,home,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[74000, 72000, 70000]","Union{Missing, Int64}[224400, 20000, 20000]","Union{Missing, Int64}[84000, 86000, 88000]","Union{Missing, Int64}[20000, 20000, 20000]",3070400
16362432,1.261702837,MATCH_ODDS,home,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[62000, 60000, 59000]","Union{Missing, Int64}[60000, 30000, 30000]","Union{Missing, Int64}[72000, 74000, 76000]","Union{Missing, Int64}[30000, 50000, 30000]",6513900
16362432,1.261702837,MATCH_ODDS,home,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[59000, 58000, 57000]","Union{Missing, Int64}[109400, 317300, 40000]","Union{Missing, Int64}[68000, 70000, 72000]","Union{Missing, Int64}[1062700, 40000, 30000]",18701100
16362432,1.261702837,MATCH_ODDS,home,2026-09-05T13:44:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[62000, 59000, 58000]","Union{Missing, Int64}[64700, 34000, 30000]","Union{Missing, Int64}[68000, 70000, 72000]","Union{Missing, Int64}[1102700, 40000, 30000]",18701100
16362432,1.261702837,MATCH_ODDS,home,2026-09-05T13:47:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[60000, 59000, 58000]","Union{Missing, Int64}[143700, 30000, 30000]","Union{Missing, Int64}[68000, 70000, 72000]","Union{Missing, Int64}[1102700, 40000, 30000]",18701100
16362432,1.261702837,MATCH_ODDS,home,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[59000, 58000, 57000]","Union{Missing, Int64}[34000, 30000, 40000]","Union{Missing, Int64}[68000, 70000, 72000]","Union{Missing, Int64}[1102700, 40000, 30000]",19676200
16362432,1.261702837,MATCH_ODDS,home,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[60000, 59000, 58000]","Union{Missing, Int64}[62600, 30000, 30000]","Union{Missing, Int64}[68000, 70000, 72000]","Union{Missing, Int64}[1102700, 40000, 30000]",19973900
16362432,1.261702847,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19000, 18900, 18800]","Union{Missing, Int64}[26800, 80000, 70000]","Union{Missing, Int64}[19800, 19900, 20000]","Union{Missing, Int64}[60000, 70000, 130000]",1230600
16362432,1.261702847,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19300, 19200, 19100]","Union{Missing, Int64}[116199, 70000, 70000]","Union{Missing, Int64}[20000, 20200, 20400]","Union{Missing, Int64}[689400, 130000, 120000]",2862900
16362432,1.261702847,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:44:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19300, 19200, 19100]","Union{Missing, Int64}[116199, 70000, 70000]","Union{Missing, Int64}[20000, 20200, 20400]","Union{Missing, Int64}[689400, 130000, 120000]",2862900
16362432,1.261702847,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19300, 19200, 19100]","Union{Missing, Int64}[116199, 70000, 70000]","Union{Missing, Int64}[20000, 20200, 20400]","Union{Missing, Int64}[689400, 130000, 120000]",2862900
16362432,1.261702847,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[19300, 19200, 19100]","Union{Missing, Int64}[25800, 70000, 70000]","Union{Missing, Int64}[20000, 20200, 20400]","Union{Missing, Int64}[689400, 130000, 120000]",3016900
16362432,1.261702847,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20200, 20000, 19900]","Union{Missing, Int64}[130000, 70000, 60000]","Union{Missing, Int64}[21200, 21400, 21600]","Union{Missing, Int64}[110000, 110000, 110000]",1230600
16362432,1.261702847,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20000, 19900, 19800]","Union{Missing, Int64}[677800, 60000, 60000]","Union{Missing, Int64}[21000, 21200, 21400]","Union{Missing, Int64}[120000, 110000, 110000]",2862900
16362432,1.261702847,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:44:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20000, 19900, 19800]","Union{Missing, Int64}[677800, 60000, 60000]","Union{Missing, Int64}[21000, 21200, 21400]","Union{Missing, Int64}[572500, 110000, 110000]",2862900
16362432,1.261702847,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:50:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20000, 19900, 19800]","Union{Missing, Int64}[677800, 60000, 60000]","Union{Missing, Int64}[21000, 21200, 21400]","Union{Missing, Int64}[120000, 110000, 110000]",2862900
16362432,1.261702847,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20000, 19900, 19800]","Union{Missing, Int64}[600800, 60000, 60000]","Union{Missing, Int64}[21000, 21200, 21400]","Union{Missing, Int64}[150000, 110000, 110000]",3016900
16362433,1.261702946,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:35:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20600, 10100]","Union{Missing, Int64}[10000, 30000]","Union{Missing, Int64}[]","Union{Missing, Int64}[]",0
16362433,1.261702946,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:38:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20600, 10100]","Union{Missing, Int64}[10000, 30000]","Union{Missing, Int64}[]","Union{Missing, Int64}[]",0
16362433,1.261702946,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:41:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20600, 10100]","Union{Missing, Int64}[10000, 30000]","Union{Missing, Int64}[]","Union{Missing, Int64}[]",0
16362433,1.261702946,BOTH_TEAMS_TO_SCORE,No,2026-09-05T13:53:00.000+00:00,2026-09-05T14:00:00.0,"Union{Missing, Int64}[20600, 10100]","Union{Missing, Int64}[10000, 30000]","Union{Missing, Int64}[]","Union{Missing, Int64}[]",0
