policy_name,target_risk,simulated_risk,mean_order_fill_pct,orders_with_fill,orders,portfolio_fill_pct
archive_touch_t25,427.07,130.70999999999998,0.33545462295545575,13,17,0.3060622380406022
archive_sweep3_t25,427.07,199.66320217096336,0.5384080595793568,13,17,0.4675186788371072
staged_t25_t5_no_replenishment,427.07,175.68933216954764,0.4969646502855703,13,17,0.4113829867926748
staged_t25_t5_refreshed_upper_bound,427.07,210.16067545312978,0.5833114564392261,13,17,0.49209889585578426
