order_id,match_id,kickoff,bf_market_id,market_group,selection,venue_selection,side,venue_odds,effective_odds,p_model,risk,venue_stake,quote_ts,bankroll,market_id,market_type,symbol,ts,bid_prices,bid_volumes,ask_prices,ask_volumes,market_matched
0ef6692b-8cee-48da-ae52-a7d903037bc3,16362604,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.24,2.24,0.461742,8.58,8.58,2026-09-05T13:35:00.000+00:00,2400,1.261709452,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:35:00.000+00:00,"Union{Missing, Int64}[22400, 22200, 22000]","Union{Missing, Int64}[50000, 40000, 50000]","Union{Missing, Int64}[23600, 23800, 24000]","Union{Missing, Int64}[80300, 632500, 30000]",920600
0ef6692b-8cee-48da-ae52-a7d903037bc3,16362604,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.24,2.24,0.461742,8.58,8.58,2026-09-05T13:35:00.000+00:00,2400,1.261709452,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:38:00.000+00:00,"Union{Missing, Int64}[22400, 22200, 22000]","Union{Missing, Int64}[50000, 40000, 50000]","Union{Missing, Int64}[23400, 23600, 23800]","Union{Missing, Int64}[30000, 50300, 632500]",920600
0ef6692b-8cee-48da-ae52-a7d903037bc3,16362604,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.24,2.24,0.461742,8.58,8.58,2026-09-05T13:35:00.000+00:00,2400,1.261709452,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:41:00.000+00:00,"Union{Missing, Int64}[22400, 22200, 22000]","Union{Missing, Int64}[50000, 40000, 50000]","Union{Missing, Int64}[23600, 23800, 24000]","Union{Missing, Int64}[80300, 632500, 30000]",920600
0ef6692b-8cee-48da-ae52-a7d903037bc3,16362604,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.24,2.24,0.461742,8.58,8.58,2026-09-05T13:35:00.000+00:00,2400,1.261709452,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:44:00.000+00:00,"Union{Missing, Int64}[22400, 22200, 22000]","Union{Missing, Int64}[50000, 40000, 50000]","Union{Missing, Int64}[23400, 23600, 23800]","Union{Missing, Int64}[30000, 50300, 632500]",920600
0ef6692b-8cee-48da-ae52-a7d903037bc3,16362604,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.24,2.24,0.461742,8.58,8.58,2026-09-05T13:35:00.000+00:00,2400,1.261709452,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:47:00.000+00:00,"Union{Missing, Int64}[22400, 22200, 22000]","Union{Missing, Int64}[50000, 40000, 50000]","Union{Missing, Int64}[23600, 23800, 24000]","Union{Missing, Int64}[80300, 632500, 30000]",920600
0ef6692b-8cee-48da-ae52-a7d903037bc3,16362604,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.24,2.24,0.461742,8.58,8.58,2026-09-05T13:35:00.000+00:00,2400,1.261709452,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:50:00.000+00:00,"Union{Missing, Int64}[22400, 22200, 22000]","Union{Missing, Int64}[50000, 40000, 50000]","Union{Missing, Int64}[23400, 23600, 23800]","Union{Missing, Int64}[30000, 106000, 632500]",920600
0ef6692b-8cee-48da-ae52-a7d903037bc3,16362604,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.24,2.24,0.461742,8.58,8.58,2026-09-05T13:35:00.000+00:00,2400,1.261709452,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:53:00.000+00:00,"Union{Missing, Int64}[22400, 22200, 22000]","Union{Missing, Int64}[50000, 40000, 50000]","Union{Missing, Int64}[23600, 23800, 24000]","Union{Missing, Int64}[136000, 632500, 30000]",923400
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,16362613,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.4,2.4,0.440378,13.1,13.1,2026-09-05T13:35:00.000+00:00,2400,1.261708802,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:35:00.000+00:00,"Union{Missing, Int64}[24000, 23800, 23600]","Union{Missing, Int64}[40000, 40000, 40000]","Union{Missing, Int64}[25000, 25400, 25600]","Union{Missing, Int64}[433200, 60000, 30000]",168200
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,16362613,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.4,2.4,0.440378,13.1,13.1,2026-09-05T13:35:00.000+00:00,2400,1.261708802,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:38:00.000+00:00,"Union{Missing, Int64}[24000, 23800, 23600]","Union{Missing, Int64}[40000, 40000, 40000]","Union{Missing, Int64}[25000, 25400, 25600]","Union{Missing, Int64}[433200, 60000, 30000]",171000
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,16362613,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.4,2.4,0.440378,13.1,13.1,2026-09-05T13:35:00.000+00:00,2400,1.261708802,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:41:00.000+00:00,"Union{Missing, Int64}[24200, 24000, 23800]","Union{Missing, Int64}[70000, 40000, 40000]","Union{Missing, Int64}[25000, 25600, 25800]","Union{Missing, Int64}[433200, 30000, 60000]",173900
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,16362613,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.4,2.4,0.440378,13.1,13.1,2026-09-05T13:35:00.000+00:00,2400,1.261708802,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:44:00.000+00:00,"Union{Missing, Int64}[24200, 24000, 23800]","Union{Missing, Int64}[70000, 40000, 40000]","Union{Missing, Int64}[25000, 25600, 25800]","Union{Missing, Int64}[433200, 30000, 60000]",173900
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,16362613,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.4,2.4,0.440378,13.1,13.1,2026-09-05T13:35:00.000+00:00,2400,1.261708802,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:47:00.000+00:00,"Union{Missing, Int64}[24200, 24000, 23800]","Union{Missing, Int64}[70000, 40000, 40000]","Union{Missing, Int64}[25000, 25600, 25800]","Union{Missing, Int64}[433200, 33400, 60000]",345500
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,16362613,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.4,2.4,0.440378,13.1,13.1,2026-09-05T13:35:00.000+00:00,2400,1.261708802,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:50:00.000+00:00,"Union{Missing, Int64}[24200, 24000, 23800]","Union{Missing, Int64}[70000, 40000, 40000]","Union{Missing, Int64}[25000, 25600, 25800]","Union{Missing, Int64}[433200, 63400, 30000]",345500
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,16362613,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,under_25,back,2.4,2.4,0.440378,13.1,13.1,2026-09-05T13:35:00.000+00:00,2400,1.261708802,OVER_UNDER_25,Under 2.5 Goals,2026-09-05T13:53:00.000+00:00,"Union{Missing, Int64}[24200, 24000, 23800]","Union{Missing, Int64}[70000, 40000, 40000]","Union{Missing, Int64}[25000, 25600, 25800]","Union{Missing, Int64}[433200, 33400, 60000]",362900
4f8e3a10-df5a-440c-8653-d55b2ed825fb,16362433,2026-09-05T14:00:00.000+00:00,,1X2,away,away,back,3.25,3.25,0.311779,6.19,6.19,2026-09-05T13:35:00.000+00:00,2400,1.261702947,MATCH_ODDS,away,2026-09-05T13:35:00.000+00:00,"Union{Missing, Int64}[32500, 32000, 31500]","Union{Missing, Int64}[100800, 80000, 111700]","Union{Missing, Int64}[34000, 34500, 35500]","Union{Missing, Int64}[130000, 1221000, 60000]",4253100
4f8e3a10-df5a-440c-8653-d55b2ed825fb,16362433,2026-09-05T14:00:00.000+00:00,,1X2,away,away,back,3.25,3.25,0.311779,6.19,6.19,2026-09-05T13:35:00.000+00:00,2400,1.261702947,MATCH_ODDS,away,2026-09-05T13:38:00.000+00:00,"Union{Missing, Int64}[32500, 32000, 31500]","Union{Missing, Int64}[100800, 80000, 111700]","Union{Missing, Int64}[34000, 35000, 35500]","Union{Missing, Int64}[260000, 1300700, 60000]",4274400
4f8e3a10-df5a-440c-8653-d55b2ed825fb,16362433,2026-09-05T14:00:00.000+00:00,,1X2,away,away,back,3.25,3.25,0.311779,6.19,6.19,2026-09-05T13:35:00.000+00:00,2400,1.261702947,MATCH_ODDS,away,2026-09-05T13:41:00.000+00:00,"Union{Missing, Int64}[32500, 32000, 31500]","Union{Missing, Int64}[100800, 80000, 111700]","Union{Missing, Int64}[34000, 35000, 35500]","Union{Missing, Int64}[260000, 1300700, 60000]",4862600
4f8e3a10-df5a-440c-8653-d55b2ed825fb,16362433,2026-09-05T14:00:00.000+00:00,,1X2,away,away,back,3.25,3.25,0.311779,6.19,6.19,2026-09-05T13:35:00.000+00:00,2400,1.261702947,MATCH_ODDS,away,2026-09-05T13:44:00.000+00:00,"Union{Missing, Int64}[30000, 29800, 29600]","Union{Missing, Int64}[40000, 40000, 40000]","Union{Missing, Int64}[32500, 33000, 33500]","Union{Missing, Int64}[80000, 1640500, 70000]",5242200
4f8e3a10-df5a-440c-8653-d55b2ed825fb,16362433,2026-09-05T14:00:00.000+00:00,,1X2,away,away,back,3.25,3.25,0.311779,6.19,6.19,2026-09-05T13:35:00.000+00:00,2400,1.261702947,MATCH_ODDS,away,2026-09-05T13:47:00.000+00:00,"Union{Missing, Int64}[30500, 30000, 29800]","Union{Missing, Int64}[132800, 40000, 40000]","Union{Missing, Int64}[32000, 33000, 33500]","Union{Missing, Int64}[450000, 1640500, 70000]",5307600
4f8e3a10-df5a-440c-8653-d55b2ed825fb,16362433,2026-09-05T14:00:00.000+00:00,,1X2,away,away,back,3.25,3.25,0.311779,6.19,6.19,2026-09-05T13:35:00.000+00:00,2400,1.261702947,MATCH_ODDS,away,2026-09-05T13:50:00.000+00:00,"Union{Missing, Int64}[30500, 30000, 29800]","Union{Missing, Int64}[132800, 40000, 40000]","Union{Missing, Int64}[32000, 33000, 33500]","Union{Missing, Int64}[580000, 1640500, 70000]",5307600
4f8e3a10-df5a-440c-8653-d55b2ed825fb,16362433,2026-09-05T14:00:00.000+00:00,,1X2,away,away,back,3.25,3.25,0.311779,6.19,6.19,2026-09-05T13:35:00.000+00:00,2400,1.261702947,MATCH_ODDS,away,2026-09-05T13:53:00.000+00:00,"Union{Missing, Int64}[30000, 29800, 29600]","Union{Missing, Int64}[40000, 40000, 40000]","Union{Missing, Int64}[31500, 32500, 33000]","Union{Missing, Int64}[221000, 70000, 1640500]",5307600
50458b3f-d7ba-4eac-8b89-8e5045b74db5,16362608,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,2.86,2.86,0.369419,11.45,11.45,2026-09-05T13:35:00.000+00:00,2400,1.261708650,MATCH_ODDS,home,2026-09-05T13:35:00.000+00:00,"Union{Missing, Int64}[28600, 28400, 28200]","Union{Missing, Int64}[85000, 50000, 654200]","Union{Missing, Int64}[30500, 31000, 31500]","Union{Missing, Int64}[112899, 72300, 40000]",1433600
50458b3f-d7ba-4eac-8b89-8e5045b74db5,16362608,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,2.86,2.86,0.369419,11.45,11.45,2026-09-05T13:35:00.000+00:00,2400,1.261708650,MATCH_ODDS,home,2026-09-05T13:38:00.000+00:00,"Union{Missing, Int64}[28600, 28400, 28200]","Union{Missing, Int64}[85000, 50000, 654200]","Union{Missing, Int64}[30500, 31000, 31500]","Union{Missing, Int64}[112899, 72300, 40000]",1433600
50458b3f-d7ba-4eac-8b89-8e5045b74db5,16362608,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,2.86,2.86,0.369419,11.45,11.45,2026-09-05T13:35:00.000+00:00,2400,1.261708650,MATCH_ODDS,home,2026-09-05T13:44:00.000+00:00,"Union{Missing, Int64}[28600, 28400, 28200]","Union{Missing, Int64}[135000, 50000, 654200]","Union{Missing, Int64}[30500, 31000, 31500]","Union{Missing, Int64}[112899, 72300, 40000]",1433600
50458b3f-d7ba-4eac-8b89-8e5045b74db5,16362608,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,2.86,2.86,0.369419,11.45,11.45,2026-09-05T13:35:00.000+00:00,2400,1.261708650,MATCH_ODDS,home,2026-09-05T13:50:00.000+00:00,"Union{Missing, Int64}[28600, 28400, 28200]","Union{Missing, Int64}[135000, 50000, 654200]","Union{Missing, Int64}[30500, 31000, 31500]","Union{Missing, Int64}[112899, 72300, 40000]",1433600
5542833b-3e73-411e-a3eb-8f3eb2efb63c,16362436,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,over_25,lay,1.89,2.123596,0.474667,2.77,3.12,2026-09-05T13:35:00.000+00:00,2400,1.261703177,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:35:00.000+00:00,"Union{Missing, Int64}[18700, 18400, 18300]","Union{Missing, Int64}[1148100, 80000, 50000]","Union{Missing, Int64}[18900, 19100, 19200]","Union{Missing, Int64}[133200, 20000, 70000]",1718000
5542833b-3e73-411e-a3eb-8f3eb2efb63c,16362436,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,over_25,lay,1.89,2.123596,0.474667,2.77,3.12,2026-09-05T13:35:00.000+00:00,2400,1.261703177,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:38:00.000+00:00,"Union{Missing, Int64}[18700, 18500, 18400]","Union{Missing, Int64}[1148100, 90000, 80000]","Union{Missing, Int64}[18900, 19100, 19300]","Union{Missing, Int64}[133200, 20000, 60000]",1718000
5542833b-3e73-411e-a3eb-8f3eb2efb63c,16362436,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,over_25,lay,1.89,2.123596,0.474667,2.77,3.12,2026-09-05T13:35:00.000+00:00,2400,1.261703177,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:44:00.000+00:00,"Union{Missing, Int64}[18300, 18200, 18100]","Union{Missing, Int64}[10000, 50000, 50000]","Union{Missing, Int64}[18900, 19000, 19100]","Union{Missing, Int64}[1200900, 80000, 100000]",1718000
5542833b-3e73-411e-a3eb-8f3eb2efb63c,16362436,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,over_25,lay,1.89,2.123596,0.474667,2.77,3.12,2026-09-05T13:35:00.000+00:00,2400,1.261703177,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:47:00.000+00:00,"Union{Missing, Int64}[18300, 18200, 18100]","Union{Missing, Int64}[10000, 50000, 50000]","Union{Missing, Int64}[18900, 19000, 19100]","Union{Missing, Int64}[1200900, 80000, 100000]",1718000
5542833b-3e73-411e-a3eb-8f3eb2efb63c,16362436,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,over_25,lay,1.89,2.123596,0.474667,2.77,3.12,2026-09-05T13:35:00.000+00:00,2400,1.261703177,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:50:00.000+00:00,"Union{Missing, Int64}[18300, 18200, 18100]","Union{Missing, Int64}[10000, 50000, 50000]","Union{Missing, Int64}[18900, 19000, 19100]","Union{Missing, Int64}[1200900, 80000, 100000]",1718000
5542833b-3e73-411e-a3eb-8f3eb2efb63c,16362436,2026-09-05T14:00:00.000+00:00,,OverUnder,under_25,over_25,lay,1.89,2.123596,0.474667,2.77,3.12,2026-09-05T13:35:00.000+00:00,2400,1.261703177,OVER_UNDER_25,Over 2.5 Goals,2026-09-05T13:53:00.000+00:00,"Union{Missing, Int64}[18100, 18000, 17900]","Union{Missing, Int64}[35000, 120000, 1365500]","Union{Missing, Int64}[18900, 19000, 19100]","Union{Missing, Int64}[1067700, 80000, 100000]",1980100
55ce5d62-5170-4539-920c-9064a8ccf235,16362436,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,3.2,3.2,0.351812,25.19,25.19,2026-09-05T13:35:00.000+00:00,2400,1.261703167,MATCH_ODDS,home,2026-09-05T13:35:00.000+00:00,"Union{Missing, Int64}[32000, 31500, 31000]","Union{Missing, Int64}[405400, 90000, 972400]","Union{Missing, Int64}[33500, 34000, 34500]","Union{Missing, Int64}[29900, 99400, 1019000]",3273400
55ce5d62-5170-4539-920c-9064a8ccf235,16362436,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,3.2,3.2,0.351812,25.19,25.19,2026-09-05T13:35:00.000+00:00,2400,1.261703167,MATCH_ODDS,home,2026-09-05T13:38:00.000+00:00,"Union{Missing, Int64}[32000, 31500, 31000]","Union{Missing, Int64}[525400, 90000, 972400]","Union{Missing, Int64}[33500, 34000, 34500]","Union{Missing, Int64}[29900, 99400, 1019000]",3273400
55ce5d62-5170-4539-920c-9064a8ccf235,16362436,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,3.2,3.2,0.351812,25.19,25.19,2026-09-05T13:35:00.000+00:00,2400,1.261703167,MATCH_ODDS,home,2026-09-05T13:41:00.000+00:00,"Union{Missing, Int64}[32000, 31500, 31000]","Union{Missing, Int64}[685400, 90000, 972400]","Union{Missing, Int64}[33500, 34000, 34500]","Union{Missing, Int64}[29900, 99400, 1019000]",3323400
55ce5d62-5170-4539-920c-9064a8ccf235,16362436,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,3.2,3.2,0.351812,25.19,25.19,2026-09-05T13:35:00.000+00:00,2400,1.261703167,MATCH_ODDS,home,2026-09-05T13:44:00.000+00:00,"Union{Missing, Int64}[35000, 33000, 32500]","Union{Missing, Int64}[1000000, 80000, 90000]","Union{Missing, Int64}[36000, 36500, 37000]","Union{Missing, Int64}[77800, 60000, 60000]",8123200
55ce5d62-5170-4539-920c-9064a8ccf235,16362436,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,3.2,3.2,0.351812,25.19,25.19,2026-09-05T13:35:00.000+00:00,2400,1.261703167,MATCH_ODDS,home,2026-09-05T13:47:00.000+00:00,"Union{Missing, Int64}[35000, 34000, 33500]","Union{Missing, Int64}[497600, 826100, 80000]","Union{Missing, Int64}[36000, 36500, 37000]","Union{Missing, Int64}[77800, 60000, 60000]",11453000
55ce5d62-5170-4539-920c-9064a8ccf235,16362436,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,3.2,3.2,0.351812,25.19,25.19,2026-09-05T13:35:00.000+00:00,2400,1.261703167,MATCH_ODDS,home,2026-09-05T13:50:00.000+00:00,"Union{Missing, Int64}[35000, 34000, 33000]","Union{Missing, Int64}[254300, 826100, 80000]","Union{Missing, Int64}[36000, 36500, 37000]","Union{Missing, Int64}[77800, 60000, 60000]",12978100
55ce5d62-5170-4539-920c-9064a8ccf235,16362436,2026-09-05T14:00:00.000+00:00,,1X2,home,home,back,3.2,3.2,0.351812,25.19,25.19,2026-09-05T13:35:00.000+00:00,2400,1.261703167,MATCH_ODDS,home,2026-09-05T13:53:00.000+00:00,"Union{Missing, Int64}[35000, 34000, 33000]","Union{Missing, Int64}[144000, 826100, 80000]","Union{Missing, Int64}[36000, 36500, 37000]","Union{Missing, Int64}[77800, 60000, 60000]",13364200
5fe3eb51-ca97-4709-9b3e-055d7d477033,16362432,2026-09-05T14:00:00.000+00:00,,1X2,draw,draw,back,4.5,4.5,0.252181,25.29,25.29,2026-09-05T13:35:00.000+00:00,2400,1.261702837,MATCH_ODDS,draw,2026-09-05T13:35:00.000+00:00,"Union{Missing, Int64}[45000, 44000, 43000]","Union{Missing, Int64}[30000, 69000, 436800]","Union{Missing, Int64}[48000, 49000, 50000]","Union{Missing, Int64}[92800, 300500, 20000]",3070400
5fe3eb51-ca97-4709-9b3e-055d7d477033,16362432,2026-09-05T14:00:00.000+00:00,,1X2,draw,draw,back,4.5,4.5,0.252181,25.29,25.29,2026-09-05T13:35:00.000+00:00,2400,1.261702837,MATCH_ODDS,draw,2026-09-05T13:38:00.000+00:00,"Union{Missing, Int64}[41000, 40000, 39500]","Union{Missing, Int64}[54400, 40000, 40000]","Union{Missing, Int64}[46000, 47000, 48000]","Union{Missing, Int64}[50000, 50000, 163700]",6513900
5fe3eb51-ca97-4709-9b3e-055d7d477033,16362432,2026-09-05T14:00:00.000+00:00,,1X2,draw,draw,back,4.5,4.5,0.252181,25.29,25.29,2026-09-05T13:35:00.000+00:00,2400,1.261702837,MATCH_ODDS,draw,2026-09-05T13:41:00.000+00:00,"Union{Missing, Int64}[41000, 40000, 39500]","Union{Missing, Int64}[78800, 40000, 40000]","Union{Missing, Int64}[45000, 46000, 47000]","Union{Missing, Int64}[380700, 50000, 80000]",18701100
5fe3eb51-ca97-4709-9b3e-055d7d477033,16362432,2026-09-05T14:00:00.000+00:00,,1X2,draw,draw,back,4.5,4.5,0.252181,25.29,25.29,2026-09-05T13:35:00.000+00:00,2400,1.261702837,MATCH_ODDS,draw,2026-09-05T13:44:00.000+00:00,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[130900, 78800, 40000]","Union{Missing, Int64}[45000, 46000, 47000]","Union{Missing, Int64}[502900, 50000, 50000]",18701100
5fe3eb51-ca97-4709-9b3e-055d7d477033,16362432,2026-09-05T14:00:00.000+00:00,,1X2,draw,draw,back,4.5,4.5,0.252181,25.29,25.29,2026-09-05T13:35:00.000+00:00,2400,1.261702837,MATCH_ODDS,draw,2026-09-05T13:47:00.000+00:00,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[198700, 54400, 40000]","Union{Missing, Int64}[44000, 45000, 46000]","Union{Missing, Int64}[285400, 502900, 50000]",18701100
5fe3eb51-ca97-4709-9b3e-055d7d477033,16362432,2026-09-05T14:00:00.000+00:00,,1X2,draw,draw,back,4.5,4.5,0.252181,25.29,25.29,2026-09-05T13:35:00.000+00:00,2400,1.261702837,MATCH_ODDS,draw,2026-09-05T13:50:00.000+00:00,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[131600, 54400, 40000]","Union{Missing, Int64}[44000, 45000, 46000]","Union{Missing, Int64}[80000, 450700, 50000]",19676200
5fe3eb51-ca97-4709-9b3e-055d7d477033,16362432,2026-09-05T14:00:00.000+00:00,,1X2,draw,draw,back,4.5,4.5,0.252181,25.29,25.29,2026-09-05T13:35:00.000+00:00,2400,1.261702837,MATCH_ODDS,draw,2026-09-05T13:53:00.000+00:00,"Union{Missing, Int64}[42000, 41000, 40000]","Union{Missing, Int64}[107800, 54400, 40000]","Union{Missing, Int64}[44000, 45000, 46000]","Union{Missing, Int64}[358200, 70000, 50000]",19973900
