model,folds,oos,draws,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,min_bfmi,wall_min,sigma0_att,sigma0_def,sup_slope,sup_r2,sup_n,sup_sd,max_win_prob,n_fav70,fav70_model,fav70_market,run_id,failures,g6_pass,g7_failures,gate_pass
m01_poisson_grw_tight,3,50,1600,1.0206082698558856,364.7650778375783,491.6679334567526,0,0.7989110703782082,2.1367046515146892,0.19403765322678979,0.2021632227943105,0.3566076233915229,0.4474520538853222,43,0.2691119075597862,0.5817128700189557,3,0.5098427065290388,0.7497070341964672,cea2a810-4ea8-4a53-83b3-2599d20b0e2c,,true,,true
m02_poisson_grw_loose_var,3,50,1600,1.021126056981511,449.57756791374106,326.6084718841915,0,0.5686796295241554,0.8019354820251465,0.21059276506269897,0.2181351659920505,0.40639682360280727,0.4736239096813347,43,0.2968674155460526,0.577572778227616,3,0.523054981418738,0.7497070341964672,f14b3e33-7337-437f-b395-9af6c03e9c5e,,true,,true
m03_poisson_grw_loose_tdist,3,50,1600,1.0226147886344141,412.74859144821005,461.01303457259155,0,0.5117311887603317,0.8314550161361695,0.1517896331656253,0.1515141767815801,0.36291630225431504,0.47751054134480764,43,0.26434659941005606,0.5676377375504894,3,0.5146891208408698,0.7497070341964672,1c578947-196f-4eab-8785-a98e71f3a731,,true,,true
