pair,bet_set,owner,n_bets,win_rate_pct,roi_pct,edge_mean_pp,capture_ratio
m05_joint_grw_smile_spine_w020 − m05_joint_grw_baseline,shared,m05_joint_grw_smile_spine_w020,946,31.07822410147992,14.13576673232863,4.705707182936316,1.0384894947209697
m05_joint_grw_smile_spine_w020 − m05_joint_grw_baseline,shared,m05_joint_grw_baseline,946,31.07822410147992,13.083622657672464,4.687026207586803,1.0913362106493147
m05_joint_grw_smile_spine_w020 − m05_joint_grw_baseline,exclusive,m05_joint_grw_smile_spine_w020,279,41.21863799283154,15.44344819492995,1.300042063293758,1.635292947061831
m05_joint_grw_smile_spine_w020 − m05_joint_grw_baseline,exclusive,m05_joint_grw_baseline,301,48.17275747508305,5.091840599972019,2.358873080731902,1.7510950175105928
m05_joint_grw_smile_spine_w040 − m05_joint_grw_baseline,shared,m05_joint_grw_smile_spine_w040,936,31.303418803418804,14.490556010743582,4.3831489865833895,1.0520751600158593
m05_joint_grw_smile_spine_w040 − m05_joint_grw_baseline,shared,m05_joint_grw_baseline,936,31.303418803418804,13.524978193267264,4.667185293820342,1.08328354292117
m05_joint_grw_smile_spine_w040 − m05_joint_grw_baseline,exclusive,m05_joint_grw_smile_spine_w040,296,39.52702702702703,14.85970973343762,1.3254881824874432,1.573136238140148
m05_joint_grw_smile_spine_w040 − m05_joint_grw_baseline,exclusive,m05_joint_grw_baseline,311,46.94533762057878,3.58704820449608,2.493447442641729,1.6339868265373783
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_supremacy_w020,shared,m05_joint_grw_smile_spine_w020,1072,31.716417910447763,14.265415191952872,4.399453089850595,1.0656938881622329
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_supremacy_w020,shared,m05_joint_grw_smile_supremacy_w020,1072,31.716417910447763,16.831533893354678,4.263571678419287,1.015361889495228
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_supremacy_w020,exclusive,m05_joint_grw_smile_spine_w020,153,45.09803921568628,15.143466957616155,0.6411569829861152,1.370464728135183
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_supremacy_w020,exclusive,m05_joint_grw_smile_supremacy_w020,181,34.25414364640884,-8.466558797999284,0.7379646048205755,0.8903169784999355
m05_joint_grw_smile_spine_w040 − m05_joint_grw_smile_supremacy_w040,shared,m05_joint_grw_smile_spine_w040,1065,31.83098591549296,14.72855829687905,4.128417873816178,1.0818601238843675
m05_joint_grw_smile_spine_w040 − m05_joint_grw_smile_supremacy_w040,shared,m05_joint_grw_smile_supremacy_w040,1065,31.83098591549296,16.62062251215435,3.978367451941068,1.0206655413960304
m05_joint_grw_smile_spine_w040 − m05_joint_grw_smile_supremacy_w040,exclusive,m05_joint_grw_smile_spine_w040,167,42.51497005988024,10.79626524171682,0.5880653763120071,1.5674138077354467
m05_joint_grw_smile_spine_w040 − m05_joint_grw_smile_supremacy_w040,exclusive,m05_joint_grw_smile_supremacy_w040,185,36.75675675675676,-2.845183278684318,0.7347497694032379,0.706595834614761
m05_joint_grw_smile_spine_w040 − m05_joint_grw_supremacy_w040,shared,m05_joint_grw_smile_spine_w040,1011,32.24530168150346,14.958376017350062,4.172351399142003,1.0322831925123221
m05_joint_grw_smile_spine_w040 − m05_joint_grw_supremacy_w040,shared,m05_joint_grw_supremacy_w040,1011,32.24530168150346,13.23976718639886,4.045199780535165,1.0799469204566157
m05_joint_grw_smile_spine_w040 − m05_joint_grw_supremacy_w040,exclusive,m05_joint_grw_smile_spine_w040,221,38.009049773755656,10.677508683396663,1.252147913691274,1.6399164784588904
m05_joint_grw_smile_spine_w040 − m05_joint_grw_supremacy_w040,exclusive,m05_joint_grw_supremacy_w040,233,54.93562231759657,9.84674668649953,2.4969410829283634,1.6680597439651006
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_spine_w040,shared,m05_joint_grw_smile_spine_w020,1176,33.24829931972789,14.227639375044808,4.079897789859572,1.01252815243382
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_spine_w040,shared,m05_joint_grw_smile_spine_w040,1176,33.24829931972789,14.814278525480805,3.8243485406021627,1.0449910333498507
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_spine_w040,exclusive,m05_joint_grw_smile_spine_w020,49,36.734693877551024,27.06292352636935,0.3336924457521923,0.751742620147823
m05_joint_grw_smile_spine_w020 − m05_joint_grw_smile_spine_w040,exclusive,m05_joint_grw_smile_spine_w040,56,33.92857142857143,-16.15802679221975,-0.04396304088942774,-2.4964847402344006
