model,n_bets_grid,n_bets_reweighted,n_shared,n_only_grid,n_only_reweighted,max_shared_stake_gap,roi_grid_pct,roi_reweighted_pct,delta_roi_pp,return_grid_pct,return_reweighted_pct,delta_return_pp
m05_joint_grw_smile_supremacy_w020,1240,1253,1047,193,206,0.017534623085696876,15.707413913401693,15.691287872071266,-0.016126041330426943,588.421873055331,606.4611760925465,18.039303037215404
m05_joint_grw_smile_supremacy_w040,1237,1250,1035,202,215,0.014982625617537352,15.817992802173645,15.724619922056439,-0.09337288011720624,545.0097874045468,553.4909313352383,8.481143930691474
m05_joint_grw_smile_spine_w020,1283,1225,1141,142,84,0.018565804466332752,14.765519877549007,14.302667135439975,-0.4628527421090318,558.0095163991881,485.0418719458329,-72.9676444533552
m05_joint_grw_smile_spine_w040,1269,1232,1135,134,97,0.018744061093844133,15.021576622636056,14.543256268120428,-0.4783203545156276,538.8007971884437,469.353509772741,-69.44728741570265
