environment,policy,model,level,group,n_bets,win_rate_pct,roi_pct,stake_share_pct,edge_mean_pp,odds_mean,capture_ratio
close,+all_unders,m05_joint_grw_smile_supremacy_w040,family,O/U 1.5_under_15,128,19.53125,-3.512748649980359,3.6499552966538436,3.0318485935698947,4.889429931435094,1.2220244290922253
close,+all_unders,m05_joint_grw_smile_supremacy_w040,family,O/U 3.5_under_35,50,68.0,14.293396052613579,2.0509549995522534,3.2420778696088037,1.5937164180459515,0.8535346443585792
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,BTTS_btts_no,64,39.0625,-0.5273762765105771,2.035932392368937,2.4935518780573926,2.3362258510675464,0.9371292266962868
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,BTTS_btts_yes,66,50.0,-2.071650719824414,2.2672365669054377,1.5569144002545867,1.8676083195726214,0.8616851107440572
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,O/U 0.5_under_05,149,3.3557046979865772,-62.67534707797408,5.073425455140086,3.159798129613029,15.607216940468758,0.7927688940140002
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,O/U 1.5_under_15,128,19.53125,-2.201216883534007,3.0557978417423746,3.0318485935698947,4.889429931435094,1.2220244290922253
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,O/U 2.5_over_25,96,48.95833333333333,6.33350770720029,3.869011568189261,2.8921479151798994,2.0820889676668397,1.065118658279398
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,O/U 3.5_over_35,161,30.434782608695656,-5.6513517430721585,5.268616943170696,2.493910667171144,3.483332271330003,0.8683587180090023
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,O/U 3.5_under_35,50,68.0,16.28246256483177,1.6834032239101517,3.2420778696088037,1.5937164180459515,0.8535346443585792
close,+all_fringe,m05_joint_grw_smile_supremacy_w040,family,O/U 4.5_over_45,93,9.67741935483871,16.257020542611116,3.531123064577205,2.8696960845701054,6.883490157341691,1.8310745081027884
close,+U0.5,m05_joint_grw_smile_spine_w040,family,O/U 0.5_under_05,145,3.4482758620689653,-61.95591577808585,3.8020516234722033,2.2032611316729134,15.720026865920113,0.6753028203931777
