environment,model,policy,family,n_bets,mean_p_model,mean_p_market,realised_win_rate,model_minus_realised,roi_pct
close,m05_joint_grw_smile_supremacy_w040,+all_unders,1X2_home,254,0.3729224409983186,0.3248195157022836,0.38188976377952755,-0.00896732278120893,17.502536874943264
close,m05_joint_grw_smile_supremacy_w040,+all_unders,O/U 0.5_under_05,149,0.09959268650344114,0.06799470520731084,0.03355704697986577,0.06603563952357536,-60.600316404054155
close,m05_joint_grw_smile_supremacy_w040,+all_unders,O/U 1.5_over_15,41,0.7429712164685675,0.7392426602220372,0.6829268292682927,0.06004438720027472,-8.219952545573872
close,m05_joint_grw_smile_supremacy_w040,+all_unders,O/U 1.5_under_15,128,0.24194232129336848,0.2116238353576696,0.1953125,0.046629821293368484,-3.512748649980359
close,m05_joint_grw_smile_supremacy_w040,+all_unders,O/U 2.5_under_25,162,0.4739672909954499,0.4381483750705327,0.4506172839506173,0.023350007044832588,13.75783288921311
close,m05_joint_grw_smile_supremacy_w040,+all_unders,O/U 3.5_under_35,50,0.6634387166619478,0.6310179379658597,0.68,-0.01656128333805229,14.293396052613579
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,1X2_away,321,0.30017056134690223,0.24968228795169142,0.2554517133956386,0.04471884795126363,22.490597706326945
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,1X2_draw,475,0.2738809407170209,0.25397748958831495,0.2631578947368421,0.010723045980178814,2.7781315487477114
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,1X2_home,254,0.3729224409983186,0.3248195157022836,0.38188976377952755,-0.00896732278120893,16.866418576227336
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,BTTS_btts_no,64,0.45390031509250534,0.42896479631193146,0.390625,0.06327531509250534,-0.5273762765105771
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,BTTS_btts_yes,66,0.5534815370159643,0.5379123930134184,0.5,0.05348153701596425,-2.071650719824414
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 0.5_under_05,149,0.09959268650344114,0.06799470520731084,0.03355704697986577,0.06603563952357536,-62.67534707797408
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 1.5_over_15,41,0.7429712164685675,0.7392426602220372,0.6829268292682927,0.06004438720027472,-7.336876726951191
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 1.5_under_15,128,0.24194232129336848,0.2116238353576696,0.1953125,0.046629821293368484,-2.201216883534007
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 2.5_over_25,96,0.5103500164950795,0.48142853734328034,0.4895833333333333,0.02076668316174618,6.33350770720029
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 2.5_under_25,162,0.4739672909954499,0.4381483750705327,0.4506172839506173,0.023350007044832588,13.698641206424524
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 3.5_over_35,161,0.31765372816992393,0.29271462149821265,0.30434782608695654,0.013305902082967391,-5.6513517430721585
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 3.5_under_35,50,0.6634387166619478,0.6310179379658597,0.68,-0.01656128333805229,16.28246256483177
close,m05_joint_grw_smile_supremacy_w040,+all_fringe,O/U 4.5_over_45,93,0.18668018270489478,0.15798322185919367,0.0967741935483871,0.08990598915650769,16.257020542611116
close,m05_joint_grw_smile_spine_w040,P0 Option B,1X2_away,366,0.3094177809250396,0.2586891306545774,0.25136612021857924,0.05805166070646034,20.8827213889248
close,m05_joint_grw_smile_spine_w040,P0 Option B,1X2_draw,327,0.25697623230599503,0.2476974202934891,0.25688073394495414,9.549836104089104e-5,7.001470026699312
close,m05_joint_grw_smile_spine_w040,P0 Option B,1X2_home,302,0.38675241721234715,0.3390684314463355,0.38741721854304634,-0.0006648013306991829,16.369708599617667
close,m05_joint_grw_smile_spine_w040,P0 Option B,O/U 1.5_over_15,2,0.706037152834766,0.6959806260391818,1.0,-0.293962847165234,41.27754036751851
close,m05_joint_grw_smile_spine_w040,P0 Option B,O/U 2.5_under_25,235,0.4890684878603978,0.4510762101898527,0.48936170212765956,-0.00029321426726175437,7.031814852002368
close,m05_joint_grw_smile_spine_w040,+U0.5,1X2_away,362,0.3086971668531366,0.25722170345143136,0.2513812154696133,0.0573159513835233,20.868545548581892
close,m05_joint_grw_smile_spine_w040,+U0.5,1X2_draw,340,0.2567391645791632,0.24807366035838532,0.25588235294117645,0.0008568116379867319,6.025725485431707
close,m05_joint_grw_smile_spine_w040,+U0.5,1X2_home,297,0.38632306035537833,0.33790456164134686,0.3872053872053872,-0.0008823268500088854,16.93039120519801
close,m05_joint_grw_smile_spine_w040,+U0.5,O/U 0.5_under_05,145,0.08947341797681951,0.06744080666009034,0.034482758620689655,0.05499065935612986,-61.95591577808585
