t_s,rss_bytes
0.0,2178060288
2.0,2546094080
4.0,2553348096
6.0,2555097088
8.0,2556215296
10.0,2560864256
12.0,2561265664
14.0,2561454080
16.0,2561605632
18.0,2561925120
20.0,2562347008
22.0,2562449408
24.0,2562519040
26.0,2562666496
28.0,2563473408
30.0,2563485696
32.0,2563571712
34.0,2563641344
36.0,2563641344
38.0,2563768320
40.0,2563784704
42.0,2563854336
44.0,2563932160
46.0,2564333568
48.0,2564333568
50.0,2564546560
52.0,2564628480
54.0,2564628480
56.0,2564644864
58.0,2564644864
60.0,2564784128
62.0,2564784128
64.0,2564792320
66.0,2564886528
68.0,2565099520
70.0,2565160960
72.0,2565160960
74.0,2565234688
76.0,2565234688
78.0,2565308416
80.0,2565419008
82.0,2565435392
84.0,2565435392
86.0,2565468160
88.0,2565521408
90.0,2565529600
92.0,2565668864
94.0,2565672960
96.0,2565672960
98.0,2565672960
100.0,2565672960
102.0,2565722112
104.0,2565881856
106.0,2565881856
108.0,2565890048
110.0,2565955584
112.0,2565955584
114.0,2565967872
116.0,2565980160
118.0,2565992448
120.0,2566062080
122.0,2566062080
124.0,2566062080
126.0,2566062080
128.0,2566168576
130.0,2566365184
132.0,2566365184
134.0,2566365184
136.0,2566365184
138.0,2566430720
140.0,2566430720
142.0,2566430720
144.0,2566430720
146.0,2566434816
148.0,2566434816
150.0,2566504448
152.0,2566574080
154.0,2566574080
156.0,2566574080
158.0,2566574080
160.0,2566586368
162.0,2566586368
164.0,2566586368
166.0,2566590464
168.0,2566590464
170.0,2566668288
172.0,2566668288
174.0,2566713344
176.0,2566713344
178.0,2566729728
180.0,2566742016
182.0,2566742016
184.0,2566742016
186.0,2566770688
188.0,2566770688
190.0,2566770688
192.0,2566770688
194.0,2566770688
196.0,2566770688
198.0,2566770688
200.0,2566770688
202.0,2566791168
204.0,2566791168
206.0,2566791168
208.0,2566791168
210.0,2566791168
212.0,2568019968
214.0,2568110080
216.0,2568110080
218.0,2568110080
220.0,2568110080
222.0,2568110080
224.0,2568110080
226.0,2568110080
228.0,2568167424
230.0,2568175616
232.0,2568175616
234.0,2568175616
236.0,2568175616
238.0,2568175616
240.0,2568192000
242.0,2568192000
244.0,2568192000
246.0,2568192000
248.0,2568192000
250.0,2568192000
252.0,2568192000
254.0,2568192000
256.0,2568245248
258.0,2568257536
260.0,2568499200
262.0,2568503296
264.0,2568503296
266.0,2568503296
268.0,2568572928
270.0,2568687616
272.0,2568699904
274.0,2568699904
276.0,2568835072
278.0,2568835072
280.0,2569048064
282.0,2569060352
284.0,2569060352
286.0,2569060352
288.0,2569060352
290.0,2569060352
292.0,2569060352
294.0,2569138176
296.0,2569138176
298.0,2569277440
300.0,2569277440
302.0,2569277440
304.0,2569277440
306.0,2569277440
308.0,2569302016
310.0,2569302016
312.0,2569302016
314.0,2569302016
316.0,2569306112
318.0,2569306112
320.0,2569306112
322.0,2569306112
324.0,2569306112
326.0,2569306112
328.0,2569584640
330.0,2569584640
332.0,2569584640
334.0,2569584640
336.0,2569584640
338.0,2569584640
340.0,2569584640
342.0,2569584640
344.0,2569584640
346.0,2569584640
348.0,2569584640
350.0,2569682944
352.0,2569768960
354.0,2569768960
356.0,2569768960
358.0,2569768960
360.0,2569768960
362.0,2569768960
364.0,2569768960
366.0,2569768960
368.0,2569768960
370.0,2569838592
372.0,2569838592
374.0,2569838592
376.0,2569838592
378.0,2569838592
380.0,2569838592
382.0,2569838592
384.0,2569838592
386.0,2569838592
388.0,2569838592
390.0,2569838592
392.0,2569838592
394.0,2569977856
396.0,2569977856
398.0,2569990144
400.0,2569998336
402.0,2570125312
404.0,2570125312
406.0,2570125312
408.0,2570125312
410.0,2570141696
412.0,2570141696
414.0,2570141696
416.0,2570141696
418.0,2570141696
420.0,2570141696
422.0,2570141696
424.0,2570211328
426.0,2570211328
428.0,2570211328
430.0,2570231808
432.0,2570231808
434.0,2570231808
436.0,2570231808
438.0,2570231808
440.0,2570231808
442.0,2570231808
444.0,2570231808
446.0,2570231808
448.0,2570231808
450.0,2570231808
452.0,2570231808
454.0,2570231808
456.0,2570231808
458.0,2570231808
460.0,2570231808
462.0,2570293248
464.0,2570293248
466.0,2570293248
468.0,2570293248
470.0,2570293248
472.0,2570293248
474.0,2570362880
476.0,2570362880
478.0,2570362880
480.0,2578808832
482.0,2585649152
484.0,2586398720
486.0,2587058176
488.0,2587611136
490.0,2616426496
492.0,2618646528
494.0,2620514304
496.0,2620858368
498.0,2620923904
500.0,2621014016
502.0,2636922880
504.0,2638159872
506.0,2639101952
508.0,2584166400
510.0,2584563712
512.0,2592706560
514.0,2586841088
516.0,2638811136
518.0,2708344832
520.0,2703507456
522.0,2631581696
524.0,2639790080
526.0,2635067392
528.0,2797113344
530.0,2783723520
532.0,2649030656
534.0,2642264064
536.0,2684129280
538.0,2679259136
540.0,2869002240
542.0,2869837824
544.0,2870734848
546.0,2872598528
548.0,2934550528
550.0,2940108800
552.0,2872999936
554.0,2873008128
556.0,2873008128
558.0,2934706176
560.0,2873024512
562.0,2873028608
564.0,2873032704
