model,config,reps,pass_strict,pass_production,wall_s_median,wall_s_max,core_s_median,max_rhat_worst,min_ess_bulk_median,min_ess_bulk_worst,min_ess_tail_median,min_ess_tail_worst,ess_per_wall_s_median,ess_per_wall_s_min,ess_per_wall_s_max,ess_per_core_s_median,divergences,transitions,depth_capped,max_tree_depth,mean_tree_depth,mean_leapfrog,min_bfmi,mean_concurrency,core_s_vs_A,ess_per_wall_vs_A
m00_recombined_control,T,4,0,0,722.9658420085907,745.933376789093,2758.2653687000275,1.1167847435801235,89.8661866289711,87.42031316175272,56.942756282017285,40.28197381671697,0.08013161508442147,0.05750145234646576,0.09013983599425168,0.020669092047557378,0,800,0,8,7.09375,140.6,0.5835151818336463,15.633611122017658,NaN,NaN
