tag,gc_threads,heap_size_hint_gib,queue_wall_s,n_chains,mutator_threads,mutator_cpu_s,mutator_utilisation,other_threads_active,other_cpu_s,other_cpu_share,gc_time_s,gc_wall_share,gc_pauses,gc_full_sweeps,allocated_gib,allocation_gib_per_s,time_to_safepoint_s,mark_time_s,sweep_time_s,max_pause_ms_lifetime,rss_peak_queue_gib,rss_mean_queue_gib,maxrss_process_gib
gcT2_hint48_gc2_20260910,2,48.0,746.0094928741455,16,17,4489.71,0.376143839562829,1,369.32,0.07600693965668046,458.647180287,0.6148007293043595,21762,1298,4247.130991771817,5.693132637506965,3.287312328,323.990765886,134.634231149,310.118119,3.003040313720703,2.5190052580623683,3.129474639892578
