model,policy,t012_mode,n_slates,n_bets,total_return_pct,roi_pct,sharpe_ann,max_drawdown_pct,total_turnover,mean_exposure,n_capped,tau1,tau2,tau3,survivors,n_books,market_signature,pareto
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,113.25147445274762,12.855429394076149,1.4842727679944496,-19.393317259697483,6.504151581987373,0.06504151581987377,0,0.35,0.15,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,117.94191612476519,12.781217884596252,1.523136757115065,-18.775340145732166,6.71632887986142,0.0671632887986142,0,0.35,0.15,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,133.5919910895458,13.036422268697299,1.5219257132975281,-19.078587126805253,7.231617023353478,0.07231617023353479,0,0.35,0.2,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,129.63026965879067,12.752827891251725,1.5029780705649476,-19.464983543730494,7.246405202158297,0.07246405202158293,0,0.35,0.2,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,134.7328977761912,12.688920413562945,1.5415915399056621,-19.748511744517693,7.458582500032338,0.07458582500032337,0,0.35,0.2,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,true
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,150.8215071112012,12.92679548049084,1.5136115732220787,-20.619241172457997,7.980982707094742,0.07980982707094741,0,0.35,0.25,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,true
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,146.23279934357987,12.669292501676132,1.4901738978626673,-21.178097605391383,7.988658822329211,0.07988658822329212,0,0.35,0.25,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,151.76146843401406,12.613330539414381,1.5277917367560814,-21.450314683593522,8.200836120203256,0.08200836120203255,0,0.35,0.25,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,true
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,131.13930625929697,13.230420278346505,1.4594173145233489,-22.612832321410856,7.087130523667707,0.07087130523667705,0,0.4,0.15,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,126.51438675790226,12.91045399365815,1.4440123074418914,-22.111241709541126,7.084896356787461,0.07084896356787461,0,0.4,0.15,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,131.47104700281696,12.840548727611138,1.478460142767094,-21.5141350148223,7.297073654661503,0.07297073654661504,0,0.4,0.15,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,149.28868336831854,13.100221152991152,1.496286616485921,-21.605516871095336,7.836496207408968,0.07836496207408969,0,0.4,0.2,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,143.95282077137762,12.810247114479502,1.4753803696123489,-21.892465830219116,7.827149976958377,0.07827149976958377,0,0.4,0.2,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,149.34589298637974,12.749440751754145,1.5099003659363242,-21.29433422885555,8.039327274832422,0.0803932727483242,0,0.4,0.2,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,167.74120426220676,12.992749333952018,1.5020455528981338,-22.228406540511024,8.585861891150227,0.0858586189115023,0,0.4,0.25,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,true
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,161.63486841755747,12.727399417417397,1.476561612597583,-22.690989629843,8.56940359712929,0.08569403597129294,0,0.4,0.25,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,167.4791317563876,12.673734381989483,1.5105964221269406,-22.962773887097836,8.781580895003335,0.08781580895003337,0,0.4,0.25,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,145.990033832574,13.280162071656592,1.4213787801344346,-25.679689923792125,7.6920097077231935,0.07692009707723196,0,0.45,0.15,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,140.03462694417394,12.95714132616905,1.404345858725402,-24.767864094791307,7.66564113158754,0.07665641131587543,0,0.45,0.15,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,145.26008745502264,12.891131951631275,1.4352090407931621,-24.473791099462204,7.877818429461586,0.07877818429461587,0,0.45,0.15,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,165.37288906255284,13.15487683128227,1.4664165388268244,-24.65297571187656,8.441375391464458,0.08441375391464458,0,0.45,0.2,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,158.55928835411856,12.859734289353407,1.444250346247937,-24.53470905757472,8.407894751758457,0.08407894751758459,0,0.45,0.2,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,164.24576092190807,12.80180643184707,1.475347507352604,-23.953772807513634,8.620072049632503,0.08620072049632505,0,0.45,0.2,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1281,185.08761903879108,13.050021817164458,1.4829988101413452,-23.95221590077296,9.19074107520572,0.09190741075205722,0,0.45,0.25,0.0,under_15;under_35;under_45,628,ou15;ou25;x1x2,true
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,177.34854092132554,12.778130433593985,1.4562839548378101,-24.354621394140064,9.150148371929378,0.09150148371929376,0,0.45,0.25,0.05,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m05_joint_production_wealth,tier_grid,excise_pruned,100,1532,183.5117580415949,12.726644527551562,1.4872076041381814,-24.459548605597014,9.362325669803413,0.0936232566980342,0,0.45,0.25,0.1,under_15;under_35;under_45,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,121.17506279870929,13.771502242409207,1.6167767475422963,-20.451267725551666,6.296437184807943,0.06296437184807946,0,0.3,0.15,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,119.2434689103099,13.408686889294554,1.6123455621110336,-19.784729298440116,6.392332694751788,0.06392332694751787,0,0.3,0.15,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,120.72326997751989,12.966346420716077,1.6121854126850872,-20.222207591411973,6.671846562488674,0.06671846562488674,0,0.3,0.15,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,134.91591752787912,13.27516462453277,1.5770187320139324,-19.838043637990832,7.104816709352561,0.0710481670935256,0,0.3,0.2,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,132.51981036155652,12.953967924131172,1.563858039560018,-19.57098546033479,7.196657973604807,0.07196657973604806,0,0.3,0.2,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,134.1094336023917,12.576217447285268,1.5663651030313726,-19.999529717110054,7.476171841341694,0.07476171841341694,0,0.3,0.2,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,148.32746378946518,12.880234618875996,1.5121880510189147,-19.49475264393849,7.913196233897173,0.07913196233897173,0,0.3,0.25,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,145.42516067224201,12.590673211941324,1.493200812386861,-19.48048753408484,8.000983252457825,0.08000983252457823,0,0.3,0.25,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,147.12550034906076,12.261878753299904,1.497664583468762,-19.899161564279286,8.28049712019471,0.08280497120194712,0,0.3,0.25,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,141.42612772228006,14.02550424207732,1.601394334292369,-24.074360255183937,6.941653620003631,0.06941653620003632,0,0.35,0.15,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,138.93717954455263,13.71231192304345,1.6015139528569058,-22.948032297831144,7.008973193161097,0.07008973193161096,0,0.35,0.15,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,140.52147001882696,13.295751515253434,1.6014106977989166,-23.38016114508891,7.2884870608979835,0.07288487060897983,0,0.35,0.15,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,156.49093284354086,13.543994325010843,1.5832502508795525,-23.256157870844582,7.750033144548246,0.07750033144548246,0,0.35,0.2,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,153.45063687070896,13.26222414399274,1.5743693362057634,-22.73033272398531,7.813298472014117,0.07813298472014114,0,0.35,0.2,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,155.15336556062698,12.902610051371163,1.5762763243600384,-23.153992364093522,8.092812339751001,0.08092812339751002,0,0.35,0.2,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,171.20239099599291,13.153445845040624,1.5371656129362103,-22.913435754793902,8.558412669092856,0.08558412669092857,0,0.35,0.25,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,167.56402024429104,12.896154184438236,1.5214928388134363,-22.631345902607368,8.617623750867134,0.08617623750867134,0,0.35,0.25,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,169.38624320070085,12.580550688524285,1.525065881400844,-23.0456162411382,8.897137618604019,0.08897137618604019,0,0.35,0.25,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,162.76739777380894,14.236303639469117,1.5787720743488776,-27.577063045345813,7.586870055199319,0.07586870055199317,0,0.4,0.15,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,159.6957363430815,13.966832058560376,1.5828047892266206,-26.028706598809237,7.625613691570406,0.07625613691570404,0,0.4,0.15,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,161.38615191458157,13.573766035723493,1.5827712007468002,-26.455083195672852,7.905127559307295,0.07905127559307291,0,0.4,0.15,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,179.2397625073642,13.77150224240919,1.5767422181104582,-26.75796707646352,8.395249579743933,0.08395249579743931,0,0.4,0.2,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,175.52245842718358,13.525383176384702,1.5720053087869759,-25.807877050926898,8.429938970423425,0.08429938970423423,0,0.4,0.2,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,177.34024463624226,13.182784620455177,1.5734973143860156,-26.226230846768516,8.709452838160313,0.0870945283816031,0,0.4,0.2,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,195.33439118310625,13.388350361666257,1.5466811472308373,-26.233001524654092,9.203629104288543,0.09203629104288541,0,0.4,0.25,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,190.9191123108597,13.160836684192777,1.5346959325467346,-25.70133289832769,9.23426424927644,0.09234264249276439,0,0.4,0.25,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,192.8655094826261,12.85791284785335,1.5375798515627164,-26.110760303539365,9.513778117013333,0.09513778117013326,0,0.4,0.25,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,185.17021873155593,14.414058866130878,1.5525121822457126,-30.961338205328232,8.232086490395002,0.08232086490395002,0,0.45,0.15,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,181.49867162337304,14.183268577726034,1.5598785607946475,-29.027110848947977,8.242254189979713,0.08242254189979711,0,0.45,0.15,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,183.29614666070117,13.811545944947008,1.5598947888370598,-29.49479115529321,8.5217680577166,0.085217680577166,0,0.45,0.15,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,203.13403122069658,13.966535761430288,1.562248787160036,-30.168374692313694,9.040466014939614,0.09040466014939615,0,0.45,0.2,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,198.71521885435547,13.752666877674091,1.5613261339199562,-28.803925331795167,9.04657946883273,0.0904657946883273,0,0.45,0.2,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,200.64928386217335,13.42590895217043,1.5625158108063586,-29.216584963784342,9.326093336569617,0.09326093336569617,0,0.45,0.2,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,false
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1310,220.69555515695387,13.592476802989358,1.5453013130100663,-29.473520355557888,9.848845539484222,0.09848845539484227,0,0.45,0.25,0.0,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,215.47093096006037,13.39238233961689,1.5370381566685474,-28.690703561424495,9.850904747685746,0.09850904747685747,0,0.45,0.25,0.05,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,true
m12_joint_hybrid_synergy,tier_grid,excise_pruned,100,1724,217.54303508562586,13.10150883291828,1.539383233781986,-29.09488216115564,10.130418615422636,0.10130418615422636,0,0.45,0.25,0.1,over_25;over_35;over_45;under_15;under_35,628,ou15;ou25;ou35;ou45;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,99.19477082383811,15.748310724378584,1.7149222582149417,-18.07600136111052,4.688084921930848,0.046880849219308504,0,0.3,0.15,0.0,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,99.19477082383811,15.748310724378584,1.7149222582149417,-18.07600136111052,4.688084921930848,0.046880849219308504,0,0.3,0.15,0.05,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,99.19477082383811,15.748310724378584,1.7149222582149417,-18.07600136111052,4.688084921930848,0.046880849219308504,0,0.3,0.15,0.1,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,115.06238951280992,15.703622704857686,1.6863177607307396,-19.961604124952455,5.276392456555838,0.05276392456555838,0,0.3,0.2,0.0,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,115.06238951280992,15.703622704857686,1.6863177607307396,-19.961604124952455,5.276392456555838,0.05276392456555838,0,0.3,0.2,0.05,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,115.06238951280992,15.703622704857686,1.6863177607307396,-19.961604124952455,5.276392456555838,0.05276392456555838,0,0.3,0.2,0.1,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,131.46005812570914,15.667900292658947,1.641152914007011,-21.830017276444355,5.86469999118083,0.05864699991180825,0,0.3,0.25,0.0,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,131.46005812570914,15.667900292658947,1.641152914007011,-21.830017276444355,5.86469999118083,0.05864699991180825,0,0.3,0.25,0.05,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,131.46005812570914,15.667900292658947,1.641152914007011,-21.830017276444355,5.86469999118083,0.05864699991180825,0,0.3,0.25,0.1,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,112.98515556031101,15.77109128803777,1.701166468723235,-20.126155500296576,5.175278641606832,0.051752786416068314,0,0.35,0.15,0.0,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,112.98515556031101,15.77109128803777,1.701166468723235,-20.126155500296576,5.175278641606832,0.051752786416068314,0,0.35,0.15,0.05,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,112.98515556031101,15.77109128803777,1.701166468723235,-20.126155500296576,5.175278641606832,0.051752786416068314,0,0.35,0.15,0.1,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,129.8742738720148,15.727855445157553,1.6878751224593413,-21.77567723675781,5.7635861762318195,0.05763586176231819,0,0.35,0.2,0.0,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,129.8742738720148,15.727855445157553,1.6878751224593413,-21.77567723675781,5.7635861762318195,0.05763586176231819,0,0.35,0.2,0.05,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,129.8742738720148,15.727855445157553,1.6878751224593413,-21.77567723675781,5.7635861762318195,0.05763586176231819,0,0.35,0.2,0.1,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,147.31980945426605,15.69262854363881,1.65489498037818,-23.60914253473996,6.351893710856805,0.06351893710856807,0,0.35,0.25,0.0,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,147.31980945426605,15.69262854363881,1.65489498037818,-23.60914253473996,6.351893710856805,0.06351893710856807,0,0.35,0.25,0.05,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,147.31980945426605,15.69262854363881,1.65489498037818,-23.60914253473996,6.351893710856805,0.06351893710856807,0,0.35,0.25,0.1,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,127.39162929497026,15.78995181577014,1.682014341055111,-22.143798981139433,5.662472361282813,0.05662472361282814,0,0.4,0.15,0.0,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,127.39162929497026,15.78995181577014,1.682014341055111,-22.143798981139433,5.662472361282813,0.05662472361282814,0,0.4,0.15,0.05,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,127.39162929497026,15.78995181577014,1.682014341055111,-22.143798981139433,5.662472361282813,0.05662472361282814,0,0.4,0.15,0.1,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,145.34147371428844,15.748310724378557,1.6807330472274584,-23.57778328527148,6.2507798959078045,0.06250779895907801,0,0.4,0.2,0.0,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,145.34147371428844,15.748310724378557,1.6807330472274584,-23.57778328527148,6.2507798959078045,0.06250779895907801,0,0.4,0.2,0.05,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,145.34147371428844,15.748310724378557,1.6807330472274584,-23.57778328527148,6.2507798959078045,0.06250779895907801,0,0.4,0.2,0.1,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,163.87439553303386,15.71383367879413,1.6585585144291568,-25.36649844098119,6.83908743053279,0.06839087430532788,0,0.4,0.25,0.0,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,163.87439553303386,15.71383367879413,1.6585585144291568,-25.36649844098119,6.83908743053279,0.06839087430532788,0,0.4,0.25,0.05,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,163.87439553303386,15.71383367879413,1.6585585144291568,-25.36649844098119,6.83908743053279,0.06839087430532788,0,0.4,0.25,0.1,,628,ou15;ou25;x1x2,true
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,142.41310459835316,15.805823976153778,1.6600697121303818,-24.129165726845578,6.149666080958793,0.061496660809587954,0,0.45,0.15,0.0,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,142.41310459835316,15.805823976153778,1.6600697121303818,-24.129165726845578,6.149666080958793,0.061496660809587954,0,0.45,0.15,0.05,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,142.41310459835316,15.805823976153778,1.6600697121303818,-24.129165726845578,6.149666080958793,0.061496660809587954,0,0.45,0.15,0.1,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,161.46225363248328,15.76580793812196,1.6679690353107444,-25.534818256929608,6.737973615583784,0.06737973615583784,0,0.45,0.2,0.0,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,161.46225363248328,15.76580793812196,1.6679690353107444,-25.534818256929608,6.737973615583784,0.06737973615583784,0,0.45,0.2,0.05,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,161.46225363248328,15.76580793812196,1.6679690353107444,-25.534818256929608,6.737973615583784,0.06737973615583784,0,0.45,0.2,0.1,,628,ou15;ou25;x1x2,false
m05_joint_grw_smile_spine_w040,tier_grid,excise_pruned,100,1188,181.1213497753291,15.732218553994716,1.6549765715415263,-27.10207719739407,7.326281150208766,0.0732628115020877,0,0.45,0.25,0.0,,628,ou15;ou25;x1x2,true
