match_id,match_date,season,home_team,away_team,side,attacking_team,log_lambda_mkt,pred_onestep,z_surprise,fit_smoothed,z_idio
12476631,2024-08-17,24/25,edinburgh-city-fc,bonnyrigg-rose,home,edinburgh-city-fc,0.5425438708084427,0.09186215172930383,1.206844390633155,0.23427819763975002,3.3206539762503398
12476631,2024-08-17,24/25,edinburgh-city-fc,bonnyrigg-rose,away,bonnyrigg-rose,0.009089660644531185,0.5653252800520581,-1.4900837548177839,0.35139712654227695,-3.687353950407243
12476614,2024-09-14,24/25,peterhead,stirling-albion,away,stirling-albion,-0.3758895215523809,0.09467064392749812,-3.362276413506929,-0.1649622804242983,-2.272119288378216
12476753,2024-10-26,24/25,dumbarton,inverness-caledonian-thistle,home,dumbarton,0.6363541953468912,0.24965877479621482,3.014118861047228,0.3543728680363313,3.037517626069745
12476588,2024-11-02,24/25,elgin-city,stranraer,away,stranraer,-0.208478765306063,0.13846038327991508,-2.524743555211604,-0.033489318780110626,-1.8849954827447328
12476591,2024-11-02,24/25,clyde-fc,bonnyrigg-rose,home,clyde-fc,0.22642560493112054,0.6012958432700258,-2.751343877738765,0.379057319272458,-1.6441568207048178
12476749,2024-11-02,24/25,dumbarton,cove-rangers,home,dumbarton,0.31928244033766673,0.6474679829307284,-2.596627039736742,0.51026770391336,-2.0573032617575713
12476724,2024-12-07,24/25,stenhousemuir,dumbarton,away,dumbarton,0.017130756005644898,0.3556661608781082,-2.514627453932499,0.10787927201839029,-0.9775477672846028
12476723,2024-12-14,24/25,queen-of-the-south,stenhousemuir,home,queen-of-the-south,-0.05259625614576445,0.26823524330300674,-2.5214145962671224,0.17905150007586887,-2.4953217621667965
13159980,2024-12-17,24/25,elgin-city,clyde-fc,home,elgin-city,0.636130497178446,0.24782722647543204,2.9384979642695597,0.4497546313029543,2.007650588321833
13343733,2025-03-04,24/25,dumbarton,arbroath,home,dumbarton,-0.06360521109192575,0.24116672327794472,-2.5037179812185832,0.07655558582934051,-1.5098194451132536
12473327,2025-04-26,24/25,dumbarton,annan-athletic,away,annan-athletic,0.0,0.36729920235970415,-2.9906373777432367,0.2701822536607964,-2.9104173867585814
12473337,2025-05-03,24/25,kelty-hearts-fc,alloa-athletic,away,alloa-athletic,0.7028157640752171,0.254887290438888,3.64503587186246,0.4311982131681522,2.925878483866576
12476453,2025-05-03,24/25,clyde-fc,peterhead,home,clyde-fc,0.36662854963185876,0.0222849611904272,2.744328013783982,0.17825023582333693,2.029221062331152
12476575,2025-05-03,24/25,forfar-athletic,stirling-albion,home,forfar-athletic,0.7251277521538726,0.40819403173375923,2.5684374904094938,0.5092272424893851,2.325691597518638
14035515,2025-09-20,25/26,kelty-hearts-fc,hamilton-academical,home,kelty-hearts-fc,0.7071248851200419,-0.0346111050931209,5.725178269396559,0.19154205940521113,5.553885201351753
14035515,2025-09-20,25/26,kelty-hearts-fc,hamilton-academical,away,hamilton-academical,-0.04784694159170611,0.5893530962140393,-4.915711620236264,0.43656765967948324,-5.218139455263434
14035520,2025-09-27,25/26,montrose,queen-of-the-south,home,montrose,0.6144487150889006,0.20598226283532042,3.219234785350742,0.37138734333987933,2.6182698263960344
14035540,2025-11-01,25/26,inverness-caledonian-thistle,montrose,away,montrose,0.0324890851974487,-0.2365670667161095,2.140276502795013,-0.20304107436104604,2.537143214245574
15363335,2026-01-17,25/26,peterhead,hamilton-academical,away,hamilton-academical,-0.005613162582449175,0.39140364619592904,-2.9584077095215475,0.1706696801049645,-1.898928013935363
14035597,2026-01-31,25/26,stenhousemuir,peterhead,away,peterhead,-0.2790333720075659,0.08045155729769764,-2.746262338132518,-0.08477672096926785,-2.0925428188379653
14035802,2026-03-14,25/26,stirling-albion,forfar-athletic,home,stirling-albion,-0.04207275718532755,0.2818144993351408,-2.6395053290147037,0.12257585273998853,-1.7736034492993906
14035826,2026-04-11,25/26,edinburgh-city-fc,clyde-fc,home,edinburgh-city-fc,-0.16881536400543842,0.16933965283383615,-2.7175372228516053,-0.08947017415723536,-0.8547105406108262
14035826,2026-04-11,25/26,edinburgh-city-fc,clyde-fc,away,clyde-fc,0.914784634811804,0.5359847940717877,3.0319095815477994,0.7416146804725673,1.8653958176167014
14032707,2026-04-18,25/26,east-kilbride,edinburgh-city-fc,away,edinburgh-city-fc,-0.7370872674095155,-0.09962915540103147,-5.090758753847919,-0.4350581477640364,-3.2534734950696653
14035651,2026-04-18,25/26,peterhead,queen-of-the-south,home,peterhead,0.6380946974070085,0.21875181878479374,3.392123846853333,0.35634205761974336,3.0350541920917036
14035651,2026-04-18,25/26,peterhead,queen-of-the-south,away,queen-of-the-south,0.017412328720092785,0.4790208324380263,-3.7279872877440527,0.3489707982850833,-3.571565198950861
