component,observations,total,mean,variance,vmr,zero_rate
non_penalty_non_own_goal,3984,4942,1.2404618473895583,1.3702328772786345,1.1046150916790933,0.3064759036144578
penalty_goal,3984,419,0.1051706827309237,0.106686789840759,1.0144156819226344,0.9008534136546185
own_goal,3984,107,0.026857429718875503,0.028151206382144214,1.0481720208080612,0.9741465863453815
