registry_hash,generated_utc,seed,poisson_refit_replicates,penalty_null_replicates,conversion_null_replicates,repeatability_null_replicates,minimum_pressure_history
7571c87570578c63ac9a72c0f24f0d113b082b52b2559b5237485bca47e79951,2026-09-09T09:07:45.715,20260908,1000,2000,2000,2000,5
