y,pressure,home,season,division,history_matches,pressure_z
0,1.2,1,23/24,56,100,-0.11202419138672362
0,1.3333333333333333,0,23/24,56,51,0.3842874510869303
0,1.588235294117647,1,23/24,56,102,1.3331185322865629
0,1.3176470588235294,0,23/24,56,85,0.32589784609003003
0,1.4158415841584158,1,23/24,56,101,0.6914109922216172
0,1.2549019607843137,0,23/24,56,102,0.09233942610242812
0,1.392156862745098,1,23/24,56,102,0.6032484698253071
0,1.4545454545454546,0,23/24,56,66,0.8354798533357071
0,1.3571428571428572,1,23/24,56,84,0.4729145301000833
0,2.2,0,23/24,56,15,3.610313127165682
1,1.1862745098039216,1,23/24,57,102,-0.16311509575901134
0,0.86,0,23/24,57,50,-1.3776188796945412
0,1.2815533980582525,1,23/24,57,103,0.19154506566026916
0,1.088235294117647,0,23/24,57,102,-0.5280501269896396
0,1.0198019801980198,1,23/24,57,101,-0.7827820052248795
0,1.0576923076923077,0,23/24,57,104,-0.6417414251807195
0,0.9702970297029703,1,23/24,57,101,-0.9670561299056919
0,1.5384615384615385,0,23/24,57,13,1.1478438241233215
0,0.9514563106796117,1,23/24,57,103,-1.0371876414346999
0,0.98,0,23/24,57,100,-0.9309384014682527
0,1.2718446601941749,1,23/24,56,103,0.1554058683927701
0,1.3883495145631068,0,23/24,56,103,0.5890762356027588
0,1.3846153846153846,1,23/24,56,52,0.5751765443460282
0,1.411764705882353,0,23/24,56,102,0.6762354760714332
0,1.313953488372093,1,23/24,56,86,0.31214913095994556
0,1.198019801980198,0,23/24,56,101,-0.11939515637395612
0,2.0625,1,23/24,56,16,3.098491745864726
0,1.5922330097087378,0,23/24,56,103,1.347999378220239
0,1.4776119402985075,1,23/24,56,67,0.9213410940621534
0,1.3411764705882352,0,23/24,56,85,0.4134822535853804
0,1.087378640776699,1,23/24,57,103,-0.531238879689713
0,0.8627450980392157,0,23/24,57,51,-1.3674006988200835
0,1.6428571428571428,1,23/24,57,14,1.5364394782579127
0,1.1941747572815533,0,23/24,57,103,-0.13370770974722324
0,1.2884615384615385,1,23/24,57,104,0.2172594944852204
0,0.9607843137254902,0,23/24,57,102,-1.0024656675894554
1,1.0857142857142856,1,23/24,57,105,-0.5374341706498558
0,0.9801980198019802,0,23/24,57,101,-0.9302013049695294
0,0.9615384615384616,1,23/24,57,104,-0.9996584750415276
0,1.0196078431372548,0,23/24,57,102,-0.7835046488510792
0,1.2692307692307692,1,23/24,56,104,0.14567608451305816
0,1.4150943396226414,0,23/24,56,53,0.6886294960000199
0,2.0,1,23/24,56,17,2.8658456634552008
0,1.2988505747126438,0,23/24,56,87,0.2559309918265031
0,1.3846153846153846,1,23/24,56,104,0.5751765443460282
0,1.5961538461538463,0,23/24,56,104,1.3625940540398067
0,1.3488372093023255,1,23/24,56,86,0.44199810718851806
0,1.196078431372549,0,23/24,56,102,-0.1266215926359487
0,1.4705882352941178,1,23/24,56,68,0.89519649480981
0,1.4077669902912622,0,23/24,56,103,0.661354630137757
0,1.029126213592233,1,23/24,57,103,-0.7480740632947073
0,1.0769230769230769,0,23/24,57,104,-0.5701580152085581
0,0.9514563106796117,1,23/24,57,103,-1.0371876414346999
0,0.9619047619047619,0,23/24,57,105,-0.9982949815182484
0,1.0,1,23/24,57,102,-0.8564916550972045
0,1.2857142857142858,0,23/24,57,105,0.2070332930606259
0,1.4074074074074074,1,23/24,56,54,0.6600161413500718
0,1.3714285714285714,0,23/24,56,105,0.5260907775079746
0,1.203883495145631,1,23/24,56,103,-0.09756851247972416
0,1.5507246376811594,0,23/24,56,69,1.1934912159896274
0,1.6095238095238096,1,23/24,56,105,1.4123615676394998
0,1.2666666666666666,0,23/24,56,105,0.13613162985010333
0,1.4134615384615385,1,23/24,56,104,0.682551659304271
0,1.9444444444444444,0,23/24,56,18,2.6590491457578445
0,1.2924528301886793,1,23/24,57,106,0.23211642863038587
0,1.0192307692307692,0,23/24,57,104,-0.7849082451250431
0,0.9528301886792453,1,23/24,57,106,-1.0320736040855254
0,1.7333333333333334,0,23/24,57,15,1.8732223785078927
0,0.9615384615384616,1,23/24,57,104,-0.9996584750415276
0,1.1826923076923077,0,23/24,57,104,-0.17644926036166886
0,1.0943396226415094,1,23/24,57,106,-0.5053277571205625
0,1.0666666666666667,0,23/24,57,105,-0.6083358338603775
0,1.0,1,23/24,57,103,-0.8564916550972045
0,0.8846153846153846,0,23/24,57,52,-1.2859921149301745
0,1.6415094339622642,1,23/24,56,106,1.5314228511439614
0,1.4181818181818182,0,23/24,56,55,0.7001221326610741
0,1.3563218390804597,1,23/24,56,87,0.46985842392721533
0,1.4190476190476191,0,23/24,56,105,0.7033449355342798
0,1.542857142857143,1,23/24,56,70,1.1642057464026727
0,1.2954545454545454,0,23/24,56,88,0.24328982538418778
0,1.3679245283018868,1,23/24,56,106,0.5130475470116994
0,1.2019230769230769,0,23/24,56,104,-0.10486585038950749
0,0.9439252336448598,1,23/24,57,107,-1.0652208505300496
0,1.0934579439252337,0,23/24,57,107,-0.5086096627091292
0,1.6355140186915889,1,23/24,56,107,1.5091058931417074
0,1.5492957746478873,0,23/24,56,71,1.1881725057977783
0,1.6875,1,23/24,57,16,1.702615251407574
0,1.2990654205607477,0,23/24,57,107,0.2567307205446364
0,1.180952380952381,1,23/24,57,105,-0.18292585459724536
0,0.9537037037037037,0,23/24,57,108,-1.0288220865116675
0,1.019047619047619,1,23/24,57,105,-0.7855899918866828
0,0.9619047619047619,0,23/24,57,105,-0.9982949815182484
0,1.0754716981132075,1,23/24,57,106,-0.5755605367158909
0,1.0192307692307692,0,23/24,57,104,-0.7849082451250431
0,0.9056603773584906,1,23/24,57,53,-1.2076555530738464
0,1.0925925925925926,0,23/24,57,108,-0.5118307922682782
0,1.3928571428571428,1,23/24,56,56,0.6058551486198116
0,1.375,0,23/24,56,88,0.5393848393599474
0,1.2,1,23/24,56,105,-0.11202419138672362
0,1.2547169811320755,0,23/24,56,106,0.0916508694397291
0,2.1052631578947367,1,23/24,56,19,3.2576706443554535
0,1.5277777777777777,0,23/24,56,72,1.1080752630276756
0,1.303370786516854,1,23/24,56,89,0.272756744913076
0,1.3738317757009346,0,23/24,56,107,0.5350363144550966
0,1.4150943396226414,1,23/24,56,106,0.6886294960000199
0,1.6574074074074074,0,23/24,56,108,1.5906004709881731
1,1.3055555555555556,1,23/24,57,108,0.2808891922382527
0,1.1886792452830188,0,23/24,57,106,-0.15416385914392064
0,1.074766355140187,1,23/24,57,107,-0.5781860611867442
0,0.944954128440367,0,23/24,57,109,-1.061390957035869
0,0.9622641509433962,1,23/24,57,106,-0.9969572142878612
0,1.091743119266055,0,23/24,57,109,-0.514992818532764
0,1.588235294117647,1,23/24,57,17,1.3331185322865629
0,1.019047619047619,0,23/24,57,105,-0.7855899918866828
0,1.1775700934579438,1,23/24,57,107,-0.19551586955986186
0,1.0833333333333333,0,23/24,57,108,-0.546296878551171
0,1.0188679245283019,1,23/24,57,106,-0.7862588755018761
0,0.9074074074074074,0,23/24,57,54,-1.2011525179261306
0,0.9545454545454546,1,23/24,57,110,-1.0256888059404954
0,1.2935779816513762,0,23/24,57,109,0.23630462190900625
0,1.2523364485981308,1,23/24,56,107,0.08278972435059836
0,1.288888888888889,0,23/24,56,90,0.2188502369290462
0,2.1,1,23/24,56,20,3.238079395310441
0,1.1886792452830188,0,23/24,56,106,-0.15416385914392064
0,1.5068493150684932,1,23/24,56,73,1.0301724652649735
0,1.3859649122807018,0,23/24,56,57,0.5801999415370575
0,1.3703703703703705,1,23/24,56,108,0.5221517962185015
0,1.4205607476635513,0,23/24,56,107,0.7089773106491338
0,1.3707865168539326,1,23/24,56,89,0.5237008338042491
0,1.651376146788991,0,23/24,56,109,1.5681500845103258
0,0.9532710280373832,1,23/24,57,107,-1.030432651291242
0,1.0188679245283019,0,23/24,57,106,-0.7862588755018761
0,1.0825688073394495,1,23/24,57,109,-0.5491427021892079
0,1.5555555555555556,0,23/24,57,18,1.211473521876354
0,1.0186915887850467,1,23/24,57,107,-0.7869152566195894
0,0.963963963963964,0,23/24,57,111,-0.9906299368468405
0,0.9629629629629629,1,23/24,57,108,-0.9943560002287752
0,1.0727272727272728,0,23/24,57,110,-0.5857762137479385
0,0.8909090909090909,1,23/24,57,55,-1.2625648171211032
0,1.1666666666666667,0,23/24,57,108,-0.23610210200513668
0,1.0093457943925233,1,23/24,57,107,-0.8217034558583973
0,1.631578947368421,0,23/24,57,19,1.4944582303043144
0,1.290909090909091,1,23/24,57,110,0.22637011029985918
0,1.0909090909090908,0,23/24,57,110,-0.5180973534106225
0,1.287037037037037,1,23/24,56,108,0.21195701967246713
0,1.4864864864864864,0,23/24,56,74,0.9543751485228842
0,1.396551724137931,1,23/24,56,58,0.6196076263977148
0,2.0476190476190474,0,23/24,56,21,3.043099821481505
0,1.4074074074074074,1,23/24,56,108,0.6600161413500718
0,1.2747252747252746,0,23/24,56,91,0.16612848736224714
0,1.385321100917431,1,23/24,56,109,0.5778034584734467
0,1.3555555555555556,0,23/24,56,90,0.46700605816587315
0,0.875,1,23/24,57,56,-1.321783819916255
0,0.963302752293578,0,23/24,57,109,-0.9930911897229808
0,1.2844036697247707,1,23/24,56,109,0.20215473825256236
0,1.1869158878504673,0,23/24,56,107,-0.16072767032105392
0,1.55,1,23/24,57,20,1.1907938701066185
0,0.9545454545454546,0,23/24,57,110,-1.0256888059404954
0,1.1559633027522935,1,23/24,57,109,-0.2759436329376552
0,1.0185185185185186,0,23/24,57,108,-0.7875594825314188
0,1.063063063063063,1,23/24,57,111,-0.621749662035341
0,1.2882882882882882,0,23/24,57,111,0.21661459889988505
0,1.0810810810810811,1,23/24,57,111,-0.5546805211605228
0,1.0092592592592593,0,23/24,57,108,-0.8220255688143117
0,1.1944444444444444,1,23/24,56,108,-0.13270384315645914
0,1.3944954128440368,0,23/24,56,109,0.6119533421298914
1,2.0454545454545454,1,23/24,56,22,3.0350428142984915
0,1.3909090909090909,0,23/24,56,110,0.5986038421550992
0,1.3736263736263736,1,23/24,56,91,0.5342717386476502
0,1.2727272727272727,0,23/24,56,110,0.15869124996254227
0,1.2826086956521738,1,23/24,56,92,0.19547323927630103
0,1.3728813559322033,0,23/24,56,59,0.531498531481658
0,1.0892857142857142,1,23/24,57,112,-0.524140108797883
0,1.5238095238095237,0,23/24,57,21,1.0933040831921503
0,1.3695652173913044,1,23/24,56,92,0.5191547452373804
0,1.4054054054054055,0,23/24,56,111,0.6525640145862033
0,1.2688172043010753,1,23/24,56,93,0.14413665634161404
0,1.3818181818181818,0,23/24,56,110,0.5647644119864411
0,1.1636363636363636,1,23/24,57,110,-0.24738191206135657
0,1.4545454545454546,0,23/24,57,22,0.8354798533357071
0,1.018348623853211,1,23/24,57,109,-0.7881918877843167
0,0.9553571428571429,0,23/24,57,112,-1.0226674282468653
0,0.963963963963964,1,23/24,57,111,-0.9906299368468405
0,1.2857142857142858,0,23/24,57,112,0.2070332930606259
0,1.0091743119266054,1,23/24,57,109,-0.8223417714407606
0,1.079646017699115,0,23/24,57,113,-0.5600223111417035
0,0.8947368421052632,1,23/24,57,57,-1.2483166359974576
0,1.0625,0,23/24,57,112,-0.6238455726876792
0,1.3873873873873874,1,23/24,56,111,0.585494873711385
0,1.35,0,23/24,56,60,0.44632640639613763
0,1.2110091743119267,1,23/24,56,109,-0.07104433099899031
0,1.2872340425531914,0,23/24,56,94,0.21269034065720943
0,1.4017857142857142,1,23/24,56,112,0.6390903032497436
0,1.2612612612612613,0,23/24,56,111,0.1160108875876581
0,1.6818181818181819,1,23/24,56,110,1.6814656075521628
0,2.0,0,23/24,56,23,2.8658456634552008
0,1.3763440860215055,1,23/24,56,93,0.5443879809171419
0,1.4933333333333334,0,23/24,56,75,0.9798614220553156
1,1.6936936936936937,1,23/24,56,111,1.7256702685832928
0,1.2363636363636363,0,23/24,56,110,0.02333352928790933
0,0.9734513274336283,1,23/24,57,113,-0.9553147697490384
0,0.8793103448275862,0,23/24,57,58,-1.3057392625087016
0,1.018181818181818,1,23/24,57,110,-0.7888127947598884
0,1.0363636363636364,0,23/24,57,110,-0.7211339344225716
0,1.0701754385964912,1,23/24,57,114,-0.5952750011637024
0,1.162162162162162,0,23/24,57,111,-0.2528693872238419
0,1.2920353982300885,1,23/24,57,113,0.23056260607296694
0,1.009009009009009,0,23/24,57,111,-0.8229570846597958
0,1.4782608695652173,1,23/24,57,23,0.923756627688728
0,0.864406779661017,0,23/24,57,59,-1.3612153593076999
0,0.9649122807017544,1,23/24,57,114,-0.9870999820639555
0,0.9642857142857143,0,23/24,57,112,-0.9894322736169332
0,1.0619469026548674,1,23/24,57,113,-0.6259043875762587
0,1.045045045045045,0,23/24,57,111,-0.6888188029101593
0,1.2589285714285714,1,23/24,56,112,0.10732782917082886
0,1.3839285714285714,0,23/24,56,112,0.5726199939898795
0,1.2947368421052632,1,23/24,56,95,0.2406182914235045
0,1.6964285714285714,0,23/24,56,112,1.7358504060375062
0,2.0,1,23/24,56,24,2.8658456634552008
0,1.3936170212765957,0,23/24,56,94,0.6086836724181037
0,1.486842105263158,1,23/24,56,76,0.9556988815664667
0,1.407079646017699,0,23/24,56,113,0.6587961028975797
0,1.3442622950819672,1,23/24,56,61,0.42496873325690193
0,1.2252252252252251,0,23/24,56,111,-0.018127394161978404
0,1.2831858407079646,1,23/24,56,113,0.197621567855689
0,1.96,0,23/24,56,25,2.716952170713104
0,1.1607142857142858,1,23/24,57,112,-0.2582588717584247
0,1.0446428571428572,0,23/24,57,112,-0.6903158819475433
0,1.5,1,23/24,57,24,1.004677004178998
0,1.0526315789473684,0,23/24,57,114,-0.6605791646470781
0,1.0535714285714286,1,23/24,57,112,-0.6570807273176112
0,0.9646017699115044,0,23/24,57,113,-0.9882558079663164
0,1.0782608695652174,1,23/24,57,115,-0.5651782997322337
0,0.9652173913043478,0,23/24,57,115,-0.9859642574816361
0,0.85,1,23/24,57,60,-1.4148422528800653
0,1.2894736842105263,0,23/24,57,114,0.22102704237849177
0,1.3548387096774193,1,23/24,56,62,0.46433771600203566
0,1.2719298245614035,0,23/24,56,114,0.15572287889511605
0,1.6902654867256637,1,23/24,56,113,1.7129093258504733
0,1.4035087719298245,0,23/24,56,114,0.6455041050204323
0,1.28125,1,23/24,56,96,0.19041571574565946
0,1.8846153846153846,0,23/24,56,26,2.436345203622231
0,1.2232142857142858,1,23/24,56,112,-0.025612789348899417
0,1.4,0,23/24,56,95,0.6324432723237572
0,1.3716814159292035,1,23/24,56,113,0.5270319500284679
0,1.4935064935064934,0,23/24,56,77,0.9805059826299563
1,1.1504424778761062,1,23/24,57,113,-0.29649400540347975
0,1.0775862068965518,0,23/24,57,116,-0.5676896217612416
0,0.8360655737704918,1,23/24,57,61,-1.466710887646779
0,1.48,0,23/24,57,25,0.9302302578079499
0,1.5,1,23/24,56,78,1.004677004178998
0,1.6842105263157894,0,23/24,56,114,1.6903707207544407
0,0.9568965517241379,1,23/24,57,116,-1.0169372291727392
0,1.1754385964912282,0,23/24,57,114,-0.20345002026344883
0,1.2869565217391303,1,23/24,57,115,0.21165731457435485
0,1.4615384615384615,0,23/24,57,26,0.8615101842346745
0,1.0695652173913044,1,23/24,57,115,-0.5975464503283413
0,1.0683760683760684,0,23/24,57,117,-0.6019728640850743
0,1.0353982300884956,1,23/24,57,113,-0.7247275022280926
0,1.0619469026548674,0,23/24,57,113,-0.6259043875762587
0,0.9649122807017544,1,23/24,57,114,-0.9870999820639555
0,0.8387096774193549,0,23/24,57,62,-1.4568686419604955
0,1.2782608695652173,1,23/24,56,115,0.17928916397824718
0,1.6782608695652175,0,23/24,56,115,1.6682240913992097
0,2.0,1,23/24,56,27,2.8658456634552008
0,1.3596491228070176,0,23/24,56,114,0.4822436963119939
0,1.481012658227848,1,23/24,56,79,0.9339997133204077
0,1.247787610619469,0,23/24,56,113,0.0658574149865771
0,1.4,1,23/24,56,115,0.6324432723237572
0,1.3650793650793651,0,23/24,56,63,0.502456889771134
0,1.4166666666666667,1,23/24,56,96,0.6944822276329645
0,1.268041237113402,0,23/24,56,97,0.14124824472096573
0,1.1652173913043478,1,23/24,57,115,-0.24149679377115518
0,0.9652173913043478,0,23/24,57,115,-0.9859642574816361
0,1.4074074074074074,1,23/24,57,27,0.6600161413500718
0,1.076271186440678,0,23/24,57,118,-0.5725845714788006
0,0.9658119658119658,1,23/24,57,117,-0.9837510506032695
0,1.0862068965517242,0,23/24,57,116,-0.5356005069461348
0,0.8253968253968254,1,23/24,57,63,-1.506423567860323
0,1.0614035087719298,0,23/24,57,114,-0.6279270829053902
0,1.043859649122807,1,23/24,57,114,-0.693231246388766
0,1.2758620689655173,0,23/24,57,116,0.17036001898621803
0,1.2551020408163265,1,23/24,56,98,0.09308419147228643
0,1.475,0,23/24,56,80,0.9116185712151883
0,1.9642857142857142,1,23/24,56,28,2.7329050449354715
0,1.2758620689655173,0,23/24,56,116,0.17036001898621803
0,1.3478260869565217,1,23/24,56,115,0.4382343687471103
1,1.422680412371134,0,23/24,56,97,0.7168674176929876
0,1.263157894736842,1,23/24,56,114,0.12307079715342818
0,1.4051724137931034,0,23/24,56,116,0.6516967412128216
0,1.359375,1,23/24,56,64,0.4812233187575661
0,1.6810344827586208,0,23/24,56,116,1.6785484152962442
0,1.2424242424242424,1,23/24,56,99,0.0458931494003483
0,1.4387755102040816,0,23/24,56,98,0.77677880100232
0,1.2735042735042734,1,23/24,57,117,0.16158350895131626
0,0.9661016949152542,0,23/24,57,118,-0.9826725811498285
0,0.9741379310344828,1,23/24,57,116,-0.9527589995425253
0,1.0434782608695652,0,23/24,57,115,-0.6946509021166652
0,1.0854700854700854,1,23/24,57,117,-0.5383431663320419
0,1.1637931034482758,0,23/24,57,116,-0.24679847361017285
0,1.0695652173913044,1,23/24,57,115,-0.5975464503283413
0,1.4285714285714286,0,23/24,57,28,0.7387957671395406
0,1.1176470588235294,1,23/24,57,119,-0.41856961762045086
0,0.828125,0,23/24,57,64,-1.496268381723399
0,1.264957264957265,1,23/24,56,117,0.1297686600748001
0,1.2608695652173914,0,23/24,56,115,0.11455286278603181
0,1.4691358024691359,1,23/24,56,81,0.8897900499026896
1,2.0,0,23/24,56,29,2.8658456634552008
0,1.4017094017094016,1,23/24,56,117,0.6388062420990605
0,1.25,0,23/24,56,100,0.0740926745408968
0,1.6923076923076923,1,23/24,56,117,1.7205111039006142
0,1.353448275862069,0,23/24,56,116,0.45916205232218
0,1.4343434343434343,1,23/24,56,99,0.7602811196275772
0,1.353846153846154,0,23/24,56,65,0.4606430883905699
0,1.1623931623931625,1,23/24,57,117,-0.25200952644339475
0,0.8153846153846154,0,23/24,57,65,-1.5436923908299562
0,0.957983193277311,1,23/24,57,119,-1.0128923827674734
0,1.0603448275862069,0,23/24,57,116,-0.6318678513914561
0,1.0932203389830508,1,23/24,57,118,-0.5094941084524889
0,0.9743589743589743,0,23/24,57,117,-0.9519362017267534
0,1.1166666666666667,1,23/24,57,120,-0.4222189679327571
0,1.2627118644067796,0,23/24,57,118,0.12141052181063063
0,1.3793103448275863,1,23/24,57,29,0.5554293967675012
0,1.043103448275862,0,23/24,57,116,-0.6960460810216696
2,1.4634146341463414,1,23/24,56,82,0.8684939315490319
0,1.2627118644067796,0,23/24,56,118,0.12141052181063063
0,1.2574257425742574,1,23/24,56,101,0.10173379324301864
0,1.3504273504273505,0,23/24,56,117,0.4479171488399634
0,2.0,1,23/24,56,30,2.8658456634552008
0,1.3636363636363635,0,23/24,56,66,0.49708555164912427
0,1.42,1,23/24,56,100,0.7068900186948054
0,1.4152542372881356,0,23/24,56,118,0.6892246890474383
0,1.25,1,23/24,56,116,0.0740926745408968
0,1.6864406779661016,0,23/24,56,118,1.6986720974684293
0,1.2521008403361344,1,23/24,57,119,0.08191271092441023
0,1.1008403361344539,0,23/24,57,119,-0.48112990868855826
0,1.0341880341880343,1,23/24,57,117,-0.7292322595911389
0,1.1074380165289257,0,23/24,57,121,-0.4565711167403342
0,1.0598290598290598,1,23/24,57,117,-0.6337877129615904
0,1.1610169491525424,0,23/24,57,118,-0.2571322563472409
0,0.9661016949152542,1,23/24,57,118,-0.9826725811498285
0,1.3333333333333333,0,23/24,57,30,0.3842874510869303
0,0.803030303030303,1,23/24,57,66,-1.5896793087514662
0,0.9666666666666667,0,23/24,57,120,-0.9805695657156179
0,1.26890756302521,1,23/24,56,119,0.14447300199251764
0,1.4158415841584158,0,23/24,56,101,0.6914109922216172
1,1.3432835820895523,1,23/24,56,67,0.4213256333610842
0,1.2647058823529411,0,23/24,56,102,0.12883292922549078
0,1.411764705882353,1,23/24,56,119,0.6762354760714332
1,1.935483870967742,0,23/24,56,31,2.6256948687098842
0,1.73109243697479,1,23/24,56,119,1.8648810063654784
0,1.4698795180722892,0,23/24,56,83,0.8925584102466969
0,1.2416666666666667,1,23/24,57,120,0.043073196886293526
0,0.9747899159663865,0,23/24,57,119,-0.950332091699366
0,1.0916666666666666,1,23/24,57,120,-0.5152774008965677
0,0.8208955223880597,0,23/24,57,67,-1.5231789360319634
0,1.1065573770491803,1,23/24,57,122,-0.45984915393998094
0,1.0593220338983051,0,23/24,57,118,-0.6356750345051124
0,0.9752066115702479,1,23/24,57,121,-0.9487810101026362
0,1.0254237288135593,0,23/24,57,118,-0.7618559605577367
0,1.3225806451612903,1,23/24,57,31,0.34426231862937756
0,1.1512605042016806,0,23/24,57,119,-0.293449035484236
0,1.3235294117647058,1,23/24,56,68,0.3477939479638676
0,1.347457627118644,0,23/24,56,118,0.43686283694219036
0,1.2718446601941749,1,23/24,56,103,0.1554058683927701
0,1.2666666666666666,0,23/24,56,120,0.13613162985010333
0,1.4509803921568627,1,23/24,56,102,0.8222094885636839
0,1.2478632478632479,0,23/24,56,117,0.06613896232176775
0,1.4083333333333334,1,23/24,56,120,0.6634627499783613
0,1.4642857142857142,0,23/24,56,84,0.8717363856592689
0,1.9375,1,23/24,56,32,2.6331995810456754
0,1.7583333333333333,0,23/24,56,120,1.9662808114717025
0,1.3361344537815125,1,23/24,56,119,0.39471416626494815
0,1.2372881355932204,0,23/24,56,118,0.026774827271162958
0,0.975,1,23/24,57,120,-0.9495500880610147
0,0.9836065573770492,0,23/24,57,122,-0.917513578352162
0,1.0252100840336134,1,23/24,57,119,-0.7626512184950434
0,1.0909090909090908,0,23/24,57,121,-0.5180973534106225
0,0.8676470588235294,1,23/24,57,68,-1.349153947258552
0,1.28125,0,23/24,57,32,0.19041571574565946
0,1.050420168067227,1,23/24,57,119,-0.6688107818928813
0,1.2396694214876034,0,23/24,57,121,0.03563877662196732
0,1.256198347107438,1,23/24,56,121,0.09716501329225481
0,1.3333333333333333,0,23/24,56,69,0.3842874510869303
0,1.7603305785123966,1,23/24,56,121,1.9737152317360287
1,1.2692307692307692,0,23/24,56,104,0.14567608451305816
0,1.3333333333333333,1,23/24,56,120,0.3842874510869303
0,1.4297520661157024,0,23/24,56,121,0.7431904983302751
0,1.226890756302521,1,23/24,56,119,-0.011927725677750916
0,1.878787878787879,0,23/24,56,33,2.4146532612064244
0,1.1416666666666666,1,23/24,57,120,-0.3291605349689473
0,1.1056910569105691,0,23/24,57,123,-0.46307388972174696
0,1.4705882352941178,1,23/24,56,85,0.89519649480981
0,1.4368932038834952,0,23/24,56,103,0.7697722219402542
0,1.2459016393442623,1,23/24,57,122,0.05883719372715762
0,0.855072463768116,0,23/24,57,69,-1.3959608316990022
0,1.096774193548387,1,23/24,57,124,-0.49626546297923013
0,0.9752066115702479,0,23/24,57,121,-0.9487810101026362
0,1.0333333333333334,1,23/24,57,120,-0.7324137444787906
0,1.1322314049586777,0,23/24,57,121,-0.36428176173490295
0,1.2727272727272727,1,23/24,57,33,0.15869124996254227
1,0.983739837398374,0,23/24,57,123,-0.9170174651549671
0,1.0583333333333333,1,23/24,57,120,-0.6393553115149808
0,1.0901639344262295,0,23/24,57,122,-0.5208710771949385
0,1.2666666666666666,1,23/24,56,105,0.13613162985010333
0,1.225,0,23/24,56,120,-0.018965758422913002
0,1.3142857142857143,1,23/24,56,70,0.31338578787640853
0,1.4767441860465116,0,23/24,56,86,0.9181110200266164
0,1.322314049586777,1,23/24,56,121,0.34326995997340554
0,1.2459016393442623,0,23/24,56,122,0.05883719372715762
0,1.4344262295081966,1,23/24,56,122,0.760589311159168
0,1.7622950819672132,0,23/24,56,122,1.9810277762583177
0,1.4519230769230769,1,23/24,56,104,0.8257184792485938
0,1.8823529411764706,0,23/24,56,34,2.427923625978447
0,1.1229508196721312,1,23/24,57,122,-0.3988272306850234
0,1.2439024390243902,0,23/24,57,123,0.051395495769235765
0,0.9838709677419355,1,23/24,57,124,-0.9165293537835335
0,1.104,0,23/24,57,125,-0.469368573967754
0,1.08130081300813,1,23/24,57,123,-0.553862604808391
0,1.2941176470588236,0,23/24,57,34,0.2383134385946796
0,0.9836065573770492,1,23/24,57,122,-0.917513578352162
0,1.0578512396694215,0,23/24,57,121,-0.6411498267511975
0,0.8571428571428571,1,23/24,57,70,-1.3882541291761197
0,1.0413223140495869,0,23/24,57,121,-0.7026760634214849
0,1.2601626016260163,1,23/24,56,123,0.11192130582699877
0,1.4308943089430894,0,23/24,56,123,0.7474423114335067
0,1.7723577235772359,1,23/24,56,123,2.018484322646523
0,1.438095238095238,0,23/24,56,105,0.7742465987448015
0,1.2314049586776858,1,23/24,56,121,0.004875658286822757
0,1.3098591549295775,0,23/24,56,71,0.29690864079227325
0,1.8571428571428572,1,23/24,56,35,2.334083189376286
0,1.2547169811320755,0,23/24,56,106,0.0916508694397291
0,1.4597701149425288,1,23/24,56,87,0.8549278017084994
0,1.319672131147541,0,23/24,56,122,0.3334358483744661
0,1.0327868852459017,1,24/25,57,122,-0.7344478085872894
0,1.0737704918032787,0,24/25,57,122,-0.581893000449896
0,0.975609756097561,1,24/25,57,123,-0.9472803701838486
0,1.0806451612903225,0,24/25,57,124,-0.5563031616655592
0,1.2338709677419355,1,24/25,56,124,0.014054975854567733
0,1.3170731707317074,1,24/25,57,123,0.3237616410291681
0,1.2580645161290323,0,24/25,57,124,0.10411152388406132
0,1.1300813008130082,1,24/25,57,123,-0.37228517463510286
0,1.3142857142857143,0,24/25,57,35,0.31338578787640853
0,1.1031746031746033,0,24/25,56,126,-0.47244097937354335
0,0.8873239436619719,1,24/25,57,71,-1.2759099445115598
0,0.992,0,24/25,57,125,-0.8862703536456238
0,1.2459016393442623,1,24/25,56,122,0.05883719372715762
0,1.2523364485981308,0,24/25,56,107,0.08278972435059836
0,1.4433962264150944,1,24/25,56,106,0.7939786653930129
0,1.3194444444444444,0,24/25,56,72,0.3325883216625915
0,1.3333333333333333,1,24/25,57,36,0.3842874510869303
0,0.875,0,24/25,57,72,-1.321783819916255
0,1.088,1,24/25,57,125,-0.5289259710645925
0,1.314516129032258,0,24/25,57,124,0.31424346928621305
0,1.264,1,24/25,57,125,0.12620539700063052
0,1.0,0,24/25,57,124,-0.8564916550972045
0,0.9920634920634921,1,24/25,57,126,-0.8860340147682552
0,1.024390243902439,0,24/25,57,123,-0.7657029400105604
0,1.065040650406504,1,24/25,57,123,-0.614388414866154
0,1.1370967741935485,0,24/25,57,124,-0.34617121626340663
0,1.3013698630136987,1,24/25,56,73,0.2653086326857125
0,1.4659090909090908,0,24/25,56,88,0.8777791410465294
0,1.25,1,24/25,56,108,0.0740926745408968
0,1.24,0,24/25,56,125,0.03686930135537271
0,1.1023622047244095,1,24/25,56,127,-0.4754650004422337
0,1.4299065420560748,0,24/25,56,107,0.7437655098879418
0,1.2439024390243902,0,24/25,56,123,0.051395495769235765
0,1.4274193548387097,1,24/25,56,124,0.7345073600905173
0,1.0,1,24/25,57,127,-0.8564916550972045
0,1.128,0,24/25,57,125,-0.38003247832249704
0,1.0952380952380953,1,24/25,57,126,-0.501983339044594
