match_id,home_pressure,away_pressure,home_history_matches,away_history_matches
9242606,0.7142857142857143,1.0,7,7
8824194,1.8571428571428572,0.75,7,8
8824154,0.6666666666666666,1.1428571428571428,6,7
8824183,0.5,1.25,6,8
8824178,1.5555555555555556,0.42857142857142855,9,7
8824191,1.875,0.875,8,8
8824192,1.1428571428571428,1.625,7,8
8824212,1.2222222222222223,0.8888888888888888,9,9
9398797,0.4444444444444444,0.375,9,8
9398799,0.8571428571428571,1.25,7,8
9398848,0.8,1.5,10,8
9398852,1.5555555555555556,1.4,9,10
9398868,0.7777777777777778,0.75,9,8
9398869,1.875,1.7777777777777777,8,9
9398874,1.375,0.8333333333333334,8,6
9398879,1.375,0.625,8,8
9400336,1.8571428571428572,2.2222222222222223,7,9
9400352,0.6666666666666666,1.2,9,10
9398878,1.6,0.5555555555555556,10,9
9398877,0.7142857142857143,2.2,7,10
9398850,1.3333333333333333,0.7,9,10
9398851,0.4,0.8181818181818182,10,11
9398853,0.3333333333333333,1.6,9,10
9398854,1.2727272727272727,0.875,11,8
9398855,1.4444444444444444,1.1818181818181819,9,11
9398900,0.75,0.7,8,10
9398901,0.5,1.8888888888888888,10,9
9398908,0.6666666666666666,1.6363636363636365,9,11
9398946,1.75,1.3333333333333333,8,9
9412789,2.1818181818181817,1.4444444444444444,11,9
9422569,0.7,2.25,10,12
9422570,1.3333333333333333,1.3,12,10
9422571,0.7777777777777778,1.9,9,10
9422572,0.45454545454545453,1.6666666666666667,11,9
9422573,1.6363636363636365,0.36363636363636365,11,11
9422574,1.0,0.3,11,10
9422575,1.0833333333333333,1.4,12,10
9422584,1.3,1.4,10,10
9422585,0.8333333333333334,1.0,12,9
9424877,0.4166666666666667,1.2727272727272727,12,11
9424878,1.1818181818181819,1.1,11,10
9424884,0.7272727272727273,1.6,11,10
9424885,0.7272727272727273,0.7,11,10
9424886,2.0,1.2727272727272727,11,11
9424879,0.38461538461538464,1.4615384615384615,13,13
9424880,1.25,1.5833333333333333,12,12
9424881,1.0,1.1538461538461537,11,13
9424882,1.1666666666666667,1.0833333333333333,12,12
9424883,0.45454545454545453,0.7692307692307693,11,13
9424888,2.3076923076923075,0.6666666666666666,13,12
9424896,0.5,1.2727272727272727,12,11
9424898,1.8333333333333333,0.6666666666666666,12,12
9424907,1.1666666666666667,0.6363636363636364,12,11
9424887,1.7272727272727273,1.5833333333333333,11,12
9431750,1.25,0.6153846153846154,12,13
9434155,1.0,0.5,12,12
9434156,0.35714285714285715,1.1538461538461537,14,13
9431707,0.7857142857142857,1.1538461538461537,14,13
9431708,1.1428571428571428,0.4666666666666667,14,15
9431709,1.3571428571428572,1.2307692307692308,14,13
9431710,0.46153846153846156,1.1428571428571428,13,14
9431711,1.5384615384615385,1.1538461538461537,13,13
9431737,1.4615384615384615,2.2142857142857144,13,14
9431742,1.2307692307692308,1.9230769230769231,13,13
9431743,0.5714285714285714,1.75,14,12
9431751,0.5384615384615384,0.6666666666666666,13,12
9431752,0.6153846153846154,1.0769230769230769,13,13
9431712,1.2857142857142858,1.1428571428571428,14,14
9431720,1.1428571428571428,0.5,14,14
9431736,0.9230769230769231,0.6,13,15
9431740,1.1428571428571428,1.6153846153846154,14,13
9431741,1.0769230769230769,1.3571428571428572,13,14
9431747,2.1333333333333333,0.6428571428571429,15,14
9431749,2.0,0.6153846153846154,14,13
9431718,1.3333333333333333,1.3333333333333333,15,15
9431721,1.0666666666666667,0.4375,15,16
9431735,1.3333333333333333,1.2,15,15
9431717,1.1333333333333333,1.5714285714285714,15,14
9431719,1.2,0.7333333333333333,15,15
9431731,1.5,0.8571428571428571,14,14
9431732,2.125,1.9333333333333333,16,15
9431738,0.5625,1.0,16,14
9431739,0.5714285714285714,0.6666666666666666,14,15
9431722,1.2,1.25,15,16
9431723,1.25,1.1875,16,16
9431724,0.5333333333333333,1.0,15,16
9431725,0.75,1.4666666666666666,16,15
9431729,0.47058823529411764,1.5625,17,16
9431730,0.7333333333333333,1.125,15,16
9431733,2.0,1.5333333333333334,16,15
9431734,0.625,0.5882352941176471,16,17
9431746,1.2,2.1176470588235294,15,17
9431748,1.0666666666666667,1.5,15,16
9574009,1.1176470588235294,0.4444444444444444,17,18
9574011,1.0,0.5625,16,16
9574026,0.7647058823529411,,17,0
9574030,1.25,1.1764705882352942,16,17
9574031,1.4375,1.5294117647058822,16,17
9574033,1.1176470588235294,1.375,17,16
9574035,1.1764705882352942,1.8823529411764706,17,17
9574037,1.1176470588235294,1.125,17,16
9574155,,0.5555555555555556,0,18
9574312,1.0,2.0555555555555554,16,18
9574021,1.8333333333333333,1.1111111111111112,18,18
9574023,1.1176470588235294,2.0,17,1
9574028,1.3529411764705883,0.8333333333333334,17,18
9574032,1.0588235294117647,1.0555555555555556,17,18
9574036,0.5263157894736842,1.411764705882353,19,17
9574126,0.5263157894736842,1.1764705882352942,19,17
9574164,0.6470588235294118,1.9473684210526316,17,19
9574176,1.2222222222222223,1.0555555555555556,18,18
9574212,1.5,0.9411764705882353,18,17
9574554,0.0,1.1666666666666667,1,18
9574335,1.9473684210526316,1.105263157894737,19,19
9574029,1.2105263157894737,0.8421052631578947,19,19
9574034,1.8421052631578947,0.6,19,20
9574039,1.0526315789473684,1.1578947368421053,19,19
9574077,1.3888888888888888,1.1111111111111112,18,18
9574080,1.0555555555555556,1.0555555555555556,18,18
9574154,1.1666666666666667,1.3888888888888888,18,18
9574184,0.6470588235294118,2.5,17,2
9574366,1.105263157894737,1.5,19,2
9574070,0.5714285714285714,1.2,21,20
9574076,1.4210526315789473,1.0526315789473684,19,19
9574107,1.4210526315789473,1.15,19,20
9574110,1.4736842105263157,0.6666666666666666,19,18
9574118,1.0526315789473684,1.1578947368421053,19,19
9574144,1.3333333333333333,1.9,3,20
9574208,1.15,1.15,20,20
9574220,2.3333333333333335,1.9,3,20
9574238,0.8,1.1578947368421053,20,19
9574333,1.05,0.55,20,20
9574346,1.8095238095238095,1.45,21,20
9574046,1.0952380952380953,1.2380952380952381,21,21
9574064,0.5714285714285714,1.15,21,20
9574142,1.1904761904761905,0.5909090909090909,21,22
9574148,1.5,1.8571428571428572,20,21
9574152,0.6842105263157895,1.35,19,20
9574189,1.0476190476190477,2.0,21,4
9574202,1.15,1.0,20,20
9574305,1.0952380952380953,0.8571428571428571,21,21
9749919,0.5909090909090909,1.3333333333333333,22,21
9574047,1.25,1.4285714285714286,4,21
9574049,1.8181818181818181,1.2,22,20
9574050,1.1818181818181819,1.1363636363636365,22,22
9574053,0.8181818181818182,1.1363636363636365,22,22
9574062,1.3636363636363635,1.8181818181818181,22,22
9574102,1.1904761904761905,1.0476190476190477,21,21
9574115,0.6521739130434783,1.1363636363636365,23,22
9574170,1.1428571428571428,0.7,21,20
9574181,1.0,0.6086956521739131,21,23
9574361,2.0,1.380952380952381,4,21
9780717,1.1428571428571428,1.4,21,5
9574105,1.7826086956521738,1.1363636363636365,23,22
9574052,1.1304347826086956,1.7391304347826086,23,23
9574128,1.3181818181818181,1.1818181818181819,22,22
9574149,1.1818181818181819,1.0869565217391304,22,23
9574173,0.9130434782608695,1.173913043478261,23,23
9574196,0.625,0.6666666666666666,24,21
9574200,1.0454545454545454,1.8,22,5
9574203,1.3636363636363635,0.8333333333333334,22,24
9574269,1.3043478260869565,1.0909090909090908,23,22
9574292,1.0869565217391304,1.3333333333333333,23,6
9574040,1.0416666666666667,1.1666666666666667,24,24
9574041,0.88,1.4285714285714286,25,7
9574042,1.125,1.2608695652173914,24,23
9574057,0.6818181818181818,1.0,22,23
9574135,1.7083333333333333,0.875,24,24
9574163,1.0434782608695652,1.2608695652173914,23,23
9574177,1.173913043478261,1.7916666666666667,23,24
9574194,2.0,1.3333333333333333,6,24
9574217,1.173913043478261,0.64,23,25
9574323,1.0416666666666667,1.3478260869565217,24,23
9574094,1.84,0.6153846153846154,25,26
9574043,1.375,1.0,24,25
9574044,0.92,0.8846153846153846,25,26
9574100,1.8571428571428572,1.1666666666666667,7,24
9574133,1.375,1.12,8,25
9574139,1.2083333333333333,1.2,24,25
9574169,1.2916666666666667,1.2916666666666667,24,24
9574183,1.0416666666666667,0.6818181818181818,24,22
9574197,1.28,1.0,25,23
9574138,1.76,1.08,25,25
9574245,1.8076923076923077,1.875,26,8
9574048,0.8518518518518519,1.7307692307692308,27,26
9574051,1.4,1.24,25,25
9574109,0.6956521739130435,1.16,23,25
9574145,0.9583333333333334,1.24,24,25
9574157,0.6296296296296297,1.04,27,25
9574167,1.32,1.2692307692307692,25,26
9574262,1.1538461538461537,1.0769230769230769,26,26
9574311,1.3333333333333333,1.0384615384615385,9,26
9574322,1.0,1.1538461538461537,26,26
9574045,1.3076923076923077,0.8214285714285714,26,28
9574061,1.1111111111111112,1.3461538461538463,27,26
9574075,1.1851851851851851,1.1111111111111112,27,27
9574186,1.1851851851851851,1.1111111111111112,27,27
9574159,1.7407407407407407,1.4,27,10
9574058,1.1153846153846154,0.6071428571428571,26,28
9574067,2.0,1.3076923076923077,9,26
9574087,1.0714285714285714,1.2857142857142858,28,28
9574098,1.0714285714285714,1.2962962962962963,28,27
9574131,1.1071428571428572,0.8620689655172413,28,29
9574132,1.2592592592592593,0.75,27,24
9574158,1.6363636363636365,1.3333333333333333,11,27
9574165,1.25,1.7857142857142858,28,28
9574038,1.8148148148148149,1.0,27,25
9574056,1.8275862068965518,1.1379310344827587,29,29
9574063,0.5862068965517241,1.9,29,10
9574071,0.8666666666666667,1.0689655172413792,30,29
9574074,1.1111111111111112,1.2857142857142858,27,28
9574090,1.3214285714285714,1.0344827586206897,28,29
9574106,0.8,1.1923076923076923,25,26
9574122,1.3571428571428572,1.6666666666666667,28,12
9574162,1.2962962962962963,1.0384615384615385,27,26
9574175,1.2413793103448276,1.2758620689655173,29,29
9917723,1.0740740740740742,1.1153846153846154,27,26
9574172,1.75,1.3103448275862069,28,29
9574055,1.1333333333333333,1.3793103448275863,30,29
9574060,1.8,1.0666666666666667,30,30
9574082,1.8181818181818181,0.8461538461538461,11,26
9574085,1.1428571428571428,1.1428571428571428,28,28
9574104,1.6153846153846154,1.2,13,30
9574117,1.2333333333333334,1.0,30,30
9574216,1.1111111111111112,1.2857142857142858,27,28
9574258,1.1851851851851851,0.5666666666666667,27,30
9574278,0.8709677419354839,1.3103448275862069,31,29
9574054,1.3666666666666667,1.2258064516129032,30,31
9574059,1.3666666666666667,1.2580645161290323,30,31
9574101,1.2413793103448276,1.793103448275862,29,29
9574129,1.103448275862069,1.1071428571428572,29,28
9574137,1.3,1.1785714285714286,30,28
9574143,1.75,1.1379310344827587,12,29
9574151,1.6428571428571428,0.84375,14,32
9574187,1.032258064516129,1.096774193548387,31,31
9574188,0.967741935483871,1.7419354838709677,31,31
9574204,0.8148148148148148,0.5483870967741935,27,31
9925018,1.1379310344827587,1.7666666666666666,29,30
9574235,1.7419354838709677,1.1,31,30
9574234,1.28125,0.8787878787878788,32,33
9574297,1.1,1.2903225806451613,30,31
9574390,1.103448275862069,0.8928571428571429,29,28
9574419,0.53125,1.2333333333333334,32,30
9574421,1.71875,1.3225806451612903,32,31
9574495,1.09375,1.6,32,15
9574503,1.09375,0.96875,32,32
9574260,1.21875,1.3225806451612903,32,31
9574279,1.0,1.0909090909090908,33,33
9574372,1.096774193548387,1.6875,31,32
9574387,1.096774193548387,1.1333333333333333,31,30
9574396,1.34375,0.5454545454545454,32,33
9574413,1.5625,1.0909090909090908,16,33
9574437,0.8529411764705882,1.2424242424242424,34,33
9574456,1.28125,1.303030303030303,32,33
9574476,1.7692307692307692,1.1333333333333333,13,30
9574547,0.9655172413793104,1.1935483870967742,29,31
9574321,1.696969696969697,1.0,33,30
9574233,1.3636363636363635,2.0714285714285716,33,14
9574275,1.15625,1.1875,32,32
9574334,0.8571428571428571,1.0,35,34
9574345,1.3529411764705883,1.4705882352941178,34,17
9574367,0.5294117647058824,1.1290322580645162,34,31
9574378,1.1290322580645162,1.09375,31,32
9574518,1.2647058823529411,1.8484848484848484,34,33
9574501,1.1818181818181819,1.125,33,32
9574293,1.2285714285714286,1.0571428571428572,35,35
9574445,0.5142857142857142,1.6470588235294117,35,34
9574484,1.2424242424242424,2.1333333333333333,33,15
9574232,1.096774193548387,1.121212121212121,31,33
9574251,1.3125,1.3888888888888888,32,18
9574313,1.09375,1.3235294117647058,32,34
9574343,1.3714285714285714,1.088235294117647,35,34
9574494,1.2424242424242424,1.088235294117647,33,34
10040295,1.3636363636363635,1.8235294117647058,33,34
9574359,0.8888888888888888,1.3529411764705883,36,34
9574263,1.1142857142857143,1.25,35,36
9574331,1.121212121212121,1.15625,33,32
9574467,1.3428571428571427,1.3235294117647058,35,34
9574502,1.1764705882352942,1.1470588235294117,34,34
9574520,1.0277777777777777,1.4444444444444444,36,36
9574451,1.6571428571428573,1.1176470588235294,35,34
9574223,1.1428571428571428,2.0625,35,16
9574363,1.121212121212121,1.3333333333333333,33,36
9574370,1.1515151515151516,1.1714285714285715,33,35
9574381,1.2702702702702702,1.368421052631579,37,19
9574395,1.0857142857142856,1.4324324324324325,35,37
9574431,1.2058823529411764,0.8648648648648649,34,37
9574450,1.3428571428571427,1.0833333333333333,35,36
9574462,0.5277777777777778,1.3142857142857143,36,35
9574215,1.3513513513513513,1.1111111111111112,37,36
9574224,1.1944444444444444,0.5405405405405406,36,37
9574273,1.3888888888888888,1.3428571428571427,36,35
9574338,0.868421052631579,1.054054054054054,38,37
9574371,1.1428571428571428,1.1470588235294117,35,34
9574417,1.0,1.0555555555555556,37,36
9574429,1.3055555555555556,1.1176470588235294,36,34
9574472,1.4210526315789473,1.263157894736842,38,38
9574491,1.35,1.7714285714285714,20,35
9574513,2.1176470588235294,1.6666666666666667,17,36
9574222,0.5789473684210527,1.368421052631579,38,38
10032442,1.0263157894736843,1.3611111111111112,38,36
10073442,1.054054054054054,1.75,37,36
10015057,1.1111111111111112,2.111111111111111,36,18
10061932,1.0526315789473684,1.4324324324324325,38,37
9574244,0.8974358974358975,1.4102564102564104,39,39
9574247,2.0,1.3333333333333333,19,39
9574310,1.2307692307692308,1.3783783783783783,39,37
9574342,1.0,1.0,39,38
9574375,1.162162162162162,1.135135135135135,37,37
9574457,1.0769230769230769,1.3333333333333333,39,21
9574458,1.7297297297297298,1.4473684210526316,37,38
9574542,1.1428571428571428,0.5641025641025641,35,39
9574316,1.3243243243243243,1.162162162162162,37,37
10104723,1.1428571428571428,1.6756756756756757,35,37
9574226,1.2894736842105263,1.1842105263157894,38,38
9574314,1.4,1.435897435897436,40,39
9574368,2.05,1.131578947368421,20,38
9574393,1.25,0.875,40,40
9574430,1.3421052631578947,1.7105263157894737,38,38
9574435,1.1666666666666667,1.1111111111111112,36,36
9574438,1.35,1.7105263157894737,40,38
9574446,0.9743589743589743,1.3181818181818181,39,22
9574477,0.975,1.1,40,40
10105529,1.6923076923076923,0.8780487804878049,39,41
10107290,1.3043478260869565,1.3333333333333333,23,39
9574236,1.7179487179487178,1.131578947368421,39,38
9573962,1.3902439024390243,1.7,41,40
9574382,1.1025641025641026,1.3170731707317074,39,41
9574442,1.0731707317073171,0.8809523809523809,41,42
9574519,1.25,0.9512195121951219,24,41
9574529,1.425,1.2439024390243902,40,41
10087879,1.1,1.2564102564102564,40,39
10116338,1.7,1.0810810810810811,40,37
10121599,1.1025641025641026,1.1891891891891893,39,37
9574225,0.55,1.0731707317073171,40,41
9574286,1.275,1.6829268292682926,40,41
9574299,0.9302325581395349,1.24,43,25
9574427,1.2142857142857142,1.0714285714285714,42,42
9574440,1.3095238095238095,1.205128205128205,42,39
9574466,1.1842105263157894,2.0952380952380953,38,21
9574530,1.3571428571428572,1.375,42,40
9574533,0.9761904761904762,1.6585365853658536,42,41
9574534,0.95,1.4878048780487805,40,41
10115643,1.3414634146341464,0.926829268292683,41,41
10116337,2.0,0.5609756097560976,22,41
9574480,1.6666666666666667,0.5476190476190477,42,42
9574221,1.2,1.1794871794871795,40,39
9574261,1.302325581395349,1.0789473684210527,43,38
9574280,1.6428571428571428,1.2093023255813953,42,43
9574320,1.9130434782608696,1.2926829268292683,23,41
9574388,1.4761904761904763,1.069767441860465,42,43
9574404,1.3333333333333333,0.9534883720930233,42,43
9574439,1.2692307692307692,1.372093023255814,26,43
9574500,1.0476190476190477,1.1,42,40
9574532,0.9285714285714286,0.9318181818181818,42,44
10121601,1.6046511627906976,1.0,43,43
10115645,1.0512820512820513,1.2857142857142858,39,42
10115646,1.6511627906976745,1.2195121951219512,43,41
9574242,0.5348837209302325,1.9166666666666667,43,24
9574290,1.0681818181818181,1.3488372093023255,44,43
9574341,1.025,1.6363636363636365,40,44
9574373,1.3255813953488371,1.2727272727272727,43,44
9574408,1.0975609756097562,1.2142857142857142,41,42
9574422,1.2962962962962963,1.4651162790697674,27,43
9574455,1.2045454545454546,0.9545454545454546,44,44
9574487,1.3863636363636365,1.0,44,44
9574506,1.15,1.0930232558139534,40,43
9574543,0.9777777777777777,1.6136363636363635,45,44
9574328,1.2093023255813953,1.88,43,25
10160956,1.0714285714285714,0.5227272727272727,42,44
9573944,1.4444444444444444,1.0666666666666667,45,45
9574268,1.0222222222222221,1.1777777777777778,45,45
9574294,1.3409090909090908,1.4772727272727273,44,44
9574306,1.1818181818181819,1.6,44,45
9574377,1.1219512195121952,1.0930232558139534,41,43
9574385,0.9333333333333333,0.9565217391304348,45,46
9574392,1.6444444444444444,1.25,45,28
9574405,1.8461538461538463,1.0,26,41
9574463,1.3863636363636365,1.0681818181818181,44,44
9574499,1.2666666666666666,0.5333333333333333,45,45
10160957,0.5217391304347826,1.0952380952380953,46,42
10121600,1.0,1.8888888888888888,42,27
9574538,1.565217391304348,1.3043478260869565,46,46
9574246,1.173913043478261,1.4444444444444444,46,45
9574337,1.5333333333333334,1.6304347826086956,45,46
9574365,1.2413793103448276,1.0,29,46
9574380,0.9361702127659575,1.3333333333333333,47,45
9574383,1.0666666666666667,0.9565217391304348,45,46
9574406,0.9767441860465116,1.1162790697674418,43,43
9574432,1.0909090909090908,1.4,44,45
9574434,0.5319148936170213,1.1555555555555554,47,45
9574521,1.0666666666666667,1.8214285714285714,45,28
10160959,1.0666666666666667,0.9545454545454546,45,44
9573943,0.9166666666666666,1.1702127659574468,48,47
9574240,1.434782608695652,0.9555555555555556,46,45
9574287,1.5957446808510638,1.0869565217391304,47,46
9574288,1.5434782608695652,1.4565217391304348,46,46
9574307,1.0434782608695652,1.3191489361702127,46,47
9574325,0.9787234042553191,1.3478260869565217,47,46
9574416,1.7586206896551724,1.1521739130434783,29,46
9574444,1.0434782608695652,1.553191489361702,46,47
9574447,0.9361702127659575,1.2333333333333334,47,30
9574544,1.0909090909090908,0.5416666666666666,44,48
9573960,1.5208333333333333,1.7333333333333334,48,30
9573946,1.3191489361702127,1.1458333333333333,47,48
9573967,1.0217391304347827,1.0638297872340425,46,47
9573990,1.2916666666666667,1.0888888888888888,48,45
9574006,1.2580645161290323,0.8979591836734694,31,49
9574010,1.127659574468085,1.446808510638298,47,47
9574015,1.0638297872340425,0.9791666666666666,47,48
9574018,0.5510204081632653,1.0425531914893618,49,47
9574024,0.9166666666666666,1.5319148936170213,48,47
9574265,1.5833333333333333,1.446808510638298,48,47
9573968,0.92,1.0204081632653061,50,49
9573974,1.7096774193548387,1.0208333333333333,31,48
9573979,1.2916666666666667,1.4375,48,48
9573996,1.489795918367347,1.108695652173913,49,46
9574001,1.5714285714285714,0.8979591836734694,49,49
9574004,1.163265306122449,1.5416666666666667,49,48
9574007,1.0416666666666667,1.1041666666666667,48,48
9574014,1.28125,1.0416666666666667,32,48
9574017,1.0,1.2653061224489797,47,49
9574546,1.4375,0.54,48,50
9573955,1.34,1.6875,50,32
9573957,1.5510204081632653,0.9215686274509803,49,51
9573965,1.1224489795918366,0.9791666666666666,49,48
9573972,1.0204081632653061,1.0204081632653061,49,49
9573977,0.88,1.2653061224489797,50,49
9573982,1.0204081632653061,1.18,49,50
9573988,0.5882352941176471,1.5,51,50
9573998,1.02,1.54,50,50
9573999,1.0851063829787233,1.4489795918367347,47,49
9574003,1.4489795918367347,1.2727272727272727,49,33
9573970,1.4705882352941178,1.44,51,50
9573949,1.0392156862745099,0.8627450980392157,51,51
9573952,0.9795918367346939,1.0,49,50
9573958,1.1764705882352942,1.5294117647058822,51,51
9573971,1.04,1.58,50,50
9573983,1.04,0.5769230769230769,50,52
9573987,1.7272727272727273,1.1458333333333333,33,48
9573995,1.18,1.3137254901960784,50,51
9574022,1.48,0.9230769230769231,50,52
9574027,1.3,1.2352941176470589,50,34
9573947,1.6274509803921569,1.0384615384615385,51,52
9573953,1.4313725490196079,1.7058823529411764,51,34
9573956,1.2571428571428571,1.1730769230769231,35,52
9573969,1.5192307692307692,1.2941176470588236,52,51
9573992,1.1428571428571428,1.1764705882352942,49,51
9574008,0.9056603773584906,1.0196078431372548,53,51
9574019,0.8461538461538461,1.4705882352941178,52,51
9574025,1.3461538461538463,1.0392156862745099,52,51
9574537,1.0,1.4807692307692308,51,52
9574551,0.6226415094339622,0.98,53,50
10387816,,1.3333333333333333,0,36
10387835,,1.0192307692307692,0,52
10387836,1.0377358490566038,1.5961538461538463,53,52
10387841,1.7142857142857142,1.4528301886792452,35,53
10387974,,1.12,0,50
10387977,1.2884615384615385,1.150943396226415,52,53
10388044,1.1538461538461537,0.9803921568627451,52,51
10388048,1.0192307692307692,0.8679245283018868,52,53
10388051,1.3396226415094339,1.4038461538461537,53,52
10388063,0.9259259259259259,1.0576923076923077,54,52
10387827,1.2972972972972974,1.6666666666666667,37,36
10387830,1.1296296296296295,1.0,54,1
10387831,1.0754716981132075,1.0185185185185186,53,54
10387837,1.6037735849056605,1.2641509433962264,53,53
10387882,1.462962962962963,1.0,54,1
10387979,1.3773584905660377,1.150943396226415,53,53
10387984,1.0980392156862746,1.3148148148148149,51,54
10388058,1.0377358490566038,1.0188679245283019,53,53
10388069,0.9074074074074074,2.0,54,1
10388070,0.9615384615384616,0.9454545454545454,52,55
10387840,0.5,1.6481481481481481,2,54
10387845,1.2407407407407407,1.0363636363636364,54,55
10387853,1.3421052631578947,1.4363636363636363,38,55
10387854,1.0925925925925926,1.6216216216216217,54,37
10387863,2.0,1.1090909090909091,2,55
10388054,0.9622641509433962,0.8909090909090909,53,55
10388068,1.1153846153846154,1.037037037037037,52,54
10388071,0.9642857142857143,1.3888888888888888,56,54
10388074,1.290909090909091,2.0,55,2
10388079,1.0555555555555556,1.1481481481481481,54,54
10387842,1.6363636363636365,1.358974358974359,55,39
10387847,1.4821428571428572,1.2727272727272727,56,55
10387851,1.5789473684210527,1.6666666666666667,38,3
10387866,1.0892857142857142,1.1272727272727272,56,55
10387872,1.0357142857142858,0.6666666666666666,56,3
10388009,1.1272727272727272,1.0175438596491229,55,57
10388013,1.3636363636363635,1.0909090909090908,55,55
10388076,0.8928571428571429,1.1320754716981132,56,53
10388104,2.0,0.9444444444444444,2,54
10388122,1.0363636363636364,1.290909090909091,55,55
10387855,1.105263157894737,1.5384615384615385,57,39
10387858,1.3035714285714286,1.5,56,4
10387865,1.25,1.6428571428571428,4,56
10387962,1.456140350877193,1.125,57,56
10388081,1.1111111111111112,1.125,54,56
10388096,1.3035714285714286,0.8771929824561403,56,57
10388119,1.0517241379310345,1.0535714285714286,58,56
10388129,1.3333333333333333,1.1071428571428572,3,56
10388131,0.9454545454545454,1.3571428571428572,55,56
10388169,1.325,1.0350877192982457,40,57
10387860,1.631578947368421,1.4655172413793103,57,58
10387874,1.5,1.3333333333333333,40,57
10387876,1.105263157894737,1.4146341463414633,57,41
10387877,1.0172413793103448,1.1379310344827587,58,58
10387891,1.2,1.2,5,5
10388073,1.087719298245614,0.9464285714285714,57,56
10388088,1.3508771929824561,1.1090909090909091,57,55
10388116,1.1403508771929824,1.3157894736842106,57,57
10388123,1.0526315789473684,1.0,57,4
10388146,0.896551724137931,1.0338983050847457,58,59
10387888,1.0,1.5254237288135593,6,59
10387909,1.3333333333333333,1.3103448275862069,6,58
10387926,1.603448275862069,1.1206896551724137,58,58
10387935,1.4523809523809523,1.1355932203389831,42,59
10387992,1.0862068965517242,1.3103448275862069,58,58
10388093,1.0333333333333334,0.8,60,5
10388098,0.9473684210526315,1.1071428571428572,57,56
10388107,1.1724137931034482,1.0689655172413792,58,58
10388128,1.3620689655172413,0.8813559322033898,58,59
10388163,1.0,1.5121951219512195,59,41
10694352,0.8833333333333333,1.2033898305084745,60,59
10694353,1.305084745762712,1.0163934426229508,59,61
10694351,1.1228070175438596,1.1355932203389831,57,59
10387886,1.305084745762712,1.1016949152542372,59,59
10387889,1.1428571428571428,1.0166666666666666,7,60
10387903,1.4285714285714286,1.4651162790697674,7,43
