match_id,referee,referee_name,referee_id,overall_home,overall_away,flat_non_penalty_non_own_goal_home,flat_non_penalty_non_own_goal_away,flat_penalty_goals_home,flat_penalty_goals_away,flat_penalty_awarded_home,flat_penalty_awarded_away,flat_own_goals_credited_home,flat_own_goals_credited_away,component_usable_mask,component_quarantine_reason,home_pressure,away_pressure,home_history_matches,away_history_matches
10388119,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,2,1,0,1,2,0,2,0,0,0,true,,1.0517241379310345,1.0535714285714286,58,56
10388129,George Calder,George Calder,6erk3vt9g07sd95q904x0lhpl,1,0,0,0,1,0,1,0,0,0,true,,1.3333333333333333,1.1071428571428572,3,56
10388131,Dan McFarlane,Dan McFarlane,ce99qkhcskrwsmvjxire8u1d6,2,2,1,1,1,1,1,2,0,0,true,,0.9454545454545454,1.3571428571428572,55,56
10388169,Mike Roncone,Mike Roncone,4oyle92nqzmfq1vj2ff0rh68l,5,0,5,0,0,0,0,0,0,0,true,,1.325,1.0350877192982457,40,57
10387860,Graham Grainger,Graham Grainger,9k3hqjvkmo76ie1hf24h5tnf9,0,6,0,5,0,1,0,1,0,0,true,,1.631578947368421,1.4655172413793103,57,58
10387874,Mike Roncone,Mike Roncone,4oyle92nqzmfq1vj2ff0rh68l,2,0,2,0,0,0,0,0,0,0,true,,1.5,1.3333333333333333,40,57
10387876,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,2,4,2,3,0,0,0,0,0,1,true,,1.105263157894737,1.4146341463414633,57,41
10387877,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,0,2,0,1,0,1,0,1,0,0,true,,1.0172413793103448,1.1379310344827587,58,58
10387891,Stewart Luke,Stewart Luke,ebe4evu4jimqxiodq4bwudjah,0,2,0,2,0,0,1,0,0,0,true,,1.2,1.2,5,5
10388073,Alex Shepherd,Alex Shepherd,em2givezst0lq5g10owzusxxx,1,1,1,1,0,0,0,0,0,0,true,,1.087719298245614,0.9464285714285714,57,56
10388088,George Calder,George Calder,6erk3vt9g07sd95q904x0lhpl,2,1,2,1,0,0,0,0,0,0,true,,1.3508771929824561,1.1090909090909091,57,55
10388116,Greg Soutar,Greg Soutar,2uj0dj4adthw53b4jwyo01o89,3,1,3,1,0,0,0,0,0,0,true,,1.1403508771929824,1.3157894736842106,57,57
10388123,Dan McFarlane,Dan McFarlane,ce99qkhcskrwsmvjxire8u1d6,2,0,2,0,0,0,0,0,0,0,true,,1.0526315789473684,1.0,57,4
10388146,Daniel Graves,Daniel Graves,aofjfn7hxazjccrimv8xil1ih,0,1,0,1,0,0,0,0,0,0,true,,0.896551724137931,1.0338983050847457,58,59
10387888,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,4,1,4,0,0,1,0,1,0,0,true,,1.0,1.5254237288135593,6,59
10387909,Chris Graham,Chris Graham,j8g304sx1bb6gdsqflnnx711,1,1,0,1,1,0,1,0,0,0,true,,1.3333333333333333,1.3103448275862069,6,58
10387926,Gavin Duncan,Gavin Duncan,a5gognfw3xn5vhcko162iq7yt,5,0,5,0,0,0,0,0,0,0,true,,1.603448275862069,1.1206896551724137,58,58
10387935,Alan James Muir,Alan James Muir,66pzin51pbju8o233xuj53g0l,2,1,2,1,0,0,0,0,0,0,true,,1.4523809523809523,1.1355932203389831,42,59
10387992,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,4,1,4,1,0,0,0,0,0,0,true,,1.0862068965517242,1.3103448275862069,58,58
10388093,Colin Whyte,Colin Whyte,2o96vwrzkhrwplbp0z4x78mw9,1,0,0,0,1,0,1,0,0,0,true,,1.0333333333333334,0.8,60,5
10388098,Stewart Luke,Stewart Luke,ebe4evu4jimqxiodq4bwudjah,0,2,0,2,0,0,0,0,0,0,true,,0.9473684210526315,1.1071428571428572,57,56
10388107,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,3,3,3,3,0,0,0,0,0,0,true,,1.1724137931034482,1.0689655172413792,58,58
10388128,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,2,2,2,1,0,0,0,0,0,1,true,,1.3620689655172413,0.8813559322033898,58,59
10388163,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,2,1,2,1,0,0,0,0,0,0,true,,1.0,1.5121951219512195,59,41
10694352,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,1,2,1,2,0,0,0,0,0,0,true,,0.8833333333333333,1.2033898305084745,60,59
10694353,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,3,2,2,1,1,1,1,1,0,0,true,,1.305084745762712,1.0163934426229508,59,61
10694351,Dan McFarlane,Dan McFarlane,ce99qkhcskrwsmvjxire8u1d6,1,4,1,4,0,0,0,0,0,0,true,,1.1228070175438596,1.1355932203389831,57,59
10387886,Graham Grainger,Graham Grainger,9k3hqjvkmo76ie1hf24h5tnf9,2,0,2,0,0,0,0,0,0,0,true,,1.305084745762712,1.1016949152542372,59,59
10387889,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,2,2,2,2,0,0,0,0,0,0,true,,1.1428571428571428,1.0166666666666666,7,60
10387903,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,1,1,1,1,0,0,0,0,0,0,true,,1.4285714285714286,1.4651162790697674,7,43
10387932,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,1,0,1,0,0,0,0,0,0,0,true,,1.5,1.6610169491525424,42,59
10387937,Chris Graham,Chris Graham,j8g304sx1bb6gdsqflnnx711,1,2,1,2,0,0,0,0,0,0,true,,1.1333333333333333,1.5,60,60
10388083,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,2,1,2,1,0,0,0,0,0,0,true,,1.3166666666666667,0.9310344827586207,60,58
10388090,George Calder,George Calder,6erk3vt9g07sd95q904x0lhpl,2,4,1,4,1,0,1,0,0,0,true,,0.6666666666666666,1.2166666666666666,6,60
10388103,Daniel Graves,Daniel Graves,aofjfn7hxazjccrimv8xil1ih,1,2,1,2,0,0,0,0,0,0,true,,0.8852459016393442,1.1833333333333333,61,60
10388110,Alastair Grieve,Alastair Grieve,c3q6ws8z22e1omcjxligshhwp,0,0,0,0,0,0,0,0,0,0,true,,1.1206896551724137,1.0161290322580645,58,62
10388125,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,5,1,5,1,0,0,0,0,0,0,true,,1.1016949152542372,1.3728813559322033,59,59
10698042,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,4,2,4,2,0,0,0,0,0,0,true,,1.1311475409836065,1.6333333333333333,61,60
10717735,Matthew McDermid,Matthew McDermid,ef201gyzs03xy93ixiul2ums5,2,0,2,0,0,0,0,0,0,0,true,,1.5081967213114753,1.0327868852459017,61,61
10387892,Greg Aitken,Greg Aitken,8bwao9nwgzzu4fabl4i97dhhx,2,0,2,0,0,0,0,0,0,0,true,,1.5161290322580645,1.4883720930232558,62,43
10387900,Peter Stuart,Peter Stuart,9dgds61vqncdtk8t34o2xzmc5,3,3,3,3,0,0,0,0,0,0,true,,1.639344262295082,1.375,61,8
10387925,Dan McFarlane,Dan McFarlane,ce99qkhcskrwsmvjxire8u1d6,0,4,0,3,0,0,0,0,0,1,true,,1.0161290322580645,1.3166666666666667,62,60
10387956,Ross Hardie,Ross Hardie,7luf1hybr5lvjzerdmjpxr0mh,1,3,1,3,0,0,0,0,0,0,true,,1.0833333333333333,1.1774193548387097,60,62
10387958,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,0,3,0,3,0,0,0,0,0,0,true,,1.4545454545454546,1.25,44,8
10388121,Alastair Grieve,Alastair Grieve,c3q6ws8z22e1omcjxligshhwp,2,2,2,2,0,0,0,0,0,0,true,,1.2622950819672132,1.3666666666666667,61,60
10388132,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,2,1,1,1,1,0,1,0,0,0,true,,0.9322033898305084,0.7142857142857143,59,7
10388134,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,6,0,6,0,0,0,0,0,0,0,true,,1.1967213114754098,1.0,61,63
10388136,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,2,3,1,2,1,1,1,1,0,0,true,,1.3278688524590163,1.1666666666666667,61,60
10388153,Jordan Curran,Jordan Curran,au7io1r0wfk8hb7qbbhae6uad,1,3,1,2,0,0,0,0,0,1,true,,1.1016949152542372,0.8870967741935484,59,62
10698037,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,1,0,1,0,0,0,0,0,0,0,true,,1.4545454545454546,1.5555555555555556,44,9
10698040,Peter Stuart,Peter Stuart,9dgds61vqncdtk8t34o2xzmc5,2,0,2,0,0,0,0,0,0,0,true,,0.75,1.3770491803278688,8,61
10698046,Greg Soutar,Greg Soutar,2uj0dj4adthw53b4jwyo01o89,1,0,1,0,0,0,0,0,0,0,true,,1.180327868852459,0.9333333333333333,61,60
10387897,Matthew McDermid,Matthew McDermid,ef201gyzs03xy93ixiul2ums5,1,1,1,1,0,0,0,0,0,0,true,,1.2063492063492063,1.3442622950819672,63,61
10387902,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,1,0,0,0,0,0,0,0,1,0,true,,1.4444444444444444,1.5238095238095237,9,63
10387913,Lloyd Wilson,Lloyd Wilson,mb39kmc5hg5dahpssor662mt,2,1,2,1,0,0,0,0,0,0,true,,1.4444444444444444,1.0819672131147542,45,61
10387972,Gavin Duncan,Gavin Duncan,a5gognfw3xn5vhcko162iq7yt,2,0,2,0,0,0,0,0,0,0,true,,1.4,1.0,10,63
10387973,Scott Lambie,Scott Lambie,dzranvufdfmhfamhzvzt6aok5,2,0,2,0,0,0,0,0,0,0,true,,1.4222222222222223,1.6612903225806452,45,62
10387986,Alex Shepherd,Alex Shepherd,em2givezst0lq5g10owzusxxx,0,1,0,1,0,0,0,0,0,0,true,,1.1774193548387097,1.1,62,60
10387987,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,1,3,1,3,0,0,0,0,0,0,true,,1.2741935483870968,1.2741935483870968,62,62
10388067,Peter Stuart,Peter Stuart,9dgds61vqncdtk8t34o2xzmc5,1,1,0,1,1,0,1,0,0,0,true,,0.984375,0.9180327868852459,64,61
10388087,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,1,1,1,1,0,0,0,0,0,0,true,,1.3548387096774193,1.3225806451612903,62,62
10388120,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,1,4,1,4,0,0,0,0,0,0,true,,0.8888888888888888,0.9047619047619048,9,63
10698041,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,0,2,0,2,0,0,0,0,0,0,true,,1.0806451612903225,1.3,62,10
10703648,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,3,1,3,1,0,0,0,0,0,0,true,,1.3387096774193548,1.434782608695652,62,46
10387934,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,2,3,2,3,0,0,0,0,0,0,true,,1.3650793650793651,1.4565217391304348,63,46
10387943,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,2,0,2,0,0,0,0,0,0,0,true,,1.203125,1.3636363636363635,64,11
10387950,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,3,1,3,1,0,0,0,0,0,0,true,,1.5,1.6349206349206349,64,63
10388166,Stewart Luke,Stewart Luke,ebe4evu4jimqxiodq4bwudjah,0,2,0,1,0,0,0,0,0,1,true,,0.984375,1.425531914893617,64,47
10388167,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,1,2,1,1,0,1,0,1,0,0,true,,1.0634920634920635,1.4545454545454546,63,11
10387910,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,2,1,2,1,0,0,0,0,0,0,true,,0.953125,1.1587301587301588,64,63
10387919,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,2,1,2,1,0,0,0,0,0,0,true,,1.25,1.4893617021276595,12,47
10387948,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,1,1,1,1,0,0,0,0,0,0,true,,0.9692307692307692,1.523076923076923,65,65
10387952,Stewart Luke,Stewart Luke,ebe4evu4jimqxiodq4bwudjah,1,3,1,3,0,0,0,0,0,0,true,,1.4166666666666667,1.375,12,64
10387953,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,2,1,2,1,0,0,0,0,0,0,true,,1.4166666666666667,1.0625,48,64
10387957,Dan McFarlane,Dan McFarlane,ce99qkhcskrwsmvjxire8u1d6,4,0,4,0,0,0,0,0,0,0,true,,1.625,1.2153846153846153,64,65
10387991,George Calder,George Calder,6erk3vt9g07sd95q904x0lhpl,1,0,1,0,0,0,0,0,0,0,true,,1.3174603174603174,1.098360655737705,63,61
10387994,Colin Whyte,Colin Whyte,2o96vwrzkhrwplbp0z4x78mw9,2,1,1,1,1,0,1,0,0,0,true,,1.3015873015873016,0.9,63,10
10388000,Lloyd Wilson,Lloyd Wilson,mb39kmc5hg5dahpssor662mt,0,1,0,1,0,0,0,0,0,0,true,,1.3492063492063493,0.9692307692307692,63,65
10388144,Scott Lambie,Scott Lambie,dzranvufdfmhfamhzvzt6aok5,2,2,2,1,0,1,0,1,0,0,true,,0.9193548387096774,1.2698412698412698,62,63
10387931,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,0,3,0,3,0,0,0,1,0,0,true,,1.5151515151515151,1.3846153846153846,66,13
10387940,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,1,1,1,1,0,0,0,0,0,0,true,,1.4791666666666667,1.4285714285714286,48,49
10387955,Matthew McDermid,Matthew McDermid,ef201gyzs03xy93ixiul2ums5,0,1,0,1,0,0,0,1,0,0,true,,1.0615384615384615,1.6615384615384616,65,65
10387964,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,0,1,0,1,0,0,0,0,0,0,true,,1.4,1.3076923076923077,65,13
10387965,Gavin Duncan,Gavin Duncan,a5gognfw3xn5vhcko162iq7yt,3,0,1,0,0,0,0,0,2,0,true,,1.196969696969697,0.9696969696969697,66,66
10387989,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,1,1,1,1,0,0,0,0,0,0,true,,0.9365079365079365,1.296875,63,64
10387996,Peter Stuart,Peter Stuart,9dgds61vqncdtk8t34o2xzmc5,2,2,2,1,0,1,0,1,0,0,true,,1.265625,0.9692307692307692,64,65
10387998,Ross Hardie,Ross Hardie,7luf1hybr5lvjzerdmjpxr0mh,1,4,1,3,0,1,0,1,0,0,true,,1.0806451612903225,1.328125,62,64
10387999,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,2,0,2,0,0,0,0,0,0,0,true,,0.9696969696969697,1.3125,66,64
10388005,Graham Grainger,Graham Grainger,9k3hqjvkmo76ie1hf24h5tnf9,2,3,2,1,0,2,0,2,0,0,true,,0.9090909090909091,1.15625,11,64
10387908,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,1,1,1,1,0,0,0,0,0,0,true,,1.6515151515151516,0.9552238805970149,66,67
10387920,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,0,2,0,2,0,0,0,0,0,0,true,,1.2923076923076924,1.353846153846154,65,65
10387923,Greg Aitken,Greg Aitken,8bwao9nwgzzu4fabl4i97dhhx,5,1,5,1,0,0,0,1,0,0,true,,1.42,1.5,50,14
10387930,Alan James Muir,Alan James Muir,66pzin51pbju8o233xuj53g0l,2,2,0,2,2,0,2,0,0,0,true,,1.2857142857142858,1.0454545454545454,14,66
10387969,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,1,3,1,3,0,0,0,0,0,0,true,,1.469387755102041,1.1940298507462686,49,67
10387993,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,2,3,2,2,0,1,1,1,0,0,true,,0.9696969696969697,0.9375,66,64
10387995,Dan McFarlane,Dan McFarlane,ce99qkhcskrwsmvjxire8u1d6,0,4,0,4,0,0,0,0,0,0,true,,1.1538461538461537,0.9850746268656716,65,67
10387997,Jordan Curran,Jordan Curran,au7io1r0wfk8hb7qbbhae6uad,1,1,1,1,0,0,0,0,0,0,true,,1.0793650793650793,1.0,63,12
10388020,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,3,2,3,2,0,0,0,0,0,0,true,,1.2923076923076924,1.2769230769230768,65,65
10388161,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,2,0,2,0,0,0,0,0,0,0,true,,1.378787878787879,1.492537313432836,66,67
10387905,Stewart Luke,Stewart Luke,ebe4evu4jimqxiodq4bwudjah,0,2,0,2,0,0,0,0,0,0,true,,0.9558823529411765,1.2,68,15
10387933,Ross Hardie,Ross Hardie,7luf1hybr5lvjzerdmjpxr0mh,4,0,4,0,0,0,0,0,0,0,true,,1.4666666666666666,1.2205882352941178,15,68
10387947,Craig Napier,Craig Napier,21moh7ea3ftia3jkdb6pvimdx,4,3,4,3,0,0,0,1,0,0,true,,1.4705882352941178,1.4901960784313726,68,51
10387949,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,3,3,3,3,0,0,0,0,0,0,true,,1.0597014925373134,1.3880597014925373,67,67
10387954,Colin Steven,Colin Steven,byb55tj0n1soxr5kb1eyi3qvp,1,0,1,0,0,0,0,0,0,0,true,,1.6417910447761195,1.46,67,50
10388001,Scott Lambie,Scott Lambie,dzranvufdfmhfamhzvzt6aok5,1,3,1,3,0,0,0,0,0,0,true,,1.3636363636363635,1.1363636363636365,66,66
10388003,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,3,1,3,1,0,0,0,0,0,0,true,,1.2727272727272727,0.9850746268656716,66,67
10388017,Gavin Duncan,Gavin Duncan,a5gognfw3xn5vhcko162iq7yt,2,2,2,2,0,0,0,0,0,0,true,,1.0294117647058822,1.078125,68,64
10388018,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,1,0,1,0,0,0,1,0,0,0,true,,0.9538461538461539,1.3181818181818181,65,66
10388143,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,1,1,0,1,1,0,1,0,0,0,true,,1.2878787878787878,1.0,66,13
10387951,Daniel Graves,Daniel Graves,aofjfn7hxazjccrimv8xil1ih,1,1,1,1,0,0,0,0,0,0,true,,1.2985074626865671,1.3582089552238805,67,67
10387904,Grant Irvine,Grant Irvine,jpxnj3ldprjwce3a2be0yqxh,0,0,0,0,0,0,0,0,0,0,true,,1.2028985507246377,1.5192307692307692,69,52
10387927,Colin Steven,Colin Steven,byb55tj0n1soxr5kb1eyi3qvp,1,1,1,1,0,0,0,0,0,0,true,,1.25,1.625,16,16
10387983,Mike Roncone,Mike Roncone,4oyle92nqzmfq1vj2ff0rh68l,1,1,1,1,0,0,0,0,0,0,true,,1.411764705882353,1.6323529411764706,68,68
10388007,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,1,1,0,0,1,0,1,0,0,1,true,,1.0,1.0434782608695652,14,69
10388010,Colin Whyte,Colin Whyte,2o96vwrzkhrwplbp0z4x78mw9,1,3,1,3,0,0,0,0,0,0,true,,0.9852941176470589,1.3529411764705883,68,68
10388014,Gavin Duncan,Gavin Duncan,a5gognfw3xn5vhcko162iq7yt,2,1,2,1,0,0,0,0,0,0,true,,1.164179104477612,1.2686567164179106,67,67
10388019,Lloyd Wilson,Lloyd Wilson,mb39kmc5hg5dahpssor662mt,3,1,3,1,0,0,0,0,0,0,true,,1.2941176470588236,1.2985074626865671,68,67
10388025,Jordan Curran,Jordan Curran,au7io1r0wfk8hb7qbbhae6uad,1,0,1,0,0,0,0,0,0,0,true,,1.0923076923076922,0.9545454545454546,65,66
10388165,Ross Hardie,Ross Hardie,7luf1hybr5lvjzerdmjpxr0mh,3,0,3,0,0,0,0,0,0,0,true,,1.4313725490196079,0.9420289855072463,51,69
10388012,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,0,0,0,0,0,0,0,0,0,0,true,,0.9855072463768116,0.9333333333333333,69,15
10388154,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,1,2,1,2,0,0,0,0,0,0,true,,1.2647058823529411,1.0909090909090908,68,66
10387896,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,1,2,1,1,0,1,0,1,0,0,true,,1.588235294117647,1.4615384615384615,17,52
10387961,Alan James Muir,Alan James Muir,66pzin51pbju8o233xuj53g0l,2,2,2,2,0,0,0,0,0,0,true,,1.5072463768115942,1.1857142857142857,69,70
10387894,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,2,4,2,4,0,0,0,0,0,0,true,,1.1971830985915493,1.6231884057971016,71,69
10387898,Dan McFarlane,Dan McFarlane,ce99qkhcskrwsmvjxire8u1d6,5,2,5,2,0,0,0,0,0,0,true,,1.4057971014492754,1.5555555555555556,69,18
10387946,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,2,2,2,2,0,0,0,0,0,0,true,,1.088235294117647,1.490566037735849,68,53
10388008,Stewart Luke,Stewart Luke,ebe4evu4jimqxiodq4bwudjah,5,1,5,1,0,0,0,0,0,0,true,,1.3768115942028984,0.9402985074626866,69,67
10388015,Scott Lambie,Scott Lambie,dzranvufdfmhfamhzvzt6aok5,1,2,0,2,1,0,1,0,0,0,true,,1.1764705882352942,1.2941176470588236,68,68
10388149,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,3,2,2,2,1,0,1,0,0,0,true,,0.875,1.318840579710145,16,69
10388004,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,2,0,2,0,0,0,0,0,0,0,true,,1.0285714285714285,0.9714285714285714,70,70
10388168,Greg Aitken,Greg Aitken,8bwao9nwgzzu4fabl4i97dhhx,1,2,1,1,0,0,0,0,0,1,true,,1.4528301886792452,1.2352941176470589,53,17
10387899,Chris Graham,Chris Graham,j8g304sx1bb6gdsqflnnx711,4,0,4,0,0,0,0,0,0,0,true,,1.5142857142857142,0.9285714285714286,70,70
10387921,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,0,0,0,0,0,0,0,0,0,0,true,,1.5,1.4444444444444444,54,54
10388016,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,0,1,0,1,0,0,0,0,0,0,true,,0.9411764705882353,1.0422535211267605,68,71
10387967,Ross Hardie,Ross Hardie,7luf1hybr5lvjzerdmjpxr0mh,1,0,1,0,0,0,0,0,0,0,true,,1.5789473684210527,1.1014492753623188,19,69
10388026,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,3,1,3,1,0,0,0,0,0,0,true,,1.3043478260869565,1.2608695652173914,69,69
10387912,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,3,5,3,3,0,2,0,2,0,0,true,,1.6571428571428573,1.5492957746478873,70,71
10387916,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,0,0,0,0,0,0,0,0,0,0,true,,0.9154929577464789,1.2083333333333333,71,72
10387929,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,0,1,0,1,0,0,0,1,0,0,true,,1.1044776119402986,1.1594202898550725,67,69
10387907,Grant Irvine,Grant Irvine,jpxnj3ldprjwce3a2be0yqxh,1,2,1,1,0,1,0,1,0,0,true,,1.0857142857142856,1.4181818181818182,70,55
10387911,Lloyd Wilson,Lloyd Wilson,mb39kmc5hg5dahpssor662mt,0,3,0,2,0,1,0,2,0,0,true,,0.9027777777777778,1.676056338028169,72,71
10387915,Chris Fordyce,Chris Fordyce,1emih5dnnm45p0qcetdhamdx,1,2,1,2,0,0,0,0,0,0,true,,1.55,1.4727272727272727,20,55
10387917,Stewart Luke,Stewart Luke,ebe4evu4jimqxiodq4bwudjah,0,1,0,1,0,0,0,0,0,0,true,,1.5694444444444444,1.2222222222222223,72,18
10387918,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,2,1,2,1,0,0,0,0,0,0,true,,1.457142857142857,1.1917808219178083,70,73
10388024,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,1,2,1,1,0,1,0,1,0,0,true,,1.1571428571428573,0.9577464788732394,70,71
10388030,Scott Lambie,Scott Lambie,dzranvufdfmhfamhzvzt6aok5,0,4,0,3,0,1,0,1,0,0,true,,0.9411764705882353,0.927536231884058,17,69
10388033,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,0,2,0,2,0,0,0,0,0,0,true,,1.4285714285714286,1.088235294117647,70,68
10388077,Duncan Williams,Duncan Williams,mgxw0j6cj0x17rvdlc964pn9,2,1,2,1,0,0,0,0,0,0,true,,1.2571428571428571,1.3285714285714285,70,70
10387804,Chris Graham,Chris Graham,j8g304sx1bb6gdsqflnnx711,4,0,4,0,0,0,0,0,0,0,true,,1.2105263157894737,0.8904109589041096,19,73
10387808,Peter Stuart,Peter Stuart,9dgds61vqncdtk8t34o2xzmc5,4,0,4,0,0,0,0,0,0,0,true,,1.4647887323943662,1.0845070422535212,71,71
10387810,Mike Roncone,Mike Roncone,4oyle92nqzmfq1vj2ff0rh68l,1,1,1,1,0,0,0,0,0,0,true,,1.4107142857142858,1.6805555555555556,56,72
10387811,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,1,0,1,0,0,0,0,1,0,0,true,,1.1891891891891893,1.5238095238095237,74,21
10387982,Iain Snedden,Iain Snedden,2nwo0kkbkm3p944ew8io2mdpl,2,1,2,1,0,0,0,0,0,0,true,,1.4821428571428572,1.547945205479452,56,73
10388027,Ross Hardie,Ross Hardie,7luf1hybr5lvjzerdmjpxr0mh,2,1,1,0,1,1,1,1,0,0,true,,1.1014492753623188,1.0416666666666667,69,72
10388038,Alan Newlands,Alan Newlands,8dzc0favgeocs0qf3qjvxkhxx,1,1,1,1,0,0,0,0,0,0,true,,1.1549295774647887,1.408450704225352,71,71
10388043,Alex Shepherd,Alex Shepherd,em2givezst0lq5g10owzusxxx,0,4,0,3,0,1,0,1,0,0,true,,1.323943661971831,0.9571428571428572,71,70
10388064,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,1,1,1,1,0,0,0,0,0,0,true,,0.9583333333333334,1.267605633802817,72,71
10947858,Lloyd Wilson,Lloyd Wilson,mb39kmc5hg5dahpssor662mt,4,0,4,0,0,0,0,0,0,0,true,,1.4027777777777777,0.8888888888888888,72,18
10947859,Graham Beaton,Graham Beaton,bxvet3x1qjc6n0o20o7h28uz9,1,0,1,0,0,0,0,0,0,0,true,,0.8783783783783784,1.0694444444444444,74,72
10387805,Calum Scott,Calum Scott,4pd0cg3g2g69d4rk8cpecp0wl,3,3,2,2,1,1,2,1,0,0,true,,1.1866666666666668,1.4035087719298245,75,57
10387813,Barry Cook,Barry Cook,jk80yb2y248j814k94zqvrv9,1,1,1,1,0,0,0,0,0,0,true,,1.0547945205479452,1.35,73,20
10387814,Steven Kirkland,Steven Kirkland,8eqxby1ierpiog6g3sh955iad,1,2,1,2,0,0,0,0,0,0,true,,1.5405405405405406,1.5,74,72
