observations,own_goals,minimum_history,pressure_coefficient,interval_low,interval_high,rate_ratio_per_pressure_sd,likelihood_ratio,flat_loglikelihood,pressure_loglikelihood
3830,105,5,0.12635232431033186,-0.06128657484274522,0.3139912234634089,1.1346818738745508,1.7058623180588484,-481.54977328983176,-480.69684213080234
