model,folds,oos,draws,max_rhat,max_ha_rhat,min_ha_ess_bulk,min_ess_bulk,min_ess_tail,n_divergent,min_bfmi,treedepth_rate,latent_min_sd,wall_min,gate_pass,gate_failures,run_id
m05_joint_production_wealth_hier_ha,2,39,1600,1.0092703651342558,1.0084278756040352,638.6315221191253,564.3209484730193,497.26099289945705,0,0.694796784592366,0.0,0.10634639168978732,0.530630366007487,false,"G1 hierarchical HA adds allocation: Δ = 512, 544 B",3a3e1509-c242-44d9-a4ef-f6de6a03e1e9
m12_joint_hybrid_synergy_hier_ha,2,39,1600,1.0103722629282552,1.0103722629282552,701.762463058741,528.3530524616784,250.5325467806291,0,0.6296674013889326,0.0,0.09651197124548527,0.36370131572087605,false,"G1 hierarchical HA adds allocation: Δ = 512, 544 B; G3 min ESS bulk 528 / tail 251",50bd541b-4053-4a5c-b3b9-31f909c56614
m12_joint_hybrid_synergy_grw_hier_ha,2,39,1600,1.0145661225689657,1.0097704673993095,438.1764377912818,360.9854486534853,284.62059829962203,0,0.5638796961786929,0.0,0.09414898708705904,0.711931586265564,false,"G1 hierarchical HA adds allocation: Δ = 512, 544 B; G3 min ESS bulk 361 / tail 285",59f31574-a75a-4961-ade6-68955ed6f67d
