site,max_rhat,min_ess_bulk,min_ess_tail,worst_rhat_fold,model
ha.γ_base,1.0033336485742146,1238.69383198457,971.9173615504616,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[10],1.0011834062307559,1668.518017365994,1164.84381638909,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[11],1.0005668494664401,1866.8010065511749,1291.1444059328805,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[12],1.0048202198574727,1601.9381109467552,951.3162918662872,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[13],1.0060742976314487,1733.272280558306,928.6385604178039,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[14],1.003989563175553,1543.4809417434335,1145.7082865150658,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[15],1.0035585119038333,1556.018768814023,1147.6458593869459,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[16],1.006607643200708,1299.7294461290262,1123.7279354621874,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[17],1.0017887102837995,2065.421999230047,1145.6903182495957,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[18],1.0044449067816337,1871.8597278288953,1080.7442065482912,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[19],1.0069612286508995,1881.2620602824654,861.5537872646412,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[1],1.005725846900508,2100.802072423084,963.0256933559771,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[20],1.0010491418328202,1726.5343424242233,993.0339305316583,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[21],1.0044688878525834,1489.2424755695542,1165.8144812746282,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[22],1.0022265748551116,1608.9690999685004,975.8320988777539,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[23],1.0000214740615656,1506.290476945952,1064.4647200209683,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[24],1.002057823756396,1651.201053069129,1292.3368166263817,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[25],1.0027289972367852,2180.353505607013,1383.221850679569,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[2],1.0026690691568323,1903.6607205181504,1136.1715349248925,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[3],1.0053719289163843,1330.807787288811,1157.0824748447515,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[4],1.0003264698045782,1584.5002980115535,1149.2802732872026,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[5],1.0052210095242675,1892.0987613801742,1128.8308273677933,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[6],1.0018560943290726,1420.5265343183848,1287.9774365522148,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[7],1.0042665039146812,2161.956912774089,1091.9073123350004,1,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[8],1.0084278756040352,1386.9919803703938,1061.5893307204367,2,m05_joint_production_wealth_hier_ha
ha.γ_team_raw[9],1.0037304236635995,1783.0623052576539,919.5625615080362,2,m05_joint_production_wealth_hier_ha
ha.σ_γ,1.0034233509291037,638.6315221191253,822.405930918918,1,m05_joint_production_wealth_hier_ha
ha.γ_base,1.0026100270445168,1589.10431427874,1214.7506663432628,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[10],1.0069626826348437,1496.8772299228442,920.5263015358232,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[11],1.0008697780190774,1488.0112057697806,939.4390642073256,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[12],1.004290236087941,2132.6596512457913,1072.3637002375165,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[13],1.0038585343883775,1690.6106830753881,1121.3235652591554,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[14],1.0018512668410529,1843.1018395709948,886.7680663277362,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[15],1.0016311986513307,2047.942914017368,1172.0244242505844,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[16],1.0061701055102186,2052.111187734427,1151.8703531888018,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[17],1.0016355522856706,2077.3574138026684,1255.27703537608,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[18],1.0034475361057364,2273.47685748767,1251.7876634238467,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[19],1.0103722629282552,2466.087363609709,885.0677165490727,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[1],1.0045421142337012,1917.3080786171636,1101.2596264123206,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[20],1.002913789677391,2120.828156980566,988.2428703493281,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[21],1.004102297975701,1918.366921570636,1063.1203666473054,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[22],1.001977279244859,1942.4812604614356,1032.232256360705,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[23],1.0012419275700402,1466.4919679206414,1257.6095364060543,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[24],1.0010261262309417,1930.3088204496312,1141.646755305183,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[25],1.0035916504674334,1714.6867716246593,1314.9416386295566,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[2],1.0004994985308933,2077.1034218808827,1171.201106407408,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[3],1.0054625330406424,1895.7520628874643,1131.7063937877836,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[4],1.0041137852906488,1756.6477200463464,986.2605393114244,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[5],1.0007886738209373,1748.329808743728,1020.9260970559777,1,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[6],1.0072937486574924,2011.130164430737,1068.93094831974,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[7],1.004233698388526,1882.735886555653,1166.4575995421778,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[8],1.0047296230478,1734.0388640717638,1061.966865616993,2,m12_joint_hybrid_synergy_hier_ha
ha.γ_team_raw[9],1.0012532248559558,1951.1672410126423,1257.9366885758998,2,m12_joint_hybrid_synergy_hier_ha
ha.σ_γ,1.0046616783420768,701.762463058741,708.5486069749993,1,m12_joint_hybrid_synergy_hier_ha
