model,fold,gamma_base_mean,gamma_base_sd,gamma_base_q05,gamma_base_q95,sigma_mean,sigma_sd,sigma_q05,sigma_q50,sigma_q95,p_sigma_below_0p02,prior_p_sigma_below_0p02
m05_joint_production_wealth_hier_ha,1,0.1226394730310591,0.04111984809313318,0.05466533632059334,0.19044294867579384,0.05716020139662195,0.038708705192746135,0.005111787559867768,0.05166187703904754,0.126586778845567,0.19625,0.15851941887820598
m05_joint_production_wealth_hier_ha,2,0.13428227527104752,0.0445499764383715,0.06324115579466863,0.20702492581940665,0.046546293485556764,0.03555334068520516,0.003226089560335652,0.03895607829960597,0.11485021636685865,0.275625,0.15851941887820598
m12_joint_hybrid_synergy_hier_ha,1,0.11708082384967163,0.04114015488688598,0.049709092516573884,0.1865738231669238,0.049926441911720104,0.035997600955997945,0.004253983201139383,0.04347975802841217,0.1163812269549945,0.233125,0.15851941887820598
m12_joint_hybrid_synergy_hier_ha,2,0.12631557068137048,0.04341191417759674,0.05361174087068577,0.19924487298274307,0.04062273380141651,0.029931606312145947,0.0038877607149519692,0.03469675589021422,0.09777407010590712,0.29375,0.15851941887820598
m12_joint_hybrid_synergy_grw_hier_ha,1,0.11840343831370678,0.0370820472263643,0.06004585737489909,0.18083997918035144,0.11616838186467073,0.03919151655973624,0.050813880061129774,0.11658359627692189,0.1779756147732859,0.011875,0.15851941887820598
m12_joint_hybrid_synergy_grw_hier_ha,2,0.12550834854491813,0.03480511010182142,0.06865742369367797,0.18074195164156304,0.10069845400041244,0.039166558555069085,0.032739127729220094,0.10123046443916936,0.16302287007203675,0.0275,0.15851941887820598
