model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,gate_pass,reused
m01_poisson_grw_tight,40,710,1600,1.011453443636018,12,731.5739530410672,691.8997356742207,0,128000,0.0,0.00859375,0.6633244813912798,true,false,,38.27420103549957,2b42d3bf-28d7-47ac-8706-88798c9031ac,true,false
m02_poisson_grw_loose_var,40,710,1600,1.0124335636294326,40,681.8928665741784,461.0239915898027,0,128000,0.0,0.0061640625,0.6756158654844436,true,false,,35.53577100038528,27c8f2f2-e130-44ba-a764-2585d39eb2de,true,false
m03_poisson_grw_loose_tdist,40,710,1600,1.014039773492009,16,594.1958657743921,672.911869201043,0,128000,0.0,0.00034375,0.5556406845188339,true,false,,29.662740715344746,dafbfe00-54c2-42a6-a87f-2c9de470bca2,true,false
m04_poisson_grw_loose_fixed_spread,40,710,1600,1.014091790036958,15,410.18542412851673,790.7953686614572,0,128000,0.0,0.00275,0.8502171392928224,true,false,,31.991159935792286,514c5533-fea4-4786-8a58-30d8262733cf,true,false
