t_s,rss_bytes
1370.0,2617982976
1372.0,2618015744
1374.0,2618056704
1376.0,2618216448
1378.0,2618228736
1380.0,2618241024
1382.0,2618294272
1384.0,2618294272
1386.0,2618294272
1388.0,2618294272
1390.0,2618294272
1392.0,2618294272
1394.0,2618400768
1396.0,2618433536
1398.0,2618433536
1400.0,2618433536
1402.0,2618433536
1404.0,2618433536
1406.0,2618519552
1408.0,2618519552
1410.0,2618585088
1412.0,2618699776
1414.0,2618699776
1416.0,2618699776
1418.0,2618732544
1420.0,2618732544
1422.0,2618732544
1424.0,2618732544
1426.0,2618802176
1428.0,2618802176
1430.0,2618802176
1432.0,2618802176
1434.0,2618851328
1436.0,2618851328
1438.0,2618867712
1440.0,2618867712
1442.0,2618867712
1444.0,2618867712
1446.0,2618892288
1448.0,2618892288
1450.0,2619006976
1452.0,2619072512
1454.0,2619412480
1456.0,2619416576
1458.0,2619416576
1460.0,2619424768
1462.0,2619424768
1464.0,2619424768
1466.0,2619506688
1468.0,2619514880
1470.0,2619514880
1472.0,2619514880
1474.0,2619514880
1476.0,2619514880
1478.0,2619514880
1480.0,2619527168
1482.0,2619568128
1484.0,2619568128
1486.0,2619568128
1488.0,2624958464
1490.0,2638102528
1492.0,2639695872
1494.0,2639798272
1496.0,2640420864
1498.0,2640683008
1500.0,2640977920
1502.0,2641133568
1504.0,2641260544
1506.0,2641260544
1508.0,2641592320
1510.0,2485501952
1512.0,2584707072
1514.0,2586525696
1516.0,2587009024
1518.0,2587373568
1520.0,2587521024
1522.0,2587807744
1524.0,2588057600
1526.0,2588155904
1528.0,2588172288
1530.0,2588176384
1532.0,2635321344
1534.0,2638766080
1536.0,2639405056
1538.0,2639536128
1540.0,2639953920
1542.0,2640384000
1544.0,2641649664
1546.0,2641719296
1548.0,2641788928
1550.0,2641788928
1552.0,2650898432
1554.0,2692341760
1556.0,2646011904
1558.0,2619514880
1560.0,2618802176
1562.0,2698608640
1564.0,2727190528
1566.0,2729390080
1568.0,2718900224
1570.0,2712481792
1572.0,2680320000
1574.0,2680848384
1576.0,2771677184
1578.0,2695700480
1580.0,2734710784
1582.0,2777772032
1584.0,2776514560
1586.0,2782539776
1588.0,2843013120
1590.0,2823614464
1592.0,2886381568
1594.0,2968158208
1596.0,2964992000
1598.0,3090579456
1600.0,3153403904
1602.0,3170680832
