tag,gc_threads,heap_size_hint_gib,queue_wall_s,n_chains,mutator_threads,mutator_cpu_s,mutator_utilisation,other_threads_active,other_cpu_s,other_cpu_share,gc_time_s,gc_wall_share,gc_pauses,gc_full_sweeps,allocated_gib,allocation_gib_per_s,time_to_safepoint_s,mark_time_s,sweep_time_s,max_pause_ms_lifetime,rss_peak_queue_gib,rss_mean_queue_gib,maxrss_process_gib
gcB_hint48_20260910,16,48.0,1633.4764330387115,16,17,12711.430000000002,0.48636414883689494,15,7718.22,0.3777950185147567,845.274151144,0.5174694498478681,69284,4989,11873.087034404278,7.2686001427746945,10.53045478,385.292513105,459.883952886,91.370555,2.9529266357421875,2.438597548334973,2.9825897216796875
